timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
150213.12,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
155221.58,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
160229.11,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
165237.98,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
170244.65,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
175254.98,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
180263.63,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
185272.50,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
190280.56,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
195288.12,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
200294.30,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
205300.96,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
210310.52,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
215318.93,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
220325.50,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
225333.13,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
230339.67,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
235347.06,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
240354.92,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
245360.33,0,0,0,0,0,0,81,0,0,0,0,6,0,0,5,0,0,2097278,2,1,0,289,0,7,0,4,4,0,4,11,0,32,16840672,0,0,1728,0,0,0,3,1,4,4,705,3,0,0,59,0,0,3,1,0,73389,73389,4,4,4,0,8,3,0,0,0,0,0,0,0,0,0
250379.44,94,262144,64,10931,720802238,4,131,1,576,257194,0,6,4289,1,9,1,202,100515460,1154,1,4,289,13450990,7,53739384,8,2284,12690,4,255,576,9420,1304912080,13735419,864302,268278559,576,1800,0,3,1,4,4,705,3,266855430,230096305,15371978,13658606,13658606,3,1,710247544,73389,73389,4,4,4,13658610,8,3,60707,974369,512979,9901,2276,266855430,247293,13223922,5321
255394.27,179,262144,64,25652,1690577150,4,202,9,576,543306,0,6,10069,1,9,1,202,101770324,1154,1,4,289,31849543,7,127398172,8,4690,16557,4,255,576,19140,1756103168,32346828,1818465,565634743,576,1800,0,3,1,4,4,705,3,562584834,535331861,35802689,32318206,32318206,3,1,1680546744,73389,73389,4,4,4,32318210,8,3,61322,1987500,792288,22820,4682,562584834,520486,31556097,5321
260408.08,306,262144,64,40650,2678505534,4,328,17,576,841308,0,6,16005,1,9,1,202,103652620,1154,1,4,289,50561961,7,202247844,8,7350,28754,4,255,576,30352,4456373416,50882556,2828695,881591705,576,1800,0,3,1,4,4,705,3,876788312,846440500,56245268,51313678,51313678,3,1,2668311288,73389,73389,4,4,4,51313682,8,3,62292,3047869,1047071,36492,7342,876788312,804816,49836788,5321
265421.20,392,262144,64,55728,3672304230,4,401,20,576,1144805,0,6,21915,1,9,1,202,105534916,1154,1,4,289,69408288,7,277504000,8,9896,37146,4,255,576,40612,4813722960,69465821,3801001,1196032587,576,1800,0,3,1,4,4,705,3,1189524790,1159227458,76708390,70427712,70427712,3,1,3662241056,73389,73389,4,4,4,70427716,8,3,65767,4105087,1316676,49651,9888,1189524790,1095154,68150180,5321
270431.13,506,262144,64,70386,4638239958,4,508,30,576,1455829,0,6,27702,1,9,1,202,107055232,1154,1,4,289,87722184,7,350759516,8,12431,52946,4,255,576,50856,5305883280,87969675,4819781,1500448200,576,1800,0,3,1,4,4,705,3,1492254369,1463341967,97155211,89003233,89003233,3,1,4628168148,73389,73389,4,4,4,89003237,8,3,66444,5236904,1588493,63707,12423,1492254369,1392122,86382210,5321
275453.66,596,262144,64,84933,5596635738,4,597,39,576,1784143,0,6,33437,1,9,1,202,108647944,1154,1,4,289,105835589,7,423342356,8,15000,61226,4,255,576,62768,12991682744,106436019,5879973,1814690063,576,1800,0,3,1,4,4,705,3,1804800922,1765109774,117627462,107408881,107408881,3,1,5585261844,73389,73389,4,4,4,107408885,8,3,72037,6411175,1878537,77759,14992,1804800922,1706384,104557112,5321
280477.82,695,262144,64,100321,6610583804,4,672,47,594,2084406,9,6,39470,1,9,1,202,112819300,1190,1,4,289,125009655,7,500038620,8,17590,68758,4,255,594,74940,21508296328,125032584,6833724,2132747189,585,1859,9,3,1,4,4,705,3,2121121240,2084913318,138094375,126882278,126898662,3,1,6597878488,73389,73389,4,4,4,126882282,8,3,74200,7421333,2096590,90729,17582,2121121240,1993677,122935772,5550
285494.25,832,262144,64,115982,7641359256,4,800,58,594,2401306,9,6,45619,1,9,1,202,113482930,1190,1,4,289,144415311,7,577467340,8,20481,76872,4,255,594,87592,26620301912,143562416,7851371,2479861087,585,1859,9,3,1,4,4,705,3,2466355618,2411240973,158600395,146602964,146602964,3,1,7623354160,73389,73389,4,4,4,146602968,8,3,75902,8555656,2335352,105308,20474,2466355618,2295998,141227830,5550
290505.63,911,262144,64,131535,8666034166,4,877,61,594,2717641,9,6,51687,1,9,1,202,114761926,1190,1,4,289,163696771,7,654657948,8,23325,86641,4,255,594,99008,26819854816,162107272,8870343,2832476100,585,1859,9,3,1,4,4,705,3,2817113585,2735679228,179075680,166194293,166194293,3,1,8642103268,73389,73389,4,4,4,166194297,8,3,82342,9690707,2612119,118510,23317,2817113585,2599131,159497469,5550
295527.39,1038,262144,64,146950,9682268408,4,1002,65,594,3045336,9,6,57755,1,9,1,202,116330506,1190,1,4,289,182783344,7,731068704,8,26242,93149,4,255,594,111444,30446187232,180509109,9977257,3181922115,585,1859,9,3,1,4,4,705,3,3164674695,3058036679,199534743,185568312,185584696,3,1,9649552256,73389,73389,4,4,4,185568316,8,3,83350,10883005,2903866,132646,26234,3164674695,2912690,177609242,5550
300551.22,1127,262144,64,162147,10684191670,4,1081,70,594,3367440,9,6,63695,1,9,1,202,118164538,1190,1,4,289,201642368,7,806504872,8,29018,103947,4,255,594,124344,38898700784,199097152,10939277,3525458575,585,1859,9,3,1,4,4,705,3,3506397575,3375763513,220024568,204696571,204696571,3,1,10644221724,73389,73389,4,4,4,204696575,8,3,86108,11978062,3161639,147630,29010,3506397575,3219810,195937593,5550
305564.88,1236,262144,64,177479,11694720972,4,1206,73,594,3698644,9,6,69719,1,9,1,202,119129818,1190,1,4,289,220620622,7,882417840,8,32037,115525,4,255,594,137860,45681189192,217582932,12014759,3887802073,585,1859,9,3,1,4,4,705,3,3866812137,3696639654,240568962,223952028,223952028,3,1,11645505488,73389,73389,4,4,4,223952032,8,3,88987,13197842,3424709,162420,32029,3866812137,3536224,214162291,5550
310588.16,1345,262144,64,194326,12805092350,5,1293,79,594,4035396,9,6,76291,1,10,1,202,120360550,1190,1,4,289,241488270,7,965823852,9,35079,125382,4,5674,594,150458,47728696000,237938163,13055207,4264557936,585,1859,9,3,1,4,4,705,3,4241576946,4048427201,262971842,245158896,245158896,3,1,12747410656,73389,73389,4,4,4,245142516,8,3,96464,14382465,3713597,176063,35070,4241576946,3859333,234225321,5550
315606.39,1516,262144,64,212995,14034580736,5,1435,90,720,4425957,9,6,83614,1,10,1,202,142620656,1442,1,4,289,264596323,7,1058256244,9,38570,136486,4,5674,720,165142,51115285624,261005341,14416692,4681676448,711,2264,9,3,1,4,4,705,3,4656435702,4438202631,288572073,268598306,268631074,3,1,13967111944,73389,73389,4,4,4,268598310,8,3,101379,15843237,4031804,192274,38561,4656435702,4233683,256977584,7187
320620.06,1621,262144,64,231056,15224123032,5,1533,95,783,4832210,9,6,90674,1,10,1,202,154376857,1568,1,4,289,287021753,7,1147966216,9,41899,157857,4,5674,783,178986,53606003952,284200308,15705063,5091363744,774,2414,9,3,1,4,4,705,3,5063955061,4814779763,314210631,291345270,291345270,3,1,15149954072,73389,73389,4,4,4,291345274,8,3,103636,17266697,4354122,208928,41890,5063955061,4623282,279850091,7807
325633.60,1759,262144,64,249199,16420949382,5,1655,101,837,5229632,9,6,97789,1,10,1,202,164297352,1676,1,4,289,309521516,7,1238021424,9,45252,169086,4,5674,837,193706,59765636576,307283077,17060511,5496357178,828,2551,9,3,1,4,4,705,3,5466766553,5194001818,339779408,314188379,314188379,3,1,16337795740,73389,73389,4,4,4,314188383,8,3,106184,18737759,4671614,224916,45243,5466766553,5004716,302613842,8272
330652.05,1884,262144,64,267491,17626708042,5,1772,106,837,5626983,9,6,104958,1,10,1,202,164611068,1676,1,4,289,332218434,7,1328809032,9,48644,178040,4,5674,837,208346,64823095936,330431102,18323926,5908923972,828,2551,9,3,1,4,4,705,3,5877127512,5575703803,365361591,337217745,337234129,3,1,17535322772,73389,73389,4,4,4,337217749,8,3,110275,20165058,4968509,241218,48635,5877127512,5385765,325466751,8272
335665.48,2007,262144,64,285954,18843914678,5,1872,128,837,6024127,9,6,112179,1,10,1,202,164900652,1676,1,4,289,355147963,7,1420591852,9,51999,186590,4,5674,837,223434,72666884880,353633895,19559914,6319771499,828,2551,9,3,1,4,4,705,3,6285777792,5961037387,390944190,360498904,360515288,3,1,18745091072,73389,73389,4,4,4,360482524,8,3,111807,21533785,5270728,257102,51990,6285777792,5767025,348367293,8272
340686.96,2152,262144,64,304896,20092295870,5,2014,134,837,6423975,9,6,119614,1,10,1,202,165214368,1676,1,4,289,378573062,7,1514292248,9,55605,198765,4,5674,837,240790,86448556792,376861037,20737520,6753839606,828,2551,9,3,1,4,4,705,3,6717519164,6357524127,416542065,384281934,384298318,3,1,19982660600,73389,73389,4,4,4,384281938,8,3,114293,22895372,5592698,272661,55596,6717519164,6151314,371275240,8272
345705.15,2268,262144,64,323571,21321851690,5,2118,140,837,6815236,9,6,126919,1,10,1,202,165528084,1676,1,4,289,401748048,7,1606992192,9,59057,206026,4,5674,837,258282,103763977176,400151698,21912538,7176162144,828,2551,9,3,1,4,4,705,3,7137593621,6747075055,442150809,407786880,407786880,3,1,21204917792,73389,73389,4,4,4,407786884,8,3,115236,24211979,5918310,287920,59048,7137593621,6527316,394241696,8272
350724.14,2405,262144,64,342055,22539915744,5,2252,144,846,7224992,9,6,134151,1,10,1,202,167365701,1694,1,4,289,424599656,7,1698398624,9,62633,219730,4,5674,846,274106,110916076376,423199851,23259497,7606769628,837,2590,9,3,1,4,4,705,3,7565904194,7134257457,467769079,430965861,430982245,3,1,22410224804,73389,73389,4,4,4,430965865,8,3,117772,25698567,6258753,304422,62624,7565904194,6920570,416950280,8457
