timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
130204.61,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
135212.19,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
140220.84,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
145227.85,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
150234.33,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
155242.41,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
160249.58,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
165255.78,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
170261.60,0,0,0,0,0,0,81,0,0,0,0,5,0,5,2097278,2,1,0,419,0,11,0,4,4,0,4,23,0,30,16839104,0,0,1766,0,0,0,3,1,4,4,924,3,0,0,84,0,0,3,1,0,73389,73389,4,4,4,0,7,3,0,0,0,0,0,0,0,0,0
175278.07,123,262144,64,11542,760844734,4,136,5,576,281713,0,5,4533,9,99888028,1154,1,4,419,14210958,11,56843832,8,2401,11933,4,125,576,10118,2425670048,14128615,836702,282339863,576,1603,0,3,1,4,4,924,3,280842161,242688975,15783285,14428654,14428654,3,1,750290040,73389,73389,4,4,4,14428658,7,3,65065,970072,512148,9970,2393,280842161,271743,13616934,6405
180293.58,203,262144,64,26692,1759048306,4,208,13,576,581133,0,5,10472,9,101142892,1154,1,4,419,33139836,11,132430016,8,4853,22081,4,125,576,20994,7467171608,32715037,1797093,585822246,576,1603,0,3,1,4,4,924,3,582662927,556826756,36232082,33626767,33643151,3,1,1748591916,73389,73389,4,4,4,33626771,7,3,68717,2030556,795175,22649,4845,582662927,558484,31921669,6405
185309.27,327,262144,64,41988,2766868398,4,341,25,576,892954,0,5,16529,9,102132304,1154,1,4,419,52189678,11,208758712,8,7602,28116,4,125,576,33266,13450934304,51263609,2756183,912703998,576,1603,0,3,1,4,4,924,3,907740994,874503488,56685795,52980528,52996912,3,1,2754987488,73389,73389,4,4,4,52980532,7,3,69269,3133539,1051255,35426,7594,907740994,857528,50215453,6405
190327.08,402,262144,64,57266,3773122730,4,417,29,576,1209211,0,5,22525,9,103676752,1154,1,4,419,71250875,11,284938928,8,10222,37819,4,125,576,45170,20147737776,69740580,3791694,1236198697,576,1603,0,3,1,4,4,924,3,1229492401,1191322066,77164949,72344640,72344640,3,1,3761921312,73389,73389,4,4,4,72344644,7,3,73406,4308467,1329216,48009,10214,1229492401,1161202,68416279,6405
195341.67,497,262144,64,71924,4739999606,4,490,32,576,1536085,0,5,28272,9,106789780,1154,1,4,419,89534785,11,358009748,8,12696,44573,4,125,576,55522,22302457472,88251269,4821027,1539487333,576,1603,0,3,1,4,4,924,3,1531126404,1496068897,97671987,90921876,90921876,3,1,4727937584,73389,73389,4,4,4,90921880,7,3,77248,5484588,1628660,61380,12688,1531126404,1474705,86627141,6405
200356.34,632,262144,64,86676,5711878530,4,612,48,576,1863934,0,5,34097,9,108382492,1154,1,4,419,107900665,11,431473380,8,15323,53659,4,125,576,66074,22522153480,106735009,5840448,1853031446,576,1603,0,3,1,4,4,924,3,1842941337,1802612050,118149357,109550867,109567251,3,1,5696645116,73389,73389,4,4,4,109550871,7,3,80387,6626983,1904270,74878,15315,1842941337,1789056,104836371,6405
205369.56,722,262144,64,101836,6711014980,4,684,51,576,2175221,0,5,40034,9,109914874,1154,1,4,419,126770222,11,507016276,8,17917,63241,4,125,576,77282,26444443344,125243165,6763343,2173128787,576,1603,0,3,1,4,4,924,3,2161308772,2117897699,138597803,128722245,128722245,3,1,6693556772,73389,73389,4,4,4,128722249,7,3,84117,7699569,2156154,88693,17909,2161308772,2086528,123091337,6405
210382.34,852,262144,64,117336,7732192350,4,810,56,576,2489976,0,5,46132,9,110578504,1154,1,4,419,146038831,11,583961468,8,20754,70252,4,125,576,89886,32357209160,143766084,7764979,2511779778,576,1603,0,3,1,4,4,924,3,2498107922,2440683573,159074239,148280806,148280806,3,1,7710601944,73389,73389,4,4,4,148280810,7,3,85117,8816356,2403563,102057,20746,2498107922,2387919,141368244,6405
215400.24,942,262144,64,132812,8751471074,4,885,62,576,2796832,0,5,52213,9,111833368,1154,1,4,419,165316602,11,661266408,8,23502,83483,4,125,576,101946,37389920080,162351835,8692728,2851225240,576,1603,0,3,1,4,4,924,3,2835742649,2762107452,179510515,167849718,167849718,3,1,8728185368,73389,73389,4,4,4,167849722,7,3,88697,9883029,2662548,114779,23494,2835742649,2682053,159697540,6405
220415.98,1078,262144,64,148085,9757783838,4,1010,63,585,3108185,0,5,58224,9,114539479,1172,1,4,419,184270770,11,736953908,8,26320,96426,4,125,585,114698,44355746296,180846450,9744624,3186516243,585,1630,0,3,1,4,4,924,3,3169199631,3080367586,199992169,187090950,187090950,3,1,9728729432,73389,73389,4,4,4,187090954,7,3,92976,11025497,2935319,127988,26312,3169199631,2980197,177920831,6540
225429.10,1148,262144,64,163290,10760219322,4,1084,71,594,3415695,0,5,64187,9,117896739,1190,1,4,419,203219096,11,812876384,8,28955,104034,4,125,594,125766,46850435008,199410731,10720505,3511503024,594,1643,0,3,1,4,4,924,3,3492435111,3397022128,220440219,206309321,206309321,3,1,10728084724,73389,73389,4,4,4,206309325,7,3,95928,12093589,3193813,140879,28947,3492435111,3274816,196228570,6593
230443.36,1280,262144,64,178411,11755967314,4,1208,76,612,3731131,0,5,70138,9,121557381,1226,1,4,419,221997823,11,887862072,8,31820,111621,4,125,612,139202,56140418696,217928951,11711126,3852046025,612,1706,0,3,1,4,4,924,3,3831126620,3711985436,240910114,225356104,225356104,3,1,11718517440,73389,73389,4,4,4,225356108,7,3,98028,13213487,3454573,154047,31812,3831126620,3577084,214485200,6858
235459.65,1366,262144,64,193930,12779120444,4,1287,77,648,4027171,0,5,76211,9,129084003,1298,1,4,419,241272398,11,964960616,8,34581,121569,4,125,648,153450,71199975176,236554238,12606742,4191821620,648,1823,0,3,1,4,4,924,3,4169084352,4035719813,261340429,244922413,244922413,3,1,12735113540,73389,73389,4,4,4,244906033,7,3,101037,14223834,3689229,166019,34573,4169084352,3861152,232874226,7157
240482.59,1516,262144,64,208783,13758487256,4,1409,87,693,4350874,9,5,82036,9,137459833,1388,1,4,419,259602290,11,1038344528,8,37535,133630,4,125,693,168142,84724535152,254937236,13710042,4540616082,684,1968,9,3,1,4,4,924,3,4515998479,4347350068,281831634,263530702,263530702,3,1,13703596536,73389,73389,4,4,4,263530706,7,3,106182,15432640,3959619,179242,37527,4515998479,4171632,250990515,7680
245497.69,1594,262144,64,223543,14730035916,4,1480,88,702,4669131,9,5,87788,9,138901276,1406,1,4,419,277897881,11,1111526712,8,40244,144746,4,125,702,181298,95629058984,273548284,14686542,4870395183,693,1978,9,3,1,4,4,924,3,4844010027,4655091927,302331830,282103423,282119807,3,1,14669378028,73389,73389,4,4,4,282103427,7,3,106218,16530413,4209782,191921,40236,4844010027,4477210,269351578,7746
250514.15,1740,262144,64,238197,15696445526,4,1604,93,702,5010907,9,5,93535,9,139214992,1406,1,4,419,295933210,11,1183668168,8,43225,153496,4,125,702,195738,107454405040,291917790,15829264,5222842597,693,1978,9,3,1,4,4,924,3,5194572383,4963056923,322825912,300445250,300445250,3,1,15623153032,73389,73389,4,4,4,300445254,7,3,106571,17831074,4488668,205152,43217,5194572383,4805755,287443485,7746
255537.34,1823,262144,64,253023,16672896596,4,1674,108,702,5332844,9,5,99306,9,139239124,1406,1,4,419,314308984,11,1257235936,8,46007,163506,4,125,702,209078,117856909704,310502931,16799811,5562567809,693,1978,9,3,1,4,4,924,3,5532492053,5272941251,343314148,319082433,319082433,3,1,16592286548,73389,73389,4,4,4,319082437,7,3,106583,18939494,4701952,217574,45999,5532492053,5115270,305815441,7746
260551.26,1928,262144,64,267995,17659760542,4,1767,115,702,5662000,9,5,105158,9,139239124,1406,1,4,419,332807311,11,1331229244,8,48922,178152,4,125,702,223190,129377850840,329035513,17794839,5911952932,693,1978,9,3,1,4,4,924,3,5880007652,5586244962,363803854,337876979,337893363,3,1,17569602940,73389,73389,4,4,4,337876983,7,3,111224,20101198,4971987,230733,48914,5880007652,5431267,324079842,7746
265567.53,2039,262144,64,283377,18673011608,4,1872,115,702,5992501,9,5,111158,9,139528708,1406,1,4,419,351804728,11,1407154452,8,51932,189591,4,125,702,236390,134843964936,347505800,18863356,6272557674,693,1978,9,3,1,4,4,924,3,6238684238,5908944420,384324368,357142787,357142787,3,1,18571424956,73389,73389,4,4,4,357142791,7,3,111500,21334414,5237555,243946,51924,6238684238,5748555,342286148,7746
270578.70,2129,262144,64,298752,19686262430,4,1952,116,702,6313517,9,5,117135,9,140421592,1406,1,4,419,370835244,11,1483082500,8,54861,198841,4,125,702,248178,135202994432,366043672,19906232,6627033896,693,1978,9,3,1,4,4,924,3,6591268127,6230484987,404831231,376447396,376447396,3,1,19575264624,73389,73389,4,4,4,376447400,7,3,111948,22489694,5521020,257337,54853,6591268127,6056180,360541335,7746
275595.25,2275,262144,64,314035,20693508072,4,2075,119,720,6664604,9,5,123114,9,144046363,1442,1,4,419,389657252,11,1558564400,8,57977,206026,4,125,720,261986,141531055456,384380876,21000358,6996585296,711,2066,9,3,1,4,4,924,3,6958847080,6552170699,425288028,395539013,395539013,3,1,20568028708,73389,73389,4,4,4,395539017,7,3,112654,23730307,5789616,270370,57969,6958847080,6394234,378611256,8241
280612.32,2362,262144,64,329057,21683142046,4,2149,123,729,7016404,9,5,128980,9,145556159,1460,1,4,419,408256516,11,1633026064,8,60794,218156,4,125,729,275290,151096882096,402639000,22181374,7341902283,720,2076,9,3,1,4,4,924,3,7302337556,6865972738,445796369,414419797,414419797,3,1,21549829476,73389,73389,4,4,4,414419801,7,3,114485,24956579,6119356,284276,60786,7302337556,6732128,396539211,8298
285623.48,2504,262144,64,344522,22702641022,4,2272,129,747,7359300,9,5,135011,9,148855139,1496,1,4,419,427302284,11,1709079968,8,63890,229640,4,125,747,289970,161880775860,421074771,23278609,7712417025,738,2109,9,3,1,4,4,924,3,7670881340,7190856674,466312179,433738631,433755015,3,1,22554408844,73389,73389,4,4,4,433738635,7,3,115838,26230139,6391395,298120,63882,7670881340,7061180,414702924,8470
290638.46,2592,262144,64,359608,23697328928,4,2348,133,810,7700575,9,5,140882,9,160852908,1622,1,4,419,445969579,11,1783749052,8,66785,242392,4,125,810,304714,176753034932,439556627,24337545,8064930595,801,2321,9,3,1,4,4,924,3,8021527090,7506902019,486804790,452682348,452682348,3,1,23539482128,73389,73389,4,4,4,452682352,7,3,119003,27422411,6678586,311881,66777,8021527090,7388694,432898566,9358
295656.83,2734,262144,64,374474,24677849358,4,2469,143,891,8067969,9,5,146674,9,175109660,1784,1,4,419,464189234,11,1856756936,8,69952,255342,4,125,891,321398,195638452276,457960582,25394927,8440062200,882,2600,9,3,1,4,4,924,3,8394679577,7820259386,507317229,471167757,471200525,3,1,24500723396,73389,73389,4,4,4,471167761,7,3,120131,28694295,6965876,325585,69945,8394679577,7742384,451015920,10400
300670.89,2808,262144,64,389400,25660504114,4,2544,146,891,8407449,9,5,152472,9,175133792,1784,1,4,419,482623366,11,1930428828,8,72796,265330,4,125,891,336130,211412306436,476385085,26518456,8787378464,882,2600,9,3,1,4,4,924,3,8740159807,8133410556,527846924,489864443,489864443,3,1,25472951068,73389,73389,4,4,4,489864447,7,3,121565,29936709,7255806,338699,72788,8740159807,8068750,469151701,10400
305704.08,2951,262144,64,404415,26649679336,4,2668,150,891,8791673,9,5,158315,9,175761224,1784,1,4,419,501008500,11,2003904912,8,75993,277279,4,125,891,351782,224874038540,494730483,27694743,9167062487,882,2600,9,3,1,4,4,924,3,9117845545,8449488809,548446234,508573195,508573195,3,1,26445806172,73389,73389,4,4,4,508573199,7,3,125194,31312818,7566608,353047,75985,9117845545,8438626,487186690,10400
310717.19,3045,262144,64,420816,27731135374,5,2751,158,891,9174646,9,5,164701,10,176074940,1784,1,4,419,521267835,11,2085006640,9,79098,291377,4,136,891,367044,238222539388,514946955,28864410,9547664878,882,2600,9,3,1,4,4,924,3,9496440465,8793506815,570905696,529124703,529157471,3,1,27514484588,73389,73389,4,4,4,529124707,7,3,132555,32641713,7887663,367345,79090,9496440465,8807301,507081458,10400
315727.50,3201,262144,64,441844,29117503658,6,2907,170,891,9695066,9,5,172885,11,176087006,1784,1,4,419,547110103,11,2188375788,10,83530,317474,4,747,891,385946,243776764588,540945804,30595380,10079397371,882,2600,9,3,1,4,4,924,3,10025397103,9236163233,600126846,555391624,555408008,3,1,28880364480,73389,73389,4,4,4,555391628,7,3,141393,34608750,8329412,387179,83520,10025397103,9307887,532639637,10400
320739.43,3338,262144,64,464243,30593142630,6,3028,187,1008,10217890,9,5,181571,11,197695682,2018,1,4,419,574638672,11,2298425376,10,87986,338735,4,747,1008,407094,259411714884,568508704,32236883,10622930421,999,2976,9,3,1,4,4,924,3,10566093693,9706903154,630856744,583356448,583389216,3,1,30334535328,73389,73389,4,4,4,583356452,7,3,148124,36434501,8775352,407041,87976,10566093693,9810849,559758292,11835
