timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LoadedMarksCount,LoadedMarksFiles,LoadedMarksMemoryBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MarkCacheMisses,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
130200.96,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
135207.19,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
140212.99,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
145221.41,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
150228.23,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
155235.01,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
160241.12,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
165248.68,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
170255.65,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
175261.73,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
180268.05,0,0,0,0,0,0,81,0,0,0,0,8,0,0,5,0,2097278,2,1,0,443,0,11,0,0,0,0,4,4,0,4,22,0,0,32,19207934,0,0,1786,0,0,0,3,1,4,4,1049,3,0,0,101,0,0,3,1,0,73389,73389,4,4,4,0,10,3,0,0,0,0,0,0,0,0,0
185287.06,101,262144,64,9278,611216366,4,123,4,576,215372,0,8,3632,1,9,422,99574312,1154,1,4,443,11383224,11,45403908,0,0,0,8,2017,12117,4,496,576,0,8632,2634058838,10974932,624134,233753905,576,1296,0,3,1,4,4,1049,3,232517340,195525801,12242954,11545514,11561898,3,1,600366760,73389,73389,4,4,4,11545518,10,3,29598,763988,399739,8612,2009,232517340,206760,10577090,5274
190298.32,203,262144,64,24691,1626993754,4,197,12,585,511805,0,8,9684,1,9,422,103907552,1172,1,4,443,30624936,11,122499744,0,0,0,8,4536,21040,4,496,585,0,19604,6855431702,29577156,1558010,542709092,585,1334,0,3,1,4,4,1049,3,539772680,515538049,32689694,31077340,31077340,3,1,1616021712,73389,73389,4,4,4,31077344,10,3,31854,1832432,695586,20768,4528,539772680,491037,28885104,5408
195316.17,339,262144,64,40343,2658735896,4,330,21,585,823529,0,8,15880,1,9,422,105801914,1172,1,4,443,50161674,11,200582112,0,0,0,8,7366,29752,4,496,585,0,33332,18169039406,48095092,2539610,877791262,585,1334,0,3,1,4,4,1049,3,873003152,840217079,53150349,50926495,50926495,3,1,2648177772,73389,73389,4,4,4,50926499,10,3,33772,2990241,961188,34096,7358,873003152,789433,47139081,5408
200343.47,425,262144,64,55847,3679892442,4,404,29,603,1130119,0,8,21946,1,9,422,111273412,1208,1,4,443,69452129,11,277808516,0,0,0,8,10020,33847,4,496,603,0,44528,20900421294,66570260,3589210,1204613545,603,1390,0,3,1,4,4,1049,3,1198062803,1162107024,73605123,70540241,70540241,3,1,3667240596,73389,73389,4,4,4,70523861,10,3,36488,4118901,1224468,47333,10012,1198062803,1082786,65352058,6189
205356.59,546,262144,64,71013,4678549206,4,497,35,659,1456703,11,8,27879,1,9,422,121970180,1320,1,4,443,88271129,11,353019980,172,2,960,8,12745,45872,4,496,655,2,56010,23606868270,85021270,4694942,1534384530,648,1554,11,3,1,4,4,1049,3,1526048282,1477910652,94155556,89643283,89643283,3,1,4661450748,73389,73389,4,4,4,89643287,10,3,38025,5353542,1500285,60958,12737,1526048282,1395745,83526981,9664
210369.43,702,262144,64,85784,5652188478,4,601,42,668,1797540,11,8,33699,1,9,422,126268235,1338,1,4,443,106654780,11,426554600,172,2,960,8,15464,62968,4,496,664,2,68278,30150455198,103351949,5879714,1865256417,657,1569,11,3,1,4,4,1049,3,1855151270,1785732251,114632440,108271830,108288214,3,1,5630135192,73389,73389,4,4,4,108271834,10,3,40312,6592559,1795959,75427,15456,1855151270,1722113,101559958,9750
215388.84,784,262144,64,101110,6662867534,4,681,45,668,2110033,11,8,39694,1,9,422,128452181,1338,1,4,443,125689153,11,502756612,172,2,960,8,18167,71018,4,496,664,2,79222,30801514030,121827318,6833908,2197322763,657,1569,11,3,1,4,4,1049,3,2185437218,2105691452,135079334,127610922,127610922,3,1,6635767976,73389,73389,4,4,4,127610926,10,3,42868,7692657,2064475,88181,18159,2185437218,2021852,119768816,9750
220405.65,899,262144,64,116758,7693442582,4,802,53,668,2419725,11,8,45846,1,9,422,129115811,1338,1,4,443,145080851,11,580258772,172,2,960,8,21026,80395,4,496,664,2,91150,33104039542,140425092,7780996,2541862978,657,1569,11,3,1,4,4,1049,3,2528116638,2431366378,155573882,147343674,147343674,3,1,7661019112,73389,73389,4,4,4,147327294,10,3,47753,8758219,2310359,100510,21018,2528116638,2319215,138122242,9750
225422.31,978,262144,64,132224,8712379662,4,880,58,668,2730473,11,8,51901,1,9,422,130056959,1338,1,4,443,164324873,11,657234724,172,2,960,8,23815,96074,4,496,664,2,103022,36479051590,159006009,8763709,2885676671,657,1569,11,3,1,4,4,1049,3,2870103417,2753192537,176057108,166869467,166869467,3,1,8677212316,73389,73389,4,4,4,166869471,10,3,48387,9866809,2556858,113414,23807,2870103417,2617059,156459083,9750
230433.93,1080,262144,64,147874,9742735868,4,1003,73,668,3037552,11,8,58061,1,9,422,130986041,1338,1,4,443,183740948,11,734899316,172,2,960,8,26624,106649,4,496,664,2,114454,37410027094,177511868,9791650,3222834979,657,1569,11,3,1,4,4,1049,3,3205419189,3078946671,196518914,186604378,186604378,3,1,9703427688,73389,73389,4,4,4,186604382,10,3,48424,10959193,2807970,126068,26616,3205419189,2911484,174711821,9750
235451.51,1165,262144,64,163643,10781880270,4,1083,77,677,3352349,11,8,64227,1,9,422,134066456,1356,1,4,443,203320805,11,813218632,172,2,960,8,29464,124077,4,496,673,2,126686,41521064430,196067571,10759042,3572500411,666,1584,11,3,1,4,4,1049,3,3553222100,3407657181,216980076,206488460,206488460,3,1,10737399952,73389,73389,4,4,4,206488464,10,3,48719,12056885,3061074,139288,29456,3553222100,3213061,193013957,9827
240470.80,1293,262144,64,179156,11803547628,4,1200,84,677,3670689,11,8,70336,1,9,422,135285122,1356,1,4,443,222613633,11,890454532,172,2,960,8,32282,128758,4,496,673,2,138710,45060522862,214505338,11827191,3912328752,666,1584,11,3,1,4,4,1049,3,3891207948,3730854940,237442508,226049180,226049180,3,1,11754557392,73389,73389,4,4,4,226049184,10,3,49299,13208649,3345879,151733,32274,3891207948,3518956,211168926,9827
245493.66,1397,262144,64,194945,12844026882,4,1307,89,695,3974502,11,8,76526,1,9,422,138596506,1392,1,4,443,242226816,11,968842516,172,2,960,8,35083,140295,4,496,691,2,149986,45410050078,233032425,12867757,4251145359,684,1649,11,3,1,4,4,1049,3,4228178789,4059672585,257913931,245966030,245966030,3,1,12789381624,73389,73389,4,4,4,245949650,10,3,51040,14298346,3581469,164044,35075,4228178789,3810458,229460813,10086
250510.93,1495,262144,64,210317,13857756792,4,1399,89,695,4293553,11,8,82563,1,9,422,138596506,1392,1,4,443,261353966,11,1045351252,172,2,960,8,37907,151960,4,496,691,2,161398,45967635694,251551053,13878593,4598186817,684,1649,11,3,1,4,4,1049,3,4573377511,4379963455,278425850,265387042,265387042,3,1,13799274248,73389,73389,4,4,4,265370662,10,3,52181,15444537,3829205,176488,37899,4573377511,4117065,247731873,10086
255528.18,1613,262144,64,225413,14852674806,4,1517,100,695,4619223,11,8,88502,1,9,422,138596506,1392,1,4,443,280085834,11,1120278624,172,2,960,8,40744,158850,4,496,691,2,172866,46551858430,269986389,14966374,4938047953,684,1649,11,3,1,4,4,1049,3,4911401273,4694952413,298913045,284388547,284404931,3,1,14788204476,73389,73389,4,4,4,284388551,10,3,53457,16666902,4095494,189344,40736,4911401273,4429879,265900709,10086
260542.41,1709,262144,64,240614,15854244846,4,1591,108,695,4942302,11,8,94447,1,9,422,138898156,1392,1,4,443,298959106,11,1195836424,172,2,960,8,43396,174558,4,496,691,2,183610,47201891998,288497975,16008377,5266027550,684,1649,11,3,1,4,4,1049,3,5237624610,5011741861,319393123,303547859,303547859,3,1,15784488700,73389,73389,4,4,4,303547863,10,3,57375,17801001,4360356,201796,43388,5237624610,4740506,284149122,10086
265566.12,1856,262144,64,255893,16861252476,4,1712,118,695,5288248,11,8,100451,1,9,422,138898156,1392,1,4,443,317895393,11,1271581572,172,2,960,8,46325,184964,4,496,691,2,196566,53038356766,306901295,17149264,5617364181,684,1649,11,3,1,4,4,1049,3,5587075039,5331315876,339902265,322752005,322752005,3,1,16783104292,73389,73389,4,4,4,322752009,10,3,58004,19015241,4621566,215096,46317,5587075039,5073152,302290476,10086
270578.45,1943,262144,64,271454,17887356624,4,1786,125,695,5601317,11,8,106536,1,9,422,139187740,1392,1,4,443,337271522,11,1348956792,172,2,960,8,49018,197815,4,496,691,2,209046,61075782630,325509001,18144229,5951063297,684,1649,11,3,1,4,4,1049,3,5918983003,5655357579,360420536,342418777,342418777,3,1,17805776436,73389,73389,4,4,4,342418781,10,3,61168,20118925,4868310,227440,49010,5918983003,5373877,320651551,10086
275593.62,2059,262144,64,286965,18908591260,4,1905,131,695,5933353,11,8,112610,1,9,422,139187740,1392,1,4,443,356396549,11,1425586196,172,2,960,8,52012,208915,4,496,691,2,222862,69729001190,343945282,19172004,6311407919,684,1649,11,3,1,4,4,1049,3,6277404780,5979666524,380874263,361869127,361885511,3,1,18817194636,73389,73389,4,4,4,361869131,10,3,65331,21300900,5132525,240661,52004,6277404780,5692692,338825331,10086
280608.62,2147,262144,64,302445,19928018084,4,1983,136,713,6246481,11,8,118644,1,9,422,142441990,1428,1,4,443,375576050,11,1502239672,172,2,960,8,54810,228553,4,496,709,2,235434,76208442126,362517710,20145236,6656165110,702,1714,11,3,1,4,4,1049,3,6620329719,6303161498,401338176,381321192,381337576,3,1,19828702016,73389,73389,4,4,4,381321196,10,3,69013,22393515,5375482,252668,54802,6620329719,5993813,357156955,10343
285625.60,2258,262144,64,317717,20934277378,4,2095,138,713,6581702,11,8,124620,1,9,422,142755706,1428,1,4,443,394430244,11,1577720976,172,2,960,8,57795,243993,4,496,709,2,248318,80650965606,380894076,21250009,7015009484,702,1714,11,3,1,4,4,1049,3,6977262226,6622635154,421820953,400494729,400527497,3,1,20825725940,73389,73389,4,4,4,400494733,10,3,72365,23595756,5680451,265987,57787,6977262226,6315715,375229145,10343
290639.08,2368,262144,64,333083,21947288290,4,2206,142,713,6925165,11,8,130632,1,9,422,142755706,1428,1,4,443,413427339,11,1653644760,172,2,960,8,60752,256159,4,496,709,2,261386,86488972686,399207256,22400061,7369744925,702,1714,11,3,1,4,4,1049,3,7330095735,6944662290,442353249,419778636,419795020,3,1,21828489104,73389,73389,4,4,4,419778640,10,3,75823,24837917,5953260,278692,60744,7330095735,6646473,393270534,10343
295651.52,2453,262144,64,348713,22976719888,4,2285,145,722,7249452,11,8,136716,1,9,422,144254309,1446,1,4,443,432762420,11,1730985088,172,2,960,8,63673,266585,4,496,718,2,273354,87841118550,417648422,23448342,7728903931,711,1736,11,3,1,4,4,1049,3,7687358150,7271480954,462809678,439404892,439421276,3,1,22849054416,73389,73389,4,4,4,439404896,10,3,78750,25984192,6207700,290821,63666,7687358150,6958631,411457597,10426
300667.64,2569,262144,64,364154,23994368482,4,2394,153,839,7589865,11,8,142756,1,9,422,165205132,1680,1,4,443,451831446,11,1807196436,172,2,960,8,66720,280789,4,496,835,2,286798,93757858870,436136859,24490763,8096714496,828,2117,11,3,1,4,4,1049,3,8053221402,7595268534,483304858,458781070,458797454,3,1,23856615672,73389,73389,4,4,4,458781074,10,3,80008,27213985,6493268,304234,66712,8053221402,7285631,429660597,12006
305686.75,2674,262144,64,379331,24995306806,4,2501,157,848,7941559,11,8,148689,1,9,422,167971415,1698,1,4,443,470554635,11,1882153864,172,2,960,8,69756,290756,4,496,844,2,301082,103808509070,454657928,25495234,8463066269,837,2170,11,3,1,4,4,1049,3,8417640240,7914045961,503817026,477786449,477786449,3,1,24844895380,73389,73389,4,4,4,477786453,10,3,82409,28371907,6777657,317692,69749,8417640240,7623867,447899519,12097
310710.00,2746,262144,64,394493,25994972506,4,2580,160,848,8275457,11,8,154590,1,9,422,168574715,1698,1,4,443,489309304,11,1957107696,172,2,960,8,72589,300829,4,496,844,2,314558,113905692830,473130699,26569573,8809863901,837,2170,11,3,1,4,4,1049,3,8762597698,8231661899,524327852,496818563,496818563,3,1,25834565308,73389,73389,4,4,4,496818567,10,3,83442,29535354,7035479,330841,72581,8762597698,7944616,466112905,12097
315726.44,2857,262144,64,409692,26996146022,4,2684,166,902,8639547,11,8,160505,1,9,422,177453187,1806,1,4,443,507978330,11,2031784028,172,2,960,8,75681,320009,4,496,898,2,328278,120272139142,491533646,27703549,9182219611,891,2416,11,3,1,4,4,1049,3,9132996951,8551140139,544900706,515805843,515805843,3,1,26821903868,73389,73389,4,4,4,515805847,10,3,87462,30878180,7334474,344299,75673,9132996951,8295248,484219893,13019
320743.25,2980,262144,64,425614,28045341564,5,2794,173,911,9033847,11,8,166689,1,10,422,179578694,1824,1,4,443,527483437,11,2109869020,172,2,960,9,78933,346874,4,1130,907,2,342272,124927924910,510841073,28924994,9574202586,900,2432,11,3,1,4,4,1049,3,9522926857,8886029064,566516666,535651124,535683892,3,1,27853006512,73389,73389,4,4,4,535634744,10,3,90548,32288109,7648298,358466,78925,9522926857,8675381,503213945,13070
325755.99,3125,262144,64,446630,29430018466,6,2915,180,911,9505260,11,8,174883,1,11,422,180833558,1824,1,4,443,553456366,11,2213825464,172,2,960,10,82977,368703,4,1699,907,2,359326,129070723902,536228001,30466694,10065208042,900,2432,11,3,1,4,4,1049,3,10011329717,9326160685,594846936,562037051,562037051,3,1,29225074716,73389,73389,4,4,4,562020671,10,3,97987,34037111,8068402,376669,82967,10011329717,9128591,528182625,13070
