timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55095.57,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
60101.32,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
65107.88,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
70114.60,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
75120.98,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
80125.82,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
85132.93,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
90140.53,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
95147.75,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
100154.16,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
105160.26,0,0,0,0,0,0,81,0,0,0,6,0,0,5,0,0,2097278,2,1,0,445,0,20,0,4,4,0,4,30,0,32,16840928,0,0,1805,0,0,3,1,4,4,1077,3,0,0,118,0,0,3,1,0,73389,73389,4,4,4,0,11,3,0,0,0,0,0,0,0,0,0
110176.33,65,262144,64,6394,421595176,4,107,0,576,168758,6,2509,1,9,555,151,99586378,1154,1,4,445,7776865,20,31107460,8,1484,8222,4,777,576,6368,1996647704,8085308,467129,168962420,576,1397,3,1,4,4,1077,3,168072669,135938391,9053377,7904392,7904392,3,1,411028416,73389,73389,4,4,4,7904396,11,3,55614,534837,459328,5624,1476,168072669,163134,7627037,7248
115194.60,428,262144,64,21281,1402888562,4,183,6,576,480857,6,8355,1,9,555,151,101167024,1154,1,4,445,26338586,20,105354344,8,4011,22336,4,777,576,16752,3303691088,26632372,1455007,481198513,576,1397,3,1,4,4,1077,3,478623780,444818393,29513072,26764474,26780858,3,1,1391752680,73389,73389,4,4,4,26764478,11,3,61319,1652781,744366,18961,4003,478623780,461896,25890174,7248
120210.52,519,262144,64,36332,2394881588,4,261,9,576,787982,6,14277,1,9,555,151,102988990,1154,1,4,445,45136970,20,180482988,8,6522,32610,4,777,576,27748,7780092920,45269264,2389755,790639079,576,1397,3,1,4,4,1077,3,786379818,756956868,49994127,45845740,45862124,3,1,2383978512,73389,73389,4,4,4,45845744,11,3,63384,2670039,1003974,31741,6514,786379818,756241,44269231,7248
125229.36,665,262144,64,51408,3387933846,4,386,15,576,1096785,6,20245,1,9,555,151,103942204,1154,1,4,445,63940099,20,255760396,8,9195,43061,4,777,576,39156,11153396552,63759542,3429612,1107506295,576,1397,3,1,4,4,1077,3,1101487344,1069706931,70441473,64923132,64955900,3,1,3376002896,73389,73389,4,4,4,64923136,11,3,64246,3781041,1293438,44576,9188,1101487344,1052209,62469032,7248
130239.96,767,262144,64,66221,4364353436,4,464,21,603,1417798,6,26081,1,9,555,151,110821928,1208,1,4,445,82475587,20,329837676,8,11754,53069,4,777,603,51432,20735801936,82228860,4498096,1421352688,603,1459,3,1,4,4,1077,3,1413633498,1377347298,90940917,83717678,83717678,3,1,4353319288,73389,73389,4,4,4,83717682,11,3,67139,4956359,1590343,57480,11746,1413633498,1360318,80641333,7460
135255.52,911,262144,64,80794,5324754802,4,587,25,612,1735295,6,31843,1,9,555,151,113901615,1226,1,4,445,100647679,20,402526044,8,14294,62644,4,777,612,63084,27746674720,100665088,5603811,1722259901,612,1492,3,1,4,4,1077,3,1712858206,1679798216,111394777,102164286,102164286,3,1,5311690936,73389,73389,4,4,4,102147906,11,3,70009,6138738,1879043,70763,14286,1712858206,1664532,98786612,7595
140272.83,995,262144,64,96083,6331138796,4,666,28,621,2053756,6,37836,1,9,555,151,116340493,1244,1,4,445,119679237,20,478716948,8,16958,73361,4,777,621,75976,38257055208,119219299,6531922,2050160732,621,1521,3,1,4,4,1077,3,2038994362,1997175671,131866340,121499948,121516332,3,1,6317997328,73389,73389,4,4,4,121499952,11,3,72353,7163179,2191036,83278,16950,2038994362,1970478,117029045,7711
145286.27,1095,262144,64,111338,7336851080,4,745,33,621,2350894,6,43833,1,9,555,151,118536505,1244,1,4,445,138723799,20,554895196,8,19562,80293,4,777,621,88048,46036677608,137799531,7487096,2367416947,621,1521,3,1,4,4,1077,3,2354512736,2313600887,152319536,140841199,140841199,3,1,7323742380,73389,73389,4,4,4,140841203,11,3,77742,8190674,2472325,95208,19554,2354512736,2255686,135329018,7711
150300.38,1227,262144,64,126623,8342980678,4,868,37,639,2651221,6,49834,1,9,555,151,121713932,1280,1,4,445,157691703,20,630573112,8,22317,84213,4,777,639,100584,53165390056,156424581,8436355,2694993087,639,1571,3,1,4,4,1077,3,2680284697,2631868388,172791338,160103133,160103133,3,1,8325362948,73389,73389,4,4,4,160103137,11,3,82475,9279776,2717350,108961,22309,2680284697,2542260,153710325,7897
155318.96,1302,262144,64,142045,9359632668,4,952,42,657,2954913,6,55881,1,9,555,151,125894178,1316,1,4,445,176872808,20,707426532,8,25064,89473,4,777,657,111964,55029067752,174945588,9399181,3030533221,657,1739,3,1,4,4,1077,3,3014017518,2952711436,193208371,179571138,179571138,3,1,9336959508,73389,73389,4,4,4,179556917,11,3,86191,10340601,2971257,121741,25056,3014017518,2833172,171978979,8069
160340.79,1440,262144,64,157058,10348544092,4,1076,51,666,3269673,6,61790,1,9,555,151,128937799,1334,1,4,445,195512448,20,781985300,8,27864,105981,4,777,666,123424,56273773600,193482924,10396653,3363511690,666,1760,3,1,4,4,1077,3,3345179345,3265648400,213693342,198478657,198495041,3,1,10320890196,73389,73389,4,4,4,198478661,11,3,88968,11513964,3229735,135337,27856,3345179345,3134336,190259622,8173
165367.76,1528,262144,64,172169,11345132908,4,1152,57,666,3566355,6,67733,1,9,555,151,130494313,1334,1,4,445,214344477,20,857313332,8,30478,117226,4,777,666,135560,64180795080,212070972,11400093,3684749773,666,1760,3,1,4,4,1077,3,3664680445,3580403515,234170876,217596565,217596565,3,1,11315021412,73389,73389,4,4,4,217596569,11,3,92550,12558607,3472870,147269,30470,3664680445,3419086,208606020,8173
170382.52,1650,262144,64,187543,12358390590,4,1273,62,666,3876614,6,73776,1,9,555,151,131182075,1334,1,4,445,233410880,20,933514288,8,33395,128274,4,777,666,148036,68003678632,230628452,12427728,4031126880,666,1760,3,1,4,4,1077,3,4009175605,3900948705,254675300,236950326,236983094,3,1,12321416984,73389,73389,4,4,4,236950330,11,3,95232,13668720,3725423,159749,33387,4009175605,3716865,226912664,8173
175395.73,1717,262144,64,202594,13350407748,4,1354,67,666,4182004,6,79690,1,9,555,151,132702391,1334,1,4,445,252160199,20,1008640796,8,36048,136782,4,777,666,159008,69688095856,249181753,13352901,4356890235,666,1760,3,1,4,4,1077,3,4333186393,4214118980,275123799,255982440,255982440,3,1,13311086912,73389,73389,4,4,4,255982444,11,3,100853,14744764,3962024,172120,36040,4333186393,4009884,245231637,8173
180415.38,1824,262144,64,217588,14337796470,4,1436,76,675,4494955,6,85568,1,9,555,151,134143995,1352,1,4,445,270842602,20,1083305596,8,38672,142482,4,777,675,169712,70680527248,267713036,14333841,4677317000,675,1796,3,1,4,4,1077,3,4651873853,4525711238,295599355,274930919,274930919,3,1,14296407820,73389,73389,4,4,4,274930923,11,3,102844,15861400,4203931,184583,38664,4651873853,4310372,263520897,8296
185434.10,1952,262144,64,232303,15307687072,4,1550,91,684,4822245,6,91347,1,9,555,151,136267479,1370,1,4,445,289057121,20,1156228484,8,41440,153110,4,777,684,180916,71311172344,286179963,15407935,5007651554,684,1814,3,1,4,4,1077,3,4980417781,4833169484,316073148,293437660,293437660,3,1,15258758352,73389,73389,4,4,4,293437664,11,3,105439,17059038,4479064,197955,41432,4980417781,4624290,281711141,8395
190452.26,2036,262144,64,247598,16314790064,4,1633,93,684,5144375,6,97316,1,9,555,151,136581195,1370,1,4,445,308038113,20,1232087692,8,44225,160796,4,777,684,192132,71681707680,304722983,16425993,5347816723,684,1814,3,1,4,4,1077,3,5318760313,5151976802,336567831,312689243,312689243,3,1,16259840668,73389,73389,4,4,4,312689247,11,3,106380,18190739,4724039,210800,44217,5318760313,4933575,300010810,8395
195468.47,2186,262144,64,262887,17322211734,4,1755,105,693,5478448,6,103315,1,9,555,151,138394041,1388,1,4,445,326942584,20,1307705856,8,47184,170248,4,777,693,204836,75772895512,323248336,17434570,5700455212,693,1840,3,1,4,4,1077,3,5669497519,5471576043,357077608,331911932,331911932,3,1,17258568528,73389,73389,4,4,4,331895552,11,3,109684,19377321,4984998,224232,47176,5669497519,5254216,318276121,8486
200483.55,2280,262144,64,278181,18331095288,4,1836,114,693,5797896,6,109288,1,9,555,151,138997341,1388,1,4,445,345905467,20,1383492412,8,49969,177061,4,777,693,216836,79815956880,341809263,18406797,6041816078,693,1840,3,1,4,4,1077,3,6009035629,5791498502,377549068,351144528,351160912,3,1,18259515488,73389,73389,4,4,4,351144532,11,3,113186,20444705,5237588,237356,49962,6009035629,5560540,336584911,8486
205497.00,2399,262144,64,293553,19343510004,4,1958,115,702,6135403,6,115295,1,9,555,151,140438314,1406,1,4,445,364867652,20,1459341612,8,53027,186577,4,777,702,229916,83812034384,360298868,19469327,6407402233,702,1864,3,1,4,4,1077,3,6372673423,6113927991,398065726,370393952,370393952,3,1,19260485536,73389,73389,4,4,4,370393956,11,3,115853,21670145,5499754,251248,53019,6372673423,5884155,354813769,8602
210513.50,2481,262144,64,308912,20355796712,4,2036,122,702,6456014,6,121298,1,9,555,151,140438314,1406,1,4,445,383899344,20,1535597376,8,55876,192705,4,777,702,242836,90983226440,378856588,20397963,6757161610,702,1864,3,1,4,4,1077,3,6720577979,6434994172,418505331,389696402,389696402,3,1,20264212936,73389,73389,4,4,4,389696406,11,3,121901,22767444,5792748,264601,55868,6720577979,6191413,373079257,8602
215531.65,2575,262144,64,324101,21357256016,4,2139,128,702,6804573,6,127223,1,9,555,151,140727898,1406,1,4,445,402632058,20,1610528232,8,58894,207244,4,777,702,257092,101223581424,397025339,21655908,7121197811,702,1864,3,1,4,4,1077,3,7082689559,6753626075,439035504,408744900,408761284,3,1,21253882864,73389,73389,4,4,4,408728520,11,3,126985,24150539,6105957,277851,58887,7082689559,6526722,390947899,8602
220543.93,2663,262144,64,339419,22366228316,4,2235,130,729,7130782,6,133203,1,9,555,151,145536667,1460,1,4,445,421594457,20,1686248732,8,61802,213717,4,777,729,271272,113222104768,415418500,22782760,7475160233,729,1935,3,1,4,4,1077,3,7434771478,7074309865,459515990,427977940,427977940,3,1,22254852912,73389,73389,4,4,4,427977944,11,3,128480,25389265,6379718,290958,61794,7434771478,6839824,409055177,8794
225559.70,2769,262144,64,354600,23365027650,4,2318,151,801,7459930,6,139102,1,9,555,151,157854282,1604,1,4,445,440291487,20,1761165948,8,64654,222699,4,777,801,284184,120308655312,433939856,23792702,7822777906,801,2166,3,1,4,4,1077,3,7780541806,7391505714,479973478,446973856,447006624,3,1,23242640544,73389,73389,4,4,4,446973860,11,3,130487,26515735,6635443,304376,64647,7780541806,7155554,427321415,9671
230580.15,2905,262144,64,369363,24338858202,4,2432,155,873,7800186,6,144872,1,9,555,151,171423071,1748,1,4,445,458516141,20,1833935452,8,67624,233631,4,777,873,298552,132018361128,452330093,24941223,8181376568,873,2445,3,1,4,4,1077,3,8137251971,7701978492,500506724,465477364,465477364,3,1,24204822960,73389,73389,4,4,4,465477368,11,3,135625,27794158,6935671,317867,67616,8137251971,7482319,445412016,10716
235599.41,2987,262144,64,384259,25321079260,4,2513,158,918,8140567,6,150690,1,9,555,151,180462884,1838,1,4,445,476952100,20,1907743724,8,70464,244912,4,777,918,313336,148112441400,470761797,26029685,8529950282,918,2585,3,1,4,4,1077,3,8483991877,8013903239,521002171,484183957,484183957,3,1,25177565796,73389,73389,4,4,4,484183961,11,3,137084,29021189,7233043,331189,70456,8483991877,7809378,463545853,11327
240614.45,3108,262144,64,399252,26309343594,4,2633,162,1080,8498185,6,156544,1,9,555,151,209222130,2162,1,4,445,495377146,20,1981443948,8,73564,254852,4,777,1080,327304,155511092360,489184095,27124962,8901107011,1080,3016,3,1,4,4,1077,3,8853195491,8329610500,541549663,502880199,502880199,3,1,26149770380,73389,73389,4,4,4,502880203,11,3,142876,30292299,7539741,344787,73556,8853195491,8153398,481664327,13124
245646.12,3174,262144,64,414205,27294359056,4,2709,163,1116,8826720,6,162378,1,9,555,151,216054059,2234,1,4,445,513893845,20,2055510800,8,76317,262560,4,777,1116,340664,166529103240,507673441,28130392,9240398777,1116,3140,3,1,4,4,1077,3,9190690378,8642223673,562023676,521662679,521662679,3,1,27126459340,73389,73389,4,4,4,521662683,11,3,143983,31429677,7825807,357322,76310,9190690378,8469398,499867146,13614
250657.52,3340,262144,64,431837,28455693554,6,2845,170,1116,9252071,6,169217,1,11,555,151,217308923,2234,1,4,445,535489314,20,2141827856,10,80005,281976,4,1593,1116,356676,172496751208,529829267,29442838,9681212442,1116,3140,3,1,4,4,1077,3,9629191487,9013503439,586733474,543599079,543599079,3,1,28267152140,73389,73389,4,4,4,543599083,11,3,159491,32935365,8223436,373790,79995,9629191487,8878281,521623983,13614
255670.43,3500,262144,64,453948,29913616494,6,2968,181,1116,9763400,6,177823,1,11,555,151,217900157,2234,1,4,445,562770634,20,2251017980,10,84362,300104,4,1593,1116,375384,178522683776,557414425,31046758,10209614208,1116,3140,3,1,4,4,1077,3,10154812548,9478170026,617422928,571268547,571284931,3,1,29705964476,73389,73389,4,4,4,571268551,11,3,163478,34754165,8663069,393743,84352,10154812548,9369657,548772880,13614
