timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LoadedMarksCount,LoadedMarksFiles,LoadedMarksMemoryBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MarkCacheMisses,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55072.22,0,0,0,0,0,0,81,0,0,0,0,13,0,0,5,0,2097278,2,1,0,443,0,9,0,0,0,0,4,4,0,4,15,0,0,32,16840608,0,0,1731,0,0,0,3,1,4,4,959,3,0,0,98,0,0,3,1,0,73389,73389,4,4,4,0,9,3,0,0,0,0,0,0,0,0,0
60078.21,28,262144,64,6151,405085926,1,81,0,582,101344,12,13,2363,1,6,210,100125815,1166,1,4,443,7408196,9,29632784,146614,6,678656,5,1371,1211,4,233,570,6,7032,7130198072,4511973,13201,160522341,570,960,12,3,1,4,4,959,3,159783647,130088791,4962616,7513335,7513335,3,1,390693452,73389,73389,4,4,4,7513339,9,3,16973,220490,145118,2351,1366,159783647,98993,4367156,18801
65083.87,31,262144,64,12884,848825410,1,145,0,582,175807,12,13,5042,1,6,210,102611411,1166,1,4,443,15824168,9,63296672,146614,6,678656,5,2638,1500,4,233,570,6,13464,13572033440,9334756,13349,309453394,570,960,12,3,1,4,4,959,3,308011296,269653938,10067642,16064895,16064895,3,1,835374572,73389,73389,4,4,4,16064899,9,3,16983,387740,169685,4252,2633,308011296,171555,9165077,18801
70088.91,31,262144,64,19774,1303167762,1,145,0,582,234135,12,13,7709,1,6,210,105410723,1166,1,4,443,24415179,9,97660716,146614,6,678656,5,3683,1560,4,233,570,6,17680,13747390976,14181902,13410,444165867,570,960,12,3,1,4,4,959,3,442124369,412779476,15142882,24786328,24802712,3,1,1288889088,73389,73389,4,4,4,24786332,9,3,17004,516862,188154,5819,3678,442255441,228316,13993797,18801
75094.90,34,262144,64,26568,1750349906,1,209,0,582,291644,12,13,10406,1,6,210,107341283,1166,1,4,443,32898885,9,131595540,146614,6,678656,5,4846,1825,4,233,570,6,22352,13847985168,19038900,13530,581784854,570,960,12,3,1,4,4,959,3,579085911,553482365,20238220,33399550,33399550,3,1,1736776632,73389,73389,4,4,4,33399554,9,3,17937,653652,207764,7550,4841,579085911,284094,18831187,18801
80099.14,34,262144,64,33353,2197207678,1,273,0,582,356105,12,13,13095,1,6,210,109247711,1166,1,4,443,41348902,9,165395608,146614,6,678656,5,6037,2076,4,233,570,6,27160,14058949912,23865054,13683,721607275,570,960,12,3,1,4,4,959,3,718235760,694160337,25314577,41986037,41986037,3,1,2183273956,73389,73389,4,4,4,41986041,9,3,18039,799373,231681,9232,6032,718235760,346873,23632849,18801
85106.58,35,262144,64,40330,2656950012,1,308,0,582,429629,12,13,15830,1,6,210,111745373,1166,1,4,443,50046784,9,200187136,146614,6,678656,5,7306,2242,4,233,570,6,32264,14197909736,28702599,13821,876311422,570,960,12,3,1,4,4,959,3,872238361,839084150,30427857,50816125,50816125,3,1,2642438532,73389,73389,4,4,4,50816129,9,3,18442,962282,252735,11171,7301,872238361,418458,28449533,18801
90112.42,35,262144,64,47321,3117609850,1,337,0,582,492798,12,13,18567,1,6,210,114243035,1166,1,4,443,58777216,9,235108864,146614,6,678656,5,8393,2412,4,233,570,6,36644,14355019072,33542566,13886,1013021973,570,960,12,3,1,4,4,959,3,1008329561,984026863,35508473,59678981,59678981,3,1,3103307044,73389,73389,4,4,4,59678985,9,3,18454,1101874,273954,13078,8388,1008329561,479720,33268542,18801
95119.76,41,262144,64,54248,3573809932,1,401,1,582,563201,12,13,21317,1,6,210,116173595,1166,1,4,443,67412607,9,269650428,146614,6,678656,5,9667,2637,4,233,570,6,41784,14566342168,38376378,13940,1163154566,570,960,12,3,1,4,4,959,3,1157757208,1127702531,40613776,68453884,68453884,3,1,3559602000,73389,73389,4,4,4,68453888,9,3,18468,1263906,300028,15144,9662,1157757208,548057,38076382,18801
100127.03,70,262144,64,60641,3995568826,1,465,4,582,619998,12,13,23862,1,6,210,117657713,1166,1,4,443,75381697,9,301526788,146614,6,678656,5,10727,2763,4,233,570,6,46076,14811512648,43225149,14041,1286079339,570,960,12,3,1,4,4,959,3,1280056297,1260424983,45692541,76569109,76569109,3,1,3981593700,73389,73389,4,4,4,76569113,9,3,18537,1401143,319989,17928,10722,1280056297,602070,42905381,18801
105133.42,70,262144,64,66744,4398044762,1,465,4,582,684402,12,13,26227,1,6,210,117657713,1166,1,4,443,83007902,9,332031608,146614,6,678656,5,11764,2874,4,233,570,6,50252,14940889800,48061443,14176,1420922233,570,960,12,3,1,4,4,959,3,1414279233,1387119746,50770346,84301469,84301469,3,1,4383676420,73389,73389,4,4,4,84301473,9,3,18817,1548043,351213,22365,11759,1414279233,662037,47710540,18801
110140.29,91,262144,64,73041,4812945098,1,529,7,582,751759,12,13,28731,1,6,210,117657713,1166,1,4,443,90858113,9,363432452,146614,6,678656,5,12878,2941,4,233,570,6,54908,15879794952,52893894,14271,1550923097,570,960,12,3,1,4,4,959,3,1543634517,1517768431,55853547,92281748,92281748,3,1,4798650928,73389,73389,4,4,4,92281752,9,3,19054,1702667,372834,26911,12873,1543634517,724848,52521701,18801
115147.11,91,262144,64,79098,5211778946,1,529,7,582,819627,12,13,31077,1,6,210,117657713,1166,1,4,443,98422002,9,393688008,146614,6,678656,5,13909,2974,4,233,570,6,59056,15993304728,57736106,14430,1682336344,570,960,12,3,1,4,4,959,3,1674430970,1643329383,60949301,99961082,99961082,3,1,5197976296,73389,73389,4,4,4,99961086,9,3,19057,1852262,397081,30476,13904,1674430970,789151,57339959,18801
120154.97,108,262144,64,84859,5591793306,1,593,7,582,894928,12,13,33375,1,6,210,117657713,1166,1,4,443,105610055,9,422440220,146614,6,678656,5,14889,3287,4,233,570,6,63024,16213926440,62488754,14651,1797596177,570,960,12,3,1,4,4,959,3,1789085353,1762883703,66040370,107259266,107259266,3,1,5577481864,73389,73389,4,4,4,107259270,9,3,19057,2004775,428178,32899,14884,1789085353,862029,62061436,18801
125164.14,137,262144,64,90227,5944893682,1,655,7,582,963098,12,13,35508,1,6,210,117947297,1166,1,4,443,112272444,9,449089776,146614,6,678656,5,15958,3804,4,233,570,6,67312,16274666952,67298404,15141,1921793627,570,960,12,3,1,4,4,959,3,1912623530,1874241443,71139988,114049990,114049990,3,1,5929747544,73389,73389,4,4,4,114033610,9,3,19060,2168212,463211,35652,15953,1912623530,927446,66835982,18801
130171.81,138,262144,64,95597,6298390582,1,657,7,582,1016120,12,13,37594,1,6,210,117947297,1166,1,4,443,118997831,9,475991324,146614,6,678656,5,16733,4044,4,233,570,6,72060,24015378736,72162820,15357,2022332794,570,960,12,3,1,4,4,959,3,2012647165,1985478973,76227041,120854939,120854939,3,1,6284456860,73389,73389,4,4,4,120854943,9,3,19060,2287989,490695,37589,16728,2012647165,978531,71673155,18801
135182.19,168,262144,64,101098,6661075998,1,721,7,582,1081243,12,13,39789,1,6,210,117947297,1166,1,4,443,125864147,9,503392024,146614,6,678656,5,17688,4409,4,233,570,6,77260,30498332368,76994522,15575,2131383588,570,960,12,3,1,4,4,959,3,2121108917,2099592094,81318079,127835794,127835794,3,1,6647461320,73389,73389,4,4,4,127835798,9,3,19091,2442352,522697,41299,17683,2121108917,1039944,76472743,18801
140192.16,168,262144,64,107064,7054271852,1,721,7,582,1150924,12,13,42103,1,6,210,118236881,1166,1,4,443,133313719,9,533254876,146614,6,678656,5,18724,4780,4,233,570,6,81428,30611980504,81816039,15849,2266094539,570,960,12,3,1,4,4,959,3,2255193278,2223288130,86413601,135390089,135390089,3,1,7040284660,73389,73389,4,4,4,135390093,9,3,19095,2599476,547225,43724,18719,2255193278,1107200,81269718,18801
145200.73,178,262144,64,113212,7459672776,1,785,18,582,1215281,12,13,44552,1,6,210,118236881,1166,1,4,443,140985375,9,563941500,146614,6,678656,5,19726,5027,4,233,570,6,85496,30891568216,86646485,16058,2381451125,570,960,12,3,1,4,4,959,3,2369950778,2351032934,91505380,143187985,143187985,3,1,7445775252,73389,73389,4,4,4,143187989,9,3,19100,2750606,569205,45899,19721,2369950778,1169382,86078024,18801
150209.80,178,262144,64,118776,7826499026,1,785,18,582,1283878,12,13,46703,1,6,210,118236881,1166,1,4,443,147914496,9,591657984,146614,6,678656,5,20728,5613,4,233,570,6,89536,31042239256,91474116,16400,2509295214,570,960,12,3,1,4,4,959,3,2497176008,2466510583,96602099,150226184,150226184,3,1,7811761600,73389,73389,4,4,4,150226188,9,3,19120,2904705,589819,48177,20723,2497176008,1235701,90885356,18801
155217.41,191,262144,64,124492,8203310880,1,849,19,582,1345700,12,13,48987,1,6,210,118236881,1166,1,4,443,155064011,9,620256044,146614,6,678656,5,21716,5908,4,233,570,6,93516,31172990744,96295172,16681,2625384728,570,960,12,3,1,4,4,959,3,2612649102,2585164926,101677132,157485567,157485567,3,1,8189249516,73389,73389,4,4,4,157485571,9,3,19130,3050534,608574,50492,21711,2612649102,1295208,95687766,18801
160226.70,220,262144,64,130453,8596191120,1,913,19,582,1411987,12,13,51360,1,6,210,118236881,1166,1,4,443,162503366,9,650013464,146614,6,678656,5,22789,6353,4,233,570,6,98120,32638581656,101128843,16809,2749539583,570,960,12,3,1,4,4,959,3,2736157656,2708852202,106780440,165031670,165031670,3,1,8581646872,73389,73389,4,4,4,165031674,9,3,19145,3208767,628154,52694,22784,2736157656,1359293,100502303,18801
165235.74,220,262144,64,135886,8954106372,1,913,19,582,1472439,12,13,53470,1,6,210,118236881,1166,1,4,443,169310163,9,677240652,146614,6,678656,5,23670,6762,4,233,570,6,103312,40473348688,105978664,16966,2864571791,570,960,12,3,1,4,4,959,3,2850628834,2821452858,111867910,171932764,171932764,3,1,8940503760,73389,73389,4,4,4,171932768,9,3,19173,3345280,657474,55213,23665,2850628834,1417226,105322876,18801
170248.12,240,262144,64,141893,9349651354,1,977,19,582,1538981,12,13,55859,1,6,210,118236881,1166,1,4,443,176790149,9,707160596,146614,6,678656,5,24735,7061,4,233,570,6,108644,45508381200,110807486,17234,2987869113,570,960,12,3,1,4,4,959,3,2973283325,2946003415,116963726,179538370,179538370,3,1,9335995272,73389,73389,4,4,4,179538374,9,3,19185,3504150,682618,57464,24730,2973283325,1481517,110126795,18801
175255.60,240,262144,64,147830,9740343364,1,977,19,582,1603283,12,13,58154,1,6,210,118236881,1166,1,4,443,184193996,9,736775984,146614,6,678656,5,25672,7205,4,233,570,6,112412,45605933128,115647695,17459,3106846200,570,960,12,3,1,4,4,959,3,3091669636,3068983254,122059488,187047831,187047831,3,1,9726487244,73389,73389,4,4,4,187047835,9,3,19192,3649131,706197,59334,25667,3091669636,1543949,114943488,18801
180264.10,258,262144,64,153480,10112504060,1,1041,19,582,1673667,12,13,60400,1,6,210,118236881,1166,1,4,443,191232062,9,764863752,146614,6,678656,5,26685,7467,4,233,570,6,116488,45719285784,120473661,17669,3226589830,570,960,12,3,1,4,4,959,3,3210791355,3186205609,127155887,194202877,194202877,3,1,10098549636,73389,73389,4,4,4,194202881,9,3,19210,3807432,745084,63290,26680,3210791355,1610377,119730858,18801
185282.42,271,262144,64,159433,10505113398,1,1090,19,582,1738352,12,13,62763,1,6,210,118236881,1166,1,4,443,198668890,9,794675560,146614,6,678656,5,27761,7947,4,233,570,6,120848,45980750584,125287627,17962,3353822077,570,960,12,3,1,4,4,959,3,3337378835,3309692244,132237385,201746821,201763205,3,1,10490834724,73389,73389,4,4,4,201746825,9,3,19248,3960813,767642,65847,27756,3337378835,1672505,124522659,18801
190290.62,272,262144,64,166102,10944381060,1,1105,19,591,1796733,12,13,65359,1,6,210,119735977,1184,1,4,443,206983867,9,827935468,146614,6,678656,5,28829,13049,4,233,579,6,127160,55562705868,130115030,18584,3490458935,579,966,12,3,1,4,4,959,3,3473394192,3447961145,137333560,210210428,210210428,3,1,10930090320,73389,73389,4,4,4,210194048,9,3,19293,4100536,788374,67726,28824,3473394192,1729007,129329409,18825
195295.52,285,262144,64,172642,11375218710,1,1169,20,591,1857729,12,13,67957,1,6,210,119735977,1184,1,4,443,215140996,9,860563984,146614,6,678656,5,30022,13261,4,233,579,6,133720,63965266956,134962241,18658,3629902953,579,966,12,3,1,4,4,959,3,3612160358,3583766078,142419467,218485619,218485619,3,1,11361252220,73389,73389,4,4,4,218485623,9,3,19307,4244871,814814,71274,30017,3612160358,1786455,134150431,18825
200303.34,290,262144,64,179030,11796674056,1,1202,20,591,1920267,12,13,70470,1,6,210,119735977,1184,1,4,443,223136302,9,892545208,146614,6,678656,5,31071,13310,4,233,579,6,139768,72664545492,139811133,18963,3757722738,579,966,12,3,1,4,4,959,3,3739371837,3716435538,147502015,226592652,226592652,3,1,11782817936,73389,73389,4,4,4,226592656,9,3,19338,4385267,833614,75123,31066,3739371837,1845144,138980541,18825
205311.19,299,262144,64,185447,12219390448,1,1233,20,591,1983945,12,13,72990,1,6,210,119735977,1184,1,4,443,231147505,9,924590020,146614,6,678656,5,32155,13359,4,233,579,6,146024,81682086100,144660886,19016,3892501404,579,966,12,3,1,4,4,959,3,3873525208,3849403141,152589412,234720387,234720387,3,1,12205460156,73389,73389,4,4,4,234720391,9,3,19363,4526570,863384,78679,32150,3873525208,1905266,143800541,18825
210317.99,304,262144,64,191911,12645211164,1,1297,20,591,2050311,12,13,75563,1,6,210,119735977,1184,1,4,443,239225425,9,956901700,146614,6,678656,5,33324,13503,4,233,579,6,152200,88725312732,149491356,19101,4029550672,579,966,12,3,1,4,4,959,3,4009912022,3983550031,157668770,242913658,242913658,3,1,12631510248,73389,73389,4,4,4,242913662,9,3,19378,4676241,890346,81604,33319,4009912022,1968707,148604213,18825
215325.19,304,262144,64,198301,13066507998,1,1297,20,591,2120552,12,13,78043,1,6,210,120049693,1184,1,4,443,247219714,9,988878856,146614,6,678656,5,34424,13623,4,233,579,6,158528,97784776212,154326165,19157,4170073837,579,966,12,3,1,4,4,959,3,4149800199,4116197988,162760576,251014658,251014658,3,1,13052762248,73389,73389,4,4,4,251014662,9,3,19396,4827940,910287,85121,34419,4149800199,2035431,153419279,18825
220333.59,311,262144,64,204792,13494098186,1,1361,20,591,2184904,12,13,80612,1,6,210,120049693,1184,1,4,443,255281069,9,1021124276,146614,6,678656,5,35505,13696,4,233,579,6,164416,105126922020,159183045,19259,4298289925,579,966,12,3,1,4,4,959,3,4277390092,4250895930,167856105,259216121,259216121,3,1,13478386356,73389,73389,4,4,4,259199741,9,3,19428,4970716,932837,88547,35500,4277390092,2096357,158253616,18825
225341.40,317,262144,64,211509,13936535708,1,1425,20,591,2245995,12,13,83285,1,6,210,120049693,1184,1,4,443,263697825,9,1054726652,146614,6,678656,5,36719,13884,4,233,579,6,171140,113900416308,164024420,19305,4440762608,579,966,12,3,1,4,4,959,3,4419182402,4390247867,172944379,267737072,267737072,3,1,13922327776,73389,73389,4,4,4,267737076,9,3,19848,5117224,947957,90425,36714,4419182402,2155570,163079699,18825
230348.98,317,262144,64,218212,14377983330,1,1425,20,591,2302863,12,13,85889,1,6,210,120049693,1184,1,4,443,272082025,9,1088328100,146614,6,678656,5,37820,14044,4,233,579,6,177396,122601799908,168884642,19337,4581877940,579,966,12,3,1,4,4,959,3,4559663048,4529151238,178034859,276233447,276233447,3,1,14364139276,73389,73389,4,4,4,276233451,9,3,20115,5249171,969631,92015,37815,4559663048,2210848,167918149,18825
235356.52,318,262144,64,225053,14828848966,1,1489,20,591,2368063,12,13,88602,1,6,210,120049693,1184,1,4,443,280618322,9,1122408764,146614,6,678656,5,39017,14139,4,233,579,6,182444,123826175164,173726121,19399,4724359138,579,966,12,3,1,4,4,959,3,4701468686,4671121549,183128157,284899695,284899695,3,1,14814784172,73389,73389,4,4,4,284899699,9,3,20447,5397224,981482,93705,39012,4701468686,2274358,172748204,18825
240363.42,319,262144,64,231986,15285707716,1,1553,20,591,2444918,12,13,91364,1,6,210,120049693,1184,1,4,443,289283311,9,1157133244,146614,6,678656,5,40256,14224,4,233,579,6,188172,127452042372,178546200,19479,4871078260,579,966,12,3,1,4,4,959,3,4847495137,4814852222,188219187,293688823,293688823,3,1,15271818828,73389,73389,4,4,4,293688827,9,3,20475,5559177,1000403,95415,40251,4847495137,2349503,177549552,18825
245369.75,319,262144,64,238961,15745620628,1,1616,20,591,2507052,12,13,94132,1,6,210,120049693,1184,1,4,443,297998029,9,1191992116,146614,6,678656,5,41445,14273,4,233,579,6,194896,136694906556,183391474,19738,5010522689,579,966,12,3,1,4,4,959,3,4986267021,4959669988,193315542,302533136,302533136,3,1,15731723104,73389,73389,4,4,4,302533140,9,3,20509,5704087,1015409,97174,41440,4986267021,2409878,182379932,18825
250383.67,324,262144,64,246518,16243711690,5,1621,21,591,2583544,12,13,97064,2,10,572,120049693,1184,1,4,443,307445646,9,1229718072,146614,6,678656,9,42700,16094,4,618,579,6,201980,146429026308,188962482,52824,5169961229,579,966,12,3,1,4,4,959,3,5144985319,5116455360,199221120,312106537,312106537,3,1,16229539956,73389,73389,4,4,4,312106541,9,3,32649,5890100,1095896,99405,42691,5144985319,2484139,187870811,18825
255399.28,508,262144,64,265064,17465706250,5,1775,39,591,2955641,12,13,104405,2,10,572,120049693,1184,1,4,443,330565736,9,1322198204,146614,6,678656,9,45989,29017,4,618,579,6,218240,161020576884,212133918,1287768,5564238796,579,966,12,3,1,4,4,959,3,5537095592,5501351005,224759305,335564046,335580430,3,1,17449330424,73389,73389,4,4,4,335564050,9,3,36550,7219681,1393918,115289,45980,5537095592,2840352,210744439,18825
260420.74,611,262144,64,283570,18685489614,5,1873,49,600,3352171,12,13,111659,2,10,572,121559489,1202,1,4,443,353526392,9,1414105568,146614,6,678656,9,49273,42158,4,618,588,6,233344,170290211684,235334420,2468110,5968503448,588,982,12,3,1,4,4,959,3,5939198550,5887124472,250319905,358912900,358945668,3,1,18663470832,73389,73389,4,4,4,358912904,9,3,38985,8576305,1711258,132002,49264,5939198550,3220169,233628381,18883
265437.83,744,262144,64,302267,19916813008,5,1996,55,600,3754862,12,13,118968,2,10,572,121559489,1202,1,4,443,376683699,9,1506605596,146614,6,678656,9,52772,58468,4,618,588,6,249760,181651726500,258468889,3765803,6391002590,588,982,12,3,1,4,4,959,3,6359430011,6277964589,275967498,382401462,382417846,3,1,19884876056,73389,73389,4,4,4,382401466,9,3,41265,10050873,2002907,147782,52763,6359430011,3607080,256470964,18883
270450.18,886,262144,64,320810,21139021204,5,2122,61,600,4177631,12,13,126253,2,10,572,121559489,1202,1,4,443,399689526,9,1598693640,146614,6,678656,9,56283,72994,4,618,588,6,266796,195714477292,281578016,5039227,6818901728,588,982,12,3,1,4,4,959,3,6785062863,6665586137,301602403,405733932,405733932,3,1,21098164496,73389,73389,4,4,4,405733936,9,3,43663,11523440,2377594,164105,56274,6785062863,4013526,279205119,18883
275465.43,974,262144,64,338802,22324769150,5,2216,68,600,4608053,12,13,133281,2,10,572,121559489,1202,1,4,443,422002455,9,1687945096,146614,6,678656,9,59625,85543,4,618,588,6,281168,200441762836,304614198,6389531,7228168354,588,982,12,3,1,4,4,959,3,7192158747,7041411558,327208829,428382592,428382592,3,1,22275894816,73389,73389,4,4,4,428382596,9,3,46421,13068918,2733801,180851,59616,7192158747,4427202,301886109,18883
280480.79,1147,262144,64,357097,23530410702,5,2365,74,600,5041716,12,13,140450,2,10,572,121559489,1202,1,4,443,444566263,9,1778200404,146614,6,678656,9,63243,97154,4,618,588,6,296456,204296736164,327682354,7681144,7664266950,588,982,12,3,1,4,4,959,3,7625951661,7425264861,352841334,451266661,451283045,3,1,23465866404,73389,73389,4,4,4,451266665,9,3,49694,14583956,3076222,198894,63235,7625951661,4842822,324612585,18883
285492.57,1264,262144,64,375841,24765906844,5,2466,81,654,5454018,12,13,147729,2,10,572,132118825,1310,1,4,443,467690842,9,1870569348,146614,6,678656,9,66925,110045,4,618,642,6,313624,215779912636,350711702,9006696,8111963809,642,1148,12,3,1,4,4,959,3,8071297528,7818878374,378476624,474719852,474719852,3,1,24685432336,73389,73389,4,4,4,474719856,9,3,55565,16135933,3430073,215276,66916,8071297528,5238742,347288995,19635
290511.83,1410,262144,64,394809,26016028170,5,2615,89,780,5877490,12,13,155136,2,10,572,153764657,1562,1,4,443,490968774,9,1963875096,146614,6,678656,9,70899,124925,4,618,768,6,331952,227233105452,373672243,10369328,8589736399,768,1507,12,3,1,4,4,959,3,8546581246,8218439499,404064225,498380002,498396386,3,1,25915760136,73389,73389,4,4,4,498380006,9,3,60368,17746834,3773649,232254,70890,8546581246,5645236,369908627,21068
295534.74,1500,262144,64,413884,27272498218,5,2716,94,789,6276273,12,13,162537,2,10,572,155520012,1580,1,4,443,514460933,9,2057714588,146614,6,678656,9,74649,134384,4,618,777,6,349760,240452976548,396860723,11625393,9050279253,777,1532,12,3,1,4,4,959,3,9004729798,8619039244,429695762,522216502,522249270,3,1,27155258136,73389,73389,4,4,4,522216506,9,3,64617,19132110,4111033,247725,74640,9004729798,6028548,392759592,21198
