timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
121848.11,15,253952,62,150153,9891803792,2,20115629,1187,5,5,4336,1017,3,603,989971,0,13,59054,19,18,121924912,1208,1,1081,0,4,459,187199150,6,748796600,18,19,0,14,89,603,1081,5,0,0,67423593,50551,3171310351,0,603,495,0,3,1,14,14,940,3,3168954699,3119263107,87559734,189905124,189905124,1,3,1,9875066480,73389,73389,14,14,14,189905128,6,3,169112,1015065,1390360,26339,3168954699,989971,66036201,1633
123853.37,15,253952,62,161085,10612333718,2,21571181,1261,5,5,4336,1067,3,612,1055147,0,13,63318,19,18,123424073,1226,1,1081,0,4,459,200783084,6,803067564,18,19,0,14,89,612,1081,5,0,0,71988148,50675,3400480301,0,612,505,0,3,1,14,14,940,3,3397696445,3346343534,93579009,203729729,203729729,1,3,1,10593945940,73389,73389,14,14,14,203729733,6,3,172742,1081908,1456334,28203,3397696445,1055147,70534968,1657
125857.89,15,253952,62,171905,11325209896,2,23102448,1323,5,5,4336,1156,3,612,1117590,0,13,67605,19,18,123448205,1226,1,1081,0,4,459,214326136,6,857239764,18,19,0,14,89,612,1081,5,0,0,76448758,51186,3631135730,0,612,505,0,3,1,14,14,940,3,3628185814,3571049231,99570433,217433613,217433613,1,3,1,11306547908,73389,73389,14,14,14,217433617,6,3,174381,1145990,1529357,30142,3628185814,1117590,74922717,1657
127862.39,15,253952,62,182765,12041021230,2,24669590,1393,5,5,4336,1227,3,612,1182103,0,13,71862,19,18,123737789,1226,1,1081,0,4,459,227803153,6,911212612,18,19,0,14,89,612,1081,5,0,0,80902709,51372,3865821153,0,612,505,0,3,1,14,14,940,3,3863882869,3797181985,105589799,231102570,231135338,1,3,1,12017333672,73389,73389,14,14,14,231102574,6,3,180421,1212154,1606240,32097,3863882869,1182103,79299956,1657
129866.95,15,253952,62,193585,12754826490,2,26245085,1455,5,5,4336,1292,3,612,1243782,0,13,76128,19,18,123737789,1226,1,1081,0,4,459,241355367,6,965292160,18,19,0,14,89,612,1081,5,0,0,85364893,51466,4093634452,0,612,505,0,3,1,14,14,940,3,4090217906,4021692942,111626692,244881897,244881897,1,3,1,12733858676,73389,73389,14,14,14,244881901,6,3,187409,1275379,1693267,33963,4090217906,1243782,83675285,1657
131870.62,15,253952,62,204402,13467783578,2,27782642,1516,5,5,4336,1377,3,612,1306609,0,13,80387,19,18,124051505,1226,1,1081,0,4,459,254817130,6,1019139188,18,19,0,14,89,612,1081,5,0,0,89799165,51555,4324706510,0,612,505,0,3,1,14,14,940,3,4321240719,4247106266,117574486,258509894,258509894,1,3,1,13442514520,73389,73389,14,14,14,258509898,6,3,192153,1339822,1772364,35912,4321240719,1306609,88030625,1657
133874.07,15,253952,62,215307,14186242382,2,29309214,1586,5,5,4336,1428,3,621,1368327,0,13,84658,19,18,125492658,1244,1,1081,0,4,459,268401173,6,1073604692,18,19,0,14,89,621,1081,5,0,0,94285829,51622,4553584617,0,621,511,0,3,1,14,14,940,3,4550082310,4473824228,123609808,272312082,272312082,1,3,1,14160228296,73389,73389,14,14,14,272312086,6,3,196673,1403102,1842280,37771,4550082310,1368327,92447551,1681
135878.80,15,253952,62,226367,14913435478,2,30772665,1644,6,6,4336,1517,3,621,1434962,0,13,89002,20,18,125492658,1244,1,1081,0,4,459,282131683,6,1128462368,19,20,0,14,98,621,1081,5,0,0,98867988,51740,4793714900,0,621,511,0,3,1,14,14,940,3,4789787818,4703621064,129654326,286239753,286239753,1,3,1,14884467188,73389,73389,14,14,14,286239757,6,3,201132,1471435,1953006,39789,4789787818,1434962,96919165,1681
137883.63,15,253952,62,237288,15633751280,3,33320136,1706,6,6,4336,1569,3,621,1496934,0,13,93284,20,18,125492658,1244,1,1081,0,4,459,295781253,6,1183060560,19,20,0,14,98,621,1081,5,0,0,103324157,51809,5024772501,0,621,511,0,3,1,14,14,940,3,5021058344,4930704907,136656298,300068232,300068232,1,3,1,15603548096,73389,73389,14,14,14,300068236,6,3,206549,1534955,2035099,41666,5021058344,1496934,101293415,1681
139888.97,15,253952,62,248138,16348279822,3,34964944,1758,6,6,4336,1653,3,621,1562167,0,13,97543,20,18,125492658,1244,1,1081,0,4,459,309229708,6,1236854396,19,20,0,14,98,621,1081,5,0,0,107670915,51872,5270622119,0,621,511,0,3,1,14,14,940,3,5267272533,5156970338,142622336,313725123,313725123,1,3,1,16313706428,73389,73389,14,14,14,313725127,6,3,212186,1601826,2112126,43740,5267272533,1562167,105563314,1681
141893.98,15,253952,62,259032,17066331446,3,36605421,1817,6,6,4336,1704,3,621,1624045,0,13,101796,20,18,125492658,1244,1,1081,0,4,459,322787949,6,1291151796,19,20,0,14,98,621,1081,5,0,0,112089372,51991,5505251047,0,621,511,0,3,1,14,14,940,3,5501081987,5384184967,148704436,327459616,327459616,1,3,1,17027900064,73389,73389,14,14,14,327459620,6,3,213762,1665243,2181119,45642,5501081987,1624045,109912950,1681
143909.46,15,253952,62,272909,17981433472,3,38651309,1895,10,10,4336,1806,3,630,1745483,0,13,107236,23,18,127304498,1262,1,1081,0,4,459,340012932,6,1359858036,22,24,0,14,131,630,1081,5,0,0,119417224,686509,5809240301,0,630,519,0,3,1,14,14,940,3,5805988927,5673638037,158724322,344978369,344978369,1,3,1,17938875220,73389,73389,14,14,14,344978373,6,3,229671,1789424,2350137,48199,5805988927,1745483,117072053,1712
145923.05,15,253952,62,289149,19051385000,4,41188168,2002,11,11,4336,1901,3,639,1918597,0,13,113595,23,18,128802909,1280,1,1081,0,4,459,360197144,6,1440659480,22,25,0,14,131,639,1081,5,0,0,129134521,1653871,6168650875,0,639,528,0,3,1,14,14,940,3,6163634003,6012047507,171895680,365435891,365452275,1,3,1,19002666364,73389,73389,14,14,14,365435895,6,3,234874,1966293,2537106,51156,6163634003,1918597,126602726,1747
147933.66,15,253952,62,306307,20182512120,4,43899413,2105,11,11,4336,2012,3,639,2098690,0,13,120324,23,18,128802909,1280,1,1081,0,4,459,381539608,6,1526029332,22,25,0,14,131,639,1081,5,0,0,139371087,2747907,6548034854,0,639,528,0,3,1,14,14,940,3,6544426549,6370294270,185912534,387066584,387066584,1,3,1,20127462400,73389,73389,14,14,14,387066588,6,3,244334,2150351,2754524,54327,6544426549,2098690,136621240,1747
149944.02,16,253952,62,324491,21380179348,4,46390947,2236,12,12,4336,2131,3,801,2283641,9,13,127442,24,18,156698977,1604,1,1081,0,4,459,404073148,6,1616292592,23,26,0,14,142,801,1081,5,0,0,150184160,3600984,6952768690,0,792,681,9,3,1,14,14,940,3,6948053701,6749331696,200067163,409938587,409971355,1,3,1,21316806556,73389,73389,14,14,14,409938591,6,3,260511,2339363,2987918,57678,6948053701,2283641,147201301,2338
151954.17,22,253952,62,345453,22761190952,6,51910481,2372,14,14,4336,2264,4,873,2495695,9,13,135642,26,18,170852138,1748,1,1081,0,4,459,430092471,6,1720175880,25,28,0,14,173,873,1081,5,0,0,162743046,4759353,7425279903,0,864,758,9,3,1,14,14,940,3,7418945157,7186941048,219318044,436342613,436358997,1,3,1,22689815908,73389,73389,14,14,14,436342617,6,3,278078,2556160,3284009,61570,7418945157,2495695,159465544,2611
153967.18,38,253952,62,370552,24413930308,7,55132333,2507,16,16,4336,2422,4,891,2749811,18,13,145443,26,18,176024199,1784,1,1081,0,4,459,461173604,6,1844573812,25,30,0,14,173,891,1081,5,0,0,178011942,5882108,7995440331,0,873,787,18,3,1,14,14,940,3,7989641286,7711208635,238917024,467883023,467899407,1,3,1,24329917228,73389,73389,14,14,14,467883027,6,3,294610,2816126,3600668,66299,7989641286,2749811,174418307,2674
155980.61,51,253952,62,399324,26311453308,7,58009474,2662,19,19,4336,2609,6,891,3040393,18,13,156683,28,18,177556581,1784,1,1081,0,4,459,496811046,6,1987115020,27,33,0,14,202,891,1081,5,0,0,195388067,6967167,8659626130,0,873,787,18,3,1,14,14,940,3,8654698357,8313934150,260197731,504026005,504042389,1,3,1,26209352292,73389,73389,14,14,14,504026009,6,3,303956,3113221,3947318,71831,8654698357,3040393,191448352,2674
157990.48,64,253952,62,433237,28543422580,7,60405959,2852,19,19,4336,2818,7,1044,3369744,27,13,169870,28,18,203364499,2090,1,1081,0,4,459,538624586,6,2154498344,27,33,0,14,202,1044,1081,5,0,0,215931061,8067974,9466076518,0,1017,954,27,3,1,14,14,940,3,9459310473,9024015392,284284237,546488696,546488696,1,3,1,28417412224,73389,73389,14,14,14,546488700,6,3,313094,3450329,4339975,78509,9459310473,3369744,211599363,3252
159997.70,77,253952,62,466614,30741543140,7,63104748,3027,20,20,4336,3030,11,2205,3724049,36,13,182816,29,18,404364104,4412,1,1081,0,4,459,579591292,6,2318300332,28,34,0,14,219,2205,1081,5,0,0,236404579,9047898,10273665834,0,2169,2146,36,3,1,14,14,940,3,10268065627,9726064574,308404079,588105205,588121589,1,3,1,30581470692,73389,73389,14,14,14,588105209,6,3,339956,3812017,4803789,85188,10268065627,3724049,231609736,7794
160644.47,79,253952,62,476131,31368108894,7,64500541,3076,27,27,4336,3127,11,2367,3816660,36,13,186584,43,259,440949290,4743,1,1081,1224,4,459,591599349,6,2366397396,42,48,15,35,613,2367,1081,5,1224,135,242827690,9617451,10500090710,8,2331,2341,36,3,1,14,14,940,3,10491121841,9924997259,454941658,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,6,3,368187,3906806,4988890,86977,10491121841,3816660,237847989,8418
