timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
85544.53,5,253952,62,90503,5961867500,5,17646396,0,584,8,8,3286,638,0,585,578558,26,35600,20,11,115664536,1172,1,0,4,507,112791561,6,451166244,19,22,14,79,585,0,0,39780864,3594,1917676076,0,585,370,3,1,14,14,973,3,1917835259,1880464982,57418215,114433299,114433299,1,3,1,5950531580,73389,73389,14,14,14,114433303,7,3,138204,592863,892324,15951,1917835259,578558,38890314,1407
87549.89,5,253952,62,100821,6641904936,5,19013360,0,669,8,8,3286,697,0,585,642631,26,39650,20,11,116979730,1172,1,0,4,507,125638420,6,502553680,19,22,14,79,585,0,0,44466698,3813,2133095665,0,585,370,3,1,14,14,973,3,2131623924,2094696018,63464510,127498207,127498207,1,3,1,6629906796,73389,73389,14,14,14,127498211,7,3,141191,658610,979252,17700,2131623924,642631,43489425,1407
89555.05,5,253952,62,110952,7309831932,5,20547577,0,740,8,8,3286,766,0,585,702850,26,43633,20,11,118729300,1172,1,0,4,507,138274853,6,553099412,19,22,14,79,585,0,0,48932150,4349,2344265057,0,585,370,3,1,14,14,973,3,2342469372,2305969061,69468744,140282428,140282428,1,3,1,7294686288,73389,73389,14,14,14,140282432,7,3,147301,720394,1063182,19459,2342469372,702850,47871142,1407
91559.93,5,253952,62,121298,7991656112,6,22725547,0,818,9,9,3286,830,0,594,774793,26,47693,20,11,120484169,1190,1,0,4,507,151149608,6,604598432,19,23,14,79,594,0,0,53822339,8428,2577381251,0,594,377,3,1,14,14,973,3,2575924015,2521244319,76538980,153355528,153355528,1,3,1,7974487488,73389,73389,14,14,14,153355532,7,3,153870,794141,1159215,21375,2575924015,774793,52665499,1430
93565.39,6,253952,62,131375,8655199544,6,23847856,0,907,9,9,3286,890,0,594,850454,26,51642,20,11,120484169,1190,1,0,4,507,163679628,6,654718512,19,23,14,79,594,0,0,58714192,8583,2789111773,0,594,377,3,1,14,14,973,3,2787193262,2730720294,82550998,166064306,166080690,1,3,1,8635343944,73389,73389,14,14,14,166064310,7,3,162871,871537,1241190,23125,2787193262,850454,57475584,1430
95571.66,6,253952,62,140901,9282053472,6,24818838,0,1005,9,9,3286,959,0,594,930461,26,55378,20,11,120484169,1190,1,0,4,507,175519302,6,702012424,19,23,14,79,594,0,0,63758415,8949,2986423228,0,594,377,3,1,14,14,973,3,2984432069,2928891146,88564647,178072890,178089274,1,3,1,9259790312,73389,73389,14,14,14,178072894,7,3,163922,953262,1343129,24761,2984432069,930461,62418068,1430
97575.77,6,253952,62,146589,9657006186,7,26503543,0,1030,9,9,3286,976,0,594,966501,26,57595,20,11,120484169,1190,1,0,4,507,182612008,6,730448032,19,23,14,79,594,0,0,66304769,9317,3114183487,0,594,377,3,1,14,14,973,3,3111435565,3047034381,92794516,185283121,185283121,1,3,1,9634722324,73389,73389,14,14,14,185283125,7,3,168148,990231,1384209,25788,3111435565,966501,64923444,1430
99581.41,6,253952,62,155551,10247187394,7,28265002,0,1110,10,10,3286,1057,0,594,1038558,26,61130,20,11,120484169,1190,1,0,4,507,193756331,6,775025324,19,24,14,79,594,0,0,71040932,13061,3309859947,0,594,377,3,1,14,14,973,3,3306934381,3233804605,99293732,196568650,196568650,1,3,1,10221569832,73389,73389,14,14,14,196568654,7,3,174110,1063911,1476216,27435,3306934381,1038558,69567788,1430
101590.44,6,253952,62,164584,10842624958,7,29332748,0,1209,10,10,3286,1101,0,594,1110550,26,64660,20,11,120484169,1190,1,0,4,507,204974495,6,819897980,19,24,14,79,594,0,0,76004361,15525,3498527856,0,594,377,3,1,14,14,973,3,3496600858,3421924110,105325140,207980933,207980933,1,3,1,10814156580,73389,73389,14,14,14,207964553,7,3,177302,1137497,1589098,28981,3496600858,1110550,74418521,1430
103598.99,6,253952,62,173682,11441139894,7,30360625,0,1312,10,10,3286,1184,1,594,1191110,26,68252,20,11,120484169,1190,1,0,4,507,216316933,6,865203148,19,24,14,79,594,0,0,81004645,20302,3705562146,0,594,377,3,1,14,14,973,3,3702928812,3610984864,111341374,219451004,219451004,1,3,1,11411452240,73389,73389,14,14,14,219451008,7,3,185249,1219848,1711139,30734,3702928812,1191110,79296952,1430
105603.90,6,253952,62,180072,11862412596,8,32621293,0,1343,10,10,3286,1204,1,594,1231450,26,70718,20,11,120484169,1190,1,0,4,507,224183047,6,896732188,19,24,14,79,594,0,0,83916700,21055,3837629183,0,594,377,3,1,14,14,973,3,3834494645,3744073032,116525888,227511044,227527428,1,3,1,11830574320,73389,73389,14,14,14,227511048,7,3,197104,1261153,1760093,31784,3834494645,1231450,82160169,1430
107611.61,6,253952,62,188735,12433963820,8,33940640,0,1412,11,11,3286,1279,1,594,1301032,26,74162,20,11,120484169,1190,1,0,4,507,235061497,6,940181316,19,25,14,79,594,0,0,88237286,37196,4025004086,0,594,377,3,1,14,14,973,3,4021830573,3924858725,122183645,238462416,238462416,1,3,1,12400045664,73389,73389,14,14,14,238462420,7,3,201967,1332356,1840023,33370,4021830573,1301032,86401005,1430
109617.48,6,253952,62,198462,13075438404,8,35048339,0,1503,11,11,3286,1324,1,594,1383049,26,77959,20,11,120484169,1190,1,0,4,507,247148727,6,988530288,19,25,14,79,594,0,0,93147524,43151,4240312770,0,594,377,3,1,14,14,973,3,4237200574,4127480131,128204365,250738733,250755117,1,3,1,13038414148,73389,73389,14,14,14,250738737,7,3,203534,1416198,1942955,35112,4237200574,1383049,91208511,1430
111625.99,6,253952,62,207934,13699742800,8,36341284,0,1588,11,11,3286,1402,1,594,1459874,26,81695,20,11,120484169,1190,1,0,4,507,258933678,6,1035734712,19,25,14,79,594,0,0,97874745,46897,4446779102,0,594,377,3,1,14,14,973,3,4443076772,4324887552,134225260,262691688,262691688,1,3,1,13659967808,73389,73389,14,14,14,262691692,7,3,206695,1494813,2033001,36851,4443076772,1459874,95845884,1430
113632.49,7,253952,62,217464,14328017208,8,37377579,0,1690,11,11,3286,1446,1,594,1544458,26,85429,20,11,120484169,1190,1,0,4,507,270845553,6,1083317644,19,25,14,79,594,0,0,102833687,65585,4655721476,0,594,377,3,1,14,14,973,3,4652215443,4523242801,140230232,274757172,274757172,1,3,1,14287372976,73389,73389,14,14,14,274757176,7,3,215766,1581229,2142935,38540,4652215443,1544458,100695092,1430
115637.98,7,253952,62,227304,14976704304,8,38618030,0,1768,11,11,3286,1519,1,594,1623859,26,89287,20,11,120484169,1190,1,0,4,507,283048185,6,1132192740,19,25,14,79,594,0,0,107618468,67082,4875860872,0,594,377,3,1,14,14,973,3,4871646879,4728765143,146260396,287133952,287133952,1,3,1,14930965536,73389,73389,14,14,14,287133956,7,3,218123,1662462,2237944,40379,4871646879,1623859,105385070,1430
117642.71,7,253952,62,237139,15625003390,8,39923940,0,1850,11,11,3286,1572,1,612,1697261,26,93140,20,11,123795108,1226,1,0,4,507,295301147,6,1181204588,19,25,14,79,612,0,0,112313928,73489,5088053974,0,612,394,3,1,14,14,973,3,5084020534,4933584782,152260351,299562043,299562043,1,3,1,15577226268,73389,73389,14,14,14,299562047,7,3,225921,1737580,2336022,42105,5084020534,1697261,109982642,1485
119648.87,7,253952,62,247600,16313724712,8,41434000,0,1921,11,11,3286,1654,1,612,1768766,26,97232,20,11,123795108,1226,1,0,4,507,308219741,6,1232878964,19,25,14,79,612,0,0,116812483,73608,5324585950,0,612,394,3,1,14,14,973,3,5320358377,5152316304,158274698,312680421,312680421,1,3,1,16259381924,73389,73389,14,14,14,312680425,7,3,230924,1810837,2411979,44094,5320358377,1768766,114405435,1485
121653.29,7,253952,62,258096,17004751860,8,42942854,0,1991,11,11,3286,1703,1,621,1839848,26,101314,20,11,125292557,1244,1,0,4,507,321248031,6,1284992124,19,25,14,79,621,0,0,121333958,73703,5560099356,0,621,400,3,1,14,14,973,3,5555281500,5371278024,164302891,325880719,325880719,1,3,1,16945797420,73389,73389,14,14,14,325880723,7,3,233789,1883602,2496085,45993,5555281500,1839848,118843012,1508
123657.42,7,253952,62,268589,17695630664,8,44422526,0,2059,11,11,3286,1782,1,621,1912514,26,105426,20,11,125304623,1244,1,0,4,507,334246529,6,1336921508,19,25,14,79,621,0,0,125864616,73793,5797506830,0,621,400,3,1,14,14,973,3,5792639632,5590000996,170312945,339081017,339081017,1,3,1,17632212916,73389,73389,14,14,14,339081021,7,3,240303,1958044,2581082,47984,5792639632,1912514,123288873,1508
125661.90,7,253952,62,279092,18388286966,8,45947541,0,2123,11,11,3286,1836,1,621,1982932,26,109521,20,11,125606273,1244,1,0,4,507,347284252,6,1389007924,19,25,14,79,621,0,0,130367035,73890,6035901845,0,621,400,3,1,14,14,973,3,6030830233,5809412365,176338250,352305447,352305447,1,3,1,18319883276,73389,73389,14,14,14,352305451,7,3,245260,2030179,2667154,49920,6030830233,1982932,127705411,1508
127666.29,7,253952,62,289575,19078124298,8,47519133,0,2185,11,11,3286,1913,1,621,2055156,26,113626,20,11,125606273,1244,1,0,4,507,360269143,6,1441076572,19,25,14,79,621,0,0,134796163,74085,6278174353,0,621,400,3,1,14,14,973,3,6273192784,6028582298,182338559,365458752,365458752,1,3,1,19003855136,73389,73389,14,14,14,365458756,7,3,259643,2104155,2765252,51946,6273192784,2055156,132036631,1508
129671.51,7,253952,62,300049,19768699066,8,49091669,0,2245,11,11,3286,1969,1,621,2124985,26,117716,20,11,125606273,1244,1,0,4,507,373260216,6,1493040864,19,25,14,79,621,0,0,139238737,74268,6514875748,0,621,400,3,1,14,14,973,3,6509169863,6247530078,188351596,378636189,378636189,1,3,1,19689081860,73389,73389,14,14,14,378636193,7,3,262473,2175615,2841117,53877,6509169863,2124985,136403535,1508
131677.07,7,253952,62,310634,20466741386,8,50656631,0,2312,11,11,3286,2043,1,621,2198877,26,121851,20,11,125606273,1244,1,0,4,507,386347348,6,1545389392,19,25,14,79,621,0,0,143695866,74420,6760771901,0,621,400,3,1,14,14,973,3,6755627823,6469353314,194298373,391909771,391926155,1,3,1,20379308124,73389,73389,14,14,14,391909775,7,3,267844,2251240,2928328,55929,6755627823,2198877,140773649,1508
133681.70,7,253952,62,321230,21165975176,8,52167232,0,2385,11,11,3286,2101,1,657,2270949,26,125981,20,11,131937923,1316,1,0,4,507,399490244,6,1597896320,19,25,14,79,657,0,0,148198316,74554,7003698457,0,657,421,3,1,14,14,973,3,6998368763,6691157230,200383290,405257081,405257081,1,3,1,21073368244,73389,73389,14,14,14,405257085,7,3,271344,2325015,3013373,57932,6998368763,2270949,145191252,1607
135686.24,7,253952,62,331849,21866124816,8,53674194,0,2435,11,11,3286,2175,1,693,2343938,26,130130,20,11,139104359,1388,1,0,4,507,412591017,6,1650299524,19,25,14,79,693,0,0,152718486,74726,7255410126,0,693,453,3,1,14,14,973,3,7249659333,6913788162,206409787,418561272,418561272,1,3,1,21765186176,73389,73389,14,14,14,418561276,7,3,274014,2399730,3102270,60031,7249659333,2343938,149622714,1712
137690.67,7,253952,62,342481,22566390642,8,55160976,0,2502,11,11,3286,2231,1,702,2413831,26,134268,20,11,140858499,1406,1,0,4,507,425732956,6,1702931824,19,25,14,79,702,0,0,157215274,74875,7501248070,0,702,458,3,1,14,14,973,3,7495700272,7135961207,212390512,431923251,431939635,1,3,1,22459157116,73389,73389,14,14,14,431906871,7,3,275139,2471292,3185280,62058,7495700272,2413831,154036674,1741
139695.46,7,253952,62,352978,23256928290,8,56798992,0,2563,11,11,3286,2310,1,729,2485260,26,138338,20,11,145182874,1460,1,0,4,507,438615268,6,1754396248,19,25,14,79,729,0,0,161598643,75061,7754341836,0,729,473,3,1,14,14,973,3,7748481058,7356672694,218409755,444988603,445004987,1,3,1,23139407388,73389,73389,14,14,14,444988607,7,3,276846,2544417,3277198,64170,7748481058,2485260,158328311,1826
141699.82,7,253952,62,363441,23945466968,8,58396670,0,2617,11,11,3286,2362,1,729,2553822,26,142410,20,11,145182874,1460,1,0,4,507,451583500,6,1806334000,19,25,14,79,729,0,0,165974956,75233,7998110731,0,729,473,3,1,14,14,973,3,7992598690,7575154858,224384044,458141908,458158292,1,3,1,23822527280,73389,73389,14,14,14,458125528,7,3,284207,2614664,3370275,66172,7992598690,2553822,162611736,1826
143712.23,7,253952,62,376494,24805258752,8,59827025,0,2684,14,14,3286,2456,1,855,2670687,26,147502,22,11,166302552,1712,1,0,4,507,467680465,6,1870657352,21,28,14,100,855,0,0,172822104,441699,8302802241,0,855,573,3,1,14,14,973,3,8297442243,7848134502,233010155,474501715,474518099,1,3,1,24674089212,73389,73389,14,14,14,474501719,7,3,302245,2734214,3554743,68727,8297442243,2670687,169274673,2240
145723.23,9,253952,62,392124,25833827596,8,63129466,0,2787,15,15,3286,2552,3,1143,2836355,26,153631,23,11,214461252,2288,1,0,4,507,487089896,6,1948294872,22,29,14,112,1143,0,0,182464412,1400341,8651493716,0,1143,925,3,1,14,14,973,3,8644114339,8173079492,246905806,494220428,494236812,1,3,1,25699462288,73389,73389,14,14,14,494220432,7,3,310944,2903387,3764825,71606,8644114339,2836355,178707246,3324
147729.62,10,253952,62,408963,26941946740,8,65854806,0,2900,15,15,3286,2668,7,1638,3028854,26,160185,23,11,299073962,3278,1,0,4,507,507845009,6,2031315452,22,29,14,112,1638,0,0,192694911,2398015,9046901291,0,1638,1415,3,1,14,14,973,3,9039422566,8526214258,260843285,515259582,515259582,1,3,1,26793498296,73389,73389,14,14,14,515259586,7,3,326489,3099791,4023492,74888,9039422566,3028854,188679438,5272
149737.81,15,253952,62,426531,28100220650,8,68349571,0,2995,15,15,3286,2777,8,2025,3217247,26,167025,23,11,366727621,4052,1,0,4,507,529480737,6,2117922948,22,29,14,112,2025,0,0,203400413,3381972,9459387323,0,2025,1797,3,1,14,14,973,3,9451281396,8894869249,275017032,537242087,537258471,1,3,1,27936588556,73389,73389,14,14,14,537242091,7,3,338886,3292220,4267973,78278,9451281396,3217247,199140827,6785
151750.47,20,253952,62,446354,29405072128,9,70660192,0,3110,17,17,3286,2904,9,2592,3466537,26,174692,24,11,465070110,5186,1,0,4,507,553813669,6,2215125408,23,31,14,127,2592,0,0,215669144,4007225,9940269440,0,2592,2520,3,1,14,14,973,3,9932160494,9311375258,290150193,561975833,561992217,1,3,1,29222743348,73389,73389,14,14,14,561975837,7,3,354210,3546242,4532875,82237,9932160494,3466537,211145045,9037
153764.69,32,253952,62,470867,31021824262,9,73213253,0,3250,19,19,3286,3057,12,2637,3802028,26,184224,26,11,477919668,5276,1,0,4,507,584066223,6,2336200316,25,33,14,214,2637,0,0,230815370,4966346,10540152611,0,2637,2583,3,1,14,14,973,3,10531930947,9827307614,308849439,592626745,592626745,1,3,1,30816590772,73389,73389,14,14,14,592626749,7,3,372939,3888037,4923631,87185,10531930947,3802028,225901027,9232
154318.37,32,253952,62,476758,31409441286,13,74319366,4,3293,30,30,3286,3127,12,2637,3877935,26,186584,44,21,485573857,5283,1,1224,4,507,591599349,6,2366397396,43,51,36,1820,2637,1224,139,234928582,5268848,10674848506,8,2637,2583,3,1,14,14,973,3,10665684665,9949936298,403469177,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,7,3,401892,3965411,5101898,88256,10665684665,3877935,229836122,9232
