event,value,description
NetworkSendBytes,52334213,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,3545,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,1805,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,24683907,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,911966,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,39257,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,155970713,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,32320,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,32172,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,73478206,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,1093646987,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,11706107,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,721941256814,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,496851505,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,459553,Total time spent analyzing index of patch parts
InsertedRows,3459,Number of rows INSERTed to all tables.
InsertedBytes,42512293,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,56256,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,256,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,37862358336,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,151449433344,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,918,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,475292,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,3369164,Total time spent executing query plan optimizations.
SelectedParts,724,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,724,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,724,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,13283409,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,13283409,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,102141100106,Number of rows SELECTed from all tables.
SelectedBytes,4801912388104,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,102140906823,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,102140707251,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,25,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,2642791,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,2700,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,4370184,Time spent loading marks
LoadedMarksFiles,446,Number of mark files loaded.
LoadedMarksCount,3383755,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,7164136,Size of in-memory representations of loaded marks.
Merge,67,Number of launched background merges.
MergeSourceParts,412,Number of source parts scheduled for merges.
MergedRows,199572,Rows read for background merges. This is the number of rows before merge.
MergedColumns,103046,Number of columns merged during the horizontal stage of merges.
MergedUncompressedBytes,260920768,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,227575,Total time spent for background merges
MergeExecuteMilliseconds,227390,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,193519,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,193420,Total busy time spent for execution of horizontal stage of background merges
MergeVerticalStageTotalMilliseconds,8,Total time spent for vertical stage of background merges
MergeProjectionStageTotalMilliseconds,34048,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,33970,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,89397,Total time spent while merging sorted columns
MergeTreeDataWriterRows,3459,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,42512293,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,73414456,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,340,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,340,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,229263188,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,680572,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,326757209,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,2366,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,1790,Time spent sorting blocks
InsertedCompactParts,340,Number of parts inserted in Compact format.
MergedIntoWideParts,9,Number of parts merged into Wide format.
MergedIntoCompactParts,58,Number of parts merged into Compact format.
ContextLock,778837,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,402572,Context lock wait time in microseconds
RWLockAcquiredReadLocks,11886,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,43,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,7158961,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,258,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,3222,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,307245,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,227220,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,107432,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,770558632346,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,52621959977,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,1385321679,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
MemoryAllocatorPurge,2,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,14013,Total time spent for memory allocator purge
SoftPageFaults,112339830,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
HardPageFaults,2,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
OSCPUWaitMicroseconds,79000423556,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,54005725105,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadBytes,9326592,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSWriteBytes,442494976,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,1480103258849,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,264707425,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,30654,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
MemoryAllocatedWithoutCheck,50559212,Number of times memory has been allocated without checking for memory constraints.
MemoryAllocatedWithoutCheckBytes,16107018130686,Amount of bytes that has been allocated without checking for memory constraints.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,59115877,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,11671830,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,1473243888528,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,1320810026,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
SynchronousReadWaitMicroseconds,20310916383,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,2538,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,455835,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,98436,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,55547,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,4165,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,18252,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,412,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,2128666,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,51,Number of log messages with level Info
LogWarning,5,Number of log messages with level Warning
LoggerElapsedNanoseconds,38842018,Cumulative time spend in logging
InterfaceHTTPSendBytes,43256632,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,1883276,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,9077581,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,17888,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,6287,Number of created server HTTP connections
HTTPServerConnectionsReused,158,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,164,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,6164,Number of expired server HTTP connections.
HTTPServerConnectionsReset,6158,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,340,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,2456,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,340,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,13809846561,Total time a query was waiting on resource requests for CPU slots.
MemoryWorkerRun,56409,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,641688151,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,57588,Number of rows that passed the filter in the query
FilterTransformPassedBytes,218019253,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,58,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,58,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,5,How many messages (accepted or dropped) have been sent to the async queue for the error file log
