event,value,description
HTTPServerConnectionsCreated,16017,Number of created server HTTP connections
HTTPServerConnectionsReused,410,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,532,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,15902,Number of expired server HTTP connections.
HTTPServerConnectionsReset,15780,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,23829,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,33649324121,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,43393480416,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,985552,Total number of CPU preemptions
ConcurrencyControlPreemptionResumes,970011,Total number of CPU preemption resumed
ConcurrencyControlUpscales,23829,Total number of CPU upscaling events
ConcurrencyControlDownscales,23829,Total number of CPU downscaling events
MemoryWorkerRun,84856,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,8458142,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,15643,Number of rows that passed the filter in the query
FilterTransformPassedBytes,840014854,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
