event,start_value,end_value,diff,description
FairPolicyDequeue,3335918,6562653,3226735,Number of dequeues invoked at all FairPolicyNodes
FileOpen,2670,3612,942,Number of files opened.
FilterTransformPassedBytes,124049120,309557768,185508648,Number of bytes that passed the filter in the query
FilterTransformPassedRows,3175,7731,4556,Number of rows that passed the filter in the query
FilteringMarksWithPrimaryKeyMicroseconds,5795,10220,4425,Time spent filtering parts by PK.
FunctionExecute,28254724,54588854,26334130,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,1081,1081,0,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,4723108,10562472,5839364,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,25061,54895,29834,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,181044,443470,262426,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolThreadCreationMicroseconds,196536,196536,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,3341,8000,4659,Number of created server HTTP connections
HTTPServerConnectionsExpired,3256,7901,4645,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,182,357,175,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,3224,7832,4608,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,150,288,138,Number of reused server HTTP connections
IOBufferAllocBytes,69759250672,141241260668,71482009996,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,545118,1033503,488385,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,3407,8190,4783,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,1122285,2643791,1521506,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,11536082,27542352,16006270,Number of bytes sent through HTTP interfaces
JoinBuildTableRowCount,432,804,372,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,209194,448586,239392,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,63892729692,118911469149,55018739457,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,767,1505,738,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,255570918768,475645876596,220074957828,Total number of rows in the result of a JOIN operation.
LoadedDataParts,37,37,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,19156,19156,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807433,807433,0,Number of marks loaded (total across columns).
LoadedMarksFiles,154,154,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3662208,3662208,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,88536130120,152234226571,63698096451,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,21066,46117,25051,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,4413110,10901241,6488131,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,24911,56236,31325,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,645548,1448068,802520,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,21018,46069,25051,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,1724168,4431239,2707071,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1149228,1149228,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,245375,451898,206523,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,154,154,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,58904,71670,12766,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,4531359,6560396,2029037,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,1614,1651,37,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2254,2297,43,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,349,357,8,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3809,3899,90,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,15547,15833,286,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,35767,86600,50833,Total time spent while merging sorted columns
NetworkReceiveBytes,1122285,2643791,1521506,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,30066,82451,52385,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,11536082,27542352,16006270,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,1142207,3362828,2220621,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,33644290796,66155641320,32511350524,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,1574587390,4121936839,2547349449,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,1704253959258,3303877053349,1599623094091,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,27248,65512,38264,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,243439,449030,205591,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,184824,367408,182584,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,2548,3480,932,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,16045,16068,23,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,1,1,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,302,311,9,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,3697,8748,5051,Count queries with all subqueries
Query,3407,8190,4783,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,2496,4946,2450,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,2600,5050,2450,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,847912,2025671,1177759,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,9542081405,18299737546,8757656141,Total time of all queries.
RWLockAcquiredReadLocks,3988,8965,4977,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,10,21,11,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,440763,548761,107998,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1704063440673,3302819613978,1598756173305,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,1642881560282,3197267264331,1554385704049,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,107600146606,188784146774,81184000168,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,811,1454,643,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,109206898164,214213531014,105006632850,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,109206898164,214213531014,105006632850,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,364,714,350,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,58904,71670,12766,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,3697,8748,5051,Count SELECT queries with all subqueries
SelectQuery,3407,8190,4783,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,9542081405,18299737546,8757656141,Total time of SELECT queries.
SelectedBytes,5323737574669,10390756007993,5067018433324,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,13356798,26199873,12843075,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,13356798,26199873,12843075,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,2548,4998,2450,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,2548,4998,2450,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,2548,4998,2450,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,109206951122,214213661681,105006710559,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,90,90,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,27263,45901,18638,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,68,123,55,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,50692,61590,10898,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,107791575,220924329,113132754,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,614293798,1248076962,633783164,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,911241888,1864512453,953270565,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,13752335,26595914,12843579,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,1703039601814,3301523039107,1598483437293,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,600525973,1220259872,619733899,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,32734305059,64293544856,31559239797,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,1707068,2484922,777854,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
