timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
66606.50,21,262144,64,78592,5178526036,121,0,603,3708992,30,18422,60,68,556981,129300654,1208,1,67,12007,5142367,3,734905,603,47920,95345824,33137891,112945496,1571967290,603,1725,2,1,4,4,729,1,1564565516,1517325521,615842140,117353081,117353081,2,1,5163535564,73389,73389,4,4,4,117353081,18,3,304094,61123108,2897173,69907,11939,1564565516,3639085,30244311,14370
71850.03,21,262144,64,83222,5483550428,122,0,603,3788103,30,19735,60,68,556981,129566106,1208,1,67,12686,5320627,3,734905,603,50640,96638688,35516593,120355378,1661527529,603,1725,2,1,4,4,729,1,1653694476,1606473105,659089869,124286943,124286943,2,1,5468625492,73389,73389,4,4,4,124286943,18,3,312310,64306711,2994653,72537,12619,1653694476,3715566,32525862,14370
76902.37,21,262144,64,87430,5760918628,122,0,603,3852719,30,20874,60,68,556981,129566106,1208,1,67,13304,5621897,3,734905,603,53108,97810400,36521775,125282743,1742793973,603,1725,2,1,4,4,729,1,1734565900,1687535521,695394618,130581829,130598213,2,1,5745600476,73389,73389,4,4,4,130581829,18,3,313727,67792253,3050384,74910,13236,1734565900,3777809,33475677,14370
82199.29,21,262144,64,91411,6023144704,123,0,603,3914997,30,22028,60,68,556981,129566106,1208,1,67,13890,5771121,3,734905,603,55452,98923104,38200281,131555448,1819971720,603,1725,2,1,4,4,729,1,1811374092,1764190105,796430613,136534810,136551194,2,1,6007531640,73389,73389,4,4,4,136534810,18,3,319029,71303662,3122948,77254,13822,1811374092,3837743,35081418,14370
87240.51,21,262144,64,95986,6324564616,124,0,603,3987719,30,23288,60,68,556981,129831558,1208,1,67,14562,5913269,3,734905,603,58144,100196512,41617988,141321327,1908608641,603,1725,2,1,4,4,729,1,1899585548,1852349383,860931306,143386752,143403136,2,1,6309017088,73389,73389,4,4,4,143386752,18,3,330091,74341746,3251782,79819,14495,1899585548,3907900,38369865,14370
92362.70,21,262144,64,101422,6682941928,125,0,603,4086005,30,24869,60,68,556981,130097010,1208,1,67,15359,6096483,3,734905,603,61332,101709216,43847458,148379142,2013561414,603,1725,2,1,4,4,729,1,2004049932,1957024308,1002813155,151536904,151553288,2,1,6667623776,73389,73389,4,4,4,151536904,18,3,334186,77292967,3347327,96633,15292,2004049932,3989372,40504492,14370
97413.45,21,262144,64,107034,7052588124,126,0,603,4179251,30,26453,60,68,556981,130097010,1208,1,67,16184,6249273,3,734905,603,64628,103266080,46471398,154919615,2122074457,603,1725,2,1,4,4,729,1,2112053260,2065146554,1035080682,159943167,159943167,2,1,7036778452,73389,73389,4,4,4,159926783,18,3,341669,80378502,3482610,99704,16116,2112053260,4079547,42992865,14370
102430.23,21,262144,64,115114,7585038976,127,0,603,4312534,30,28712,60,68,556981,130362462,1208,1,67,17372,6387905,3,734905,603,69380,105507296,50336392,162042431,2278482908,603,1725,2,1,4,4,729,1,2267766796,2220784740,1107628130,172035386,172051770,2,1,7569556984,73389,73389,4,4,4,172035386,18,3,354026,83170360,3667376,113310,17304,2267766796,4199224,46673747,14370
107443.15,21,262144,64,136438,8990226748,131,0,603,4650085,30,34713,60,68,556981,130893366,1208,1,67,20504,6397130,3,734905,603,81912,128107872,61398713,165734866,2690710257,603,1725,2,1,4,4,729,1,2678284300,2631601688,1150206159,203962535,203978919,2,1,8974351540,73389,73389,4,4,4,203962535,18,3,384035,84198756,4109261,122985,20436,2678284300,4527100,57294967,14370
112452.56,21,262144,64,159158,10487180294,135,0,603,4998750,30,41098,60,68,556981,131424270,1208,1,67,23844,6405685,3,734905,603,95276,151054272,71642104,167098385,3130277391,603,1725,2,1,4,4,729,1,3116064780,3069159405,1186815730,238001061,238001061,2,1,10472046684,73389,73389,4,4,4,238001061,18,3,406201,85138098,4554842,131777,23776,3116064780,4866973,67093757,14370
117460.95,21,262144,64,182032,11993955482,139,0,603,5342508,30,47619,60,68,556981,132220626,1208,1,67,27201,6414046,3,734905,603,108708,174019008,82014097,168046081,3571478559,603,1725,2,1,4,4,729,1,3555481118,3509584492,1215496261,272242228,272258612,2,1,11978658032,73389,73389,4,4,4,272242228,18,3,428620,86050409,4990791,140601,27133,3555481118,5201907,77030690,14370
122468.21,21,262144,64,206668,13617260294,143,0,603,5704018,30,54503,60,68,556981,132751530,1208,1,67,30821,6418921,3,734905,603,123192,197566192,94485155,170450478,4047930372,603,1725,2,1,4,4,729,1,4029961758,3984106394,1334478510,309125093,309141477,2,1,13601504092,73389,73389,4,4,4,309125093,18,3,462965,86941568,5504750,149268,30753,4029961758,5554750,88989148,14370
127477.12,21,262144,64,230928,15215658118,147,0,603,6045871,30,61340,60,68,556981,133282434,1208,1,67,34383,6423366,3,734905,603,137444,221309244,105379507,171054276,4516709943,603,1725,2,1,4,4,729,1,4496840222,4451371856,1368542227,345469445,345469445,2,1,15200655580,73389,73389,4,4,4,345469445,18,3,486890,87774902,5832946,156947,34315,4496840222,5888924,99555715,14370
132483.83,21,262144,64,255801,16854494962,151,0,603,6375746,30,68385,60,68,556981,133813338,1208,1,67,38037,6428474,3,734905,603,152060,244729076,115942510,171379242,4997494713,603,1725,2,1,4,4,729,1,4975646238,4930346687,1392797678,382712758,382729142,2,1,16839361352,73389,73389,4,4,4,382712758,18,3,499468,88537982,6093575,164684,37969,4975646238,6211062,109860026,14370
137492.67,21,262144,64,281690,18560447286,156,1,603,6722394,30,75684,60,68,556981,134609694,1208,1,67,41843,6433092,3,734905,603,167296,285808716,127596827,171584741,5498515491,603,1725,2,1,4,4,729,1,5474637342,5429117412,1430305301,421483657,421500041,2,1,18545280908,73389,73389,4,4,4,421483657,18,3,511335,89305941,6344688,172786,41775,5474637342,6549608,121264307,14370
142499.91,21,262144,64,307921,20289078374,160,1,603,7063986,30,83051,60,68,556981,135406050,1208,1,67,45698,6436990,3,734905,603,182724,327043604,138352678,171672143,6005828171,603,1725,2,1,4,4,729,1,5979919902,5934405627,1453967550,460776685,460776685,2,1,20274174140,73389,73389,4,4,4,460776685,18,3,520694,90043182,6552795,180976,45630,5979919902,6883010,131811674,14370
147506.95,21,262144,64,333615,21981751022,165,3,603,7404393,30,90341,60,68,556981,136202406,1208,1,67,49469,6440503,3,734905,603,197808,333813140,148761712,171718832,6501493237,603,1725,2,1,4,4,729,1,6473590572,6429211253,1484587026,499244480,499244480,2,1,21966036224,73389,73389,4,4,4,499228096,18,3,537773,90758701,6782273,189228,49401,6473590572,7215165,141991174,14370
152513.20,21,262144,64,360814,23773833024,169,3,603,7782883,30,98004,60,68,556981,136733310,1208,1,67,53463,6443430,3,734905,603,213792,375112668,158969680,171764058,7027108331,603,1725,2,1,4,4,729,1,6997092140,6953062772,1507681208,539971108,539987492,2,1,23758728752,73389,73389,4,4,4,539971108,18,3,548171,91530030,7004404,197803,53395,6997092140,7585080,151976092,14370
157518.70,21,262144,64,387288,25518389360,174,3,603,8121921,30,105515,60,68,556981,137529666,1208,1,67,57352,6445523,3,734905,603,229360,433738948,168763865,171780739,7538971950,603,1725,2,1,4,4,729,1,7506831148,7463034460,1528727784,579608200,579624584,2,1,25502760800,73389,73389,4,4,4,579608200,18,3,557237,92228035,7206437,206747,57284,7506831148,7915174,161568742,14370
