timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55173.91,8,262144,64,213234,14049693286,144,2,603,3026279,36,4,56405,69,290,132751530,1208,1,68,31784,539310,4,673,603,127076,280880496,78019782,46733153,4173644368,567,1112,36,2,1,4,4,278,1,4156315166,4110485466,559565532,318962797,318979181,2,1,14034363068,73389,73389,4,4,4,318962797,9,3,552639,21229299,5121576,88415,31717,4156315166,2937864,72900449,8167
60189.61,8,262144,64,220940,14557633674,145,2,603,3152508,36,4,58561,69,290,133016982,1208,1,68,32917,718087,4,673,603,131604,283019632,81816426,52930345,4322689497,567,1112,36,2,1,4,4,278,1,4304688670,4259012130,592107889,330514344,330514344,2,1,14542631136,73389,73389,4,4,4,330514344,9,3,562956,23972666,5308921,98261,32849,4304688670,3054247,76509977,8167
65215.90,8,262144,64,227020,14958481622,146,2,603,3254280,36,4,60271,69,290,133282434,1208,1,68,33813,847709,4,673,603,135188,284711664,85158245,59667982,4440671512,567,1112,36,2,1,4,4,278,1,4422129182,4376124084,638109567,339620801,339637185,2,1,14943315244,73389,73389,4,4,4,339620801,9,3,568036,26628484,5460542,102151,33745,4422129182,3152129,79701267,8167
70228.51,8,262144,64,236634,15591730150,148,2,603,3402963,36,4,63005,69,290,133547886,1208,1,68,35223,918662,4,673,603,140828,287382192,89806299,66602310,4626292041,567,1112,36,2,1,4,4,278,1,4606940702,4561269336,700070557,354004621,354021005,2,1,15576203324,73389,73389,4,4,4,354004621,9,3,576422,29157474,5647928,107291,35155,4606940702,3295672,84162318,8167
75245.77,8,262144,64,250736,16520962410,150,2,603,3602640,36,4,66956,69,290,133813338,1208,1,68,37295,944501,4,673,603,149116,291199856,95776007,72372772,4899011232,567,1112,36,2,1,4,4,278,1,4878521886,4832832880,750113200,375131728,375148112,2,1,16505796032,73389,73389,4,4,4,375131728,9,3,594607,30836685,5904827,114803,37227,4878521886,3487837,89875741,8167
80256.60,8,262144,64,259031,17067503502,152,2,603,3728304,36,4,69332,69,290,134078790,1208,1,68,38514,1083136,4,673,603,153992,293499696,101638660,79397299,5059498291,567,1112,36,2,1,4,4,278,1,5038298654,4992672744,822368567,387559819,387559819,2,1,17052632036,73389,73389,4,4,4,387559819,9,3,612596,33512689,6119297,119067,38446,5038298654,3609237,95525439,8167
85272.35,8,262144,64,264928,17456092910,153,2,603,3828882,36,4,70993,69,290,134344242,1208,1,68,39379,1218014,4,673,603,157456,295140848,104965660,85462615,5173542629,567,1112,36,2,1,4,4,278,1,5151807006,5106243610,873639891,396381715,396398099,2,1,17440795460,73389,73389,4,4,4,396381715,9,3,618149,36082673,6234363,122404,39312,5151807006,3706478,98736807,8167
90304.43,8,262144,64,270007,17790808418,154,2,603,3912900,36,4,72435,69,290,134344242,1208,1,68,40128,1346563,4,673,603,160448,296555568,107337437,91777425,5272046082,567,1112,36,2,1,4,4,278,1,5249848862,5204089932,906407934,403985162,404001546,2,1,17775347128,73389,73389,4,4,4,403985162,9,3,622795,39054209,6340918,125560,40060,5249848862,3787340,101002105,8167
95385.69,8,262144,64,274348,18076639520,154,2,603,3985877,36,4,73622,69,290,134344242,1208,1,68,40764,1565734,4,673,603,162996,297754096,108965965,97182764,5355946142,567,1112,36,2,1,4,4,278,1,5333341726,5287605872,927028568,410487007,410503391,2,1,18061428308,73389,73389,4,4,4,410487007,9,3,626425,42166810,6402782,128253,40697,5333341726,3857624,102569386,8167
100415.43,8,262144,64,279200,18396466290,155,2,603,4064999,36,4,74997,69,290,134609694,1208,1,68,41476,1770991,4,673,603,165848,316071368,111926598,105246183,5449708499,567,1112,36,2,1,4,4,278,1,5426664990,5381116435,981709042,417754582,417770966,2,1,18381201608,73389,73389,4,4,4,417754582,9,3,632444,45300767,6505424,130908,41409,5426664990,3934091,105427042,8167
105458.22,8,262144,64,284159,18723052026,156,2,603,4142200,36,4,76406,69,290,134609694,1208,1,68,42206,1923079,4,673,603,168764,317455880,114941942,112996766,5545714393,567,1112,36,2,1,4,4,278,1,5522216478,5476676209,1039463286,425171772,425188156,2,1,18707557968,73389,73389,4,4,4,425171772,9,3,640241,48060442,6634444,133745,42138,5522216478,4008455,108311180,8167
110491.07,8,262144,64,289231,19057574234,157,2,603,4217903,36,4,77835,69,290,134875146,1208,1,68,42948,2221336,4,673,603,171736,318860104,117562650,119955625,5643555641,567,1112,36,2,1,4,4,278,1,5619602974,5574426257,1079301077,432773060,432789444,2,1,19042014640,73389,73389,4,4,4,432773060,9,3,651221,51321104,6749653,136310,42881,5619602974,4081593,110818335,8167
115552.33,8,262144,64,295519,19471788218,158,2,603,4319193,36,4,79613,69,290,134875146,1208,1,68,43875,2400839,4,673,603,175444,320609800,120606988,127226817,5765619584,567,1112,36,2,1,4,4,278,1,5741106718,5695568120,1136197028,442184780,442201164,2,1,19456130320,73389,73389,4,4,4,442184780,9,3,659218,54306989,6867025,145136,43808,5741106718,4174057,113745521,8167
120648.51,8,262144,64,300992,19832324910,159,2,603,4408008,36,4,81157,69,290,135140598,1208,1,68,44677,2529513,4,673,603,178648,322124488,123354841,133906221,5871100643,567,1112,36,2,1,4,4,278,1,5846095390,5800927919,1179350737,450386243,450402627,2,1,19816994692,73389,73389,4,4,4,450386243,9,3,668818,57516920,7010652,148541,44609,5846095390,4259467,116350406,8167
125719.20,8,262144,64,306107,20169665166,160,2,603,4491828,36,4,82610,69,290,135406050,1208,1,68,45430,2690647,4,673,603,181660,323552584,125941815,141911501,5970262876,567,1112,36,2,1,4,4,278,1,5944792606,5899527712,1238079008,458044875,458061259,2,1,20153974500,73389,73389,4,4,4,458044875,9,3,677862,60667994,7111692,156981,45362,5944792606,4334847,118836129,8167
130811.63,8,262144,64,310998,20491794454,160,2,603,4569892,36,4,83939,69,290,135406050,1208,1,68,46150,2808990,4,673,603,184540,324916552,128159865,148505524,6065081788,567,1112,36,2,1,4,4,278,1,6039164446,5993671916,1351440482,465371953,465388337,2,1,20476365932,73389,73389,4,4,4,465371953,9,3,681865,63761328,7191127,159689,46082,6039164446,4410203,120974837,8167
135857.29,8,262144,64,316081,20826542852,161,2,603,4644135,36,4,85388,69,290,135406050,1208,1,68,46895,2951028,4,673,603,187528,343279696,130981912,156220900,6163327127,567,1112,36,2,1,4,4,278,1,6136944158,6091574439,1456538064,472985751,473002135,2,1,20811373044,73389,73389,4,4,4,472985751,9,3,695095,66773235,7317597,162626,46828,6136944158,4481509,123670620,8167
140894.22,8,262144,64,320687,21130247766,162,2,603,4719537,36,4,86696,69,290,135671502,1208,1,68,47570,3217192,4,673,603,190228,361527920,132719376,163642579,6252017164,567,1112,36,2,1,4,4,278,1,6225209940,6180320010,1480157029,479892878,479892878,2,1,21115286632,73389,73389,4,4,4,479892878,9,3,701502,70108387,7404891,169039,47502,6225209940,4550498,125321508,8167
146169.38,8,262144,64,324874,21405715422,163,2,603,4793131,36,4,87890,69,290,135936954,1208,1,68,48185,3370722,4,673,603,192688,362702192,134874093,171118750,6332492526,567,1112,36,2,1,4,4,278,1,6305294124,6260833132,1517966631,486154996,486154996,2,1,21390098928,73389,73389,4,4,4,486138612,9,3,707430,73520778,7489636,171752,48117,6305294124,4621379,127391778,8167
151327.64,8,262144,64,328409,21638446990,164,2,603,4850082,36,4,88910,69,290,135936954,1208,1,68,48701,3476664,4,673,603,194752,363680432,136100739,176515640,6400454297,567,1112,36,2,1,4,4,278,1,6372927276,6328830235,1535168504,491430200,491446584,2,1,21622928800,73389,73389,4,4,4,491430200,9,3,711684,76586070,7605580,174373,48633,6372927276,4675709,128502819,8167
157138.40,8,262144,64,332826,21929777666,165,2,603,4921872,36,4,90170,69,290,136202406,1208,1,68,49355,3657560,4,673,603,197368,364923248,140347548,187191685,6486587625,567,1112,36,2,1,4,4,278,1,6458648364,6414029603,1610880608,498058799,498075183,2,1,21914587156,73389,73389,4,4,4,498058799,9,3,720039,80237112,7705761,177263,49287,6458648364,4744609,132649512,8167
162177.66,8,262144,64,337582,22243059594,165,2,603,4994804,36,4,91466,69,290,136202406,1208,1,68,50053,3763336,4,673,603,200160,366247984,142284198,193986436,6578515372,567,1112,36,2,1,4,4,278,1,6550136620,6505588075,1663708788,505172885,505189269,2,1,22227606940,73389,73389,4,4,4,505172885,9,3,727272,83812818,7782377,181540,49985,6550136620,4813264,134509688,8167
167216.53,8,262144,64,341440,22497224742,166,2,603,5059777,36,4,92575,69,290,136202406,1208,1,68,50617,3928700,4,673,603,202416,367319152,144147786,200373488,6652801956,567,1112,36,2,1,4,4,278,1,6624061228,6579859192,1722639808,510962026,510962026,2,1,22482329144,73389,73389,4,4,4,510962026,9,3,730087,87249519,7841218,183946,50549,6624061228,4875831,136314084,8167
172275.43,8,262144,64,345256,22748637378,167,2,603,5119322,36,4,93662,69,290,136467858,1208,1,68,51177,4150148,4,673,603,204660,368384944,146044333,207447131,6726694163,567,1112,36,2,1,4,4,278,1,6697592620,6653359588,1763326362,516677439,516677439,2,1,22733807316,73389,73389,4,4,4,516677439,9,3,732613,90403233,7899332,186400,51110,6697592620,4932922,138152670,8167
177323.66,8,262144,64,349260,23012636234,167,2,603,5193515,36,4,94762,69,290,136467858,1208,1,68,51768,4262270,4,673,603,207024,386465096,147331507,212394464,6804402022,567,1112,36,2,1,4,4,278,1,6774925100,6730535070,1776684855,522677413,522677413,2,1,22997806172,73389,73389,4,4,4,522677413,9,3,737072,93607073,7984433,189167,51700,6774925100,5004348,139354500,8167
182409.73,8,262144,64,353428,23287382994,168,2,603,5260445,36,4,95951,69,290,136733310,1208,1,68,52380,4432782,4,673,603,209472,387622472,149100902,219071190,6885010606,567,1112,36,2,1,4,4,278,1,6855141164,6810907422,1848696732,528914955,528914955,2,1,23272258020,73389,73389,4,4,4,528914955,9,3,740462,96630987,8053849,191768,52312,6855141164,5068677,141054606,8167
187676.83,8,262144,64,358155,23598510992,169,2,603,5333455,36,4,97298,69,290,136733310,1208,1,68,53071,4581818,4,673,603,212236,388929864,152926339,228921522,6976013687,567,1112,36,2,1,4,4,278,1,6945711916,6901797527,1931222191,535982048,535998432,2,1,23583210112,73389,73389,4,4,4,535982048,9,3,743086,99802095,8158093,194453,53003,6945711916,5139002,144776721,8167
192749.52,8,262144,64,362787,23903931908,170,2,603,5399537,36,4,98613,69,290,136998762,1208,1,68,53752,4654990,4,673,603,214964,390227464,154281209,235234841,7065833785,567,1112,36,2,1,4,4,278,1,7035103020,6991095614,1994658776,542921943,542938327,2,1,23888565492,73389,73389,4,4,4,542921943,9,3,746809,103154561,8237181,197303,53685,7035103020,5202234,146052755,8167
197787.61,8,262144,64,367879,24239499384,170,2,603,5494800,36,4,100004,69,290,136998762,1208,1,68,54501,4762409,4,673,603,217956,391650056,157325325,243588054,7164340276,567,1112,36,2,1,4,4,278,1,7133144876,7089138585,2075863142,550549966,550566350,2,1,24224198504,73389,73389,4,4,4,550549966,9,3,753768,106258077,8359290,215587,54434,7133144876,5279213,148974573,8167
202830.99,8,262144,64,373570,24614322924,171,2,603,5584036,36,4,101607,69,290,136998762,1208,1,68,55339,4880518,4,673,603,221308,393234888,160622675,250662080,7274691983,567,1112,36,2,1,4,4,278,1,7242983212,7198820257,2128673096,559070917,559070917,2,1,24598399452,73389,73389,4,4,4,559054533,9,3,756605,109099087,8470657,218813,55271,7242983212,5365223,152160871,8167
207848.93,8,262144,64,382404,25196453372,173,11,603,5745175,36,4,104121,69,290,137264214,1208,1,68,56635,5014414,4,673,603,226492,395666568,163341563,256254558,7445313845,567,1112,36,2,1,4,4,278,1,7412852524,7368979454,2198528002,572291473,572307857,2,1,25180824812,73389,73389,4,4,4,572291473,9,3,760037,111834230,8588455,252548,56567,7412852524,5492627,154761821,8167
