timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MemoryAllocatedWithoutCheck,MemoryAllocatedWithoutCheckBytes,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
56940.58,23,262144,64,66707,4395383444,119,0,603,1161453,17,15071,56,68,19496,129035202,1208,1,67,10262,3891902,3,51811,603,40936,75462840,27101280,116298063,1342193690,603,1875,2,1,4,4,692,1,1335844876,1288421506,542178607,99537257,99553641,2,1,4379639308,73389,73389,4,4,4,99537257,17,3,240942,57862282,3027044,80256,10194,1335844876,1081197,24076854,77720
62005.41,23,262144,64,73867,4867275724,120,0,603,1268710,17,17076,56,68,19496,129300654,1208,1,67,11313,4000254,3,51811,603,45140,77443000,31179798,126133822,1480574404,603,1875,2,1,4,4,692,1,1473601548,1426319686,673923006,110279955,110279955,2,1,4851597124,73389,73389,4,4,4,110263571,17,3,250274,60306819,3173065,83560,11245,1473601548,1185150,28008988,77720
67021.60,23,262144,64,93422,6155468504,123,1,603,1566280,17,22545,56,68,19496,129566106,1208,1,67,14185,4044423,3,51811,603,56628,82736696,39478545,128996911,1858550788,603,1875,2,1,4,4,692,1,1850040332,1802901079,727774754,139545148,139561532,2,1,6139986512,73389,73389,4,4,4,139545148,17,3,275663,61511154,3564949,90423,14117,1850040332,1475857,35916795,77720
72030.09,23,262144,64,115325,7599132524,127,1,603,1895483,17,28745,56,68,19496,130362462,1208,1,67,17404,4055502,3,51811,603,69512,122220768,52298676,130531851,2282210234,603,1875,2,1,4,4,692,1,2271961100,2224903561,771746636,172352715,172369099,2,1,7583519460,73389,73389,4,4,4,172352715,17,3,303217,62421687,4002932,98213,17336,2271961100,1797270,48298761,77720
77040.80,23,262144,64,138303,9112982292,131,2,603,2232454,17,35217,56,68,19496,130893366,1208,1,67,20779,4064460,3,51811,603,83016,145279016,63375728,131531216,2726376467,603,1875,2,1,4,4,692,1,2714329100,2667450043,799998144,206759881,206776265,2,1,9097434764,73389,73389,4,4,4,206759881,17,3,309717,63320097,4366897,106034,20712,2714329100,2126420,59010610,77720
82053.30,23,262144,64,161910,10668331722,135,2,603,2567136,17,41861,56,68,19496,131424270,1208,1,67,24248,4071055,3,51811,603,96892,168413712,74405688,132172768,3182786557,603,1875,2,1,4,4,692,1,3168886796,3122117505,833241796,242115160,242131544,2,1,10653067040,73389,73389,4,4,4,242115160,17,3,335031,64158258,4737897,114957,24180,3168886796,2452179,69669375,77720
87060.85,23,262144,64,186575,12293278242,140,2,603,2923564,17,48862,56,68,19496,132220626,1208,1,67,27868,4076172,3,51811,603,111388,226186016,85184598,132674608,3658744066,603,1875,2,1,4,4,692,1,3642906142,3597025979,863946607,279053210,279053210,2,1,12278341240,73389,73389,4,4,4,279053210,17,3,352214,65009957,5064101,123387,27801,3642906142,2800177,80121614,77720
92069.11,23,262144,64,210644,13879158690,144,2,603,3237364,17,55645,56,68,19496,132751530,1208,1,67,31404,4080248,3,51811,603,125536,249380800,95992814,133121381,4124130247,603,1875,2,1,4,4,692,1,4106376734,4060681490,891177424,315094458,315094458,2,1,13864156152,73389,73389,4,4,4,315094458,17,3,367014,65762684,5353798,131463,31336,4106376734,3105901,90639595,77720
97075.83,23,262144,64,236283,15568727014,148,2,603,3597344,17,62891,56,68,19496,133547886,1208,1,67,35172,4084327,3,51811,603,140608,256173376,106126800,133282645,4620005208,603,1875,2,1,4,4,692,1,4600256030,4554541726,919136138,353496717,353496717,2,1,15553134652,73389,73389,4,4,4,353480333,17,3,382679,66542835,5606950,139376,35104,4600256030,3457968,100521600,77720
102082.36,23,262144,64,261650,17240204094,152,2,603,3924927,17,70010,56,68,19496,134078790,1208,1,67,38898,4088271,3,51811,603,155512,262871872,116688859,133372807,5110350389,603,1875,2,1,4,4,692,1,5088630302,5043155615,949049649,391483343,391483343,2,1,17224546196,73389,73389,4,4,4,391466959,17,3,395279,67258513,5860312,147201,38830,5088630302,3777726,110831904,77720
107089.55,23,262144,64,287890,18969159554,157,2,603,4265786,17,77429,56,68,19496,134875146,1208,1,67,42756,4091122,3,51811,603,170940,269806080,127461675,133452567,5617968513,603,1875,2,1,4,4,692,1,5594175006,5548594981,984090260,430762146,430778530,2,1,18953534424,73389,73389,4,4,4,430762146,17,3,425969,67989258,6146148,155857,42688,5594175006,4109929,121320325,77720
112094.82,23,262144,64,313803,20676443422,161,2,603,4605614,17,84764,56,68,19496,135406050,1208,1,67,46561,4094796,3,51811,603,186164,276639488,137977125,133500724,6118849735,603,1875,2,1,4,4,692,1,6093035038,6047721248,1009033195,469576164,469576164,2,1,20661351216,73389,73389,4,4,4,469576164,17,3,444377,68704547,6371791,164432,46493,6093035038,4441182,131610509,77720
117099.52,23,262144,64,341616,22508759078,166,2,603,4965500,17,92579,56,68,19496,136202406,1208,1,67,50644,4097182,3,51811,603,202496,283959296,148091995,133514690,6655593725,603,1875,2,1,4,4,692,1,6627600172,6583232568,1032760023,511224170,511224170,2,1,22493863480,73389,73389,4,4,4,511224170,17,3,454925,69431472,6571669,172722,50576,6627600172,4792778,141525796,77720
122103.82,23,262144,64,375105,24715451588,172,2,603,5351566,17,102029,56,68,19496,137264214,1208,1,67,55562,4098050,3,51811,603,222180,344944456,158174088,133518737,7302846396,603,1875,2,1,4,4,692,1,7272212268,7228358466,1051669575,561360359,561376743,2,1,24699855796,73389,73389,4,4,4,561360359,17,3,465977,70145528,6713995,179107,55495,7272212268,5172459,151465614,77720
