event,value,description
CreatedReadBufferOrdinary,907527,Number of times ordinary read buffer was created for reading data (while choosing among other read methods).
DiskReadElapsedMicroseconds,812605806,Total time spent waiting for read syscall. This include reads from page cache.
DiskWriteElapsedMicroseconds,10,Total time spent waiting for write syscall. This include writes to page cache.
NetworkReceiveElapsedMicroseconds,54358,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,119656,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveBytes,1382095,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,1490147,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
GlobalThreadPoolExpansions,1842,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolShrinks,205,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,8006610,Total time spent waiting for new threads to start.
GlobalThreadPoolLockWaitMicroseconds,1264805,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolJobs,65654,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolJobWaitTimeMicroseconds,35631109,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolExpansions,63771,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolShrinks,63723,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,11663406,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LocalThreadPoolLockWaitMicroseconds,1986365,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolJobs,66292,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolBusyMicroseconds,104801223081,Total time threads have spent executing the actual work.
LocalThreadPoolJobWaitTimeMicroseconds,36356642,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,40033,Total time spent analyzing index of patch parts
CompileFunction,2,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,132750,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,16384,Number of bytes used for expressions compilation.
JoinBuildTableRowCount,2540,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,37555556715,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,150222226860,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,4064,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,1484991,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,2342318,Total time spent executing query plan optimizations.
SelectedParts,9037,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,9037,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,9037,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,9512088,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,9512088,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,77441995984,Number of rows SELECTed from all tables.
SelectedBytes,3712176903823,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,77441993132,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,77441993132,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataParts,21,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,10652,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,16412,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,5709030,Time spent loading marks
LoadedMarksFiles,77,Number of mark files loaded.
LoadedMarksCount,81125,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,357896,Size of in-memory representations of loaded marks.
MergingSortedMilliseconds,29181,Total time spent while merging sorted columns
CommonBackgroundExecutorTaskExecuteStepMicroseconds,10303,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,102,Time spent resetting task for Common executor.
ContextLock,404495,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,18501,Context lock wait time in microseconds
RWLockAcquiredReadLocks,2892,Number of times a read lock was acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,8994,Total time spent holding data parts lock in MergeTree tables
PartsLocks,276,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,41435,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,94,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,17153,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,114929978720,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,21610998096,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,1292166019,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,383041159,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,8333656494,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,22902372248,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSReadChars,1207211279678,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,10352,"Number of bytes written to filesystem, including page cache, as well as network and other files."
ThreadPoolReaderPageCacheHit,9843657,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,1206454752087,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,801662384,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,813597892,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,91,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,13241,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1176,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3220,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,311,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,818,Amount of candidate parts for merge
AsyncLoaderWaitMicroseconds,144,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1187698,Cumulative time spend in logging
InterfaceHTTPSendBytes,1490147,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,1382095,Number of bytes received through HTTP interfaces
HTTPServerConnectionsCreated,78,Number of created server HTTP connections
HTTPServerConnectionsReused,1247,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,1291,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,47,Number of expired server HTTP connections.
HTTPServerConnectionsReset,3,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,40600,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,4460824347,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,13869620662,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,125041,Total number of CPU preemptions
ConcurrencyControlUpscales,40600,Total number of CPU upscaling events
ConcurrencyControlDownscales,40600,Total number of CPU downscaling events
MemoryWorkerRun,14122,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,1827823,Total time spent by MemoryWorker for background work
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
