timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LoadedMarksCount,LoadedMarksFiles,LoadedMarksMemoryBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MarkCacheMisses,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,PartsLockHoldMicroseconds,PartsLocks,QueriesWithSubqueries,Query,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5252.30,1,253952,62,73931,4869196160,0,911,4,4,62,62,29320,126,0,669,347718,120,44,16909,71,241,135166381,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,13307206,27888,1423850106,0,549,473,120,19,1,2,1,16,335,1,1472222054,1424560542,23151990,110112241,110112241,1,2,1,4844938604,73389,73389,8,8,8,110112241,5,3,417181,355374,2178770,11284,1472222054,347718,11129100,237894
5754.95,1,253952,62,79035,5205296682,0,911,4,4,62,62,30151,127,0,669,363653,120,44,18355,71,241,135166381,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,14365241,27952,1521687220,0,549,473,120,19,1,2,1,16,335,1,1570657126,1522806911,25159819,117750615,117750615,1,2,1,5181027060,73389,73389,8,8,8,117750615,5,3,417217,371712,2200521,12035,1570657126,363653,12165446,237894
6263.77,1,253952,62,84183,5544534174,0,911,4,4,62,62,46610,127,0,669,387013,120,44,19759,71,241,135166381,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,15415600,63742,1620697241,0,549,473,120,19,1,2,1,16,335,1,1669616486,1621981412,32866479,125460558,125460558,1,2,1,5519543656,73389,73389,8,8,8,125444174,5,3,424453,395580,2242007,12790,1669616486,387013,13174364,237894
6774.11,1,253952,62,88240,5811740986,0,911,4,4,62,62,83525,128,0,669,420309,120,44,20936,71,241,135166381,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,16531166,383805,1700150996,0,549,473,120,19,1,2,1,16,335,1,1747604326,1700152116,47249956,131511843,131528227,1,2,1,5786521092,73389,73389,8,8,8,131511843,5,3,443124,429447,2332991,13385,1747604326,420309,14198967,237894
7279.73,1,253952,62,91774,6044672470,0,911,4,4,62,62,83525,129,0,669,450646,120,44,21947,71,241,135431833,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,17539788,927766,1769905373,0,549,473,120,19,1,2,1,16,335,1,1815892838,1768190281,70403546,136825848,136825848,1,2,1,6019616416,73389,73389,8,8,8,136809464,5,3,473099,460288,2432030,13906,1815892838,450646,15108573,237894
7783.36,1,253952,62,97065,6393281610,0,911,4,4,62,62,83525,129,0,669,485115,120,44,23383,71,241,135431833,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,18882027,982665,1873896087,0,549,473,120,19,1,2,1,16,335,1,1917473638,1870142928,72677507,144732399,144748783,1,2,1,6368225556,73389,73389,8,8,8,144732399,5,3,478722,495495,2490667,14681,1917473638,485115,16392230,237894
8287.65,1,253952,62,102027,6720594858,0,911,4,4,62,62,83525,130,0,669,516587,120,44,24793,71,241,135697285,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,20097596,982688,1970288953,0,549,473,120,19,1,2,1,16,335,1,2013418342,1965740490,74702243,152178039,152194423,1,2,1,6695833716,73389,73389,8,8,8,152178039,5,3,479343,527668,2535396,15413,2013418342,516587,17563125,237894
8792.04,1,253952,62,106978,7046656306,0,911,4,4,62,62,83525,131,0,669,546859,120,44,26197,71,241,135697285,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,21291885,982787,2064059440,0,549,473,120,19,1,2,1,16,335,1,2108314470,2061058816,76692937,159587037,159603421,1,2,1,7021829628,73389,73389,8,8,8,159587037,5,3,479841,558626,2575298,16137,2108314470,546859,18717565,237894
9303.28,1,253952,62,111516,7345651386,0,911,4,4,62,62,83525,132,0,669,576134,120,44,27502,71,241,135962737,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,22329703,1058167,2150079819,0,549,473,120,19,1,2,1,16,335,1,2195477350,2148457068,80260145,166381635,166398019,1,2,1,7320791940,73389,73389,8,8,8,166381635,5,3,487726,588524,2620562,16802,2195477350,576134,19710159,237894
9813.45,1,253952,62,115016,7576354646,0,911,4,4,62,62,83525,132,0,669,611153,120,44,28456,71,241,135962737,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,23307857,1662683,2217342443,0,549,473,120,19,1,2,1,16,335,1,2263241574,2215909524,85145648,171638296,171638296,1,2,1,7551364128,73389,73389,8,8,8,171621912,5,3,498285,624034,2689629,17319,2263241574,611153,20619270,237894
10325.41,1,253952,62,118171,7784182534,0,911,4,4,62,62,83525,133,0,669,634331,120,44,29372,71,241,136228189,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,24139127,2271493,2279495692,0,549,473,120,19,1,2,1,16,335,1,2323927910,2276687692,88232666,176356444,176372828,1,2,1,7759683536,73389,73389,8,8,8,176356444,5,3,504622,647650,2729060,17782,2323927910,634331,21411132,237894
10837.93,1,253952,62,122531,8071512206,0,911,4,4,62,62,83525,134,0,669,667940,120,44,30612,71,241,136228189,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,25434705,2739342,2363930189,0,549,473,120,19,1,2,1,16,335,1,2407682918,2360685199,94260160,182880706,182897090,1,2,1,8046751064,73389,73389,8,8,8,182880706,5,3,518592,681857,2822569,18421,2407682918,667940,22613226,237894
11346.13,1,253952,62,126968,8363888150,0,911,4,4,62,62,83525,134,0,669,705721,120,44,31813,71,241,136228189,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,26965346,3244804,2448239410,0,549,473,120,19,1,2,1,16,335,1,2493141862,2446184793,102878344,189519656,189536040,1,2,1,8338864864,73389,73389,8,8,8,189519656,5,3,530220,720311,2903905,19073,2493141862,705721,24062559,237894
11854.07,1,253952,62,131269,8647085746,0,911,4,4,62,62,83525,135,0,669,742044,120,44,33043,71,241,136228189,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,28173424,3558457,2529920442,0,549,473,120,19,1,2,1,16,335,1,2575717222,2528929180,106145220,195964157,195980541,1,2,1,8622422908,73389,73389,8,8,8,195964157,5,3,536116,757288,2961413,19704,2575848294,742083,25213150,237894
12362.12,1,253952,62,135534,8928189498,0,911,4,4,62,62,83525,136,0,669,781326,120,44,34262,71,241,136493641,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,29492951,3909995,2612651505,0,549,473,120,19,1,2,1,16,335,1,2657899366,2611065265,109844768,202349155,202365539,1,2,1,8903362820,73389,73389,8,8,8,202349155,5,3,540115,797205,3020291,20330,2657899366,781326,26473826,237894
12867.04,1,253952,62,140023,9223973314,0,911,4,4,62,62,83525,136,0,669,818492,120,44,35491,71,241,136493641,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,30707302,4226496,2700366683,0,549,473,120,19,1,2,1,16,335,1,2744537958,2697520599,112849576,209086409,209086409,1,2,1,9199081100,73389,73389,8,8,8,209070025,5,3,544531,835032,3087479,20991,2744537958,818492,27621019,237894
13376.12,1,253952,62,143383,9445501534,0,911,4,4,62,62,83525,137,0,669,855451,120,44,36461,71,241,136759093,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,31762918,4813509,2766453588,0,549,473,120,19,1,2,1,16,335,1,2809287526,2762307043,119043608,214105502,214121886,1,2,1,9420642088,73389,73389,8,8,8,214105502,5,3,551335,872514,3137497,21485,2809287526,855451,28626645,237894
13885.72,1,253952,62,146643,9660210702,0,911,4,4,62,62,83525,138,0,669,891707,120,44,37401,71,241,136759093,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,32650754,5372906,2826642191,0,549,473,120,19,1,2,1,16,335,1,2872202086,2825146737,123212563,218995682,218995682,1,2,1,9635810008,73389,73389,8,8,8,218995682,5,3,557975,909293,3186840,21965,2872202086,891707,29465164,237894
14394.13,1,253952,62,150362,9905266346,0,911,4,4,62,62,83525,138,0,669,928757,120,44,38425,71,241,136759093,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,33568538,5985112,2896919479,0,549,473,120,19,1,2,1,16,335,1,2943505254,2896784230,126468260,224563639,224563639,1,2,1,9880800116,73389,73389,8,8,8,224563639,5,3,564640,948750,3242843,22509,2943505254,928757,30326966,237894
14902.08,1,253952,62,154903,10204458034,0,911,4,4,62,62,83525,139,0,669,963312,120,44,39706,71,241,137024545,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,35345855,6590548,2987127446,0,549,473,120,19,1,2,1,16,335,1,3031061350,2984279955,138377020,231341853,231358237,1,2,1,10179041532,73389,73389,8,8,8,231341853,5,3,572622,983946,3324183,23177,3031061350,963312,32022969,237894
15411.51,1,253952,62,159137,10483104186,0,911,4,4,62,62,83525,140,0,669,995782,120,44,40917,71,241,137024545,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,36384494,6861091,3067389702,0,549,473,120,19,1,2,1,16,335,1,3111659287,3065663648,141736268,237685891,237702275,1,2,1,10458179204,73389,73389,8,8,8,237685891,5,3,577225,1017027,3374989,23796,3111659287,995782,33010836,237894
15917.85,1,253952,62,163081,10743170882,0,911,4,4,62,62,83525,141,0,669,1024924,120,44,42052,71,241,137555449,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,37676087,7312832,3142889518,0,549,473,120,19,1,2,1,16,335,1,3187287831,3141676857,146945902,243603945,243620329,1,2,1,10718573580,73389,73389,8,8,8,243603945,5,3,580255,1046751,3425138,24373,3187287831,1024924,34252311,237894
16422.93,1,253952,62,167228,11016541386,0,911,4,4,62,62,83525,141,0,669,1057126,120,44,43185,71,241,137555449,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,38640866,7673969,3223917106,0,549,473,120,19,1,2,1,16,335,1,3267372823,3221597054,149852993,249816911,249833295,1,2,1,10991944084,73389,73389,8,8,8,249816911,5,3,590067,1079565,3488363,24984,3267372823,1057126,35153891,237894
16931.71,1,253952,62,171253,11281651046,0,911,4,4,62,62,83525,142,1,669,1087426,120,44,44336,71,241,137555449,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,40035297,8196765,3299050831,0,549,473,120,19,1,2,1,16,335,1,3344574231,3299150141,155372172,255843620,255843620,1,2,1,11257119280,73389,73389,8,8,8,255843620,5,3,593615,1110458,3542632,25573,3344574231,1087426,36493083,237894
17436.89,1,253952,62,174673,11507111426,0,911,4,4,62,62,83525,143,1,669,1115829,120,44,45326,71,241,137820901,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,40998005,8783291,3366313962,0,549,473,120,19,1,2,1,16,335,1,3410503447,3364992799,158461935,260961017,260977401,1,2,1,11482284748,73389,73389,8,8,8,260961017,5,3,602337,1139355,3621478,26076,3410503447,1115829,37377967,237894
17942.66,1,253952,62,178449,11755902622,0,911,4,4,62,62,83525,143,1,669,1151764,120,44,46355,71,241,137820901,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,41966965,9353031,3438428653,0,549,473,120,19,1,2,1,16,335,1,3483248407,3437792718,162237844,266610894,266627278,1,2,1,11730879336,73389,73389,8,8,8,266610894,5,3,606780,1179341,3675551,26631,3483248407,1151764,38292880,237894
18447.79,1,253952,62,181635,11965762126,0,911,4,4,62,62,83525,144,1,669,1177195,120,44,47273,71,241,138086353,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,43136891,10270064,3499924599,0,549,473,120,19,1,2,1,16,335,1,3544459031,3499103308,166701329,271394578,271394578,1,2,1,11940640536,73389,73389,8,8,8,271378194,5,3,614763,1205230,3727796,27098,3544459031,1177195,39410585,237894
18958.64,1,253952,62,185222,12202167018,0,911,4,4,62,62,83525,144,1,669,1207199,120,44,48263,71,241,138086353,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,44159370,11006066,3567583330,0,549,473,120,19,1,2,1,16,335,1,3613271831,3568215453,171029622,276765927,276765927,1,2,1,12176979892,73389,73389,8,8,8,276749543,5,3,620641,1235743,3777727,27623,3613271831,1207199,40383160,237894
19466.80,1,253952,62,188742,12433915546,0,911,4,4,62,62,83525,145,1,669,1238612,120,44,49266,71,241,138086353,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,45046167,11535678,3634584324,0,549,473,120,19,1,2,1,16,335,1,3681036055,3635905464,173657247,282032939,282049323,1,2,1,12409449316,73389,73389,8,8,8,282032939,5,3,633026,1267679,3838451,28140,3681036055,1238612,41209254,237894
19973.61,1,253952,62,192430,12676939574,0,911,4,4,62,62,83525,145,1,669,1277570,120,44,50269,71,241,138086353,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,46274762,12419316,3707354912,0,549,473,120,19,1,2,1,16,335,1,3752208151,3706916305,178859779,287551744,287568128,1,2,1,12652276736,73389,73389,8,8,8,287551744,5,3,641725,1307192,3905551,28683,3752208151,1277570,42370776,237894
20480.80,1,253952,62,195909,12906001126,0,911,4,4,62,62,83525,146,1,669,1310008,120,44,51282,71,241,138086353,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,47099419,12893726,3774486471,0,549,473,120,19,1,2,1,16,335,1,3819185943,3773889694,181261287,292761412,292777796,1,2,1,12881502128,73389,73389,8,8,8,292761412,5,3,646516,1340147,3965062,29194,3819185943,1310008,43135946,237894
20990.96,1,253952,62,199234,13125235586,0,911,4,4,62,62,83525,147,1,669,1339371,120,44,52230,71,241,138086353,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,48241895,13687231,3837162624,0,549,473,120,19,1,2,1,16,335,1,3883280151,3838004454,186371169,297747737,297747737,1,2,1,13100900428,73389,73389,8,8,8,297747737,5,3,653884,1370035,4016270,29683,3883280151,1339371,44227236,237894
21505.30,1,253952,62,202783,13359150110,0,911,4,4,62,62,83525,147,1,669,1372439,120,44,53227,71,241,138351805,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,49551512,14584196,3907052058,0,549,473,120,19,1,2,1,16,335,1,3951437591,3906379413,191835851,303053550,303069934,1,2,1,13334356200,73389,73389,8,8,8,303053550,5,3,665243,1403610,4093229,30203,3951437591,1372439,45459926,237894
22015.49,1,253952,62,206043,13574124730,0,911,4,4,62,62,83525,148,1,669,1404819,120,44,54172,71,241,138617257,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,50417633,15211684,3971956342,0,549,473,120,19,1,2,1,16,335,1,4014614295,3969326396,202746305,307941571,307957955,1,2,1,13549429124,73389,73389,8,8,8,307941571,5,3,680653,1436479,4184793,30685,4014614295,1404819,46234505,237894
22525.09,1,253952,62,209803,13821867350,0,911,4,4,62,62,83525,148,1,669,1436450,120,44,55175,71,241,138617257,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,51342859,15808251,4042496763,0,549,473,120,19,1,2,1,16,335,1,4086703895,4041697244,205925789,313575064,313575064,1,2,1,13797302816,73389,73389,8,8,8,313575064,5,3,693657,1468656,4246213,31235,4086703895,1436450,47098335,237894
23034.63,1,253952,62,213106,14039394566,0,911,4,4,62,62,83525,149,1,669,1469488,120,44,56141,71,241,138617257,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,52431025,16593318,4104124242,0,549,473,120,19,1,2,1,16,335,1,4150404887,4105360494,210761451,318514396,318514396,1,2,1,14014633424,73389,73389,8,8,8,318514396,5,3,699476,1502205,4304815,31721,4150404887,1469488,48127923,237894
23543.75,1,253952,62,216818,14283991458,0,911,4,4,62,62,83525,149,1,669,1502420,120,44,57168,71,241,138617257,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,53313138,17098181,4176499260,0,549,473,120,19,1,2,1,16,335,1,4221970199,4176808302,213375219,324065969,324082353,1,2,1,14258902636,73389,73389,8,8,8,324065969,5,3,703995,1535657,4358200,32267,4221970199,1502420,48956677,237894
24054.39,1,253952,62,220204,14507223614,0,911,4,4,62,62,83525,150,1,669,1534924,120,44,58150,71,241,138882709,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,54593739,17968534,4243631301,0,549,473,120,19,1,2,1,16,335,1,4287112983,4242067733,219182197,329150598,329150598,1,2,1,14481905416,73389,73389,8,8,8,329134214,5,3,709076,1568635,4411644,32764,4287112983,1534924,50183857,237894
24562.22,1,253952,62,223906,14751165146,0,911,4,4,62,62,83525,151,1,669,1567298,120,44,59160,71,241,138882709,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,55570010,18629907,4315219331,0,549,473,120,19,1,2,1,16,335,1,4358285079,4313366308,225498759,334693979,334693979,1,2,1,14726535076,73389,73389,8,8,8,334693979,5,3,711125,1601532,4452886,33307,4358285079,1567298,51118912,237894
25067.32,1,253952,62,227480,14986718070,0,911,4,4,62,62,83525,151,1,669,1609692,120,44,60171,71,241,139148161,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,56352842,19030824,4382088746,0,549,473,120,19,1,2,1,16,335,1,4427228951,4382194507,227925464,340048944,340048944,1,2,1,14962153536,73389,73389,8,8,8,340048944,5,3,723244,1644493,4525926,33833,4427228951,1609692,51828721,237894
25580.26,1,253952,62,230891,15211323174,0,911,4,4,62,62,83525,152,1,669,1640092,120,44,61147,71,241,139148161,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,57326928,19695465,4448038712,0,549,473,120,19,1,2,1,16,335,1,4492633879,4447866365,231570759,345152116,345152116,1,2,1,15185972208,73389,73389,8,8,8,345135732,5,3,727606,1675372,4568794,34332,4492633879,1640092,52759957,237894
26092.44,1,253952,62,234419,15443861442,0,911,4,4,62,62,83525,152,1,669,1669413,120,44,62140,71,241,139148161,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,58619489,20610163,4516221267,0,549,473,120,19,1,2,1,16,335,1,4560529175,4515826188,237195833,350425161,350441545,1,2,1,15418707084,73389,73389,8,8,8,350425161,5,3,739492,1705909,4637862,34850,4560529175,1669413,53983474,237894
26604.67,1,253952,62,238044,15682756702,0,911,4,4,62,62,83525,153,1,669,1701208,120,44,63152,71,241,139413613,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,59752849,21366481,4584139317,0,549,473,120,19,1,2,1,16,335,1,4630128407,4585658428,240979331,355870238,355870238,1,2,1,15657569576,73389,73389,8,8,8,355853854,5,3,749256,1738246,4708511,35381,4630128407,1701208,55046205,237894
27113.57,1,253952,62,241298,15897072654,0,911,4,4,62,62,83525,153,1,669,1734791,120,44,64040,71,241,139413613,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,60441283,21863276,4646813997,0,549,473,120,19,1,2,1,16,335,1,4693174039,4648325470,243963728,360727650,360744034,1,2,1,15872016600,73389,73389,8,8,8,360727650,5,3,752584,1772309,4753347,35862,4693174039,1734791,55689831,237894
27624.19,1,253952,62,244778,16126465194,0,911,4,4,62,62,83525,154,1,669,1773312,120,44,65051,71,241,139679065,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,61630260,22633543,4713290741,0,549,473,120,19,1,2,1,16,335,1,4760020759,4715380032,249691045,365943351,365959735,1,2,1,16101507444,73389,73389,8,8,8,365943351,5,3,763663,1811342,4824203,36372,4760020759,1773312,56807980,237894
28130.81,1,253952,62,248661,16382268742,0,911,4,4,62,62,83525,155,1,669,1807035,120,44,66156,71,241,139679065,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,62842781,23212851,4791176065,0,549,473,120,19,1,2,1,16,335,1,4834600727,4790176490,253239289,371757068,371773452,1,2,1,16357310992,73389,73389,8,8,8,371757068,5,3,769216,1845622,4888658,36941,4834600727,1807035,57956080,237894
