event,start_value,end_value,diff,description
NetworkSendElapsedMicroseconds,67715,116801,49086,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,118758879398,162603966678,43845087280,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,158022929758,306776780322,148753850564,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,2533178415866,3374493440390,841315024524,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,2352,3120,768,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,264155,340767,76612,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,2622087,4053978,1431891,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,1534,1881,347,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,30193,30237,44,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,18,20,2,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,297,306,9,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,731,970,239,Count queries with all subqueries
Query,295,391,96,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,3656,4891,1235,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,3754,4989,1235,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,4008052,7924268,3916216,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,27256528822,40370328128,13113799306,Total time of all queries.
RWLockAcquiredReadLocks,1236,1436,200,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,21,24,3,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,279794,380893,101099,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,2531081078771,3371640928397,840559849626,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,2507225974348,3342482885784,835256911436,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,1081854781907,1909714226426,827859444519,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,708,708,0,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,171010802070,228014402760,57003600690,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,171010802070,228014402760,57003600690,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,380,380,0,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,24540,31789,7249,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,731,970,239,Count SELECT queries with all subqueries
SelectQuery,295,391,96,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,27256528822,40370328128,13113799306,Total time of SELECT queries.
SelectedBytes,8215720386607,10954293390632,2738573004025,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,20915865,27887820,6971955,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,20915865,27887820,6971955,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,3705,4940,1235,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,3705,4940,1235,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,3705,4940,1235,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,171010824173,228014425192,57003601019,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,105,105,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,87875,116407,28532,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,665,947,282,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,23356,29755,6399,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,335558345,452613961,117055616,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,4264239680,7112649721,2848410041,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,3750764871,4994991925,1244227054,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
TableFunctionExecute,2,2,0,Number of table function calls.
ThreadPoolReaderPageCacheHit,20280684,27014818,6734134,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,2530277959439,3370526051725,840248092286,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,4165720714,6946543441,2780822727,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,115011347031,157613460823,42602113792,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,22476087,45354014,22877927,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
