event,value,description
ConcurrencyControlWaitMicroseconds,14043934974,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,35980356283,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,649969,Total number of CPU preemptions
ConcurrencyControlUpscales,20554,Total number of CPU upscaling events
ConcurrencyControlDownscales,20554,Total number of CPU downscaling events
MemoryWorkerRun,24540,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,8963316,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,20582,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1258657,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
