timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
57106.86,14,262144,64,56582,3728392634,117,1,585,1639831,6,12306,67,125280612,1172,1,66,8758,6438855,2,286489,585,22981152,83707440,1144774895,585,2219,2,1,2,2,930,1,1139057052,1093264181,467245550,84377356,84393740,2,1,3712603664,73389,73389,2,2,2,84377356,14,3,124958,60076866,2261404,141419,8692,1139057052,1498412,20714232,15331
62254.42,14,262144,64,59966,3951493718,117,1,585,1721411,6,13230,67,125280612,1172,1,66,9255,6690967,2,286489,585,24420179,88575913,1210382136,585,2219,2,1,2,2,930,1,1204330908,1158415359,540157087,89453793,89470177,2,1,3935966892,73389,73389,2,2,2,89453793,14,3,126938,62569882,2353467,154181,9190,1204330908,1567230,22061637,15331
67352.99,14,262144,64,64679,4262078258,118,1,585,1839555,6,14568,67,125546064,1172,1,66,9946,6842448,2,286489,585,26359673,93196876,1301395616,585,2219,2,1,2,2,930,1,1294901660,1249227213,652345709,96502343,96524760,2,1,4246103092,73389,73389,2,2,2,96502343,14,3,130144,65121466,2473268,182775,9881,1294901660,1656780,23879148,15331
72416.03,14,262144,64,68441,4509831290,119,1,585,1919627,6,15648,67,125546064,1172,1,66,10499,6923750,2,286489,585,28184500,98280845,1374113826,585,2219,2,1,2,2,930,1,1367253404,1321755608,807511869,102144028,102144028,2,1,4494337232,73389,73389,2,2,2,102144028,14,3,133047,67321735,2577383,185956,10433,1367253404,1733671,25599221,15331
77702.00,14,262144,64,72121,4752331030,119,1,585,2001254,6,16653,67,125546064,1172,1,66,11041,7119141,2,286489,585,29953073,103378187,1445647617,585,2219,2,1,2,2,930,1,1438425500,1392605010,828264375,107646449,107662833,2,1,4736443756,73389,73389,2,2,2,107646449,14,3,135807,70378820,2671648,188679,10976,1438425500,1812575,27273315,15331
82757.00,14,262144,64,75956,5004988850,120,1,585,2109325,6,17754,67,125811516,1172,1,66,11605,7374880,2,286489,585,31596911,108121628,1519813639,585,2219,2,1,2,2,930,1,1512219036,1466388886,866385098,113394630,113411014,2,1,4989363720,73389,73389,2,2,2,113394630,14,3,138457,72938455,2781403,219243,11539,1512219036,1890082,28807756,15331
87993.92,14,262144,64,79091,5211506018,121,1,585,2187477,6,18663,67,125811516,1172,1,66,12065,7673259,2,286489,585,33363679,112939049,1580419681,585,2219,2,1,2,2,930,1,1572512156,1526833865,954128090,118096394,118096394,2,1,5196241336,73389,73389,2,2,2,118096394,14,3,142403,75582155,2887813,222929,11999,1572512156,1964548,30468395,15331
93065.64,14,262144,64,82202,5416450322,121,1,585,2312042,6,19512,67,125811516,1172,1,66,12521,7809252,2,286489,585,34686513,117353079,1640499714,585,2219,2,1,2,2,930,1,1632280988,1586742093,992861029,122740814,122757198,2,1,5400595816,73389,73389,2,2,2,122740814,14,3,144444,78090776,2980496,270551,12455,1632280988,2041491,31698394,15331
98594.15,14,262144,64,85778,5652399770,122,1,585,2402623,6,20541,67,126076968,1172,1,66,13048,8105050,2,286489,585,36253929,122974650,1709928817,585,2219,2,1,2,2,930,1,1701355932,1655674159,1124799247,128118196,128118196,2,1,5637200624,73389,73389,2,2,2,128118196,14,3,147738,81315410,3087433,274151,12983,1701355932,2128472,33159197,15331
103620.47,14,262144,64,89347,5887359562,122,1,585,2490422,6,21516,67,126076968,1172,1,66,13571,8461559,2,286489,585,38320889,127944486,1778964328,585,2219,2,1,2,2,930,1,1770037660,1724335326,1200623268,133450744,133467128,2,1,5871832736,73389,73389,2,2,2,133450744,14,3,149679,84039430,3184131,277793,13506,1770037660,2212629,35129562,15331
108675.71,14,262144,64,94771,6244926310,123,1,585,2599677,6,23051,67,126318288,1172,1,66,14369,8591815,2,286489,585,40505120,132770955,1883932148,585,2219,2,1,2,2,930,1,1874502044,1828867748,1220545415,141584512,141584512,2,1,6229718528,73389,73389,2,2,2,141584512,14,3,152227,86590318,3297613,282451,14303,1874502044,2317226,37201014,15331
113780.57,14,262144,64,105081,6924584250,125,1,585,2768424,6,25971,67,126837126,1172,1,66,15886,8661296,2,286489,585,43596873,137001352,2083637743,585,2219,2,1,2,2,930,1,2073338268,2027502479,1303902754,157035007,157035007,2,1,6908819412,73389,73389,2,2,2,157018623,14,3,156419,88697423,3463737,287507,15820,2073338268,2480917,40126232,15331
118870.80,14,262144,64,109427,7210730966,126,1,585,2878950,6,27213,67,126837126,1172,1,66,16521,8778247,2,286489,585,45976240,141989292,2167288666,585,2219,2,1,2,2,930,1,2156568988,2111129939,1328403142,163528660,163545044,2,1,7195261040,73389,73389,2,2,2,163528660,14,3,158631,91128970,3565229,291844,16455,2156568988,2587106,42404881,15331
123986.11,14,262144,64,113179,7457949298,126,1,585,2970128,6,28236,67,126837126,1172,1,66,17073,8927226,2,286489,585,47410098,146845652,2240140535,585,2219,2,1,2,2,930,1,2229051804,2183415186,1347596625,169145769,169162153,2,1,7442413836,73389,73389,2,2,2,169145769,14,3,160395,93698840,3653525,297656,17008,2229051804,2672472,43750831,15331
129074.99,14,262144,64,116889,7702415118,127,1,585,3063133,6,29301,67,127102578,1172,1,66,17619,9028077,2,286489,585,48869936,151400108,2312075903,585,2219,2,1,2,2,930,1,2300617116,2254896537,1378029346,174697342,174713726,2,1,7686683048,73389,73389,2,2,2,174697342,14,3,163535,95959744,3751328,301321,17554,2300617116,2761812,45112230,15331
134214.55,14,262144,64,120584,7945897898,128,1,585,3153521,6,30318,67,127102578,1172,1,66,18162,9127520,2,286489,585,51477966,156531646,2383483187,585,2219,2,1,2,2,930,1,2371658140,2326010183,1418645417,180240723,180257107,2,1,7930591812,73389,73389,2,2,2,180240723,14,3,170848,98553412,3872726,304248,18097,2371658140,2849273,47598681,15331
140112.52,14,262144,64,124435,8199604294,128,1,585,3245841,6,31407,67,127102578,1172,1,66,18725,9311782,2,286489,585,52958998,161839411,2457785712,585,2219,2,1,2,2,930,1,2445582748,2400212176,1436150344,186005288,186021672,2,1,8184232672,73389,73389,2,2,2,186005288,14,3,172044,101655582,3948232,307280,18660,2445582748,2938561,49004288,15331
145304.87,14,262144,64,128093,8440662242,129,1,585,3322974,6,32468,67,127368030,1172,1,66,19264,9567433,2,286489,585,54839288,167035813,2528791007,585,2219,2,1,2,2,930,1,2516230556,2470700812,1473690018,191491325,191491325,2,1,8425618300,73389,73389,2,2,2,191491325,14,3,173239,104558168,4027456,310175,19199,2516230556,3012799,50805772,15331
150383.31,14,262144,64,132263,8715540074,129,1,585,3406776,6,33603,67,127368030,1172,1,66,19877,9749649,2,286489,585,56317650,171679870,2609401281,585,2219,2,1,2,2,930,1,2596446620,2551077229,1524568024,197737059,197737059,2,1,8700430596,73389,73389,2,2,2,197737059,14,3,176592,106997104,4127519,313292,19811,2596446620,3093484,52184898,15331
155449.51,14,262144,64,136455,8991594246,130,1,585,3507688,6,34803,67,127368030,1172,1,66,20493,9987068,2,286489,585,58464671,177044471,2690549473,585,2219,2,1,2,2,930,1,2677186972,2631753418,1576347650,204001336,204017720,2,1,8976058784,73389,73389,2,2,2,204001336,14,3,180408,109483158,4231257,324623,20427,2677186972,3183065,54227380,15331
160481.00,14,262144,64,140881,9283249294,131,1,585,3605131,6,36063,67,127621416,1172,1,66,21145,10162801,2,286489,585,60252057,181589115,2776433443,585,2219,2,1,2,2,930,1,2762645916,2717020394,1703472485,210640286,210640286,2,1,9268172584,73389,73389,2,2,2,210640286,14,3,182054,111858931,4328965,327607,21079,2762645916,3277524,55914958,15331
165496.24,14,262144,64,146793,9673087194,132,1,585,3726066,6,37729,67,127886868,1172,1,66,22014,10302528,2,286489,585,62628286,186926643,2890875714,585,2219,2,1,2,2,930,1,2876547484,2830996074,1918387286,219484599,219500983,2,1,9657322356,73389,73389,2,2,2,219484599,14,3,189386,114262390,4485989,331243,21948,2876547484,3394823,58133581,15331
170507.99,14,262144,64,170401,11228490094,136,1,585,3977217,6,44388,67,128417772,1172,1,66,25481,10333060,2,286489,585,69520648,191232632,3347139847,585,2219,2,1,2,2,930,1,3330974108,3285663178,2139464951,254848070,254848070,2,1,11212594184,73389,73389,2,2,2,254831686,14,3,207655,115820672,4753957,338671,25415,3330974108,3638546,64759320,15331
175667.05,14,262144,64,189222,12468844902,139,1,585,4194721,6,49686,67,128948676,1172,1,66,28247,10397682,2,286489,585,75160415,195006931,3711173349,585,2219,2,1,2,2,930,1,3693519260,3648212113,2287517399,283037952,283037952,2,1,12453669888,73389,73389,2,2,2,283037952,14,3,213781,117525919,4976002,347020,28181,3693519260,3847701,70176800,15331
180767.31,14,262144,64,194031,12785600238,140,1,585,4319733,6,51054,67,128948676,1172,1,66,28950,10532733,2,286489,585,77625462,199870814,3803899363,585,2219,2,1,2,2,930,1,3785793948,3740771766,2316120178,290225766,290242150,2,1,12769933704,73389,73389,2,2,2,290225766,14,3,214770,120013006,5085156,357813,28885,3785793948,3961920,72532014,15331
186684.36,14,262144,64,197240,12996967070,140,1,585,4402834,6,51930,67,128948676,1172,1,66,29425,10694054,2,286489,585,79423164,205244714,3866348321,585,2219,2,1,2,2,930,1,3847922076,3802515106,2338312833,295034026,295050410,2,1,12981497144,73389,73389,2,2,2,295034026,14,3,215862,122818768,5168206,360719,29359,3847922076,4042115,74245664,15331
192129.29,14,262144,64,200258,13195816526,141,1,585,4485095,6,52806,67,129214128,1172,1,66,29867,11022220,2,286489,585,81266603,210120572,3924586442,585,2219,2,1,2,2,930,1,3905855900,3860745515,2367789687,299547374,299563758,2,1,13180084456,73389,73389,2,2,2,299547374,14,3,216488,125473623,5231851,372045,29802,3905855900,4113050,76025170,15331
197793.84,14,262144,64,203205,13390012926,141,1,585,4552511,6,53610,67,129214128,1172,1,66,30300,11340037,2,286489,585,82562531,215460890,3981631015,585,2219,2,1,2,2,930,1,3962610076,3917487287,2385287397,303962418,303978802,2,1,13374346392,73389,73389,2,2,2,303962418,14,3,216882,128925127,5293648,374718,30235,3962610076,4177793,77259478,15331
203486.84,14,262144,64,206534,13609244078,142,1,585,4619953,6,54575,67,129214128,1172,1,66,30788,11664246,2,286489,585,84024888,221123725,4045917443,585,2219,2,1,2,2,930,1,4026573212,3981545225,2646861513,308959094,308959094,2,1,13594200136,73389,73389,2,2,2,308959094,14,3,218568,132491461,5378506,377677,30722,4026573212,4242276,78636339,15331
210483.70,14,262144,64,210049,13840930378,143,1,585,4693796,6,55557,67,129214128,1172,1,66,31304,12184104,2,286489,585,86121685,228161819,4113898108,585,2219,2,1,2,2,930,1,4094206364,4049276079,2735289010,314215755,314232139,2,1,13825493220,73389,73389,2,2,2,314215755,14,3,224226,136615145,5478072,381053,31238,4094206364,4312743,80633512,15331
216966.91,14,262144,64,213740,14084151014,143,1,585,4782827,6,56592,67,129479580,1172,1,66,31845,12682601,2,286489,585,87729743,234404374,4185174086,585,2219,2,1,2,2,930,1,4165116316,4120397012,2761251808,319750944,319750944,2,1,14068320640,73389,73389,2,2,2,319734560,14,3,227842,140048278,5600122,385315,31779,4165116316,4397512,82119110,15331
222124.20,14,262144,64,217611,14339168130,144,1,585,4866231,6,57702,67,129479580,1172,1,66,32415,12917640,2,286489,585,89574606,239158943,4260263820,585,2219,2,1,2,2,930,1,4239827356,4195024281,2820871114,325540085,325540085,2,1,14323763740,73389,73389,2,2,2,325540085,14,3,229674,142528716,5702764,393275,32349,4239827356,4472956,83861612,15331
227150.19,14,262144,64,227952,15020857686,146,1,585,5009157,6,60591,67,130010484,1172,1,66,33936,13045542,2,286489,585,93452630,244434480,4460492992,585,2219,2,1,2,2,930,1,4439187868,4394257213,2975704151,341023348,341039732,2,1,15005027312,73389,73389,2,2,2,341023348,14,3,237153,144692278,5871025,397891,33870,4439187868,4611266,87571353,15331
232200.10,14,262144,64,243019,16013670034,148,1,585,5202854,6,64851,67,130275936,1172,1,66,36148,13171232,2,286489,585,98797261,249396792,4751639048,585,2219,2,1,2,2,930,1,4729119132,4684518981,3415317881,363581896,363598280,2,1,15997603424,73389,73389,2,2,2,363581896,14,3,243570,146819210,6076773,408326,36082,4729119132,4794528,92710248,15331
237264.72,14,262144,64,247937,16337568794,149,1,585,5310871,6,66249,67,130275936,1172,1,66,36871,13312327,2,286489,585,101106399,254180362,4846871399,585,2219,2,1,2,2,930,1,4823884188,4779197763,3439669986,370949934,370966318,2,1,16321797096,73389,73389,2,2,2,370949934,14,3,248061,149082008,6187791,413644,36805,4823884188,4897227,94907457,15331
242317.97,14,262144,64,252621,16646132130,150,1,585,5411786,6,67581,67,130541388,1172,1,66,37559,13480185,2,286489,585,103567735,259082664,4937491313,585,2219,2,1,2,2,930,1,4914061724,4869338352,3472476424,377965716,377982100,2,1,16630491504,73389,73389,2,2,2,377965716,14,3,252581,151741821,6300409,416964,37493,4914061724,4994822,97255757,15331
247685.44,14,262144,64,257559,16971607062,150,1,585,5512507,6,68928,67,130541388,1172,1,66,38284,13689479,2,286489,585,105210782,263768982,5033119956,585,2219,2,1,2,2,930,1,5009219996,4964468819,3485955952,385364363,385380747,2,1,16956031972,73389,73389,2,2,2,385364363,14,3,254485,154304917,6391332,423227,38219,5009219996,5089280,98808294,15331
253882.16,14,262144,64,261281,17216611961,151,1,585,5598120,6,69999,67,130541388,1172,1,66,38830,14005653,2,286489,585,106728300,269195427,5104924147,585,2219,2,1,2,2,930,1,5080654236,5036123875,4044250769,390934479,390950863,2,1,17201117076,73389,73389,2,2,2,390934479,14,3,256717,157683656,6491782,433861,38764,5080654236,5164259,100225409,15331
260560.94,14,262144,64,265238,17477512526,152,1,585,5691391,6,71130,67,130806840,1172,1,66,39413,14229374,2,286489,585,108926607,275617917,5181734776,585,2219,2,1,2,2,930,1,5157069212,5112402442,4170732627,396868917,396868917,2,1,17462232348,73389,73389,2,2,2,396868917,14,3,260880,160999218,6622038,438160,39347,5157069212,5253231,102293280,15331
265657.65,14,262144,64,268752,17709133290,152,1,585,5762415,6,72090,67,130806840,1172,1,66,39930,14397073,2,286489,585,110381644,280299678,5249847034,585,2219,2,1,2,2,930,1,5224833436,5180055963,4196499856,402125578,402141962,2,1,17693525432,73389,73389,2,2,2,402125578,14,3,261523,163494224,6697909,441840,39864,5224833436,5320575,103673119,15331
270762.96,14,262144,64,272065,17927315866,153,2,585,5832119,6,73048,67,130806840,1172,1,66,40417,14524191,2,286489,585,111844211,285133978,5314009046,585,2219,2,1,2,2,930,1,5288665500,5243867077,4283986025,407089486,407105870,2,1,17911937384,73389,73389,2,2,2,407089486,14,3,261829,166157880,6766826,450322,40351,5288665500,5381797,105066500,15331
275818.86,14,262144,64,275965,18184239559,154,2,585,5906172,6,74165,67,130812873,1172,1,66,40990,14703847,2,286489,585,114071000,290362038,5389493909,585,2219,2,1,2,2,930,1,5363769756,5319004364,4354171029,412935971,412952355,2,1,18169182724,73389,73389,2,2,2,412935971,14,3,264922,168991269,6858885,453219,40924,5363769756,5452953,107201331,15331
281025.02,14,262144,64,281210,18530093462,154,2,585,6012435,6,75597,67,131072292,1172,1,66,41759,14864705,2,286489,585,116064696,295007743,5490776713,585,2219,2,1,2,2,930,1,5464564124,5420114900,4441809276,420799403,420799403,2,1,18514452836,73389,73389,2,2,2,420783019,14,3,267796,171532643,6950051,456573,41693,5464564124,5555862,109105139,15331
286084.87,14,262144,64,285736,18828302110,155,2,585,6123124,6,76889,67,131337744,1172,1,66,42425,14996616,2,286489,585,117871460,299977313,5578499280,585,2219,2,1,2,2,930,1,5551858076,5507295810,4485705703,427577617,427577617,2,1,18813415148,73389,73389,2,2,2,427577617,14,3,271786,174163151,7048096,467907,42359,5551858076,5655217,110812886,15331
291167.47,14,262144,64,289738,19091904442,156,2,585,6209483,6,78036,67,131337744,1172,1,66,43014,15192622,2,286489,585,119657020,304615476,5656092284,585,2219,2,1,2,2,930,1,5629059484,5584303742,4511028232,433563366,433579750,2,1,19076788104,73389,73389,2,2,2,433563366,14,3,273888,176709946,7136557,471147,42948,5629059484,5738336,112509742,15331
296290.48,14,262144,64,293264,19324311638,156,2,585,6303183,6,78996,67,131337744,1172,1,66,43532,15331177,2,286489,585,121345627,309873352,5724334589,585,2219,2,1,2,2,930,1,5696954780,5652292418,4527912976,438852795,438852795,2,1,19309522980,73389,73389,2,2,2,438852795,14,3,275276,179328591,7205699,490933,43466,5696954780,5812250,114129164,15331
301401.76,14,262144,64,297176,19582015730,157,2,585,6387900,6,80118,67,131603196,1172,1,66,44106,15536680,2,286489,585,123083883,315081103,5799949999,585,2219,2,1,2,2,930,1,5772190108,5727595910,4580913896,444699280,444715664,2,1,19566768320,73389,73389,2,2,2,444699280,14,3,277739,182230130,7297345,493876,44040,5772190108,5894024,115774768,15331
306725.69,14,262144,64,300747,19817106594,158,2,585,6474302,6,81147,67,131603196,1172,1,66,44629,15665889,2,286489,585,124530851,320332554,5868985388,585,2219,2,1,2,2,930,1,5840871836,5796372307,4602751759,450040020,450056404,2,1,19801760880,73389,73389,2,2,2,450040020,14,3,281372,185219369,7370140,505351,44564,5840871836,5968951,117149594,15331
311818.20,14,262144,64,304328,20053118270,158,2,585,6555888,6,82122,67,131603196,1172,1,66,45158,15926982,2,286489,585,127184070,326080622,5938544116,585,2219,2,1,2,2,930,1,5910077852,5865420634,4997489316,455411369,455411369,2,1,20037379340,73389,73389,2,2,2,455394985,14,3,291430,188019667,7498880,508122,45092,5910077852,6047766,119674531,15331
317759.41,14,262144,64,308197,20308269766,159,2,585,6654416,6,83232,67,131868648,1172,1,66,45725,16137897,2,286489,585,128944381,332258610,6013378717,585,2219,2,1,2,2,930,1,5984526748,5939948094,5088166311,461198351,461214735,2,1,20292727444,73389,73389,2,2,2,461198351,14,3,295569,191111941,7607828,519196,45660,5984526748,6135220,121326123,15331
322816.28,14,262144,64,312099,20565318498,160,2,585,6741443,6,84351,67,131868648,1172,1,66,46299,16247987,2,286489,585,130503877,337146729,6088866305,585,2219,2,1,2,2,930,1,6059631004,6015143419,5246019025,467053028,467053028,2,1,20550333232,73389,73389,2,2,2,467053028,14,3,297374,193790944,7680889,522072,46233,6059631004,6219371,122813122,15331
327869.91,14,262144,64,318273,20972061378,161,2,585,6876332,6,86091,67,132134100,1172,1,66,47202,16320786,2,286489,585,133398603,342072325,6207920512,585,2219,2,1,2,2,930,1,6178120092,6133945886,5291935967,476292716,476309100,2,1,20956879504,73389,73389,2,2,2,476292716,14,3,303385,196012801,7803951,525856,47137,6178120092,6350476,125584708,15331
332886.97,14,262144,64,333922,22003208734,163,2,585,7072899,6,90470,67,132399552,1172,1,66,49504,16392844,2,286489,585,137647926,346406157,6510780308,585,2219,2,1,2,2,930,1,6479716764,6435415035,5710790938,499733841,499733841,2,1,21988289004,73389,73389,2,2,2,499733841,14,3,319317,198044908,8014099,531538,49438,6479716764,6541361,129623998,15331
337905.48,14,262144,64,355316,23412984026,167,2,585,7294895,6,96522,67,132930456,1172,1,66,52644,16431644,2,286489,585,144302344,350159100,6924025696,585,2219,2,1,2,2,930,1,6891282844,6847520958,5753342754,531759294,531775678,2,1,23397408936,73389,73389,2,2,2,531759294,14,3,328529,199753288,8231890,538086,52578,6891282844,6756809,136061043,15331
342916.40,14,262144,64,377579,24879987620,171,2,585,7526434,6,102813,67,133726812,1172,1,66,55915,16468188,2,286489,585,149272871,353421855,7354503817,585,2219,2,1,2,2,930,1,7320019356,7276380478,6481267649,565101500,565117884,2,1,24864466000,73389,73389,2,2,2,565101500,14,3,332157,201410305,8447803,545734,55849,7320019356,6980700,140816898,15331
