timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55394.76,28,262144,64,128269,8452462030,129,3,585,2637173,9,32514,67,18607,127368030,1172,1,66,19289,2136612,2,432472,585,0,44595862,64495228,2530600984,585,1886,2,1,2,2,790,1,2519376284,2474141586,608447812,191759502,191759502,2,1,8437418088,73389,73389,2,2,2,191759502,21,3,382477,39711296,4172254,157944,19223,2519376284,2479229,40421584,9758
60400.42,28,262144,64,144522,9523458582,132,3,585,2856902,9,37063,67,18607,127886868,1172,1,66,21681,2173303,2,432472,585,0,50453205,68261046,2845421228,585,1886,2,1,2,2,790,1,2832900508,2787218816,716613492,216091396,216107780,2,1,9508021424,73389,73389,2,2,2,216091396,21,3,395072,41362564,4418027,165483,21615,2832900508,2691419,46033432,9758
65428.66,28,262144,64,179810,11848303742,137,3,585,3141564,9,47010,67,18607,128417772,1172,1,66,26862,2179684,2,432472,585,0,60282202,69262637,3527158843,585,1886,2,1,2,2,790,1,3511984540,3466791123,742086916,268936978,268936978,2,1,11832506136,73389,73389,2,2,2,268920594,21,3,408317,42265431,4604460,172879,26796,3511984540,2968685,55676714,9758
70474.07,28,262144,64,185725,12238338250,138,3,585,3301800,9,48678,67,18607,128683224,1172,1,66,27733,2227019,2,432472,585,0,62898004,73163005,3641869714,585,1886,2,1,2,2,790,1,3626148252,3580811737,763131398,277789483,277805867,2,1,12222737252,73389,73389,2,2,2,277789483,21,3,409390,44357452,4741744,177736,27667,3626148252,3124064,58155495,9758
75536.36,28,262144,64,190221,12534580818,139,3,585,3429570,9,49959,67,18607,128948676,1172,1,66,28392,2322382,2,432472,585,0,65111315,77541493,3728678156,585,1886,2,1,2,2,790,1,3712524700,3667393741,867493497,284534929,284534929,2,1,12518815980,73389,73389,2,2,2,284518545,21,3,413674,46643711,4861055,181931,28326,3712524700,3247639,60248348,9758
80602.12,28,262144,64,194210,12797331182,140,3,585,3546640,9,51102,67,18607,128948676,1172,1,66,28979,2442847,2,432472,585,0,67474485,82050442,3806004606,585,1886,2,1,2,2,790,1,3789463964,3744204849,956082550,290504294,290504294,2,1,12782188936,73389,73389,2,2,2,290504294,21,3,422591,48770863,5000827,185973,28913,3789463964,3360667,62470993,9758
85633.63,28,262144,64,199657,13156176004,141,3,585,3699140,9,52643,67,18607,129214128,1172,1,66,29777,2553316,2,432472,585,0,71347083,86580914,3911105724,585,1886,2,1,2,2,790,1,3894059420,3849189049,1069390749,298656605,298679022,2,1,13140890620,73389,73389,2,2,2,298656605,21,3,430632,50733742,5202453,190580,29711,3894059420,3508560,66141473,9758
90647.69,28,262144,64,216568,14270283178,144,3,585,3922528,9,57420,67,18607,129479580,1172,1,66,32261,2609085,2,432472,585,0,76728331,89655903,4238025308,585,1886,2,1,2,2,790,1,4219642268,4174872216,1116743083,323971539,323987923,2,1,14254747716,73389,73389,2,2,2,323971539,21,3,439172,52385028,5419394,197717,32195,4219642268,3724811,71306543,9758
95684.39,28,262144,64,223416,14721728226,145,3,585,4110485,9,59342,67,18607,129745032,1172,1,66,33268,2673004,2,432472,585,0,80428193,93666027,4370638308,585,1886,2,1,2,2,790,1,4351631772,4306788014,1163340004,334239101,334239101,2,1,14706520444,73389,73389,2,2,2,334239101,21,3,446601,54238656,5626024,203309,33202,4351631772,3907176,74800204,9758
100745.07,28,262144,64,229163,15100487234,146,3,585,4267711,9,60963,67,18607,130010484,1172,1,66,34112,2712430,2,432472,585,0,83514524,97922599,4481798871,585,1886,2,1,2,2,790,1,4462256540,4417555958,1200812356,342831621,342848005,2,1,15084591324,73389,73389,2,2,2,342831621,21,3,449327,56299468,5801326,208446,34046,4462256540,4059265,77711926,9758
105775.41,28,262144,64,235504,15518247022,147,3,585,4443497,9,62748,67,18607,130010484,1172,1,66,35043,2753599,2,432472,585,0,86814974,102078275,4604405759,585,1886,2,1,2,2,790,1,4584284572,4539714262,1245034154,352325261,352341645,2,1,15502311484,73389,73389,2,2,2,352325261,21,3,453270,58104684,5974963,213712,34977,4584284572,4229785,80837107,9758
110814.10,28,262144,64,239913,15808908618,148,3,585,4575969,9,64005,67,18607,130131144,1172,1,66,35693,2835309,2,432472,585,0,88915733,106246349,4690028996,585,1886,2,1,2,2,790,1,4669481372,4624609865,1272073003,358931443,358953860,2,1,15792983492,73389,73389,2,2,2,358931443,21,3,457453,60271966,6115673,224052,35627,4669481372,4351917,82798020,9758
115854.29,28,262144,64,243504,16045454994,148,3,585,4691852,9,64985,67,18607,130275936,1172,1,66,36219,2906793,2,432472,585,0,90394900,110509933,4759329696,585,1886,2,1,2,2,790,1,4738425244,4693816058,1284175587,364319176,364319176,2,1,16030043744,73389,73389,2,2,2,364319176,21,3,459491,62303194,6193387,246790,36153,4738425244,4445062,84199538,9758
120901.82,28,262144,64,246423,16237816386,149,3,585,4773606,9,65835,67,18607,130275936,1172,1,66,36648,3064996,2,432472,585,0,92375375,115087505,4815855985,585,1886,2,1,2,2,790,1,4794655132,4750052931,1334924393,368693260,368693260,2,1,16221782544,73389,73389,2,2,2,368676876,21,3,464839,64658554,6296559,249880,36582,4794655132,4523726,86076482,9758
125955.08,28,262144,64,249668,16451542514,149,3,585,4865001,9,66718,67,18607,130275936,1172,1,66,37122,3241166,2,432472,585,0,94156858,119984285,4878308935,585,1886,2,1,2,2,790,1,4856783260,4812519076,1541641327,373534288,373550672,2,1,16435508672,73389,73389,2,2,2,373534288,21,3,467324,67132899,6390123,252900,37056,4856783260,4612101,87764881,9758
131065.62,28,262144,64,252284,16624046498,150,3,585,4938576,9,67488,67,18607,130541388,1172,1,66,37511,3498784,2,432472,585,0,95399494,124567020,4929564335,585,1886,2,1,2,2,790,1,4907770268,4862923215,1564961969,377457812,377474196,2,1,16608143728,73389,73389,2,2,2,377457812,21,3,470884,69710266,6481918,255638,37446,4907770268,4682938,88915893,9758
136165.84,28,262144,64,254979,16801727826,150,3,585,5014578,9,68225,67,18607,130541388,1172,1,66,37905,3684859,2,432472,585,0,96717099,129469789,4981609898,585,1886,2,1,2,2,790,1,4959543708,4914824462,1581067215,381512408,381512408,2,1,16786545952,73389,73389,2,2,2,381512408,21,3,472021,72452904,6554122,258337,37840,4959543708,4756241,90161078,9758
141286.23,28,262144,64,257879,16992578582,151,3,585,5093060,9,69071,67,18607,130541388,1172,1,66,38332,3886405,2,432472,585,0,98202767,134080107,5037738574,585,1886,2,1,2,2,790,1,5015380380,4970635268,1656205854,385847691,385847691,2,1,16977298404,73389,73389,2,2,2,385847691,21,3,474043,75213582,6638522,262309,38266,5015380380,4830751,91562401,9758
146751.86,28,262144,64,260514,17166062298,151,3,585,5165798,9,69789,67,18607,130541388,1172,1,66,38717,4138125,2,432472,585,0,99455478,139315693,5088597647,585,1886,2,1,2,2,790,1,5065974172,5021328541,1708325778,389781566,389797950,2,1,17150388904,73389,73389,2,2,2,389781566,21,3,476795,78271916,6710149,264779,38652,5065974172,4901019,92743631,9758
151945.66,28,262144,64,263060,17333978762,151,3,585,5235222,9,70480,67,18607,130541388,1172,1,66,39093,4459389,2,432472,585,0,101076753,144557746,5138004110,585,1886,2,1,2,2,790,1,5115126172,5070408634,1747943546,393606786,393606786,2,1,17318698584,73389,73389,2,2,2,393606786,21,3,481204,81331467,6786359,267654,39027,5115126172,4967568,94288811,9758
157054.66,28,262144,64,265958,17524963898,152,3,585,5317703,9,71328,67,18607,130806840,1172,1,66,39519,4716510,2,432472,585,0,102418945,149658690,5194130933,585,1886,2,1,2,2,790,1,5170962844,5126232620,1767670334,397939910,397956294,2,1,17509356040,73389,73389,2,2,2,397939910,21,3,483783,84117750,6879049,270504,39453,5170962844,5047199,95539146,9758
162287.21,28,262144,64,268596,17698909674,152,3,585,5393464,9,72048,67,18607,130806840,1172,1,66,39908,4954074,2,432472,585,0,104072876,154579792,5245383330,585,1886,2,1,2,2,790,1,5221949852,5177105911,1866235312,401896202,401912586,2,1,17683432888,73389,73389,2,2,2,401896202,21,3,490273,86759893,6990444,273085,39842,5221949852,5120379,97081522,9758
167349.85,28,262144,64,271307,17877374126,153,3,585,5468479,9,72845,67,18607,130806840,1172,1,66,40303,5133846,2,432472,585,0,105431633,159251109,5297435059,585,1886,2,1,2,2,790,1,5273723292,5229248595,1887143325,405969341,405969341,2,1,17862651004,73389,73389,2,2,2,405969341,21,3,492343,89296568,7067832,275767,40238,5273723292,5192712,98362677,9758
172445.93,28,262144,64,274662,18098309214,153,3,585,5561314,9,73758,67,18607,130806840,1172,1,66,40799,5286404,2,432472,585,0,106358972,163497283,5362780402,585,1886,2,1,2,2,790,1,5338735004,5293855633,1898847852,410990593,410990593,2,1,18082865196,73389,73389,2,2,2,410974209,21,3,494916,92122619,7165144,279276,40733,5338735004,5282038,99192419,9758
177582.97,28,262144,64,277541,18288314618,154,3,585,5643119,9,74598,67,18607,131072292,1172,1,66,41221,5448206,2,432472,585,0,108572183,168930032,5418382331,585,1886,2,1,2,2,790,1,5394047388,5349391257,2092841061,415296982,415313366,2,1,18273067208,73389,73389,2,2,2,415296982,21,3,499685,94626688,7270047,282188,41155,5394047388,5360931,101300376,9758
182624.27,28,262144,64,280918,18510691498,154,3,585,5736969,9,75519,67,18607,131072292,1172,1,66,41718,5567580,2,432472,585,0,110798191,173787069,5483862505,585,1886,2,1,2,2,790,1,5459190172,5414412509,2174164815,420351002,420367386,2,1,18495444088,73389,73389,2,2,2,420351002,21,3,508780,97028126,7401696,285157,41652,5459190172,5451812,103395204,9758
187715.08,28,262144,64,284913,18774100530,155,3,585,5844673,9,76664,67,18607,131337744,1172,1,66,42305,5708410,2,432472,585,0,112458563,178388670,5561192542,585,1886,2,1,2,2,790,1,5536129436,5491490403,2246186451,426342784,426342784,2,1,18759082496,73389,73389,2,2,2,426342784,21,3,516470,99422153,7536945,288715,42239,5536129436,5555958,104919194,9758
192800.55,28,262144,64,288775,19028527822,156,3,585,5945533,9,77772,67,18607,131337744,1172,1,66,42872,5879364,2,432472,585,0,114810068,183112388,5636015651,585,1886,2,1,2,2,790,1,5610578332,5565818878,2348588615,432115541,432131925,2,1,19013083804,73389,73389,2,2,2,432115541,21,3,523282,101852892,7646307,291880,42807,5610578332,5653653,107161757,9758
197902.30,28,262144,64,291910,19235044990,156,3,585,6035885,9,78627,67,18607,131337744,1172,1,66,43331,6096587,2,432472,585,0,116613116,187841950,5696366847,585,1886,2,1,2,2,790,1,5670609308,5626169350,2419304463,436825497,436825497,2,1,19220321868,73389,73389,2,2,2,436825497,21,3,529738,104048837,7745368,294994,43265,5670609308,5740891,108865229,9758
202987.85,28,262144,64,295477,19470139162,157,3,585,6135968,9,79653,67,18607,131603196,1172,1,66,43856,6268464,2,432472,585,0,118502485,192471823,5765534344,585,1886,2,1,2,2,790,1,5739422108,5694961187,2533633122,442164078,442164078,2,1,19455219432,73389,73389,2,2,2,442164078,21,3,533476,106407936,7846569,298288,43790,5739422108,5837680,110651283,9758
208069.86,28,262144,64,299064,19706544054,157,3,585,6232667,9,80631,67,18607,131603196,1172,1,66,44384,6435962,2,432472,585,0,120236777,197280084,5835097595,585,1886,2,1,2,2,790,1,5808628124,5764074437,2561038415,447535427,447535427,2,1,19691558788,73389,73389,2,2,2,447535427,21,3,539073,108787881,7961591,301599,44318,5808628124,5931068,112270587,9758
213098.49,28,262144,64,302588,19938554726,158,3,585,6331379,9,81648,67,18607,131603196,1172,1,66,44902,6558172,2,432472,585,0,121969532,202275196,5903345132,585,1886,2,1,2,2,790,1,5876523420,5831945607,2631435251,452794247,452810631,2,1,19922946868,73389,73389,2,2,2,452794247,21,3,543203,111256834,8080753,304993,44836,5876523420,6026386,113885020,9758
218172.31,28,262144,64,305702,20143961090,159,3,585,6418522,9,82551,67,18607,131868648,1172,1,66,45358,6792229,2,432472,585,0,124010498,206992586,5963422839,585,1886,2,1,2,2,790,1,5936292252,5891933519,2663531935,457477468,457477468,2,1,20129008592,73389,73389,2,2,2,457477468,21,3,549888,113716248,8206547,307826,45292,5936292252,6110696,115800123,9758
223287.33,28,262144,64,308554,20331666118,159,3,585,6497104,9,83331,67,18607,131868648,1172,1,66,45778,6948440,2,432472,585,0,125220246,211891548,6018754480,585,1886,2,1,2,2,790,1,5991342492,5946798103,2685801892,461739023,461755407,2,1,20316517012,73389,73389,2,2,2,461739023,21,3,550792,116518480,8275307,310479,45712,5991342492,6186625,116941321,9758
228416.46,28,262144,64,311300,20512689782,159,3,585,6570672,9,84080,67,18607,131868648,1172,1,66,46180,7119676,2,432472,585,0,126763033,216808936,6071720593,585,1886,2,1,2,2,790,1,6044033436,5999699968,2928823494,465859155,465859155,2,1,20497802820,73389,73389,2,2,2,465859155,21,3,554330,119182724,8358183,313268,46115,6044033436,6257404,118401414,9758
233502.15,28,262144,64,314299,20710052734,160,3,585,6658274,9,84951,67,18607,131868648,1172,1,66,46621,7345584,2,432472,585,0,128439493,222053550,6129821592,585,1886,2,1,2,2,790,1,6101836188,6057460155,2969651679,470341894,470341894,2,1,20694322440,73389,73389,2,2,2,470325510,21,3,558578,121903198,8451937,316066,46555,6101836188,6342208,119983492,9758
238564.91,28,262144,64,317464,20918777302,161,3,585,6750529,9,85869,67,18607,131868648,1172,1,66,47087,7455380,2,432472,585,0,129940779,226479947,6191218930,585,1886,2,1,2,2,790,1,6162915740,6118426796,2986057663,475074267,475090651,2,1,20903267748,73389,73389,2,2,2,475074267,21,3,561267,124409050,8548274,319128,47021,6162915740,6431401,121388941,9758
243730.54,28,262144,64,320523,21120313734,161,3,585,6835027,9,86703,67,18607,132134100,1172,1,66,47535,7638241,2,432472,585,0,131133238,231187825,6250247595,585,1886,2,1,2,2,790,1,6221635996,6177332297,3000705428,479669535,479669535,2,1,21104738644,73389,73389,2,2,2,479653151,21,3,562284,126976846,8625646,322131,47469,6221635996,6512896,122503430,9758
248863.02,28,262144,64,323363,21307618442,162,3,585,6916227,9,87528,67,18607,132254760,1172,1,66,47953,7828081,2,432472,585,0,132491606,235997638,6305451853,585,1886,2,1,2,2,790,1,6276555164,6232017450,3267331262,483912547,483934964,2,1,21292152068,73389,73389,2,2,2,483912547,21,3,564262,129783951,8689559,327042,47888,6276555164,6589185,123798325,9758
254711.34,28,262144,64,326436,21510217170,162,3,585,7004847,9,88369,67,18607,132399552,1172,1,66,48403,8186526,2,432472,585,0,133607656,241323476,6364608632,585,1886,2,1,2,2,790,1,6335406492,6291310302,3292255487,488513848,488530232,2,1,21494609312,73389,73389,2,2,2,488513848,21,3,568289,132986857,8786252,329979,48337,6335406492,6674868,124817711,9758
259847.24,28,262144,64,329474,21710111894,163,3,585,7081734,9,89256,67,18607,132399552,1172,1,66,48851,8403056,2,432472,585,0,135388782,246551519,6423632538,585,1886,2,1,2,2,790,1,6394126748,6349735362,3558085449,493062123,493078507,2,1,21694733412,73389,73389,2,2,2,493062123,21,3,571240,135691717,8879751,332557,48785,6394126748,6749177,126504808,9758
264927.12,28,262144,64,332015,21877700678,163,3,585,7137129,9,89949,67,18607,132399552,1172,1,66,49223,8554464,2,432472,585,0,136683944,251769400,6472770297,585,1886,2,1,2,2,790,1,6443016604,6398724053,3580246445,496870959,496887343,2,1,21862322196,73389,73389,2,2,2,496870959,21,3,571741,138828847,8940268,334942,49158,6443016604,6802187,127739796,9758
271612.32,28,262144,64,335902,22133766370,164,3,585,7220070,9,91062,67,18607,132665004,1172,1,66,49792,8992026,2,432472,585,0,138866805,258437030,6547604388,585,1886,2,1,2,2,790,1,6517465500,6473572618,3870676197,502701060,502701060,2,1,22118846640,73389,73389,2,2,2,502701060,21,3,575995,142740447,9036757,338444,49726,6517465500,6881626,129825820,9758
277005.49,28,262144,64,338508,22305614994,164,3,585,7274999,9,91773,67,18607,132665004,1172,1,66,50176,9496028,2,432472,585,0,140303490,263676984,6598198390,585,1886,2,1,2,2,790,1,6567797148,6523769362,3972589138,506608200,506608200,2,1,22290760800,73389,73389,2,2,2,506608200,21,3,581206,145562696,9121403,341031,50110,6567797148,6933968,131178043,9758
285425.02,28,262144,64,342055,22539132994,165,5,585,7375119,9,92796,67,18607,132665004,1172,1,66,50696,10004545,2,432472,585,0,142181701,271308097,6666720239,585,1886,2,1,2,2,790,1,6635954588,6592034158,4003561883,511899788,511916172,2,1,22523590672,73389,73389,2,2,2,511899788,21,3,582646,149641230,9245650,346457,50630,6635954588,7028662,132930515,9758
293117.10,28,262144,64,345300,22752859122,165,5,585,7457498,9,93681,67,18607,132665004,1172,1,66,51172,10456035,2,432472,585,0,143988947,278436270,6729442141,585,1886,2,1,2,2,790,1,6698344860,6654544952,4285888706,516757200,516773584,2,1,22737316800,73389,73389,2,2,2,516757200,21,3,585744,153663810,9358385,351048,51107,6698344860,7106450,134624612,9758
301262.39,28,262144,64,348670,22975042702,166,5,585,7551766,9,94655,67,18607,132930456,1172,1,66,51669,11123810,2,432472,585,0,146601339,286282964,6794931590,585,1886,2,1,2,2,790,1,6763487644,6719510812,4492673083,521817253,521817253,2,1,22959959132,73389,73389,2,2,2,521817253,21,3,587172,157981009,9489630,356562,51603,6763487644,7195204,137105152,9758
308765.78,28,262144,64,351111,23135812434,166,5,585,7619544,9,95321,67,18607,132930456,1172,1,66,52027,11951435,2,432472,585,0,147620452,292784048,6842106218,585,1886,2,1,2,2,790,1,6810411420,6766497400,4503052865,525472600,525472600,2,1,23120794400,73389,73389,2,2,2,525472600,21,3,587944,162423964,9574292,360148,51961,6810411420,7259396,138037818,9758
318184.50,28,262144,64,354288,23345082114,167,6,585,7720829,9,96243,67,18607,132930456,1172,1,66,52490,12856962,2,432472,585,0,150000697,301943514,6903253133,585,1886,2,1,2,2,790,1,6871228828,6827609250,4892061690,530223516,530239900,2,1,23329834704,73389,73389,2,2,2,530223516,21,3,591103,167407124,9726862,365627,52425,6871228828,7355202,140265049,9758
324652.73,28,262144,64,356703,23504147910,167,6,585,7788633,9,96900,67,18607,132930456,1172,1,66,52848,13350608,2,432472,585,0,151414234,307749011,6950299680,585,1886,2,1,2,2,790,1,6918021532,6874163397,4907469792,533846095,533846095,2,1,23489228180,73389,73389,2,2,2,533846095,21,3,592143,170814680,9827358,369216,52782,6918021532,7419417,141577199,9758
333312.27,28,262144,64,359460,23686157922,168,6,585,7871587,9,97707,67,18607,133195908,1172,1,66,53255,13873269,2,432472,585,0,153284855,315075835,7003938408,585,1886,2,1,2,2,790,1,6971367836,6927358528,4937596213,537972260,537988644,2,1,23670779440,73389,73389,2,2,2,537972260,21,3,594297,174992442,9960221,374013,53189,6971367836,7497574,143315503,9758
338406.64,28,262144,64,361836,23842667814,168,6,585,7932050,9,98355,67,18607,133195908,1172,1,66,53603,14315208,2,432472,585,0,154694487,320206707,7049790591,585,1886,2,1,2,2,790,1,7016980892,6973100199,5287147322,541529303,541545687,2,1,23827289332,73389,73389,2,2,2,541529303,21,3,598106,177736382,10067859,377064,53537,7016980892,7554986,144617235,9758
343567.51,28,262144,64,363997,23985087466,168,6,585,7987042,9,98943,67,18607,133195908,1172,1,66,53922,14749902,2,432472,585,0,155859719,324657320,7091821000,585,1886,2,1,2,2,790,1,7058792860,7014752509,5307195805,544775050,544775050,2,1,23969381304,73389,73389,2,2,2,544758666,21,3,599425,180012726,10139437,379778,53856,7058792860,7607264,145711150,9758
349807.14,28,262144,64,366134,24125934254,169,6,585,8044499,9,99582,67,18607,133461360,1172,1,66,54236,15339524,2,432472,585,0,157054268,330251385,7133201272,585,1886,2,1,2,2,790,1,7099949468,7055941163,5336385489,547963453,547979837,2,1,24110391932,73389,73389,2,2,2,547963453,21,3,602469,183131322,10252706,383109,54170,7099949468,7661390,146791959,9758
354885.97,28,262144,64,368356,24272351602,169,6,585,8117256,9,100188,67,18607,133461360,1172,1,66,54561,15752718,2,432472,585,0,158107170,334855201,7176025782,585,1886,2,1,2,2,790,1,7142547868,7098730748,5404251875,551291120,551307504,2,1,24256809280,73389,73389,2,2,2,551291120,21,3,605689,185781801,10349941,402450,54495,7142547868,7714806,147747624,9758
360030.73,28,262144,64,371026,24448141144,170,6,585,8182768,9,100925,67,18607,133461360,1172,1,66,54952,16030101,2,432472,585,0,159939534,340070078,7227543153,585,1886,2,1,2,2,790,1,7193797020,7150100170,5440434051,555298723,555298723,2,1,24433143812,73389,73389,2,2,2,555298723,21,3,607868,188339958,10433970,406406,54886,7193797020,7776362,149496471,9758
365058.47,28,262144,64,374406,24670714632,170,6,585,8251520,9,101895,67,18607,133461360,1172,1,66,55447,16348871,2,432472,585,0,161076875,344788977,7292758462,585,1886,2,1,2,2,790,1,7258677660,7215163231,5691323319,560352743,560369127,2,1,24655520692,73389,73389,2,2,2,560352743,21,3,610123,190993759,10520319,409466,55381,7258677660,7842054,150547698,9758
370105.04,28,262144,64,378504,24940873872,171,6,585,8333906,9,103065,67,18607,133726812,1172,1,66,56050,16612338,2,432472,585,0,162337469,348927602,7372187561,585,1886,2,1,2,2,790,1,7337714076,7294185055,5705118786,566483789,566500173,2,1,24925286716,73389,73389,2,2,2,566483789,21,3,613075,193611273,10614308,413072,55984,7337714076,7920834,151714371,9758
