timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
503627.42,16,253952,62,82195,5415002158,2,26941742,581,5,5,10196,593,0,567,595645,0,10,32350,14,28,115103767,1136,1,4,389,102471294,5,409885176,13,19,5,9,217,567,40745796,5341833,1735537621,567,425,0,3,1,14,14,849,3,1734331667,1707712339,72910425,103950586,103950586,1,3,1,5405430504,73389,73389,14,14,14,103950590,7,3,135186,611072,922706,14458,1734331667,595645,39824855,1388
505642.57,17,253952,62,88293,5815593900,3,29128457,625,6,6,10196,616,0,576,649299,0,10,34719,14,28,116602928,1154,1,4,389,110049382,5,440132856,13,20,5,9,217,576,43893780,5913756,1866273335,576,438,0,3,1,14,14,849,3,1864402559,1833987703,78806349,111652781,111652781,1,3,1,5805944644,73389,73389,14,14,14,111652785,7,3,138267,665939,989481,15507,1864402559,649299,42906203,1422
507659.30,17,253952,62,94342,6214856674,3,30913039,676,6,6,10196,648,2,576,695481,0,10,37101,14,28,116916644,1154,1,4,389,117606423,5,470425692,13,20,5,9,217,576,47050729,6578375,1988077402,576,438,0,3,1,14,14,849,3,1986065129,1959501641,84407160,119333830,119333830,1,3,1,6205359192,73389,73389,14,14,14,119333834,7,3,139110,713234,1041083,16509,1986065129,695481,46011695,1422
509666.06,19,253952,62,99866,6579097682,4,34116005,722,6,6,10196,696,2,576,733366,0,10,39293,14,28,116916644,1154,1,4,389,124521404,5,498020864,13,20,5,9,217,576,49688594,6846570,2099939533,576,438,0,3,1,14,14,849,3,2097956948,2074199447,90505405,126331069,126331069,1,3,1,6569215620,73389,73389,14,14,14,126331073,7,3,140144,752074,1092984,17460,2097956948,733366,48597773,1422
511676.42,19,253952,62,105421,6945322042,4,35722441,751,7,7,10196,720,2,585,773715,0,10,41462,14,28,118357797,1172,1,4,389,131428512,5,525714048,13,21,5,9,217,585,52291908,7247670,2220369048,585,447,0,3,1,14,14,849,3,2218913504,2189675913,95115284,133369268,133369268,1,3,1,6934350000,73389,73389,14,14,14,133352888,7,3,149355,793431,1145855,18445,2218913504,773715,51148334,1453
513694.83,21,253952,62,111475,7343657632,4,37784171,794,7,7,10196,776,2,585,817672,0,10,43867,14,28,118357797,1172,1,4,389,138993689,5,555974756,13,21,5,9,217,585,55432291,8055616,2345457325,585,447,0,3,1,14,14,849,3,2343610792,2314943918,101120810,141026185,141042569,1,3,1,7333361652,73389,73389,14,14,14,141026189,7,3,152516,838630,1211531,19507,2343610792,817672,54223178,1453
515709.73,22,253952,62,117547,7744053688,4,40153105,848,7,7,10196,803,2,585,863422,0,10,46247,14,28,118357797,1172,1,4,389,146584775,5,586274452,13,21,5,9,217,585,58657170,8702144,2470373454,585,447,0,3,1,14,14,849,3,2467848384,2440932785,107343685,148742161,148742161,1,3,1,7734592404,73389,73389,14,14,14,148742165,7,3,159265,885590,1277100,20518,2467848384,863422,57382632,1453
517719.48,24,253952,62,123665,8146909364,5,42059260,904,8,8,10196,856,2,585,913240,0,10,48665,14,28,118357797,1172,1,4,389,154196064,5,616784256,13,22,5,9,217,585,61879732,9168836,2601428010,585,447,0,3,1,14,14,849,3,2599027041,2567880469,112927847,156478839,156478839,1,3,1,8136899660,73389,73389,14,14,14,156478843,7,3,160169,936617,1334939,21629,2599027041,913240,60547493,1453
519731.17,24,253952,62,130284,8583226008,5,44203842,961,8,8,10196,888,4,585,967594,0,10,51253,14,28,118357797,1172,1,4,389,162467875,5,649807184,13,22,5,9,217,585,65324247,9593200,2737269123,585,447,0,3,1,14,14,849,3,2734460518,2705259915,118919751,164866559,164866559,1,3,1,8573061100,73389,73389,14,14,14,164866563,7,3,164297,992258,1401685,22729,2734460518,967594,63925412,1453
521736.65,27,253952,62,136765,9010727938,6,46488308,1014,8,8,10196,927,4,585,1013474,0,10,53813,14,28,118357797,1172,1,4,389,170555666,5,682222664,13,22,5,9,217,585,68584765,9835518,2869408243,585,447,0,3,1,14,14,849,3,2867119954,2839636683,124695373,173104664,173104664,1,3,1,9001442560,73389,73389,14,14,14,173104668,7,3,167137,1039394,1455702,23830,2867119954,1013474,67132044,1453
523744.78,27,253952,62,142277,9373217234,6,48093169,1033,9,9,10196,967,5,585,1045507,0,10,55982,14,28,118357797,1172,1,4,389,177445034,5,709780136,13,23,5,9,217,585,70954484,9888006,2986711411,585,447,0,3,1,14,14,849,3,2984070308,2953978913,128715036,180059228,180059228,1,3,1,9363079888,73389,73389,14,14,14,180059232,7,3,171215,1072258,1499770,24797,2984070308,1045507,69457784,1453
525756.36,27,253952,62,149174,9826546286,6,50306969,1091,9,9,10196,1006,6,585,1094036,0,10,58678,14,28,118357797,1172,1,4,389,186030172,5,743991380,13,23,5,9,217,585,74537354,10233191,3126509871,585,447,0,3,1,14,14,849,3,3123986870,3096641454,134841775,188783264,188783264,1,3,1,9816729760,73389,73389,14,14,14,188783268,7,3,180631,1122063,1595621,25959,3123986870,1094036,72944953,1453
527770.58,29,253952,62,156149,10287412412,6,52405218,1137,9,9,10196,1059,6,585,1154241,0,10,61439,14,28,118357797,1172,1,4,389,194743718,5,778974872,13,23,5,9,217,585,78201422,10477538,3277066221,585,447,0,3,1,14,14,849,3,3274398673,3242220770,140835941,197604716,197604716,1,3,1,10274593296,73389,73389,14,14,14,197588336,7,3,182939,1183596,1659343,27215,3274398673,1154241,76545446,1453
529778.47,34,253952,62,163231,10754627260,6,54137022,1180,9,9,10196,1098,6,585,1210278,0,10,64237,14,28,118357797,1172,1,4,389,203623139,5,814492556,13,23,5,9,217,585,81954927,10709270,3427282592,585,447,0,3,1,14,14,849,3,3424208370,3389403027,146531209,206594326,206610710,1,3,1,10742904984,73389,73389,14,14,14,206594330,7,3,184780,1240986,1735942,28448,3424208370,1210278,80222504,1453
531783.58,34,253952,62,168848,11123382470,7,56601425,1206,9,9,10196,1139,6,585,1240042,0,10,66442,14,28,118357797,1172,1,4,389,210628888,5,842450892,13,23,5,9,217,585,84251648,10723432,3542917307,585,447,0,3,1,14,14,849,3,3539362688,3505644781,151323191,213684280,213684280,1,3,1,11111582592,73389,73389,14,14,14,213684284,7,3,187354,1271577,1779957,29413,3539362688,1240042,82475302,1453
533788.58,35,253952,62,174689,11509641188,7,58336580,1239,9,9,10196,1170,6,585,1271504,0,10,68739,14,28,118357797,1172,1,4,389,217939067,5,871691556,13,23,5,9,217,585,86659097,10737554,3663089975,585,447,0,3,1,14,14,849,3,3659702339,3627257632,155475275,221098867,221098867,1,3,1,11497141116,73389,73389,14,14,14,221098871,7,3,190020,1303876,1825997,30404,3659702339,1271504,84836804,1453
535793.93,35,253952,62,180990,11925069120,7,59454475,1264,9,9,10196,1218,6,585,1311242,0,10,71241,14,28,118671513,1172,1,4,389,225837150,5,903348600,13,23,5,9,217,585,89495839,10742925,3795744393,585,447,0,3,1,14,14,849,3,3792377704,3757892629,159432926,229109755,229109755,1,3,1,11913707292,73389,73389,14,14,14,229109759,7,3,202779,1344645,1880999,31520,3792377704,1311242,87618651,1453
537804.55,35,253952,62,187988,12385898126,7,60396053,1275,9,9,10196,1256,6,585,1357308,0,10,73983,14,28,118671513,1172,1,4,389,234545558,5,938182232,13,23,5,9,217,585,92713625,10770049,3940159932,585,447,0,3,1,14,14,849,3,3936406501,3903260551,163619944,237942002,237942002,1,3,1,12372984136,73389,73389,14,14,14,237942006,7,3,206896,1391935,1937068,32713,3936406501,1357308,90780493,1453
539811.61,35,253952,62,196099,12919680766,7,62146259,1303,10,10,10196,1318,6,585,1415761,0,10,77186,14,28,118671513,1172,1,4,389,244675217,5,978700868,13,24,5,9,217,585,96737039,10922556,4111356889,585,447,0,3,1,14,14,849,3,4107442513,4071105492,169539923,248216041,248232425,1,3,1,12907234164,73389,73389,14,14,14,248216045,7,3,213003,1452000,2035017,34144,4107442513,1415761,94706114,1453
541818.29,35,253952,62,204771,13490844468,7,63699533,1363,10,10,10196,1368,6,594,1479043,0,10,80588,14,28,120483348,1190,1,4,389,255495314,5,1021981256,13,24,5,9,217,594,101078915,11040477,4290474699,594,463,0,3,1,14,14,849,3,4287172702,4250796093,175536229,259190274,259223042,1,3,1,13477894280,73389,73389,14,14,14,259190278,7,3,215337,1516937,2119876,35624,4287172702,1479043,98963310,1480
543823.86,36,253952,62,213862,14090734684,7,65042354,1433,10,10,10196,1432,6,594,1548752,0,10,84160,14,28,120483348,1190,1,4,389,266810887,5,1067243548,13,24,5,9,217,594,105604909,11130884,4491385916,594,463,0,3,1,14,14,849,3,4486976574,4440649734,181462862,270665934,270665934,1,3,1,14074628600,73389,73389,14,14,14,270665938,7,3,222661,1588355,2206042,37293,4486976574,1548752,103403327,1480
545828.97,36,253952,62,219915,14489559774,8,67701346,1451,10,10,10196,1466,6,612,1579477,0,10,86531,14,28,123793759,1226,1,4,389,274331989,5,1097327956,13,24,5,9,217,612,107954286,11133190,4620197248,612,480,0,3,1,14,14,849,3,4615961377,4566483255,186490788,278310341,278326725,1,3,1,14472137764,73389,73389,14,14,14,278310345,7,3,229403,1619896,2257156,38355,4616092449,1579477,105701679,1521
547834.71,36,253952,62,229289,15105936578,8,68766388,1519,11,11,10196,1532,6,630,1645369,0,10,90198,14,28,127418629,1262,1,4,389,285953498,5,1143749400,13,25,5,9,217,630,112448785,11173529,4827288371,630,495,0,3,1,14,14,849,3,4822862603,4761662491,192076869,290097741,290114125,1,3,1,15085082564,73389,73389,14,14,14,290097745,7,3,238782,1687469,2361179,40084,4822862603,1645369,110092346,1577
549840.83,36,253952,62,238500,15713063682,8,70205000,1585,11,11,10196,1585,6,630,1714804,0,10,93809,14,28,127732345,1262,1,4,389,297415016,5,1189595348,13,25,5,9,217,630,116944030,11239069,5029817025,630,495,0,3,1,14,14,849,3,5025465004,4953918311,198076790,301723016,301723016,1,3,1,15689596864,73389,73389,14,14,14,301723020,7,3,241313,1758595,2452180,41744,5025465004,1714804,114496768,1577
551846.25,36,253952,62,247972,16337669728,8,71579933,1664,11,11,10196,1651,6,630,1782894,0,10,97518,14,28,127732345,1262,1,4,389,309149313,5,1236597252,13,25,5,9,217,630,121550249,11308962,5240356546,630,495,0,3,1,14,14,849,3,5235940726,5151788304,204117482,313641044,313657428,1,3,1,16309334320,73389,73389,14,14,14,313641048,7,3,246692,1828427,2562233,43495,5235940726,1782894,118993119,1577
553850.21,36,253952,62,255599,16840275914,9,73719810,1708,11,11,10196,1694,6,630,1828633,0,10,100505,14,28,127732345,1262,1,4,389,318661101,5,1274644404,13,25,5,9,217,630,124870944,11323430,5405732749,630,495,0,3,1,14,14,849,3,5401442024,5310637835,209591105,323288173,323288173,1,3,1,16810985028,73389,73389,14,14,14,323288177,7,3,249210,1875397,2622226,44848,5401442024,1828633,122253954,1577
555856.67,36,253952,62,262935,17324812602,10,75212874,1737,13,13,10196,1746,6,630,1880541,0,10,103396,14,28,127732345,1262,1,4,389,327796652,5,1311122108,13,27,5,9,217,630,128223928,11358316,5568350222,630,495,0,3,1,14,14,849,3,5563665237,5463878230,214447747,332535609,332551993,1,3,1,17291851700,73389,73389,14,14,14,332535613,7,3,259694,1928550,2692093,46201,5563665237,1880541,125537196,1577
557864.30,37,253952,62,272018,17922585818,10,76499874,1820,13,13,10196,1798,6,630,1956103,0,10,106951,14,28,127732345,1262,1,4,389,339084826,5,1356339304,13,27,5,9,217,630,132889656,11426332,5766027937,630,495,0,3,1,14,14,849,3,5761022300,5653109004,220471453,343987137,343987137,1,3,1,17887331156,73389,73389,14,14,14,343987141,7,3,266254,2005833,2794939,47818,5761022300,1956103,130100268,1577
559869.49,37,253952,62,279517,18415982908,11,78847483,1872,13,13,10196,1854,6,684,2010218,0,10,109871,14,28,136726129,1370,1,4,389,348345168,5,1393380672,13,27,5,9,217,684,136343362,11483092,5935439866,684,529,0,3,1,14,14,849,3,5929771495,5809238404,226323197,353411367,353411367,1,3,1,18377391116,73389,73389,14,14,14,353411371,7,3,270389,2061261,2864009,49229,5929771495,2010218,133485044,1711
561880.35,37,253952,62,286956,18907245672,11,80110054,1905,14,14,10196,1894,6,693,2057138,0,10,112798,14,28,139166532,1388,1,4,389,357642654,5,1430570616,13,28,5,9,217,693,139714239,11508068,6098653579,693,538,0,3,1,14,14,849,3,6092852167,5964424976,230979333,362808418,362808418,1,3,1,18866037768,73389,73389,14,14,14,362808422,7,3,276054,2109417,2924071,50563,6092852167,2057138,136795984,1736
563886.48,37,253952,62,296022,19503795938,11,81271020,1985,14,14,10196,1957,6,720,2125450,0,10,116338,14,28,144244305,1442,1,4,389,368827981,5,1475311924,13,28,5,9,217,720,144333110,11556245,6299998405,720,573,0,3,1,14,14,849,3,6294534055,6153770700,236750150,374175867,374192251,1,3,1,19457145116,73389,73389,14,14,14,374175871,7,3,280190,2179465,3014110,52255,6294534055,2125450,141325013,1834
565892.61,37,253952,62,302116,19904740902,12,83939680,2001,14,14,10196,1991,6,738,2156772,0,10,118727,14,28,147567148,1478,1,4,389,376408023,5,1505632092,13,28,5,9,217,738,146691525,11560781,6431499921,738,585,0,3,1,14,14,849,3,6425684416,6280326684,241824097,381873744,381890128,1,3,1,19857434720,73389,73389,14,14,14,381873748,7,3,281500,2211606,3059162,53337,6425684416,2156772,143638467,1888
567902.75,37,253952,62,310905,20485128830,12,85160795,2065,15,15,10196,2053,6,738,2219736,0,10,122176,14,28,147567148,1478,1,4,389,387347583,5,1549261364,13,29,5,9,217,738,151165170,11669489,6619505782,738,585,0,3,1,14,14,849,3,6614168913,6463715429,247616328,392986797,392986797,1,3,1,20435313476,73389,73389,14,14,14,392986801,7,3,285268,2276198,3137969,54915,6614168913,2219736,148033495,1888
569907.21,38,253952,62,317841,20942208320,13,87335417,2108,15,15,10196,2090,6,738,2262981,0,10,124902,14,28,147567148,1478,1,4,389,396020677,5,1584082708,13,29,5,9,217,738,154350170,11715207,6769178990,738,585,0,3,1,14,14,849,3,6762800437,6607733819,253017078,401767733,401767733,1,3,1,20891922148,73389,73389,14,14,14,401767737,7,3,286100,2320575,3192903,56144,6762800437,2262981,151163689,1888
571917.70,43,253952,62,324884,21405986446,13,88914108,2131,16,16,10196,2141,6,738,2309068,0,10,127662,14,28,147567148,1478,1,4,389,404744456,5,1618913296,13,30,5,9,217,738,157710338,11766965,6922467751,738,585,0,3,1,14,14,849,3,6916224703,6754654175,258003869,410632748,410632748,1,3,1,21352902928,73389,73389,14,14,14,410632752,7,3,291461,2367932,3255896,57431,6916224703,2309068,154461000,1888
573926.17,44,253952,62,332771,21926368018,13,90590807,2179,16,16,10196,2186,6,738,2371498,0,10,130762,14,28,147579214,1478,1,4,389,414591030,5,1658299544,13,30,5,9,217,738,161935629,11857027,7093467753,738,585,0,3,1,14,14,849,3,7087458098,6918816409,263981012,420603239,420603239,1,3,1,21871368460,73389,73389,14,14,14,420603243,7,3,292328,2431943,3321748,58853,7087458098,2371498,158620592,1888
575934.70,44,253952,62,340999,22469012904,13,92159040,2243,16,16,10196,2247,6,765,2438062,0,10,133986,14,28,152575562,1532,1,4,389,424784605,5,1699138420,13,30,5,9,217,765,166278527,12024806,7277762947,765,613,0,3,1,14,14,849,3,7271911817,7091106324,270053092,430958754,430958754,1,3,1,22409855240,73389,73389,14,14,14,430958758,7,3,296036,2500192,3403543,60408,7271911817,2438062,162881858,1981
577947.26,44,253952,62,349140,23004270104,13,93692270,2303,16,16,10196,2295,6,774,2505405,0,10,137167,14,28,154701590,1550,1,4,389,434858456,5,1739433824,13,30,5,9,217,774,170621576,12184568,7458943852,774,620,0,3,1,14,14,849,3,7452728983,7260496786,276009990,441191833,441191833,1,3,1,22941975348,73389,73389,14,14,14,441191837,7,3,297804,2569179,3487188,61898,7452728983,2505405,167141443,2012
579951.79,44,253952,62,355045,23393757846,14,96339968,2327,16,16,10196,2335,6,792,2541114,0,10,139478,14,28,157698045,1586,1,4,389,442208335,5,1768769004,13,30,5,9,217,792,173164770,12233744,7589713028,792,627,0,3,1,14,14,849,3,7583653597,7383915689,281320270,448629281,448629281,1,3,1,23328722644,73389,73389,14,14,14,448629285,7,3,300748,2605826,3526271,62994,7583653597,2541114,169645657,2055
581964.66,44,253952,62,362619,23892468314,14,97646656,2365,17,17,10196,2379,6,792,2601713,0,10,142440,14,28,157722177,1586,1,4,389,451595839,5,1806383356,13,31,5,9,217,792,177018408,12360116,7761565378,792,627,0,3,1,14,14,849,3,7754449236,7542033280,286550603,458149656,458149656,1,3,1,23823782144,73389,73389,14,14,14,458149660,7,3,306295,2667911,3603234,64404,7754449236,2601713,173422477,2055
583974.20,44,253952,62,370688,24424692976,14,99218058,2424,17,17,10196,2429,6,801,2673146,0,10,145593,14,28,159453428,1604,1,4,389,461612049,5,1846383412,13,31,5,9,217,801,181373388,12498945,7943886978,801,633,0,3,1,14,14,849,3,7936737575,7710689057,292623724,468324947,468324947,1,3,1,24352897276,73389,73389,14,14,14,468324951,7,3,309634,2741054,3691353,65921,7936737575,2673146,177689498,2085
585982.67,44,253952,62,378702,24951780776,14,100679782,2487,17,17,10196,2482,6,810,2747476,0,10,148713,14,28,160963336,1622,1,4,389,471492175,5,1885968700,13,31,5,9,217,810,185796681,12664701,8129455142,810,641,0,3,1,14,14,849,3,8121877322,7878183507,298690425,478363577,478363577,1,3,1,24874906036,73389,73389,14,14,14,478363581,7,3,313291,2817112,3785500,67461,8121877322,2747476,182018810,2116
587993.47,44,253952,62,387057,25501904114,14,102053627,2563,17,17,10196,2529,6,810,2823798,0,10,151959,14,28,160963336,1622,1,4,389,481797228,5,1927124132,13,31,5,9,217,810,190285747,12846087,8320263085,810,641,0,3,1,14,14,849,3,8312907168,8052959799,304676766,488832065,488832065,1,3,1,25419267412,73389,73389,14,14,14,488832069,7,3,318139,2895216,3879363,69047,8312907168,2823798,186414187,2116
590002.48,45,253952,62,395432,26053627756,14,103458989,2633,17,17,10196,2590,6,837,2902916,0,10,155221,14,28,165826357,1676,1,4,389,492118218,5,1968472872,13,31,5,9,217,837,194778082,12987390,8518517671,837,681,0,3,1,14,14,849,3,8512037002,8228838815,310703675,499314778,499314778,1,3,1,25962664552,73389,73389,14,14,14,499282014,7,3,323271,2976165,3972439,70708,8512037002,2902916,190813622,2206
592007.47,45,253952,62,402442,26515906824,15,105724353,2683,17,17,10196,2630,6,846,2956205,0,10,157952,14,28,168170190,1694,1,4,389,500803650,5,2003214600,13,31,5,9,217,846,198120488,13067657,8682046473,846,687,0,3,1,14,14,849,3,8674517607,8375585981,316425630,508126323,508126323,1,3,1,26422568828,73389,73389,14,14,14,508126327,7,3,329133,3030734,4051573,72057,8674517607,2956205,194077029,2226
