timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
243352.55,253952,62,165277,10889149702,39,50265679,0,300,41,41,3870,141,675,1037049,23,42362,45,74,144004148,1352,1,0,44,55,9,2144,675,0,0,0,36892017,3312696,3235922916,0,675,348,2,1,14,14,414,0,1,3235613648,3186898057,203808073,247130379,247130379,1,2,1,0,10873736676,73389,73389,14,14,14,247130379,7,3,563101,1059852,2291200,24708,3235613648,1037049,34602171,1811
245357.34,253952,62,176327,11617038830,39,52058608,0,335,41,41,3870,143,675,1093914,23,45484,45,74,144004148,1352,1,0,44,55,9,2144,675,0,0,0,39304465,3315164,3449532824,0,675,348,2,1,14,14,414,0,1,3448212432,3399695038,207862677,263672569,263672569,1,2,1,0,11601593036,73389,73389,14,14,14,263672569,7,3,566277,1118112,2355367,26330,3448212432,1093914,36950551,1811
247365.47,253952,62,188868,12443438490,39,53961934,0,362,46,46,3870,145,675,1183898,23,49017,45,74,144269600,1352,1,0,44,60,9,2144,675,0,0,0,42509101,3864825,3690300363,0,675,348,2,1,14,14,414,0,1,3690040272,3641240518,213969347,282452890,282469274,1,2,1,0,12427927160,73389,73389,14,14,14,282452890,7,3,577507,1210027,2477011,28175,3690040272,1183898,40033664,1811
249375.83,253952,62,202898,13367952158,42,60067870,0,401,47,47,3870,147,675,1301611,23,52952,45,74,144800504,1352,1,0,44,61,9,2144,675,0,0,0,46536070,5460822,3959133002,0,675,348,2,1,14,14,414,0,1,3959786448,3911488382,227548242,303465309,303465309,1,2,1,0,13351752700,73389,73389,14,14,14,303448925,7,3,594856,1330027,2647804,30233,3959786448,1301611,43889977,1811
251386.46,253952,62,217255,14313896098,42,62389813,0,440,48,48,3870,149,675,1426122,23,56980,45,74,145065956,1352,1,0,44,62,9,2144,675,0,0,0,50608208,7112469,4234779407,0,675,348,2,1,14,14,414,0,1,4235955152,4188002195,237253236,324969248,324969248,1,2,1,0,14298646912,73389,73389,14,14,14,324969248,7,3,608395,1456939,2825900,32340,4235955152,1426122,47784149,1811
253400.73,253952,62,231819,15273671442,43,66732655,0,481,49,49,3870,152,675,1549805,23,61081,45,74,145596860,1352,1,0,44,63,9,2144,675,0,0,0,54737108,8375073,4517765884,0,675,348,2,1,14,14,414,0,1,4516580304,4468568184,248302777,346782324,346782324,1,2,1,0,15258422256,73389,73389,14,14,14,346782324,7,3,623721,1583095,3008514,34481,4516580304,1549805,51730562,1811
255406.16,253952,62,243560,16047111398,47,72163039,0,509,49,49,3870,153,675,1616008,23,64373,45,74,145596860,1352,1,0,44,63,9,2144,675,0,0,0,57521856,8647327,4743446325,0,675,348,2,1,14,14,414,0,1,4742417360,4694635500,257103811,364362739,364362739,1,2,1,0,16031960516,73389,73389,14,14,14,364362739,7,3,625085,1650905,3071501,36204,4742417360,1616008,54452431,1811
257414.14,253952,62,256491,16899335550,47,74046425,0,542,52,52,3870,156,675,1702808,23,68047,45,74,146127764,1352,1,0,44,66,9,2144,675,0,0,0,60859812,9146903,4992868621,0,675,348,2,1,14,14,414,0,1,4991585232,4943862066,262754312,383722533,383722533,1,2,1,0,16883791452,73389,73389,14,14,14,383722533,7,3,640391,1739693,3181414,38105,4991585232,1702808,57680603,1811
259422.74,253952,62,270503,17822669570,47,78153709,0,586,52,52,3870,158,675,1805423,23,72006,45,74,146658668,1352,1,0,44,66,9,2144,675,0,0,0,64935875,10703810,5260531829,0,675,348,2,1,14,14,414,0,1,5261200336,5213699731,272437280,404710376,404710376,1,2,1,0,17806535648,73389,73389,14,14,14,404693992,7,3,649140,1844596,3324156,40162,5261200336,1805423,61614066,1811
261433.41,253952,62,284741,18760549274,47,82418244,0,623,53,53,3870,160,675,1927515,23,76000,45,74,146658668,1352,1,0,44,67,9,2144,675,0,0,0,68913847,12878530,5534999276,0,675,348,2,1,14,14,414,0,1,5535140816,5487899105,284267696,426028058,426028058,1,2,1,0,18745234552,73389,73389,14,14,14,426028058,7,3,659618,1968972,3480806,42252,5535140816,1927515,65435515,1811
263444.33,253952,62,299180,19711706634,49,88482963,0,659,54,54,3870,163,675,2035017,23,80093,45,74,147189572,1352,1,0,44,68,9,2144,675,0,0,0,73210484,14200277,5813267391,0,675,348,2,1,14,14,414,0,1,5812230987,5765893237,297308207,447636334,447652718,1,2,1,0,19695998696,73389,73389,14,14,14,447636334,7,3,677239,2079435,3656290,44370,5812230987,2035017,69556807,1811
265450.23,253952,62,313146,20631567246,50,91724138,0,708,54,54,3870,166,675,2137359,23,84065,45,74,147720476,1352,1,0,44,68,9,2144,675,0,0,0,77058169,15151960,6081462324,0,675,348,2,1,14,14,414,0,1,6080697705,6034738401,306234259,468558641,468558641,1,2,1,0,20616580204,73389,73389,14,14,14,468558641,7,3,688287,2183923,3806561,46425,6080697705,2137359,73254344,1811
267458.31,253952,62,324241,21362670946,52,95631963,0,722,55,55,3870,168,675,2195147,23,87202,45,74,147985928,1352,1,0,44,69,9,2144,675,0,0,0,79490337,15188879,6296914797,0,675,348,2,1,14,14,414,0,1,6294345065,6248428447,312668642,485164208,485180592,1,2,1,0,21347225152,73389,73389,14,14,14,485164208,7,3,691732,2243047,3888598,48055,6294345065,2195147,75604584,1811
269467.63,253952,62,338210,22282773000,52,97169333,0,754,60,60,3870,171,675,2305344,23,91221,45,74,148516832,1352,1,0,44,74,9,2144,675,0,0,0,83364831,16334037,6561102504,0,675,348,2,1,14,14,414,0,1,6562459658,6517278598,320674966,506094707,506094707,1,2,1,0,22267446212,73389,73389,14,14,14,506078323,7,3,713235,2355497,4059047,50107,6562459658,2305344,79308774,1811
271473.69,253952,62,349995,23059361992,58,105537830,0,784,60,60,3870,173,675,2376763,23,94541,45,74,148782284,1352,1,0,44,74,9,2144,675,0,0,0,86361030,16829907,6791901217,0,675,348,2,1,14,14,414,0,1,6789476362,6744348176,333490952,523730307,523746691,1,2,1,0,23044133508,73389,73389,14,14,14,523730307,7,3,719440,2428527,4159109,51839,6789476362,2376763,82205001,1811
273479.34,253952,62,360451,23748162204,58,107620053,0,824,60,60,3870,176,675,2433022,23,97556,45,74,149313188,1352,1,0,44,74,9,2144,675,0,0,0,88708593,16832980,6993313578,0,675,348,2,1,14,14,414,0,1,6990273347,6945707561,337864646,539393794,539393794,1,2,1,0,23733326936,73389,73389,14,14,14,539393794,7,3,725432,2486114,4231072,53377,6990273347,2433022,84480693,1811
275490.70,253952,62,373326,24596450888,58,109761088,0,862,62,62,3870,178,675,2536413,23,101179,45,74,149844092,1352,1,0,44,76,9,2144,675,0,0,0,92256179,17889864,7238939630,0,675,348,2,1,14,14,414,0,1,7237606211,7193629392,344295219,558665635,558682019,1,2,1,0,24581287940,73389,73389,14,14,14,558665635,7,3,739443,2591603,4377717,55264,7237606211,2536413,87881757,1811
277498.91,253952,62,386399,25457620704,59,113650141,0,899,64,64,3870,180,675,2654583,23,104852,45,74,150109544,1352,1,0,44,78,9,2144,675,0,0,0,95969656,19515662,7490535407,0,675,348,2,1,14,14,414,0,1,7488953790,7445284014,354414008,578246613,578262997,1,2,1,0,25442850972,73389,73389,14,14,14,578246613,7,3,756206,2711965,4557500,57188,7488953790,2654583,91415564,1811
279513.32,253952,62,399068,26291101560,60,120125807,0,945,66,66,3870,186,675,2768538,23,108626,45,74,151171352,1352,1,0,44,80,9,2144,675,0,0,0,99586971,21469381,7730910774,0,675,348,2,1,14,14,414,0,1,7730000323,7688920762,367185494,597196807,597196807,1,2,1,0,26276659508,73389,73389,14,14,14,597196807,7,3,769429,2828003,4709122,59042,7730000323,2768538,94881370,1811
279987.19,253952,62,400982,26415782060,62,120425622,2,949,70,70,3870,194,675,2783919,23,109422,50,74,158511825,1359,1,1035,49,91,44,2699,675,581,1035,108,100601792,22187649,7767440209,8,675,348,2,1,14,14,414,56712510,1,7763869224,7725268584,485830100,600037902,600037902,1,2,1,56712510,26401667688,73389,73389,14,14,14,600037902,7,3,775908,2843696,4755718,59330,7763869224,2783919,95849626,1811
