timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1007363.52,253952,62,192146,12659592758,34,44429378,221,39,39,6481,145,675,856417,43,49910,46,80,144535052,1352,1,0,45,53,3,14,199,675,0,0,0,35112095,839,3751979697,0,675,339,2,1,14,14,305,1,3752954832,3704454801,90708666,287365487,287365487,1,2,1,12643360532,73389,73389,14,14,14,287349103,5,3,539425,876432,1737434,28655,3752954832,856417,33376197,1619
1009367.36,253952,62,213318,14054553606,34,45425511,226,41,41,6481,149,675,949487,43,55904,46,80,145065956,1352,1,0,45,55,3,14,199,675,0,0,0,39265252,983,4157290100,0,675,339,2,1,14,14,305,1,4160457680,4112204122,99328924,319073611,319073611,1,2,1,14039238884,73389,73389,14,14,14,319073611,5,3,552353,971928,1882534,31764,4160457680,949487,37384426,1619
1011372.51,253952,62,234886,15475732162,34,45782211,231,43,43,6481,152,675,1046013,43,61952,46,80,145596860,1352,1,0,45,57,3,14,199,675,0,0,0,43555115,1102,4572438645,0,675,339,2,1,14,14,305,1,4575431632,4527603566,109325890,351377592,351377592,1,2,1,15460614048,73389,73389,14,14,14,351377592,5,3,569441,1070897,2032889,34930,4575431632,1046013,41524104,1619
1013376.40,253952,62,256491,16899335550,34,45782211,231,43,43,6481,156,675,1139654,43,68049,46,80,146127764,1352,1,0,45,57,3,14,199,675,0,0,0,47707845,1271,4988498754,0,675,339,2,1,14,14,305,1,4991585232,4943862066,117074240,383722533,383722533,1,2,1,16883791452,73389,73389,14,14,14,383722533,5,3,576417,1166934,2152251,38105,4991585232,1139654,45557636,1619
1015380.74,253952,62,278324,18337881146,34,45782211,231,43,43,6481,159,675,1231743,43,74183,46,80,146658668,1352,1,0,45,57,3,14,199,675,0,0,0,51897750,1292,5409016738,0,675,339,2,1,14,14,305,1,5411802064,5364290413,123682787,416419730,416419730,1,2,1,18322468120,73389,73389,14,14,14,416419730,5,3,584214,1261362,2272162,41311,5411802064,1231743,49627800,1619
1017384.89,253952,62,300150,19775542006,34,45782211,231,43,43,6481,163,675,1318969,43,80357,46,80,147189572,1352,1,0,45,57,3,14,199,675,0,0,0,56021246,1345,5828489721,0,675,339,2,1,14,14,305,1,5831236427,5784552888,129707148,449084159,449100543,1,2,1,19759702996,73389,73389,14,14,14,449084159,5,3,590762,1350872,2391074,44515,5831236427,1318969,53632557,1619
1019388.99,253952,62,321713,21195934130,34,45782211,231,43,43,6481,168,675,1410299,43,86513,46,80,147985928,1352,1,0,45,57,3,14,199,675,0,0,0,60160579,1405,6243532187,0,675,339,2,1,14,14,305,1,6245455209,6199687316,135800941,481388140,481388140,1,2,1,21180357264,73389,73389,14,14,14,481371756,5,3,596425,1444416,2507303,47682,6245455209,1410299,57655828,1619
1021393.37,253952,62,343321,22619585660,34,45782211,231,43,43,6481,172,675,1504485,43,92668,46,80,148782284,1352,1,0,45,57,3,14,199,675,0,0,0,64283721,1431,6659272103,0,675,339,2,1,14,14,305,1,6661156874,6615782932,152536085,513747306,513747306,1,2,1,22604881464,73389,73389,14,14,14,513747306,5,3,604068,1540962,2632199,50860,6661156874,1504485,61654242,1619
1023397.60,253952,62,359285,23671642308,41,53965834,253,45,45,6481,175,675,1574968,43,97140,46,80,149047736,1352,1,0,45,59,3,14,199,675,0,0,0,67371906,1602,6969784718,0,675,339,2,1,14,14,305,1,6968520714,6923375513,226688711,537653216,537653216,1,2,1,23656741504,73389,73389,14,14,14,537653216,5,3,624070,1613150,2745602,53205,6968520714,1574968,64629160,1619
1025401.90,253952,62,380636,25077908116,41,54540368,253,45,45,6481,179,675,1657124,43,103228,46,80,149844092,1352,1,0,45,59,3,14,199,675,0,0,0,71411170,1764,7379283489,0,675,339,2,1,14,14,305,1,7378508611,7334367448,232644424,569607100,569623484,1,2,1,25062712400,73389,73389,14,14,14,569607100,5,3,626871,1697452,2848561,56339,7378508611,1657124,68565630,1619
1027406.29,253952,62,400614,26391971388,41,54540368,253,46,46,6481,189,675,1738123,43,109212,46,80,151171352,1352,1,0,45,60,3,14,199,675,0,0,0,75546586,1807,7758292355,0,675,339,2,1,14,14,305,1,7758020565,7718391630,238883843,599492282,599492282,1,2,1,26377660408,73389,73389,14,14,14,599492282,5,3,635706,1780447,2974266,59274,7758020565,1738123,72575496,1619
1027499.53,253952,62,400982,26415782060,41,54540368,253,47,47,6481,191,675,1739425,43,109422,53,87,158511825,1359,1,1035,52,68,3,45,230,675,286,1035,89,75774663,1841,7767043441,8,675,339,2,1,14,14,305,1,7763869224,7725268584,325286303,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,5,3,637274,1781788,2979395,59330,7763869224,1739425,72798454,1619
