timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
167725.86,8,253952,62,77156,5082087358,4,15057358,574,7,7,4947,539,1,585,521406,9,30318,18,23,113720515,1172,1,0,4,483,96103990,7,384287004,17,21,73,13,87,585,0,0,37701700,179981,1637130225,0,585,369,3,1,14,14,994,0,3,1635666167,1603312621,52896147,97510403,97510403,1,3,1,0,5070540988,73389,73389,14,14,14,97510407,5,3,121998,534494,829130,13615,1635666167,521406,36874028,1514
169734.88,8,253952,62,85082,5603757904,4,16308828,662,7,7,4947,572,1,585,595689,9,33429,18,23,114384145,1172,1,0,4,483,106007337,7,423964872,17,21,73,13,87,585,0,0,42386153,259161,1809629042,0,585,369,3,1,14,14,994,0,3,1808786203,1767466997,58897668,107555066,107555066,1,3,1,0,5592863464,73389,73389,14,14,14,107555070,5,3,127227,610483,922075,15023,1808786203,595689,41465704,1514
171739.76,10,253952,62,92632,6101414346,4,17504546,741,7,7,4947,653,1,585,657672,9,36422,18,23,115988923,1172,1,0,4,483,115389499,7,461557996,17,21,73,13,87,585,0,0,46756991,334037,1960264282,0,585,369,3,1,14,14,994,0,3,1958870017,1924570814,64527801,117103891,117103891,1,3,1,0,6089402364,73389,73389,14,14,14,117103895,5,3,132201,674058,999943,16330,1958870017,657672,45758831,1514
173745.64,10,253952,62,98121,6464531996,5,20103850,750,7,7,4947,664,1,585,689227,9,38576,18,23,118414189,1172,1,0,4,483,122279902,7,489119608,17,21,73,13,87,585,0,0,49178732,334416,2076735847,0,585,369,3,1,14,14,994,0,3,2075119142,2038975254,69549756,124076110,124076110,1,3,1,0,6451957752,73389,73389,14,14,14,124076114,5,3,135668,706438,1046953,17244,2075119142,689227,48133651,1514
175751.10,11,253952,62,105241,6933645978,5,21230999,809,8,8,4947,737,1,585,744484,9,41404,18,23,118727905,1172,1,0,4,483,131179464,7,524717856,17,22,73,13,87,585,0,0,52950458,403983,2228955780,0,585,369,3,1,14,14,994,0,3,2227699294,2186847922,74507131,133086422,133086422,1,3,1,0,6920493976,73389,73389,14,14,14,133086426,5,3,141594,763102,1120732,18564,2227699294,744484,51831742,1514
177758.81,11,253952,62,111327,7334380370,6,23812060,824,9,9,4947,754,1,594,781246,9,43768,18,23,120169572,1190,1,0,4,483,138750972,7,554939272,17,23,73,13,87,594,0,0,55763783,418327,2359142257,0,594,377,3,1,14,14,994,0,3,2357806828,2313100121,79914063,140782140,140782140,1,3,1,0,7320671312,73389,73389,14,14,14,140782144,5,3,146972,800837,1172653,19600,2357806828,781246,54593252,1545
179766.26,12,253952,62,119169,7849416406,6,25323446,889,9,9,4947,831,1,612,848680,9,46866,18,23,123053729,1226,1,0,4,483,148494176,7,593912084,17,23,73,13,87,612,0,0,60124651,545145,2518610108,0,612,396,3,1,14,14,994,0,3,2517508069,2475568021,85891581,150665122,150681506,1,3,1,0,7834586376,73389,73389,14,14,14,150665126,5,3,149434,869862,1246536,20994,2517508069,848680,58880396,1609
181776.85,13,253952,62,126963,8362724244,6,26855572,945,9,9,4947,866,1,639,916113,9,49913,18,23,127435158,1280,1,0,4,483,158180283,7,632591828,17,23,73,13,87,639,0,0,64528462,683699,2684404743,0,639,420,3,1,14,14,994,0,3,2682503319,2637469243,91969141,160530191,160530191,1,3,1,0,8347569964,73389,73389,14,14,14,160530195,5,3,154444,938978,1361398,22345,2682503319,916113,63169502,1697
183782.30,13,253952,62,133802,8813120960,6,28197765,994,9,9,4947,893,1,648,968818,9,52602,18,23,129248035,1298,1,0,4,483,166735296,7,666941184,17,23,73,13,87,648,0,0,68129716,750427,2827814146,0,648,428,3,1,14,14,994,0,3,2825238845,2779065241,96977297,169198598,169198598,1,3,1,0,8798327128,73389,73389,14,14,14,169198602,5,3,160892,992982,1450349,23508,2825238845,968818,66681939,1724
185787.26,13,253952,62,139233,9171520506,7,30873985,1022,9,9,4947,948,1,657,1001165,9,54757,18,23,131060221,1316,1,0,4,483,173502974,7,694011896,17,23,73,13,87,657,0,0,70536559,763782,2943246471,0,657,433,3,1,14,14,994,0,3,2940706733,2892221527,102069074,176062606,176062606,1,3,1,0,9155255544,73389,73389,14,14,14,176062610,5,3,167449,1026261,1499379,24496,2940706733,1001165,69039849,1749
187795.09,13,253952,62,145314,9571625568,7,32218035,1042,10,10,4947,972,1,657,1044277,9,57132,18,23,131060221,1316,1,0,4,483,181100787,7,724338708,17,24,73,13,87,657,0,0,73611003,792030,3068395129,0,657,433,3,1,14,14,994,0,3,3065872984,3018145307,106457435,183752291,183768675,1,3,1,0,9555119164,73389,73389,14,14,14,183752295,5,3,174967,1070468,1572306,25512,3065872984,1044277,72041481,1749
189800.47,14,253952,62,152316,10032585646,7,33715445,1080,10,10,4947,1042,1,657,1105242,9,59898,18,23,131060221,1316,1,0,4,483,189809029,7,759236116,17,24,73,13,87,657,0,0,77508746,918660,3221229477,0,657,433,3,1,14,14,994,0,3,3218305008,3163716902,112025399,192600922,192600922,1,3,1,0,10015247976,73389,73389,14,14,14,192600926,5,3,176455,1132905,1654241,26825,3218305008,1105242,75857432,1749
191807.99,14,253952,62,157402,10366787522,8,36554746,1095,10,10,4947,1056,1,666,1132922,9,61880,18,23,132872245,1334,1,0,4,483,196153450,7,784613800,17,24,73,13,87,666,0,0,79714572,919679,3327921179,0,666,438,3,1,14,14,994,0,3,3325431773,3269140221,117070698,199014814,199014814,1,3,1,0,10348770360,73389,73389,14,14,14,199014818,5,3,178583,1161323,1695240,27676,3325431773,1132922,78022344,1772
193817.04,15,253952,62,164537,10836673972,8,36622607,1109,10,10,4947,1125,1,684,1196054,9,64700,18,23,136183400,1370,1,0,4,483,205008403,7,820033612,17,24,73,13,87,684,0,0,83633859,953328,3475987096,0,684,458,3,1,14,14,994,0,3,3473359715,3417625717,121096589,208016934,208016934,1,3,1,0,10816880600,73389,73389,14,14,14,208016938,5,3,180691,1225952,1759207,28959,3473359715,1196054,81877798,1838
195831.59,15,253952,62,171760,11313491376,8,38440926,1137,11,11,4947,1156,1,693,1261983,9,67532,18,23,137994958,1388,1,0,4,483,214023357,7,856093428,17,25,73,13,87,693,0,0,87618901,1036220,3633897291,0,693,466,3,1,14,14,994,0,3,3631887939,3567915761,126934131,217176417,217176417,1,3,1,0,11293173716,73389,73389,14,14,14,217176421,5,3,185370,1293417,1847245,30243,3631887939,1261983,85774945,1875
197836.54,16,253952,62,178717,11771669604,8,40035717,1181,11,11,4947,1189,2,693,1317657,9,70260,18,23,138007024,1388,1,0,4,483,222731512,7,890861312,17,25,73,13,87,693,0,0,91325041,1172052,3776134869,0,693,466,3,1,14,14,994,0,3,3773094086,3712099532,132389566,225992280,225992280,1,3,1,0,11751598592,73389,73389,14,14,14,225992284,5,3,191801,1350505,1931296,31389,3773094086,1317657,89397170,1875
199846.99,16,253952,62,184058,12124472560,9,42733806,1192,11,11,4947,1239,3,711,1349175,9,72365,18,23,141305938,1424,1,0,4,483,229336168,7,917279928,17,25,73,13,87,711,0,0,93668175,1181929,3890639464,0,711,474,3,1,14,14,994,0,3,3887639389,3823881075,137471424,232706673,232706673,1,3,1,0,12099895060,73389,73389,14,14,14,232690293,5,3,195283,1382877,1964214,32373,3887639389,1349175,91719469,1923
201857.80,16,253952,62,191692,12626759824,9,44208713,1226,12,12,4947,1279,3,720,1418584,9,75364,18,23,143118188,1442,1,0,4,483,238889904,7,955494996,17,26,73,13,87,720,0,0,97838256,1297968,4054924466,0,720,484,3,1,14,14,994,0,3,4051246352,3982262978,143216424,242364153,242364153,1,3,1,0,12602935988,73389,73389,14,14,14,242364157,5,3,198756,1453926,2047020,33714,4051246352,1418584,95794889,1954
203866.05,16,253952,62,199617,13148968134,9,45716766,1286,12,12,4947,1351,3,738,1496086,9,78482,18,23,146428812,1478,1,0,4,483,248678521,7,994714084,17,26,73,13,87,738,0,0,102187778,1445796,4232594015,0,738,501,3,1,14,14,994,0,3,4229869839,4147415274,149185584,252324737,252341121,1,3,1,0,13120886356,73389,73389,14,14,14,252324741,5,3,203796,1533239,2140885,35243,4229869839,1496086,100050694,2017
205876.06,17,253952,62,207707,13682617316,9,47156260,1351,12,12,4947,1385,3,756,1565558,9,81650,18,23,149752380,1514,1,0,4,483,258775723,7,1035102892,17,26,73,13,87,756,0,0,106638475,1619442,4403819495,0,756,519,3,1,14,14,994,0,3,4400606935,4316209550,155244379,262549180,262565564,1,3,1,0,13652557392,73389,73389,14,14,14,262549184,5,3,207277,1604318,2214901,36623,4400606935,1565558,104427536,2084
207884.83,17,253952,62,215667,14206293448,9,48639352,1420,12,12,4947,1432,3,774,1639558,9,84762,18,23,153064369,1550,1,0,4,483,268669704,7,1074678816,17,26,73,13,87,774,0,0,111032991,1786838,4577382750,0,774,538,3,1,14,14,994,0,3,4573612245,4481756160,161282301,272583492,272583492,1,3,1,0,14174341616,73389,73389,14,14,14,272583496,5,3,212601,1680059,2317038,38055,4573612245,1639558,108720080,2148
209898.34,19,253952,62,223713,14737312432,9,50122716,1489,12,12,4947,1498,4,774,1719541,9,87937,18,23,153064369,1550,1,0,4,483,278676173,7,1114704692,17,26,73,13,87,774,0,0,115432266,1953497,4764226995,0,774,538,3,1,14,14,994,0,3,4759896538,4649894604,167313437,282732048,282732048,1,3,1,0,14702066528,73389,73389,14,14,14,282732052,5,3,218157,1761892,2400789,39624,4759896538,1719541,113035770,2148
211907.69,20,253952,62,231690,15262373578,9,51620536,1555,12,12,4947,1540,4,774,1798048,9,91044,18,23,153378085,1550,1,0,4,483,288564093,7,1154256372,17,26,73,13,87,774,0,0,119786650,2161132,4935209146,0,774,538,3,1,14,14,994,0,3,4930848499,4816282121,173358471,292760327,292760327,1,3,1,0,15223537036,73389,73389,14,14,14,292760331,5,3,220597,1842119,2492774,41031,4930848499,1798048,117298317,2148
213918.12,20,253952,62,239819,15799133700,9,53054265,1633,12,12,4947,1598,4,774,1877286,9,94231,18,23,153378085,1550,1,0,4,483,298648814,7,1194530716,17,26,73,13,87,774,0,0,124266229,2282238,5117865302,0,774,538,3,1,14,14,994,0,3,5113746828,4985996902,179369316,303021412,303037796,1,3,1,0,15757113456,73389,73389,14,14,14,303021416,5,3,227433,1923171,2598424,42562,5113746828,1877286,121672407,2148
215923.42,21,253952,62,248206,16350690560,9,54141535,1718,12,12,4947,1645,4,783,1951821,9,97504,18,23,154818509,1568,1,0,4,483,309081605,7,1236326420,17,26,73,13,87,783,0,0,128789941,2327279,5305105572,0,783,548,3,1,14,14,994,0,3,5300537100,5160572463,185024211,313600714,313600714,1,3,1,0,16307237160,73389,73389,14,14,14,313600718,5,3,234115,1999434,2691555,44102,5300537100,1951821,126103161,2181
217928.59,21,253952,62,253820,16719900726,10,56793191,1728,12,12,4947,1691,4,783,1982135,9,99714,18,23,154818509,1568,1,0,4,483,316048656,7,1264194624,17,26,73,13,87,783,0,0,131160950,2327324,5426043043,0,783,548,3,1,14,14,994,0,3,5421388177,5277292430,190046625,320653582,320653582,1,3,1,0,16673986296,73389,73389,14,14,14,320653586,5,3,237665,2030578,2729468,45122,5421388177,1982135,128436346,2181
219933.75,22,253952,62,262666,17301598940,10,57944711,1820,13,13,4947,1737,4,783,2056439,9,103163,18,23,154818509,1568,1,0,4,483,327021002,7,1308019520,17,27,73,13,87,783,0,0,135951434,2364785,5621226814,0,783,548,3,1,14,14,994,0,3,5616780530,5461442688,196016824,331781748,331781748,1,3,1,0,17252650928,73389,73389,14,14,14,331781752,5,3,244610,2106623,2833523,46725,5616780530,2056439,133122947,2181
221940.32,23,253952,62,271359,17876286646,10,59084185,1916,13,13,4947,1788,4,783,2131211,9,106572,18,23,155132225,1568,1,0,4,483,337825977,7,1351303908,17,27,73,13,87,783,0,0,140785668,2418275,5812396471,0,783,548,3,1,14,14,994,0,3,5807371737,5643106153,202029249,342773636,342790020,1,3,1,0,17824229104,73389,73389,14,14,14,342773640,5,3,248804,2183189,2926753,48298,5807371737,2131211,137864137,2181
223945.98,24,253952,62,279310,18399885176,10,60150119,1994,13,13,4947,1849,12,783,2200238,9,109688,18,23,155132225,1568,1,0,4,483,347678530,7,1390714120,17,27,73,13,87,783,0,0,145089908,2467617,5993263245,0,783,548,3,1,14,14,994,0,3,5987813152,5809020771,207436830,352783372,352783372,1,3,1,0,18344735376,73389,73389,14,14,14,352783376,5,3,252058,2253816,3014734,49815,5987813152,2200238,142080558,2181
225952.08,24,253952,62,284858,18765859092,11,62868150,2020,13,13,4947,1873,12,783,2229198,9,111876,18,23,155132225,1568,1,0,4,483,354671735,7,1418686940,17,27,73,13,87,783,0,0,147455165,2467644,6108035372,0,783,548,3,1,14,14,994,0,3,6103017195,5924078694,212511849,359833637,359833637,1,3,1,0,18711349156,73389,73389,14,14,14,359833641,5,3,258526,2283545,3059769,50753,6103017195,2229198,144400878,2181
227958.53,24,253952,62,290564,19141098570,11,64381303,2039,13,13,4947,1915,12,792,2264314,9,114093,18,23,156641857,1586,1,0,4,483,361695440,7,1446652696,17,27,73,13,87,792,0,0,149973285,2467691,6241261973,0,792,554,3,1,14,14,994,0,3,6235625139,6043690167,216549495,366952041,366952041,1,3,1,0,19081506164,73389,73389,14,14,14,366952045,5,3,263791,2319562,3114734,51866,6235625139,2264314,146864123,2207
229964.12,24,253952,62,296640,19542360070,12,66419053,2065,14,14,4947,1955,12,792,2305990,9,116477,18,23,156943507,1586,1,0,4,483,369233139,7,1476932556,17,28,73,13,87,792,0,0,152790321,2492819,6378854653,0,792,554,3,1,14,14,994,0,3,6373108377,6170577527,221427471,374630931,374630931,1,3,1,0,19480808444,73389,73389,14,14,14,374630935,5,3,267515,2362295,3172770,53010,6373108377,2305990,149623236,2207
231973.42,24,253952,62,303493,19992503888,12,68188484,2108,15,15,4947,1998,12,792,2361049,9,119160,18,23,156943507,1586,1,0,4,483,377739283,7,1510892464,17,29,73,13,87,792,0,0,156376872,2546072,6532684881,0,792,554,3,1,14,14,994,0,3,6527464527,6313350586,226783283,383226054,383242438,1,3,1,0,19927754840,73389,73389,14,14,14,383226058,5,3,272781,2418698,3245604,54289,6527464527,2361049,153137073,2207
233985.34,30,253952,62,311333,20509125254,12,69704199,2171,15,15,4947,2044,12,819,2435097,9,122221,18,23,161438848,1640,1,0,4,483,387444200,7,1549776800,17,29,73,13,87,819,0,0,160769227,2691151,6708422476,0,819,581,3,1,14,14,994,0,3,6703306437,6477053417,232801129,393102559,393102559,1,3,1,0,20439629164,73389,73389,14,14,14,393069795,5,3,280471,2494428,3336534,55739,6703306437,2435097,157438660,2310
235998.96,32,253952,62,319393,21040169502,12,71066391,2247,15,15,4947,2110,12,855,2515074,9,125359,18,23,167682429,1711,1,0,4,483,397359455,7,1589437820,17,29,73,13,87,855,0,0,165291926,2865050,6901441996,0,855,620,3,1,14,14,994,0,3,6896688767,6646400861,238883714,403148937,403165321,1,3,1,0,20963744756,73389,73389,14,14,14,403148941,5,3,284953,2576245,3427777,57372,6896688767,2515074,161870278,2446
238004.46,32,253952,62,325249,21426470112,13,73352105,2280,15,15,4947,2134,12,855,2556006,9,127637,18,23,168061808,1712,1,0,4,483,404616731,7,1618466924,17,29,73,13,87,855,0,0,168061434,2893111,7030007119,0,855,620,3,1,14,14,994,0,3,7023960448,6768450268,243974183,410570001,410570001,1,3,1,0,21349640084,73389,73389,14,14,14,410570005,5,3,288873,2618191,3495599,58396,7023960448,2556006,164572072,2446
240011.24,32,253952,62,330805,21792446292,13,75158687,2315,15,15,4947,2180,12,918,2592582,9,129819,18,23,178564347,1838,1,0,4,483,411484901,7,1645939604,17,29,73,13,87,918,0,0,170634761,2893147,7158582181,0,918,647,3,1,14,14,994,0,3,7152168890,6885062163,248353783,417520247,417520247,1,3,1,0,21711052876,73389,73389,14,14,14,417520251,5,3,295921,2655696,3551559,59487,7152168890,2592582,167089545,2630
242020.85,32,253952,62,337946,22263286444,13,76454957,2368,16,16,4947,2217,12,936,2658321,9,132593,18,23,182491825,1874,1,0,4,483,420353034,7,1681282760,17,30,73,13,87,936,0,0,174830341,3019566,7322716335,0,936,661,3,1,14,14,994,0,3,7316813066,7034553529,253938009,426495632,426495632,1,3,1,0,22177772896,73389,73389,14,14,14,426495636,5,3,300146,2722981,3642584,60833,7316813066,2658321,171194247,2692
244026.93,33,253952,62,342981,22595142500,14,79131574,2389,16,16,4947,2259,12,945,2687845,9,134558,18,23,184001856,1892,1,0,4,483,426508710,7,1706034840,17,30,73,13,87,945,0,0,177056974,3022972,7439337851,0,945,663,3,1,14,14,994,0,3,7432680270,7139827898,258871516,432823286,432823286,1,3,1,0,22506810904,73389,73389,14,14,14,432823290,5,3,302185,2753263,3684514,61818,7432680270,2687845,173379047,2713
246033.26,33,253952,62,348151,22936461282,14,80818406,2422,16,16,4947,2279,12,954,2719541,9,136585,18,23,185814303,1910,1,0,4,483,432984880,7,1731939520,17,30,73,13,87,954,0,0,179494650,3030915,7553719131,0,954,669,3,1,14,14,994,0,3,7546957591,7247958149,263002301,439343230,439343230,1,3,1,0,22845847992,73389,73389,14,14,14,439343234,5,3,307673,2785791,3735394,62743,7546957591,2719541,175765944,2744
248042.58,33,253952,62,354864,23378021294,14,82767820,2446,17,17,4947,2332,12,954,2782338,9,139207,18,23,186152151,1910,1,0,4,483,441293827,7,1765110700,17,31,73,13,87,954,0,0,183391889,3101806,7716637058,0,954,669,3,1,14,14,994,0,3,7710398911,7388803982,268434539,447721043,447737427,1,3,1,0,23281494268,73389,73389,14,14,14,447721047,5,3,312414,2850115,3818407,64127,7710398911,2782338,179580304,2744
250050.61,33,253952,62,361620,23823340502,14,84664915,2477,17,17,4947,2370,12,1008,2843532,9,141834,18,23,195086313,2018,1,0,4,483,449653379,7,1798549052,17,31,73,13,87,1008,0,0,187401320,3251591,7875356661,0,1008,719,3,1,14,14,994,0,3,7868721936,7530525484,274967444,456182491,456182491,1,3,1,0,23721489564,73389,73389,14,14,14,456182495,5,3,315549,2912819,3896440,65435,7868721936,2843532,183511837,2929
252067.23,33,253952,62,368560,24280946700,14,86421234,2521,17,17,4947,2405,13,1071,2908535,9,144539,18,23,205461743,2144,1,0,4,483,458227290,7,1832844472,17,31,73,13,87,1071,0,0,191518682,3437331,8034786816,0,1071,777,3,1,14,14,994,0,3,8028511095,7675688207,281012002,464895732,464912116,1,3,1,0,24174578096,73389,73389,14,14,14,464895736,5,3,318708,2979421,3982391,66753,8028511095,2908535,187543387,3157
254072.90,33,253952,62,375502,24737675388,14,87913462,2571,17,17,4947,2463,13,1152,2976435,9,147222,18,23,219600140,2306,1,0,4,483,466701293,7,1866805172,17,31,73,13,87,1152,0,0,195590475,3562347,8203697606,0,1152,874,3,1,14,14,994,0,3,8196929805,7821720515,286691413,473555947,473555947,1,3,1,0,24624909276,73389,73389,14,14,14,473555951,5,3,325263,3048873,4081331,68185,8196929805,2976435,191516372,3461
256081.68,33,253952,62,380454,25063174940,15,90762716,2587,17,17,4947,2482,13,1161,3003225,9,149137,18,23,221412915,2324,1,0,4,483,472833455,7,1891204616,17,31,73,13,87,1161,0,0,197765164,3563693,8311842621,0,1161,878,3,1,14,14,994,0,3,8304703185,7924822977,291716199,479775390,479775390,1,3,1,0,24948320312,73389,73389,14,14,14,479775394,5,3,329615,3076423,4130313,69055,8304703185,3003225,193642183,3481
258092.74,33,253952,62,387142,25504061832,15,91955079,2609,18,18,4947,2535,13,1161,3072448,9,151764,18,23,222354063,2324,1,0,4,483,481103818,7,1924350640,17,32,73,13,87,1161,0,0,201763029,3678466,8478566911,0,1161,878,3,1,14,14,994,0,3,8471703540,8065748473,296880972,488113958,488113958,1,3,1,0,25381925848,73389,73389,14,14,14,488113962,5,3,333549,3147253,4231347,70472,8471703540,3072448,197539144,3481
