timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
262680.77,3790,253952,62,67119,4420170748,1,16898074,322,4,4,9704,479,0,594,530678,15,26377,17,39,116428883,1190,1,4,498,83542360,7,334169440,16,18,101,12,124,594,35481854,1287605,1426212823,594,440,3,1,14,14,977,3,1425415802,1394816009,53602140,84799910,84799910,1,3,1,4409595352,73389,73389,14,14,14,84799914,8,3,132261,543632,796427,11897,1425415802,530678,34686752,1486
264688.12,3793,253952,62,74725,4921473074,1,18656658,363,4,4,9704,528,0,603,590334,15,29368,17,39,119137480,1208,1,4,498,93045071,7,372115528,16,18,101,12,124,603,39657711,1432587,1588933104,603,446,3,1,14,14,977,3,1587457166,1552411947,59671920,94455231,94455231,1,3,1,4911672044,73389,73389,14,14,14,94455235,8,3,139267,604776,889416,13249,1587457166,590334,38769777,1518
266692.56,3793,253952,62,80580,5308299382,2,21282708,388,4,4,9704,566,0,603,622778,15,31672,17,39,121611010,1208,1,4,498,100360131,7,401375856,16,18,101,12,124,603,42220282,1484748,1706311839,603,446,3,1,14,14,977,3,1704736790,1674444392,64905011,101855593,101855593,1,3,1,5296490868,73389,73389,14,14,14,101855597,8,3,145419,638087,946346,14222,1704736790,622778,41275513,1518
268699.72,3795,253952,62,87918,5790875406,2,22345150,401,5,5,9704,631,0,603,677492,15,34582,17,39,121611010,1208,1,4,498,109490193,7,437960772,16,19,101,12,124,603,45822511,1534334,1856857943,603,446,3,1,14,14,977,3,1855931584,1826620788,69616982,111134526,111167294,1,3,1,5778995384,73389,73389,14,14,14,111134530,8,3,150164,694135,1024820,15515,1855931584,677492,44799401,1518
270705.77,3796,253952,62,95322,6278421266,2,23966287,435,5,5,9704,660,0,612,731568,15,37455,17,39,123053019,1226,1,4,498,118710770,7,474778712,16,19,101,12,124,612,49425899,1630248,2016368769,612,455,3,1,14,14,977,3,2015267030,1980127895,74934357,120519511,120519511,1,3,1,6267014604,73389,73389,14,14,14,120519515,8,3,155705,749614,1111678,16805,2015267030,731568,48316074,1554
272711.74,3796,253952,62,100651,6628953672,4,26537378,454,6,6,9704,708,0,612,758773,15,39555,17,39,123053019,1226,1,4,498,125292064,7,501168256,16,20,101,12,124,612,51610091,1639248,2125064659,612,455,3,1,14,14,977,3,2123646160,2090555209,79659045,127252891,127252891,1,3,1,6617150364,73389,73389,14,14,14,127252895,8,3,162562,777608,1171711,17733,2123646160,758773,50440326,1554
274727.02,3796,253952,62,107056,7051060948,4,27844911,503,7,7,9704,738,0,630,802375,15,42098,17,39,126308044,1262,1,4,498,133374235,7,533496940,16,21,101,12,124,630,54757515,1767305,2259586791,630,478,3,1,14,14,977,3,2257780010,2223534515,84273063,135359924,135376308,1,3,1,7038716080,73389,73389,14,14,14,135359928,8,3,164983,822318,1227187,18831,2257780010,802375,53531396,1610
276740.87,3802,253952,62,113892,7501261056,4,30020245,545,7,7,9704,796,0,630,858175,15,44793,17,39,126308044,1262,1,4,498,141872783,7,567491132,16,21,101,12,124,630,58459934,1985611,2402570882,630,478,3,1,14,14,977,3,2400754625,2365189608,90364527,144028331,144028331,1,3,1,7488621276,73389,73389,14,14,14,144011951,8,3,167982,879517,1289591,20046,2400754625,858175,57172549,1610
278749.96,3806,253952,62,120559,7941049210,4,32113007,593,7,7,9704,826,0,630,914031,15,47416,17,39,126308044,1262,1,4,498,150253620,7,601014480,16,21,101,12,124,630,62188796,2327047,2539554490,630,478,3,1,14,14,977,3,2537202978,2503775655,96443306,152479428,152479428,1,3,1,7928930288,73389,73389,14,14,14,152479432,8,3,172159,936693,1363060,21157,2537202978,914031,60828082,1610
280762.33,3806,253952,62,127498,8398602826,4,34194049,634,7,7,9704,861,0,630,983345,15,50146,17,39,126308044,1262,1,4,498,158925648,7,635702592,16,21,101,12,124,630,66018750,2564912,2683552439,630,478,3,1,14,14,977,3,2681188966,2647563371,102653592,161290973,161290973,1,3,1,8387130628,73389,73389,14,14,14,161290977,8,3,178273,1007367,1446837,22345,2681188966,983345,64574406,1610
282767.25,3806,253952,62,133093,8766314422,5,36488035,658,7,7,9704,908,0,630,1016173,15,52344,17,39,126621760,1262,1,4,498,165882295,7,663529180,16,21,101,12,124,630,68418497,2573710,2802403791,630,478,3,1,14,14,977,3,2800469854,2763619804,107354080,168346000,168346000,1,3,1,8753992032,73389,73389,14,14,14,168346004,8,3,179180,1041108,1489804,23351,2800469854,1016173,66931285,1610
284781.28,3807,253952,62,140134,9232024762,5,38337286,685,8,8,9704,946,0,630,1075209,15,55127,17,39,126621760,1262,1,4,498,174721295,7,698828888,16,22,101,12,124,630,72147780,2680352,2948346502,630,478,3,1,14,14,977,3,2946272065,2910172976,113024142,177294206,177310590,1,3,1,9219298744,73389,73389,14,14,14,177294210,8,3,184900,1101490,1549662,24563,2946272065,1075209,70600854,1610
286794.73,3807,253952,62,146844,9673050318,5,40167542,715,8,8,9704,1002,0,630,1140936,15,57769,17,39,126621760,1262,1,4,498,183081091,7,732195220,16,22,101,12,124,630,76074098,2874576,3090431701,630,478,3,1,14,14,977,3,3087565387,3049052872,118970087,185788866,185788866,1,3,1,9661021064,73389,73389,14,14,14,185788870,8,3,193548,1168745,1619377,25758,3087565387,1140936,74457597,1610
288805.08,3808,253952,62,154232,10159639812,5,41937362,746,8,8,9704,1038,5,639,1202831,15,60668,17,39,128063364,1280,1,4,498,192285891,7,769143564,16,22,101,12,124,639,80089986,3051487,3245991064,639,487,3,1,14,14,977,3,3244290471,3202585665,124853457,195108315,195124699,1,3,1,10145632412,73389,73389,14,14,14,195108319,8,3,198685,1232078,1709302,27050,3244290471,1202831,78383710,1645
290811.68,3810,253952,62,161578,10643263280,5,43754905,779,8,8,9704,1099,5,639,1264527,15,63565,17,39,128063364,1280,1,4,498,201462610,7,805785688,16,22,101,12,124,639,84148038,3227750,3397211412,639,487,3,1,14,14,977,3,3394835088,3354946300,130976173,204415698,204415698,1,3,1,10629616328,73389,73389,14,14,14,204415702,8,3,203133,1295237,1790706,28332,3394835088,1264527,82360498,1645
292825.36,3810,253952,62,168910,11126584610,5,45736232,819,8,8,9704,1134,5,639,1327648,15,66440,17,39,128063364,1280,1,4,498,210602185,7,842408740,16,22,101,12,124,639,88184544,3392257,3553972868,639,487,3,1,14,14,977,3,3550792714,3507312017,137042980,213702379,213702379,1,3,1,11111671772,73389,73389,14,14,14,213685999,8,3,211077,1359873,1864374,29604,3550792714,1327648,86323486,1645
294836.41,3811,253952,62,176620,11634051116,5,47479374,853,8,8,9704,1198,5,639,1392973,15,69488,17,39,128063364,1280,1,4,498,220215459,7,880861836,16,22,101,12,124,639,92340219,3522781,3715986233,639,487,3,1,14,14,977,3,3712781285,3667154139,143166716,223452130,223452130,1,3,1,11619510792,73389,73389,14,14,14,223452134,8,3,217757,1426799,1946168,30978,3712781285,1392973,90397539,1645
296845.42,3813,253952,62,184877,12177715728,5,48960696,924,8,8,9704,1237,5,639,1457447,15,72713,17,39,128063364,1280,1,4,498,230519981,7,922015304,16,22,101,12,124,639,96756965,3711642,3887760293,639,487,3,1,14,14,977,3,3884250991,3838678501,149217768,233887850,233887850,1,3,1,12162168232,73389,73389,14,14,14,233887854,8,3,227554,1495857,2040789,32375,3884250991,1457447,94719833,1645
298859.35,3819,253952,62,193219,12727300814,5,50439113,985,8,8,9704,1303,6,639,1522922,15,76008,17,39,128063364,1280,1,4,498,240903677,7,963614708,16,22,101,12,124,639,101144500,3885050,4065582192,639,487,3,1,14,14,977,3,4061914354,4011976261,155215900,244436099,244436099,1,3,1,12709825212,73389,73389,14,14,14,244419719,8,3,234918,1563014,2129787,33872,4061914354,1522922,99018542,1645
300864.16,3819,253952,62,200737,13223077292,5,51769582,1032,8,8,9704,1339,6,639,1581266,15,78951,17,39,128063364,1280,1,4,498,250299489,7,1001133256,16,22,101,12,124,639,104862900,3957387,4221047970,639,487,3,1,14,14,977,3,4217219479,4168187620,160388989,253966381,253966381,1,3,1,13206251844,73389,73389,14,14,14,253966385,8,3,238539,1622729,2221723,35147,4217219479,1581266,102645150,1645
302874.98,3819,253952,62,207128,13644345268,6,54282670,1048,9,9,9704,1392,6,648,1622902,15,81484,17,39,129562565,1298,1,4,498,258270246,7,1033080984,16,23,101,12,124,648,107675843,4006644,4358922640,648,500,3,1,14,14,977,3,4355119508,4300784602,165759758,262033528,262066296,1,3,1,13625743488,73389,73389,14,14,14,262033532,8,3,244178,1665455,2279671,36316,4355119508,1622902,105400246,1678
304884.13,3822,253952,62,215634,14205486680,6,55623219,1134,9,9,9704,1437,8,648,1686746,15,84820,17,39,129562565,1298,1,4,498,268889358,7,1075492788,16,23,101,12,124,648,112204326,4188555,4536489142,648,500,3,1,14,14,977,3,4532520291,4477697419,171796834,272837444,272837444,1,3,1,14187547120,73389,73389,14,14,14,272837448,8,3,251611,1730930,2363442,37773,4532520291,1686746,109845150,1678
306889.63,3822,253952,62,224222,14770855774,6,56813364,1211,9,9,9704,1503,9,648,1750511,15,88200,17,39,129562565,1298,1,4,498,279581698,7,1118262328,16,23,101,12,124,648,116717938,4320113,4718321670,648,500,3,1,14,14,977,3,4714521134,4656339538,177613493,283666380,283666380,1,3,1,14750651792,73389,73389,14,14,14,283666384,8,3,255215,1796376,2448122,39304,4714521134,1750511,114274262,1678
308897.03,3824,253952,62,229971,15149468336,7,59546366,1226,9,9,9704,1530,9,648,1781204,15,90456,17,39,129586697,1298,1,4,498,286758135,7,1146967804,16,23,101,12,124,648,118999494,4320259,4842159421,648,500,3,1,14,14,977,3,4838041720,4775639449,182633124,290944306,290944306,1,3,1,15129103944,73389,73389,14,14,14,290944310,8,3,256884,1827967,2478157,40311,4838041720,1781204,116525873,1678
310902.10,3825,253952,62,237266,15629749468,7,60557893,1272,10,10,9704,1587,13,648,1833721,15,93328,17,39,129876281,1298,1,4,498,295836998,7,1183347992,16,24,101,12,124,648,122633578,4395533,5001970251,648,500,3,1,14,14,977,3,4997443415,4927271302,187346049,300137001,300153385,1,3,1,15607124084,73389,73389,14,14,14,300137005,8,3,265076,1881888,2547244,41658,4997574487,1833770,120091005,1678
312907.94,3825,253952,62,243610,16048984860,8,63273955,1291,11,11,9704,1617,13,648,1870941,15,95822,17,39,129876281,1298,1,4,498,303776116,7,1215104464,16,25,101,12,124,648,125444294,4431547,5135235107,648,500,3,1,14,14,977,3,5130467999,5059675186,192904213,308190564,308190564,1,3,1,16025909360,73389,73389,14,14,14,308190568,8,3,269923,1920085,2597166,42741,5130467999,1870941,122851904,1678
314915.38,3826,253952,62,253098,16673927588,8,64509628,1380,11,11,9704,1688,13,648,1938767,15,99553,17,39,129876281,1298,1,4,498,315579318,7,1262252536,16,25,101,12,124,648,130174691,4510745,5342845185,648,500,3,1,14,14,977,3,5338275458,5257150712,198936966,320162062,320162062,1,3,1,16648427256,73389,73389,14,14,14,320162066,8,3,274096,1989662,2667037,44498,5338275458,1938767,127512634,1678
316921.38,3826,253952,62,262502,17293679008,8,65704270,1467,11,11,9704,1739,13,648,2006228,15,103235,17,39,129876281,1298,1,4,498,327283391,7,1309133564,16,25,101,12,124,648,134930278,4602084,5541974408,648,500,3,1,14,14,977,3,5537470471,5452734354,204959579,332049481,332049481,1,3,1,17265721076,73389,73389,14,14,14,332033101,8,3,280469,2058928,2753834,46136,5537470471,2006228,132181619,1678
318928.92,3826,253952,62,271719,17900583962,8,66982599,1549,11,11,9704,1798,13,648,2072431,15,106850,17,39,129876281,1298,1,4,498,338750229,7,1354936360,16,25,101,12,124,648,139623050,4664181,5739548515,648,500,3,1,14,14,977,3,5734602774,5644340471,210964723,343679074,343695458,1,3,1,17870459912,73389,73389,14,14,14,343662694,8,3,286482,2126866,2844680,47790,5734602774,2072431,136783743,1678
320933.62,3827,253952,62,278896,18372528546,9,69089213,1594,11,11,9704,1842,13,648,2114885,15,109667,17,39,129876281,1298,1,4,498,347703679,7,1390814716,16,25,101,12,124,648,142912776,4688611,5892326170,648,500,3,1,14,14,977,3,5887236096,5793244107,216398773,352745015,352745015,1,3,1,18342740812,73389,73389,14,14,14,352745019,8,3,290115,2170460,2899407,49059,5887236096,2114885,140018875,1678
322941.36,3828,253952,62,286649,18883338554,9,70788106,1636,12,12,9704,1891,13,666,2162693,15,112701,17,39,132873413,1334,1,4,498,357326009,7,1429239512,16,26,101,12,124,666,146429771,4729929,6062530417,666,514,3,1,14,14,977,3,6057609258,5954901188,221651509,362504673,362504673,1,3,1,18850243028,73389,73389,14,14,14,362504677,8,3,295757,2219572,2955469,50482,6057609258,2162693,143479954,1734
324950.12,3835,253952,62,296074,19503991616,9,72106778,1720,12,12,9704,1955,13,711,2230248,15,116402,17,39,140992648,1424,1,4,498,369034196,7,1476007784,16,26,101,12,124,711,151087173,4789129,6266570159,711,562,3,1,14,14,977,3,6261008921,6151118194,227669881,374395966,374395966,1,3,1,19468590264,73389,73389,14,14,14,374395970,8,3,301949,2288880,3035089,52179,6261008921,2230248,148057938,1883
326956.67,3835,253952,62,305582,20131253158,9,73255015,1803,12,12,9704,2012,13,747,2300272,15,120144,17,39,147331583,1496,1,4,498,380883626,7,1523470068,16,26,101,12,124,747,155881048,4884697,6470947185,747,597,3,1,14,14,977,3,6465450493,6348976641,233698473,386430397,386430397,1,3,1,20094380676,73389,73389,14,14,14,386430401,8,3,304177,2360675,3109121,53867,6465450493,2300272,152777985,2002
328963.94,3835,253952,62,315996,20817071604,9,74288515,1902,12,12,9704,2087,13,819,2373648,15,124234,17,39,159587265,1640,1,4,498,393813491,7,1575189364,16,26,101,12,124,819,160859562,4906753,6697591544,819,658,3,1,14,14,977,3,6691489623,6566001957,239716989,399544457,399544457,1,3,1,20776311796,73389,73389,14,14,14,399544461,8,3,305273,2436014,3192059,55761,6691489623,2373648,157673777,2240
330969.34,3835,253952,62,326207,21489544838,9,75426851,1997,12,12,9704,2146,13,873,2441037,15,128234,17,39,169561115,1748,1,4,498,406510775,7,1625978528,16,26,101,12,124,873,165724620,4912015,6916808999,873,702,3,1,14,14,977,3,6911018378,6778421207,245730389,412437333,412437333,1,3,1,21446741348,73389,73389,14,14,14,412437337,8,3,308706,2505227,3270990,57569,6911018378,2441037,162460110,2426
332976.82,3835,253952,62,335922,22128797136,9,76522851,2083,12,12,9704,2217,13,936,2513035,15,132038,17,39,180402352,1874,1,4,498,418543796,7,1674175184,16,26,101,12,124,936,170646993,4927250,7137160653,936,757,3,1,14,14,977,3,7130776753,6981266568,251758777,424626141,424626141,1,3,1,22080559364,73389,73389,14,14,14,424626145,8,3,317569,2579142,3364173,59405,7130776753,2513035,167289494,2639
334982.86,3837,253952,62,345917,22786990748,9,77395221,2182,12,12,9704,2273,13,954,2586779,15,135935,17,39,184026694,1910,1,4,498,430927168,7,1723708672,16,26,101,12,124,954,175784053,4940796,7357757104,954,767,3,1,14,14,977,3,7351299785,7189762251,257771505,437203847,437203847,1,3,1,22734600076,73389,73389,14,14,14,437203851,8,3,323467,2654836,3455042,61214,7351299785,2586779,172335894,2698
336989.28,3837,253952,62,355716,23433002934,9,78495618,2276,12,12,9704,2333,14,1089,2663097,15,139755,17,39,207018496,2180,1,4,498,443040463,7,1772161852,16,26,101,12,124,1089,180687392,4947569,7590446840,1089,858,3,1,14,14,977,3,7583653929,7395217284,263784025,449490515,449490515,1,3,1,23373506812,73389,73389,14,14,14,449490519,8,3,324780,2733046,3547872,63151,7583653929,2663097,177146612,3110
338995.71,3837,253952,62,365437,24073768810,9,79616924,2373,12,12,9704,2398,14,1170,2743815,15,143550,17,39,221192473,2342,1,4,498,455065051,7,1820260204,16,26,101,12,124,1170,185586091,4955713,7813431961,1170,928,3,1,14,14,977,3,7806828255,7598942950,269809019,461687071,461687071,1,3,1,24007727724,73389,73389,14,14,14,461687075,8,3,326386,2815641,3652803,65046,7806828255,2743815,181940585,3372
341000.69,3837,253952,62,375302,24723531922,9,80741859,2467,12,12,9704,2457,14,1323,2822486,15,147382,17,39,248566870,2648,1,4,498,467228071,7,1868847592,16,26,101,12,124,1323,190491948,4960902,8040476062,1323,1116,3,1,14,14,977,3,8033008995,7805283738,275839882,474039275,474039275,1,3,1,24650042332,73389,73389,14,14,14,474039279,8,3,328976,2896126,3739802,66916,8033008995,2822486,186759653,3845
343005.92,3837,253952,62,384909,25357202516,9,82175983,2538,12,12,9704,2525,14,1431,2897137,15,151131,17,39,267217086,2864,1,4,498,479075560,7,1916237572,16,26,101,12,124,1431,195071735,4962096,8267598692,1431,1245,3,1,14,14,977,3,8260066532,8006963420,281851925,486069832,486086216,1,3,1,25275631296,73389,73389,14,14,14,486069836,8,3,331875,2972532,3822629,68797,8260066532,2897137,191256802,4170
345010.49,3837,253952,62,392190,25835974910,10,83951791,2580,12,12,9704,2563,14,1449,2943713,15,153958,17,39,270552097,2900,1,4,498,488094547,7,1952313572,16,26,101,12,124,1449,198196398,4967032,8432477328,1449,1264,3,1,14,14,977,3,8425080230,8159074069,286756833,495201309,495201309,1,3,1,25750468100,73389,73389,14,14,14,495201313,8,3,332679,3020248,3888612,70138,8425080230,2943713,194315605,4218
347015.47,3837,253952,62,401149,26426611074,11,85814896,2617,14,14,9704,2628,17,1449,3007838,15,157461,17,39,271191595,2900,1,4,498,499153368,7,1996613472,16,28,101,12,124,1449,202035960,4967147,8646574503,1449,1264,3,1,14,14,977,3,8639011504,8347249026,292458082,506416984,506416984,1,3,1,26333683200,73389,73389,14,14,14,506416988,8,3,338122,3085932,3978554,71917,8639011504,3007838,198065390,4218
349020.67,3837,253952,62,411372,27100675976,11,87337526,2679,14,14,9704,2681,17,1449,3080254,15,161432,17,39,271203661,2900,1,4,498,511787544,7,2047150176,16,28,101,12,124,1449,206522772,4967354,8877487662,1449,1264,3,1,14,14,977,3,8870248741,8561185046,298465950,519250357,519266741,1,3,1,27001018596,73389,73389,14,14,14,519250361,8,3,342824,3160060,4056375,73802,8870248741,3080254,202474591,4218
351025.15,3842,253952,62,421329,27758008130,11,88872820,2743,14,14,9704,2757,17,1449,3157573,15,165326,17,39,271517377,2900,1,4,498,524098077,7,2096327588,16,28,101,12,124,1449,210964886,4967499,9122336187,1449,1264,3,1,14,14,977,3,9113983527,8771040429,304442044,531718964,531718964,1,3,1,27649386160,73389,73389,14,14,14,531718968,8,3,345332,3239150,4153315,75837,9113983527,3157573,206819965,4218
353029.72,3842,253952,62,431398,28420713558,11,90493043,2802,14,14,9704,2809,17,1449,3233461,15,169238,17,39,271517377,2900,1,4,498,536547309,7,2146189236,16,28,101,12,124,1449,215404642,4975923,9355415923,1449,1264,3,1,14,14,977,3,9346866519,8981664371,310509059,544347981,544347981,1,3,1,28306095044,73389,73389,14,14,14,544347985,8,3,350998,3316766,4241300,77732,9346866519,3233461,211171939,4218
355034.53,3842,253952,62,441315,29073529910,11,91947413,2856,14,14,9704,2882,17,1719,3297274,15,173087,17,39,316668674,3440,1,4,498,548740555,7,2194897720,16,28,101,12,124,1719,219591395,4976090,9596674246,1719,1437,3,1,14,14,977,3,9588598365,9190061306,316147946,556714854,556714854,1,3,1,28949172440,73389,73389,14,14,14,556714858,8,3,356004,3382233,4318252,79770,9588598365,3297274,215281927,4929
357039.23,3842,253952,62,447982,29512500762,12,94394066,2879,14,14,9704,2912,17,1881,3329936,15,175682,17,39,344821803,3764,1,4,498,556972267,7,2227889068,16,28,101,12,124,1881,222166680,4976141,9748745782,1881,1528,3,1,14,14,977,3,9740822913,9329403465,321169395,565077998,565094382,1,3,1,29384055928,73389,73389,14,14,14,565078002,8,3,357828,3415795,4348294,81022,9740822913,3329936,217827258,5309
359043.77,3842,253952,62,458516,30206356126,12,95891920,2925,15,15,9704,2989,17,1881,3392726,15,179761,17,39,345787083,3764,1,4,498,569885963,7,2279543852,16,29,101,12,124,1881,226495368,4976219,10009020658,1881,1528,3,1,14,14,977,3,10000951701,9551373402,326995246,578210601,578210601,1,3,1,30066099316,73389,73389,14,14,14,578194221,8,3,365419,3480347,4420368,83212,10000951701,3392726,222084046,5309
