timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
263800.96,253952,62,152329,10036135810,37,58799334,320,42,42,9802,138,675,1038426,13,38669,41,41,143207792,1352,1,40,56,22,14,173,675,36681124,12596119,2985981351,675,555,2,1,14,14,365,1,2987031066,2937667681,131672183,227739976,227739976,1,2,1,10019838048,73389,73389,14,14,14,227723592,7,3,581375,1059829,2364490,22809,2987031066,1038426,34317938,2181
265806.29,253952,62,166374,10961308146,38,61447400,351,43,43,9802,141,675,1136769,13,42660,41,41,144004148,1352,1,40,57,22,14,173,675,40183175,13755917,3256454539,675,555,2,1,14,14,365,1,3256847312,3208000172,140935786,248758428,248774812,1,2,1,10945370832,73389,73389,14,14,14,248758428,7,3,588932,1160104,2510646,24870,3256847312,1136769,37673969,2181
267819.02,253952,62,178349,11750083526,41,66077399,368,45,45,9802,143,675,1212357,13,46039,41,41,144004148,1352,1,40,59,22,14,173,675,42912449,14028465,3486731770,675,555,2,1,14,14,365,1,3486747600,3438595297,148763988,266682907,266699291,1,2,1,11734047908,73389,73389,14,14,14,266682907,7,3,599126,1237250,2612966,26624,3486747600,1212357,40301045,2181
269829.16,253952,62,193862,12772583438,41,68536674,391,47,47,9802,145,675,1328079,13,50378,41,41,144535052,1352,1,40,61,22,14,173,675,46892803,16030740,3786893659,675,555,2,1,14,14,365,1,3785984976,3737489249,158190087,289933457,289933457,1,2,1,12757072108,73389,73389,14,14,14,289933457,7,3,616656,1355289,2786193,28907,3785984976,1328079,44108313,2181
271835.04,253952,62,205240,13522233826,45,74051215,417,47,47,9802,147,675,1389997,13,53591,41,41,144800504,1352,1,40,61,22,14,173,675,49467480,16272876,4005885284,675,555,2,1,14,14,365,1,4004613072,3956561092,167616664,306973200,306973200,1,2,1,13506820800,73389,73389,14,14,14,306973200,7,3,619384,1418673,2860180,30575,4004613072,1389997,46609108,2181
273851.74,253952,62,216646,14273719222,46,75980305,464,50,50,9802,149,675,1458507,13,56831,41,41,145065956,1352,1,40,64,22,14,173,675,51985759,16330118,4223947886,675,555,2,1,14,14,365,1,4224158672,4176251604,172140040,324045711,324062095,1,2,1,14258011284,73389,73389,14,14,14,324045711,7,3,627578,1488666,2958219,32250,4224158672,1458507,49029437,2181
275867.18,253952,62,230354,15177250958,47,79697248,495,52,52,9802,151,675,1582237,13,60670,41,41,145596860,1352,1,40,66,22,14,173,675,55684742,17918367,4488051876,675,555,2,1,14,14,365,1,4488399824,4440323303,181368931,344574802,344597219,1,2,1,15161291288,73389,73389,14,14,14,344574802,7,3,633006,1614476,3104134,34266,4488399824,1582237,52582632,2181
277882.88,253952,62,243428,16038460646,49,83758141,532,54,54,9802,153,675,1704926,13,64337,41,41,145596860,1352,1,40,68,22,14,173,675,59408178,19653142,4740880661,675,555,2,1,14,14,365,1,4739926992,4692103876,192436418,364149747,364166131,1,2,1,16022588868,73389,73389,14,14,14,364149747,7,3,640541,1739985,3242426,36185,4739926992,1704926,56167900,2181
279895.15,253952,62,256803,16919782782,49,90624386,565,55,55,9802,156,675,1824887,13,68160,41,41,146127764,1352,1,40,69,22,14,173,675,63149413,20997164,4997910252,675,555,2,1,14,14,365,1,4997352400,4949866306,205380155,384181285,384197669,1,2,1,16903976540,73389,73389,14,14,14,384181285,7,3,646216,1862129,3402684,38149,4997352400,1824887,59749007,2181
281900.67,253952,62,269667,17767616022,53,97099486,608,57,57,9802,158,675,1914337,13,71768,41,41,146658668,1352,1,40,71,22,14,173,675,66365664,22027667,5246796095,675,555,2,1,14,14,365,1,5245078480,5197611779,217447150,403459159,403459159,1,2,1,17752202996,73389,73389,14,14,14,403459159,7,3,663529,1956154,3541379,40039,5245078480,1914337,62826677,2181
283917.67,253952,62,281677,18558685162,55,100675695,625,60,60,9802,160,675,1991191,13,75177,41,41,146658668,1352,1,40,74,22,14,173,675,69265481,22315376,5476806629,675,555,2,1,14,14,365,1,5476289488,5428799147,224538137,421432790,421449174,1,2,1,18543042760,73389,73389,14,14,14,421432790,7,3,676238,2034632,3655358,41803,5476289488,1991191,65612623,2181
285932.04,253952,62,296233,19517510234,55,103654663,663,61,61,9802,162,675,2110770,13,79242,41,41,146924120,1352,1,40,75,22,14,173,675,73181207,23830177,5755204161,675,555,2,1,14,14,365,1,5755870027,5709203887,234129554,443229482,443229482,1,2,1,19502097208,73389,73389,14,14,14,443229482,7,3,688170,2157613,3842880,43940,5755870027,2110770,69340960,2181
287941.07,253952,62,310748,20473615562,57,108743021,692,62,62,9802,166,675,2225191,13,83413,41,41,147720476,1352,1,40,76,22,14,173,675,77198586,25261079,6033626539,675,555,2,1,14,14,365,1,6034429289,5988571427,245647463,464952446,464968830,1,2,1,20457907624,73389,73389,14,14,14,464952446,7,3,702034,2274139,4007470,46072,6034429289,2225191,73193872,2181
289962.55,253952,62,325638,21454755642,57,112270147,731,62,62,9802,168,675,2339352,13,87596,41,41,147985928,1352,1,40,76,22,14,173,675,81259714,26499168,6321989560,675,555,2,1,14,14,365,1,6321345897,6275364787,254976774,487257042,487273426,1,2,1,21439309848,73389,73389,14,14,14,487257042,7,3,712515,2390638,4180534,48261,6321345897,2339352,77082080,2181
291976.73,253952,62,340071,22405531852,57,115612634,776,65,65,9802,171,675,2460624,13,91732,41,41,148516832,1352,1,40,79,22,14,173,675,85240939,28267562,6596910155,675,555,2,1,14,14,365,1,6598504458,6553191241,266795597,508881702,508881702,1,2,1,22390073992,73389,73389,14,14,14,508865318,7,3,737381,2514118,4397537,50382,6598504458,2460624,80846421,2181
293992.03,253952,62,354480,23354883664,60,122693689,822,65,65,9802,174,675,2582270,13,95845,41,41,149047736,1352,1,40,79,22,14,173,675,89260571,29657144,6877792118,675,555,2,1,14,14,365,1,6875852810,6830772230,280617780,530442985,530459369,1,2,1,23339491340,73389,73389,14,14,14,530442985,7,3,748130,2637968,4566636,52498,6875852810,2582270,84697079,2181
296004.15,253952,62,370338,24399832964,60,125969686,860,68,68,9802,177,675,2711040,13,100313,41,41,149844092,1352,1,40,82,22,14,173,675,93667439,31187706,7179522204,675,555,2,1,14,14,365,1,7180720963,7136140155,293147587,554207472,554207472,1,2,1,24385128768,73389,73389,14,14,14,554207472,7,3,774046,2769161,4792747,54830,7180720963,2711040,88877974,2181
298013.00,253952,62,386384,25456637664,60,127985843,880,71,71,9802,180,675,2835218,13,104848,41,41,150109544,1352,1,40,85,22,14,173,675,98093356,33222147,7484869207,675,555,2,1,14,14,365,1,7488429502,7444995166,310924120,578230229,578230229,1,2,1,25442130076,73389,73389,14,14,14,578230229,7,3,814740,2895693,5051011,57184,7488429502,2835218,93045807,2181
300020.05,253952,62,400360,26375325244,65,136353086,899,74,74,9802,189,675,2950671,13,109101,41,41,151171352,1352,1,40,88,22,14,173,675,102403099,35137279,7755369606,675,555,2,1,14,14,365,1,7753039829,7713492323,334264641,599115450,599115450,1,2,1,26361079800,73389,73389,14,14,14,599115450,7,3,844095,3013251,5270428,59236,7753039829,2950671,97136266,2181
