timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
247047.56,5,253952,62,64799,4268084414,3,16939358,392,6,6,8506,483,0,567,509963,24,25471,19,50,108853579,1136,1,0,4,1432,80662139,6,322583852,18,20,4,14,127,567,0,0,32842511,754613,1385260872,0,567,287,3,1,14,14,1895,3,1384357287,1347509168,50439858,81830532,81846916,1,3,1,4255187696,73389,73389,14,14,14,81830536,6,3,127010,522412,780021,11613,1384357287,509963,32063800,1219
249055.69,6,253952,62,71398,4702740424,3,18949585,428,6,6,8506,504,0,567,559077,24,28060,19,50,109782661,1136,1,0,4,1432,88918394,6,355673576,18,20,4,14,127,567,0,0,36792944,960299,1518223808,0,567,287,3,1,14,14,1895,3,1517457759,1484001028,56541134,90220411,90220411,1,3,1,4690609436,73389,73389,14,14,14,90204031,6,3,129041,572842,836913,12681,1517457759,559077,35957478,1219
251070.89,6,253952,62,78326,5159006042,3,20742819,471,6,6,8506,533,0,567,616613,24,30762,19,50,111375373,1136,1,0,4,1432,97561741,6,390246964,18,20,4,14,127,567,0,0,40861514,1108973,1668334459,0,567,287,3,1,14,14,1895,3,1667818708,1627744117,62533306,98987122,98987122,1,3,1,5147330376,73389,73389,14,14,14,98987126,6,3,135305,631850,899835,13916,1667818708,616613,39963263,1219
253082.32,6,253952,62,85499,5631376244,3,22468126,513,6,6,8506,604,0,576,676445,24,33601,19,50,113540486,1154,1,0,4,1432,106471362,6,425885448,18,20,4,14,127,576,0,0,45021064,1264032,1814924693,0,576,298,3,1,14,14,1895,3,1814106789,1777230633,68645604,108024169,108024169,1,3,1,5617256820,73389,73389,14,14,14,108024173,6,3,140087,693159,985864,15175,1814106789,676445,44036931,1250
255088.00,6,253952,62,91617,6036331404,4,24955963,544,6,6,8506,625,0,576,718108,24,36008,19,50,116255336,1154,1,0,4,1432,114165138,6,456660552,18,20,4,14,127,576,0,0,48056405,1314167,1946133802,0,576,298,3,1,14,14,1895,3,1944572198,1904612376,74213027,115827654,115827654,1,3,1,6023038040,73389,73389,14,14,14,115827658,6,3,147959,735870,1037884,16218,1944572198,718108,47020366,1250
257104.95,6,253952,62,97874,6448562036,4,26272332,563,7,7,8506,685,1,576,761108,24,38475,19,50,116569052,1154,1,0,4,1432,121905169,6,487556032,18,21,4,14,127,576,0,0,51173401,1368107,2079982165,0,576,298,3,1,14,14,1895,3,2079108664,2034747057,78700140,123726013,123726013,1,3,1,6433752708,73389,73389,14,14,14,123726017,6,3,152408,780032,1094731,17376,2079108664,761108,50080630,1250
259112.49,6,253952,62,104910,6911241912,4,28050174,591,7,7,8506,712,1,576,818907,24,41237,19,50,116569052,1154,1,0,4,1432,130746155,6,522984620,18,21,4,14,127,576,0,0,55245717,1454315,2225145134,0,576,298,3,1,14,14,1895,3,2223070921,2180082052,84631562,132644498,132644498,1,3,1,6897513928,73389,73389,14,14,14,132644502,6,3,153678,839221,1157484,18540,2223070921,818907,54090331,1250
261121.03,7,253952,62,112013,7378638482,4,30087786,618,7,7,8506,783,1,576,875201,24,44046,19,50,116569052,1154,1,0,4,1432,139584137,6,558207348,18,21,4,14,127,576,0,0,59278443,1554507,2372310301,0,576,298,3,1,14,14,1895,3,2370488450,2327646020,90799029,141609976,141609976,1,3,1,7363718784,73389,73389,14,14,14,141609980,6,3,158783,896929,1222295,19817,2370488450,875201,58058395,1250
263130.80,7,253952,62,119235,7854787050,4,31772738,673,7,7,8506,815,2,585,934929,24,46870,19,50,118068213,1172,1,0,4,1432,148587085,6,594219112,18,21,4,14,127,585,0,0,63420994,1744271,2526083994,0,585,309,3,1,14,14,1895,3,2523996939,2477701483,96711863,150757393,150757393,1,3,1,7839384468,73389,73389,14,14,14,150757397,6,3,164295,958138,1301985,21065,2523996939,934929,62121395,1275
265139.18,9,253952,62,126479,8332015430,4,33354372,709,7,7,8506,847,2,594,992891,24,49699,19,50,119509880,1190,1,0,4,1432,157592193,6,630239456,18,21,4,14,127,594,0,0,67535096,1864178,2676756878,0,594,318,3,1,14,14,1895,3,2674902947,2628031250,102470738,159923353,159923353,1,3,1,8316014388,73389,73389,14,14,14,159923357,6,3,168663,1017529,1370738,22301,2674902947,992891,66166886,1307
267145.81,9,253952,62,131889,8688145836,5,36178984,727,7,7,8506,897,2,594,1020959,24,51848,19,50,119509880,1190,1,0,4,1432,164365789,6,657398632,18,21,4,14,127,594,0,0,69741102,1869236,2790679984,0,594,318,3,1,14,14,1895,3,2788457804,2740189412,107646594,166777454,166777454,1,3,1,8672427640,73389,73389,14,14,14,166777458,6,3,175970,1046377,1418689,23266,2788457804,1020959,68325028,1307
269158.39,9,253952,62,139122,9164239402,5,37635556,758,8,8,8506,930,2,603,1079859,24,54672,19,50,120951889,1208,1,0,4,1432,173330295,6,693321180,18,22,4,14,127,603,0,0,73755438,1981616,2941541750,0,603,326,3,1,14,14,1895,3,2939069056,2890153810,113226841,175918838,175918838,1,3,1,9147779608,73389,73389,14,14,14,175918842,6,3,178961,1106662,1501441,24504,2939069056,1079859,72256756,1331
271164.59,9,253952,62,145437,9579541712,6,40050517,790,8,8,8506,986,2,612,1124365,24,57151,19,50,122450197,1226,1,0,4,1432,181168564,6,724674256,18,22,4,14,127,612,0,0,76916485,2262128,3076798596,0,612,332,3,1,14,14,1895,3,3074339975,3021275927,118851720,183884892,183884892,1,3,1,9561162448,73389,73389,14,14,14,183868512,6,3,183415,1152316,1562552,25655,3074339975,1124365,75356807,1357
273171.19,9,253952,62,150634,9923209134,7,41625393,819,9,9,8506,1003,2,612,1154409,24,59200,19,50,122763913,1226,1,0,4,1432,187705836,6,750823344,18,23,4,14,127,612,0,0,79215200,2266243,3186466761,0,612,332,3,1,14,14,1895,3,3183915547,3129666818,122728247,190482438,190482438,1,3,1,9904234840,73389,73389,14,14,14,190466058,6,3,193124,1183174,1620528,26532,3183915547,1154409,77597634,1357
275187.87,9,253952,62,156814,10329364210,7,42164965,862,10,10,8506,1063,5,621,1206683,24,61656,19,50,124206061,1244,1,0,4,1432,195417272,6,781669088,18,24,4,14,127,621,0,0,82602768,2376464,3318658384,0,621,343,3,1,14,14,1895,3,3316110418,3257917812,126751033,198270427,198270427,1,3,1,10310062236,73389,73389,14,14,14,198270431,6,3,194529,1236653,1675369,27670,3316110418,1206683,80930486,1387
277199.75,9,253952,62,163518,10770401344,7,44238017,906,10,10,8506,1092,5,630,1263454,24,64268,19,50,126017585,1262,1,0,4,1432,203777930,6,815046840,18,24,4,14,127,630,0,0,86313742,2574832,3456798121,0,630,352,3,1,14,14,1895,3,3453980773,3396923003,132723824,206750418,206750418,1,3,1,10751021768,73389,73389,14,14,14,206750422,6,3,199879,1294818,1752168,28794,3453980773,1263454,84564809,1418
279207.55,9,253952,62,170349,11221032390,7,46243780,942,10,10,8506,1158,5,648,1324411,24,66979,19,50,128958028,1298,1,0,4,1432,212278621,6,849114484,18,24,4,14,127,648,0,0,90057089,2742762,3604398101,0,648,372,3,1,14,14,1895,3,3601718810,3538875113,138634930,215386687,215386687,1,3,1,11200107756,73389,73389,14,14,14,215386691,6,3,201929,1357292,1818032,30070,3601718810,1324411,88242428,1483
281213.54,9,253952,62,177469,11690797936,7,48102133,982,10,10,8506,1186,5,666,1384569,24,69748,19,50,132592679,1334,1,0,4,1432,221098429,6,884393716,18,24,4,14,127,666,0,0,93808712,2817555,3755615412,0,666,388,3,1,14,14,1895,3,3752698529,3687905689,144314218,224351721,224351721,1,3,1,11666289524,73389,73389,14,14,14,224351725,6,3,207144,1418922,1885913,31302,3752698529,1384569,91926309,1548
283226.92,9,253952,62,182813,12043749236,8,50779726,1000,10,10,8506,1237,5,675,1418025,24,71891,19,50,134381033,1352,1,0,4,1432,227815791,6,911263164,18,24,4,14,127,675,0,0,96152953,2824443,3875035698,0,675,391,3,1,14,14,1895,3,3871456436,3798964717,149342716,231148034,231148034,1,3,1,12019697800,73389,73389,14,14,14,231148038,6,3,208510,1453275,1923901,32317,3871456436,1418025,94232649,1575
285243.11,9,253952,62,190052,12519757052,8,52116788,1024,11,11,8506,1267,5,675,1481773,24,74705,19,50,134381033,1352,1,0,4,1432,236802434,6,947209736,18,25,4,14,127,675,0,0,100061984,2956863,4026314839,0,675,391,3,1,14,14,1895,3,4022855983,3949606399,154718767,240246743,240246743,1,3,1,12492830668,73389,73389,14,14,14,240246747,6,3,212092,1518535,2002888,33546,4022855983,1481773,98062845,1575
287256.07,9,253952,62,197066,12981332984,8,54000486,1054,11,11,8506,1324,5,675,1551595,24,77458,19,50,134381033,1352,1,0,4,1432,245513021,6,981987444,18,25,4,14,127,675,0,0,103990092,3118382,4190642297,0,675,391,3,1,14,14,1895,3,4186781600,4095588057,160579429,249081149,249081149,1,3,1,12952219780,73389,73389,14,14,14,249081153,6,3,217129,1590031,2082777,34927,4186781600,1551595,101911199,1575
289269.38,11,253952,62,203840,13428109358,8,56014266,1085,11,11,8506,1361,5,675,1607685,24,80112,19,50,134381033,1352,1,0,4,1432,253958604,6,1015769664,18,25,4,14,127,675,0,0,108048193,3249421,4335019526,0,675,391,3,1,14,14,1895,3,4331546323,4236783131,166856737,257646934,257646934,1,3,1,13397640600,73389,73389,14,14,14,257646938,6,3,221952,1647542,2155860,36128,4331546323,1607685,105896357,1575
291278.98,11,253952,62,210514,13867053136,8,57836334,1122,11,11,8506,1396,5,675,1661021,24,82726,19,50,134381033,1352,1,0,4,1432,262250566,6,1049002264,18,25,4,14,127,675,0,0,112098427,3387373,4474390867,0,675,391,3,1,14,14,1895,3,4470389214,4375078170,172886285,266073899,266090283,1,3,1,13835842780,73389,73389,14,14,14,266073903,6,3,222940,1702280,2228044,37277,4470389214,1661021,109874550,1575
293295.95,13,253952,62,217084,14300273726,8,59684785,1158,11,11,8506,1456,5,702,1721852,24,85310,19,50,139190202,1406,1,0,4,1432,270379534,6,1081518136,18,25,4,14,127,702,0,0,116126987,3584938,4624504118,0,702,422,3,1,14,14,1895,3,4620513468,4512743219,178863770,274320196,274320196,1,3,1,14264650224,73389,73389,14,14,14,274320200,6,3,224216,1764590,2306199,38558,4620513468,1721852,113825093,1674
295306.94,17,253952,62,224347,14779085138,8,61287721,1209,11,11,8506,1488,23,720,1790259,24,88129,19,50,142187988,1442,1,0,4,1432,279351684,6,1117406736,18,25,4,14,127,720,0,0,120382238,3806632,4783735441,0,720,442,3,1,14,14,1895,3,4779714963,4664623083,185008547,283451229,283451229,1,3,1,14739463940,73389,73389,14,14,14,283451233,6,3,229076,1834658,2394392,39867,4779714963,1790259,117992298,1743
297318.71,17,253952,62,231592,15255903030,8,62768856,1279,11,11,8506,1530,23,738,1860898,24,90979,19,50,145510245,1478,1,0,4,1432,288430502,6,1153722008,18,25,4,14,127,738,0,0,124792991,3945169,4945650812,0,738,460,3,1,14,14,1895,3,4941613713,4815044525,191024913,292600805,292600805,1,3,1,15215241892,73389,73389,14,14,14,292600809,6,3,234486,1906880,2478385,41202,4941613713,1860898,122319207,1807
299328.97,20,253952,62,238604,15718276972,8,64231960,1348,11,11,8506,1585,24,765,1926376,24,93733,19,50,150947458,1532,1,0,4,1432,297109701,6,1188438804,18,25,4,14,127,765,0,0,129154381,4161286,5097923648,0,765,494,3,1,14,14,1895,3,5094000496,4961863359,197013023,301412350,301412350,1,3,1,15673442232,73389,73389,14,14,14,301412354,6,3,242061,1973860,2578178,42479,5094000496,1926376,126580951,1910
301334.49,20,253952,62,244578,16112600414,9,66493823,1388,11,11,8506,1613,24,774,1972904,24,96055,19,50,152388173,1550,1,0,4,1432,304537252,6,1218149008,18,25,4,14,127,774,0,0,132368320,4249794,5231327423,0,774,498,3,1,14,14,1895,3,5226501389,5086643079,202602193,308962327,308962327,1,3,1,16066041036,73389,73389,14,14,14,308962331,6,3,246206,2021502,2651071,43573,5226501389,1972904,129722119,1935
303344.86,22,253952,62,250712,16515889300,9,68012993,1416,12,12,8506,1660,24,774,2021397,24,98468,19,50,152388173,1550,1,0,4,1432,312135179,6,1248540716,18,26,4,14,127,774,0,0,135722366,4323071,5368150702,0,774,498,3,1,14,14,1895,3,5363207198,5214601594,207542729,316654171,316654171,1,3,1,16466016924,73389,73389,14,14,14,316654175,6,3,250914,2071227,2713113,44708,5363207198,2021397,133014242,1935
305352.92,23,253952,62,257764,16980595098,9,69297372,1501,12,12,8506,1699,24,774,2089856,24,101222,19,50,152400239,1550,1,0,4,1432,320889636,6,1283558544,18,26,4,14,127,774,0,0,140282654,4532589,5523209974,0,774,498,3,1,14,14,1895,3,5518619257,5361112776,213564511,325566179,325566179,1,3,1,16929441340,73389,73389,14,14,14,325566183,6,3,254716,2141344,2793964,45991,5518619257,2089856,137493819,1935
307358.31,23,253952,62,264782,17443060606,9,70476088,1571,12,12,8506,1753,24,774,2151654,24,103965,19,50,152701889,1550,1,0,4,1432,329594268,6,1318312280,18,26,4,14,127,774,0,0,144271294,4609315,5681761102,0,774,498,3,1,14,14,1895,3,5676661965,5508022799,218808653,334379883,334379883,1,3,1,17387753948,73389,73389,14,14,14,334379887,6,3,260549,2204660,2870962,47304,5676661965,2151654,141405606,1935
309365.72,23,253952,62,270705,17834657078,10,73108431,1589,13,13,8506,1782,24,774,2190329,24,106303,19,50,152701889,1550,1,0,4,1432,337017873,6,1348071492,18,27,4,14,127,774,0,0,147026563,4634056,5812358862,0,774,498,3,1,14,14,1895,3,5807291247,5631486170,224214191,341892774,341892774,1,3,1,17778424280,73389,73389,14,14,14,341892778,6,3,264026,2244375,2918009,48381,5807291247,2190329,144113925,1935
311370.75,23,253952,62,277120,18256627032,11,75303505,1629,13,13,8506,1826,24,774,2238141,24,108802,19,50,152701889,1550,1,0,4,1432,344939766,6,1379759064,18,27,4,14,127,774,0,0,150124341,4690904,5956497112,0,774,498,3,1,14,14,1895,3,5952152643,5765193304,229555489,349945066,349945066,1,3,1,18197143464,73389,73389,14,14,14,349945070,6,3,268536,2293373,2967928,49578,5952152643,2238141,147161902,1935
313377.79,23,253952,62,283905,18703798520,11,77037149,1670,14,14,8506,1884,24,774,2293120,24,111474,19,50,153015605,1550,1,0,4,1432,353371958,6,1413423484,18,28,4,14,127,774,0,0,153572323,4763657,6113677025,0,774,498,3,1,14,14,1895,3,6108372225,5906716744,234796458,358480242,358480242,1,3,1,18640972616,73389,73389,14,14,14,358480246,6,3,273917,2349679,3034994,50907,6108372225,2293120,150542950,1935
315385.15,23,253952,62,292376,19261475770,11,78249387,1758,14,14,8506,1925,24,774,2369863,24,114778,19,50,153015605,1550,1,0,4,1432,363871775,6,1455487100,18,28,4,14,127,774,0,0,158312254,4846081,6301311185,0,774,498,3,1,14,14,1895,3,6296221907,6083427104,240812143,369128954,369145338,1,3,1,19194705640,73389,73389,14,14,14,369128958,6,3,277802,2428179,3134960,52450,6296221907,2369863,155183096,1935
317392.39,23,253952,62,300919,19824800694,11,79488952,1845,14,14,8506,1974,24,783,2444310,24,118124,19,50,154827764,1568,1,0,4,1432,374502744,6,1497946360,18,28,4,14,127,783,0,0,163041620,4908415,6484658034,0,783,504,3,1,14,14,1895,3,6479129487,6261415843,246829031,379926837,379926837,1,3,1,19756195556,73389,73389,14,14,14,379926841,6,3,279927,2504424,3214156,53976,6479129487,2444310,159833448,1966
319400.36,24,253952,62,308865,20347733696,11,80767024,1931,14,14,8506,2035,24,801,2522625,24,121235,19,50,157825713,1604,1,0,4,1432,384325522,6,1537302088,18,28,4,14,127,801,0,0,167718312,4985195,6662657831,0,801,522,3,1,14,14,1895,3,6656833430,6427404086,252835878,389889580,389905964,1,3,1,20274258192,73389,73389,14,14,14,389889584,6,3,283930,2584446,3325967,55463,6656833430,2522625,164398495,2035
321405.19,24,253952,62,314651,20727757302,12,83133287,1958,14,14,8506,2066,24,810,2560697,24,123484,19,50,159323421,1622,1,0,4,1432,391508837,6,1566035348,18,28,4,14,127,810,0,0,170411352,4993322,6786268538,0,810,536,3,1,14,14,1895,3,6780210013,6547298733,257912046,397196400,397196400,1,3,1,20654212832,73389,73389,14,14,14,397196404,6,3,286399,2623468,3374021,56485,6780210013,2560697,167043587,2058
323413.40,24,253952,62,322416,21240167614,12,84517299,2026,15,15,8506,2121,24,828,2626865,24,126536,19,50,162960194,1658,1,0,4,1432,401135054,6,1604540216,18,29,4,14,127,828,0,0,174551315,5039068,6962088362,0,828,558,3,1,14,14,1895,3,6956136724,6709990119,263475905,406953899,406953899,1,3,1,21161602780,73389,73389,14,14,14,406953903,6,3,291823,2691235,3459900,57947,6956136724,2626865,171097821,2112
325421.31,25,253952,62,330714,21788039518,12,85836409,2103,15,15,8506,2167,24,828,2700396,24,129790,19,50,162960194,1658,1,0,4,1432,411480532,6,1645922128,18,29,4,14,127,828,0,0,179181596,5137341,7146044936,0,828,558,3,1,14,14,1895,3,7140195859,6883075376,269513744,417444360,417460744,1,3,1,21707106752,73389,73389,14,14,14,417444364,6,3,293956,2766474,3547104,59474,7140195859,2700396,175641077,2112
327427.57,26,253952,62,339700,22379467808,12,86897078,2189,15,15,8506,2235,24,828,2784059,24,133296,19,50,162960194,1658,1,0,4,1432,422574534,6,1690233464,18,29,4,14,127,828,0,0,184087551,5205982,7355061495,0,828,558,3,1,14,14,1895,3,7349212119,7071083543,275538006,428699280,428699280,1,3,1,22292362592,73389,73389,14,14,14,428699284,6,3,297091,2852033,3646032,61221,7349212119,2784059,180448289,2112
329433.87,33,253952,62,348994,22992348116,12,87975615,2288,15,15,8506,2285,24,828,2868256,24,136929,19,50,162960194,1658,1,0,4,1432,434114733,6,1736458932,18,29,4,14,127,828,0,0,189020343,5215124,7558565503,0,828,558,3,1,14,14,1895,3,7552200632,7265009605,281554474,440404316,440420700,1,3,1,22901024464,73389,73389,14,14,14,440404320,6,3,306353,2938091,3759066,62894,7552200632,2868256,185268243,2112
331441.68,33,253952,62,358366,23609435282,12,89136947,2382,15,15,8506,2357,24,828,2958475,24,140603,19,50,162960194,1658,1,0,4,1432,445726397,6,1782905588,18,29,4,14,127,828,0,0,193866302,5229623,7778141801,0,828,558,3,1,14,14,1895,3,7771966126,7460915145,287569206,452181365,452197749,1,3,1,23513431012,73389,73389,14,14,14,452181369,6,3,308235,3030227,3864982,64746,7771966126,2958475,190008480,2112
333449.85,34,253952,62,367734,24227378768,12,90130480,2467,15,15,8506,2404,24,846,3049066,24,144256,19,50,165970106,1694,1,0,4,1432,457349649,6,1829398596,18,29,4,14,127,846,0,0,198883867,5243457,7991303258,0,846,571,3,1,14,14,1895,3,7984158545,7656984758,293593369,463972195,463986420,1,3,1,24126554172,73389,73389,14,14,14,463972199,6,3,328772,3122749,3986215,66496,7984158545,3049066,194905009,2168
335455.60,34,253952,62,377223,24852990332,12,91077852,2565,15,15,8506,2461,24,891,3138737,24,147950,19,50,173777602,1784,1,0,4,1432,469102298,6,1876344644,18,29,4,14,127,891,0,0,203959316,5248586,8209103905,0,891,614,3,1,14,14,1895,3,8202166627,7855563500,299616801,475892382,475908766,1,3,1,24746403896,73389,73389,14,14,14,475892386,6,3,337778,3214388,4120136,68307,8202166627,3138737,199846728,2329
337465.53,34,253952,62,386711,25477993390,12,92179904,2654,15,15,8506,2528,24,954,3227197,24,151655,19,50,184703082,1910,1,0,4,1432,480800505,6,1923202020,18,29,4,14,127,954,0,0,208867002,5265060,8433034546,0,954,662,3,1,14,14,1895,3,8425494288,8054308429,305640402,487773768,487773768,1,3,1,25364235968,73389,73389,14,14,14,487773772,6,3,342877,3304848,4236003,70168,8425494288,3227197,204638754,2543
339472.38,34,253952,62,396232,26105524302,12,93262387,2748,15,15,8506,2583,24,999,3313194,24,155371,19,50,192941883,2000,1,0,4,1432,492589620,6,1970293836,18,29,4,14,127,999,0,0,213815720,5273712,8650643908,0,999,696,3,1,14,14,1895,3,8642772064,8253620123,311676856,499746981,499746981,1,3,1,25986843044,73389,73389,14,14,14,499746985,6,3,348087,3392728,4360898,71975,8642772064,3313194,209462778,2697
