timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
510274.77,12,253952,62,53091,3495431622,4,23983262,470,6,6,6064,379,1,567,494262,25,20849,10,0,108889777,1136,1,0,4,3724,66078631,9,264314524,9,20,5,3158,567,0,0,31897036,5381911,1137671565,0,567,688,3,1,14,14,4362,3,1136424026,1103427140,61152707,67039715,67039715,1,3,1,3486065212,73389,73389,14,14,14,67039719,11,3,142825,505617,865070,9446,1136424026,494262,31033276,5010
512291.15,12,253952,62,58079,3825124502,4,25539492,517,7,7,6064,430,1,567,534143,25,22840,10,0,110422159,1136,1,0,4,3724,72327283,9,289309132,9,21,5,3158,567,0,0,34827649,5890613,1237360629,0,567,688,3,1,14,14,4362,3,1236261625,1207156883,66070302,73377276,73377276,1,3,1,3815618384,73389,73389,14,14,14,73377280,11,3,152240,549482,936734,10312,1236261625,534143,33892348,5010
514306.64,12,253952,62,63278,4168030112,4,27521553,561,7,7,6064,452,1,567,585065,25,24873,10,0,111677023,1136,1,0,4,3724,78805991,9,315223964,9,21,5,3158,567,0,0,37980818,6653981,1343911778,0,567,688,3,1,14,14,4362,3,1342557151,1315212808,72011494,79964915,79964915,1,3,1,4158175612,73389,73389,14,14,14,79964919,11,3,158786,601527,994919,11168,1342557151,585065,36987458,5010
516319.12,12,253952,62,68633,4521183470,4,29776469,617,7,7,6064,481,1,567,633890,25,26974,10,0,112919821,1136,1,0,4,3724,85478759,9,341915036,9,21,5,3158,567,0,0,41203308,7408124,1458163035,0,567,688,3,1,14,14,4362,3,1457334250,1426261357,78228637,86765546,86765546,1,3,1,4511808424,73389,73389,14,14,14,86765550,11,3,161897,651493,1074321,12114,1457334250,633890,40130677,5010
518335.00,12,253952,62,74045,4878048248,4,31848457,666,7,7,6064,531,1,567,689764,25,29119,10,0,113547253,1136,1,0,4,3724,92264463,9,368993188,9,21,5,3158,567,0,0,44472917,8089941,1569667708,0,567,688,3,1,14,14,4362,3,1568316738,1538719236,84247958,93615329,93615329,1,3,1,4867997140,73389,73389,14,14,14,93615333,11,3,164638,708527,1129537,13063,1568316738,689764,43345196,5010
520351.94,12,253952,62,79609,5244898630,4,33941873,714,7,7,6064,559,1,576,738462,25,31311,10,0,116313344,1154,1,0,4,3724,99220009,9,396815476,9,21,5,3158,576,0,0,47960679,8599066,1684763062,0,576,702,3,1,14,14,4362,3,1683415975,1654216059,90311058,100669912,100669912,1,3,1,5234835456,73389,73389,14,14,14,100669916,11,3,172137,758378,1226027,13996,1683415975,738462,46736596,5043
522357.77,12,253952,62,84825,5588652900,5,36596193,759,7,7,6064,602,1,576,774675,25,33379,10,0,116916644,1154,1,0,4,3724,105733035,9,422932140,9,21,5,3158,576,0,0,50817822,8886870,1788476220,0,576,702,3,1,14,14,4362,3,1786489478,1762297468,96101674,107292478,107292478,1,3,1,5579208888,73389,73389,14,14,14,107292482,11,3,175028,795578,1271592,14876,1786489478,774675,49548288,5043
524365.72,13,253952,62,90160,5939831908,5,37726309,784,8,8,6064,631,1,576,815158,25,35464,10,0,116916644,1154,1,0,4,3724,112394427,9,449448512,9,22,5,3158,576,0,0,53644260,9039844,1905249931,0,576,702,3,1,14,14,4362,3,1903286345,1873123510,100168250,114031891,114031891,1,3,1,5929658364,73389,73389,14,14,14,114031895,11,3,182238,837118,1337336,15826,1903286345,815158,52309087,5043
526381.06,13,253952,62,96038,6327224396,5,39742674,831,8,8,6064,665,1,576,867412,25,37782,10,0,116916644,1154,1,0,4,3724,119729919,9,478919676,9,22,5,3158,576,0,0,57229000,9413847,2027606271,0,576,702,3,1,14,14,4362,3,2026169349,1994954591,106169142,121487882,121487882,1,3,1,6317369896,73389,73389,14,14,14,121487886,11,3,183157,890611,1401857,16835,2026169349,867412,55829430,5043
528391.38,13,253952,62,102232,6734747092,5,41781703,875,8,8,6064,715,1,576,919238,25,40223,10,0,116916644,1154,1,0,4,3724,127473252,9,509828396,9,22,5,3158,576,0,0,60934886,9702288,2153384062,0,576,702,3,1,14,14,4362,3,2151029012,2123256935,112135932,129325023,129325023,1,3,1,6724901228,73389,73389,14,14,14,129325027,11,3,193102,943745,1496544,17899,2151029012,919238,59440763,5043
530396.67,13,253952,62,108376,7139246374,5,43385246,926,8,8,6064,746,7,576,969571,25,42630,10,0,116916644,1154,1,0,4,3724,135101148,9,540404592,9,22,5,3158,576,0,0,64382830,9822276,2280825292,0,576,702,3,1,14,14,4362,3,2278474477,2250549240,117351288,137110853,137110853,1,3,1,7129764388,73389,73389,14,14,14,137110857,11,3,198879,995270,1566367,18927,2278474477,969571,62819010,5043
532402.45,13,253952,62,113797,7495494376,6,46000271,955,8,8,6064,793,7,576,1002548,25,44772,10,0,116916644,1154,1,0,4,3724,141878874,9,567515496,9,22,5,3158,576,0,0,66780401,9829749,2393792738,0,576,702,3,1,14,14,4362,3,2391607000,2362744082,122370368,143952888,143969272,1,3,1,7485550208,73389,73389,14,14,14,143952892,11,3,205270,1029155,1605314,19893,2391607000,1002548,65177729,5043
534410.48,13,253952,62,119449,7868727292,6,47432717,973,8,8,6064,818,7,576,1039305,25,46996,10,0,116916644,1154,1,0,4,3724,148951301,9,595805204,9,22,5,3158,576,0,0,69371186,9832663,2510449033,0,576,702,3,1,14,14,4362,3,2508161755,2480133376,126396129,151142417,151142417,1,3,1,7858553748,73389,73389,14,14,14,151126037,11,3,210022,1066867,1661179,20833,2508161755,1039305,67712752,5043
536415.94,13,253952,62,124770,8218723344,6,48705933,994,8,8,6064,858,8,576,1070861,25,49095,10,0,116916644,1154,1,0,4,3724,155598057,9,622392228,9,22,5,3158,576,0,0,71712294,9835750,2622042952,0,576,702,3,1,14,14,4362,3,2619267872,2590388212,130012824,157867605,157867605,1,3,1,8209115492,73389,73389,14,14,14,157867609,11,3,213090,1099265,1695134,21769,2619267872,1070861,70020000,5043
538427.41,14,253952,62,131406,8655540144,6,50273870,1022,9,9,6064,900,10,594,1126159,25,51699,10,0,120169644,1190,1,0,4,3724,163851047,9,655404188,9,23,5,3158,594,0,0,75515924,9940843,2758938943,0,594,721,3,1,14,14,4362,3,2756030155,2728080439,135487479,166255325,166255325,1,3,1,8645276932,73389,73389,14,14,14,166255329,11,3,220583,1155884,1793933,22902,2756030155,1126159,73724966,5113
540444.27,14,253952,62,138600,9131422284,6,52371796,1068,9,9,6064,941,11,594,1189818,25,54537,10,0,120169644,1190,1,0,4,3724,172851281,9,691340388,9,23,5,3158,594,0,0,79695473,10034128,2907707790,0,594,721,3,1,14,14,4362,3,2904651847,2877849555,141843407,175400139,175416523,1,3,1,9120807260,73389,73389,14,14,14,175400143,11,3,221953,1220966,1895005,24120,2904651847,1189818,77803595,5113
542453.78,15,253952,62,146213,9632105814,6,53864056,1145,9,9,6064,997,11,621,1253147,25,57542,10,0,124494066,1244,1,0,4,3724,182358505,9,729434020,9,23,5,3158,621,0,0,84092579,10197818,3066747267,0,621,743,3,1,14,14,4362,3,3064057004,3035448075,147875744,185043394,185043394,1,3,1,9622256520,73389,73389,14,14,14,185043398,11,3,227261,1285882,1976852,25466,3064057004,1253147,82119023,5198
544459.10,15,253952,62,153575,10117244758,6,55096581,1210,9,9,6064,1038,11,630,1306753,25,60433,10,0,125936214,1262,1,0,4,3724,191544764,9,766179056,9,23,5,3158,630,0,0,87968915,10262536,3220167892,0,630,750,3,1,14,14,4362,3,3216806170,3188366644,153039905,194360684,194360684,1,3,1,10106755600,73389,73389,14,14,14,194360688,11,3,232238,1340826,2051713,26719,3216806170,1306753,85920648,5224
546464.58,16,253952,62,160012,10539965068,7,57586030,1224,10,10,6064,1088,17,648,1344980,25,62972,10,0,128819582,1298,1,0,4,3724,199581193,9,798324772,9,24,5,3158,648,0,0,90852059,10262852,3353883917,0,648,764,3,1,14,14,4362,3,3350686587,3321405425,158412009,202494896,202494896,1,3,1,10529734624,73389,73389,14,14,14,202494900,11,3,237759,1380101,2098541,27856,3350686587,1344980,88757076,5271
548470.79,16,253952,62,168448,11095785068,7,58969542,1299,10,10,6064,1135,17,657,1409352,25,66276,10,0,130574224,1316,1,0,4,3724,210050968,9,840203872,9,24,5,3158,657,0,0,95441281,10320003,3529983031,0,657,779,3,1,14,14,4362,3,3527117857,3496670089,164427847,213162781,213162781,1,3,1,11084464644,73389,73389,14,14,14,213162785,11,3,240022,1446113,2182458,29303,3527117857,1409352,93262571,5302
550483.69,16,253952,62,176518,11627330360,7,60420649,1376,10,10,6064,1189,17,675,1473481,25,69469,10,0,133584125,1352,1,0,4,3724,220182327,9,880729308,9,24,5,3158,675,0,0,99945113,10400629,3701815853,0,675,799,3,1,14,14,4362,3,3698521165,3663839082,170428496,223389383,223405767,1,3,1,11616247948,73389,73389,14,14,14,223389387,11,3,247240,1511854,2274619,30735,3698521165,1473481,97674399,5368
552491.59,16,253952,62,185303,12206804580,7,61755792,1457,10,10,6064,1247,17,675,1539239,25,72914,10,0,134199491,1352,1,0,4,3724,231095149,9,924315972,9,24,5,3158,675,0,0,104582564,10482124,3886635099,0,675,799,3,1,14,14,4362,3,3883029445,3846837659,176488126,234490370,234506754,1,3,1,12193499272,73389,73389,14,14,14,234490374,11,3,251950,1579180,2351632,32264,3883029445,1539239,102235019,5368
554496.95,16,253952,62,191320,12602727404,8,63512780,1480,10,10,6064,1287,17,675,1572510,25,75283,10,0,134199491,1352,1,0,4,3724,238611968,9,954447872,9,24,5,3158,675,0,0,107106524,10485264,4014314965,0,675,799,3,1,14,14,4362,3,4010219039,3971384013,180781173,242114519,242114519,1,3,1,12589955020,73389,73389,14,14,14,242114523,11,3,252474,1613320,2395596,33331,4010219039,1572510,104715112,5368
556507.95,16,253952,62,199264,13125541400,8,65416624,1543,11,11,6064,1334,17,675,1634081,25,78403,10,0,134199491,1352,1,0,4,3724,248531509,9,994126036,9,25,5,3158,675,0,0,111315804,10545630,4182844497,0,675,799,3,1,14,14,4362,3,4179244297,4136381100,186935028,252142798,252142798,1,3,1,13111425528,73389,73389,14,14,14,252142802,11,3,263223,1676303,2489633,34719,4179244297,1634081,108830518,5368
558526.69,16,253952,62,207698,13681512328,8,66770212,1622,11,11,6064,1385,17,684,1699680,25,81716,10,0,135697799,1370,1,0,4,3724,259037348,9,1036149392,9,25,5,3158,684,0,0,115960091,10611227,4358228606,0,684,808,3,1,14,14,4362,3,4353928106,4311667583,192989075,262815642,262815642,1,3,1,13666413416,73389,73389,14,14,14,262815646,11,3,266658,1743472,2563844,36177,4353928106,1699680,113400775,5401
560530.92,17,253952,62,213659,14074030588,9,68911023,1648,11,11,6064,1430,17,711,1735554,25,84061,10,0,140248270,1424,1,0,4,3724,266471156,9,1065884624,9,25,5,3158,711,0,0,118580380,10613128,4486317342,0,711,822,3,1,14,14,4362,3,4482310566,4435452628,197750488,270355712,270355712,1,3,1,14058497056,73389,73389,14,14,14,270355716,11,3,267526,1780312,2607762,37238,4482310566,1735554,115977248,5483
562537.20,17,253952,62,221709,14604141314,9,70420799,1703,12,12,6064,1476,17,720,1796412,25,87217,10,0,142361478,1442,1,0,4,3724,276469253,9,1105877012,9,26,5,3158,720,0,0,122842421,10676720,4652768110,0,720,828,3,1,14,14,4362,3,4648995041,4602520049,203574820,280512904,280529288,1,3,1,14585819072,73389,73389,14,14,14,280496524,11,3,270988,1842679,2699922,38624,4648995041,1796412,120147286,5511
564541.63,18,253952,62,229093,15091347706,9,71544533,1764,12,12,6064,1529,17,738,1852312,25,90131,10,0,145299014,1478,1,0,4,3724,285708123,9,1142767696,9,26,5,3158,738,0,0,126700904,10701282,4809858930,0,738,833,3,1,14,14,4362,3,4805021238,4756147254,208578420,289883220,289883220,1,3,1,15073927472,73389,73389,14,14,14,289883224,11,3,273175,1899956,2769770,39916,4805021238,1852312,123936061,5555
566547.48,18,253952,62,235558,15517559740,10,74125844,1789,13,13,6064,1565,17,747,1894995,25,92668,10,0,147111524,1496,1,0,4,3724,293759731,9,1174974176,9,27,5,3158,747,0,0,129695711,10727825,4948732770,0,747,841,3,1,14,14,4362,3,4945011334,4890835334,214165978,298049756,298049756,1,3,1,15498587344,73389,73389,14,14,14,298049760,11,3,280069,1943776,2840787,41071,4945011334,1894995,126859963,5589
568559.02,19,253952,62,243249,16024427176,10,75472528,1866,13,13,6064,1620,17,756,1960789,25,95709,10,0,148610296,1514,1,0,4,3724,303356234,9,1213424936,9,27,5,3158,756,0,0,134198755,10871349,5113462068,0,756,849,3,1,14,14,4362,3,5108481410,5050799088,220162501,307766295,307782679,1,3,1,16003847372,73389,73389,14,14,14,307766299,11,3,283911,2011091,2931709,42430,5108481410,1960789,131272244,5629
570564.67,19,253952,62,248869,16394006426,11,77414145,1885,13,13,6064,1654,17,783,1992877,25,97901,10,0,153116325,1568,1,0,4,3724,310341538,9,1241366152,9,27,5,3158,783,0,0,136586153,10872241,5232157339,0,783,866,3,1,14,14,4362,3,5227360445,5167529440,224492279,314868315,314868315,1,3,1,16372300444,73389,73389,14,14,14,314851935,11,3,284214,2044030,2962687,43407,5227360445,1992877,133628751,5711
572579.43,19,253952,62,256008,16864691374,11,79359887,1927,14,14,6064,1704,17,783,2050166,25,100716,10,0,153731691,1568,1,0,4,3724,319240326,9,1276896840,9,28,5,3158,783,0,0,140657982,10969167,5387034508,0,783,866,3,1,14,14,4362,3,5381817118,5316034246,230577676,323892852,323909236,1,3,1,16842428336,73389,73389,14,14,14,323892856,11,3,289366,2102828,3029226,44698,5381817118,2050166,137634176,5711
574586.09,19,253952,62,263291,17344535988,11,81046781,1976,14,14,6064,1745,17,792,2112743,25,103561,10,0,155230716,1586,1,0,4,3724,328279586,9,1313053892,9,28,5,3158,792,0,0,144931332,11068528,5547251094,0,792,871,3,1,14,14,4362,3,5542015622,5467766181,236643097,333060971,333060971,1,3,1,17319170524,73389,73389,14,14,14,333060975,11,3,296318,2167025,3113169,46008,5542015622,2112743,141823736,5742
576601.43,23,253952,62,270698,17832772518,11,82492502,2040,14,14,6064,1789,17,801,2175549,25,106469,10,0,157043043,1604,1,0,4,3724,337517000,9,1350003232,9,28,5,3158,801,0,0,149311620,11250991,5706528126,0,801,879,3,1,14,14,4362,3,5700876456,5622111358,242638631,342413188,342413188,1,3,1,17805485808,73389,73389,14,14,14,342413192,11,3,300638,2231397,3205962,47320,5700876456,2175549,146111389,5770
578613.99,23,253952,62,277747,18297360720,11,83907052,2098,14,14,6064,1844,17,810,2234686,25,109236,10,0,158855036,1622,1,0,4,3724,346227635,9,1384910540,9,28,5,3158,810,0,0,153356644,11358533,5863443899,0,810,887,3,1,14,14,4362,3,5858146888,5769212973,248106507,351296302,351296302,1,3,1,18267407736,73389,73389,14,14,14,351296306,11,3,304418,2291990,3275876,48632,5858146888,2234686,150086654,5801
580621.62,23,253952,62,283202,18656114464,12,86539690,2109,14,14,6064,1869,17,819,2268103,25,111370,10,0,160607427,1640,1,0,4,3724,353053841,9,1412150736,9,28,5,3158,819,0,0,155776762,11365178,5979979329,0,819,893,3,1,14,14,4362,3,5974484831,5882325758,253252389,358168946,358185330,1,3,1,18624785224,73389,73389,14,14,14,358168950,11,3,309184,2326266,3334878,49588,5974484831,2268103,152447870,5825
582630.74,23,253952,62,290948,19166326378,12,88090625,2164,15,15,6064,1931,17,819,2339788,25,114406,10,0,160607427,1640,1,0,4,3724,362646276,9,1450585104,9,29,5,3158,819,0,0,160041982,11531700,6155076163,0,819,893,3,1,14,14,4362,3,6149162410,6044320333,259229234,367900154,367900154,1,3,1,19130808040,73389,73389,14,14,14,367900158,11,3,313653,2399526,3437494,51041,6149162410,2339788,156610638,5825
584643.95,24,253952,62,298712,19678297108,12,89593126,2225,15,15,6064,1971,17,819,2410543,25,117446,10,0,160607427,1640,1,0,4,3724,372316009,9,1489199420,9,29,5,3158,819,0,0,164427498,11725320,6325891449,0,819,893,3,1,14,14,4362,3,6320093241,6205992146,265254949,377725348,377725348,1,3,1,19641718128,73389,73389,14,14,14,377725352,11,3,318839,2471905,3522134,52440,6320093241,2410543,160911674,5825
586657.55,24,253952,62,306600,20198056454,12,91025722,2291,15,15,6064,2028,17,819,2483880,25,120539,10,0,160607427,1640,1,0,4,3724,382102618,9,1528345844,9,29,5,3158,819,0,0,168845818,11927428,6505497584,0,819,893,3,1,14,14,4362,3,6499864473,6370624502,271259199,387651005,387651005,1,3,1,20157852292,73389,73389,14,14,14,387651009,11,3,322841,2547216,3629052,53947,6499864473,2483880,165223235,5825
588668.99,24,253952,62,314372,20709296608,12,92419323,2364,15,15,6064,2073,17,819,2557790,25,123574,10,0,160607427,1640,1,0,4,3724,391765984,9,1566999320,9,29,5,3158,819,0,0,173372518,12051917,6678266457,0,819,893,3,1,14,14,4362,3,6672394751,6532384522,277331141,397435683,397435683,1,3,1,20666655548,73389,73389,14,14,14,397435687,11,3,324712,2622665,3697993,55361,6672394751,2557790,169681161,5825
590682.79,24,253952,62,322159,21221724924,12,93760701,2437,15,15,6064,2118,17,819,2632759,25,126603,10,0,160607427,1640,1,0,4,3724,401365987,9,1605463948,9,29,5,3158,819,0,0,177885533,12251596,6853286192,0,819,893,3,1,14,14,4362,3,6847251918,6695323451,283364505,407187593,407187593,1,3,1,21172902900,73389,73389,14,14,14,407171213,11,3,327479,2699313,3778868,56810,6847251918,2632759,174113459,5825
592688.08,24,253952,62,327764,21592649872,13,96260684,2459,15,15,6064,2160,17,819,2669682,25,128806,10,0,160607427,1640,1,0,4,3724,408351360,9,1633405440,9,29,5,3158,819,0,0,180399086,12260470,6982157181,0,819,893,3,1,14,14,4362,3,6975366008,6813193561,288384206,414255957,414255957,1,3,1,21541309796,73389,73389,14,14,14,414255961,11,3,329505,2737198,3822883,57879,6975366008,2669682,176583106,5825
594693.70,25,253952,62,334761,22053485738,13,97546341,2506,16,16,6064,2199,17,819,2727091,25,131541,10,0,160607427,1640,1,0,4,3724,417028772,9,1668115088,9,30,5,3158,819,0,0,184005192,12320170,7136554274,0,819,893,3,1,14,14,4362,3,7129885979,6958796724,293333946,423088204,423088204,1,3,1,22000586640,73389,73389,14,14,14,423088208,11,3,335582,2795966,3888702,59153,7129885979,2727091,180123537,5825
596699.48,25,253952,62,339998,22398580066,14,100269134,2530,16,16,6064,2241,17,828,2759587,25,133592,10,0,162105796,1658,1,0,4,3724,423507744,9,1694030976,9,30,5,3158,828,0,0,186270247,12320238,7256756686,0,828,900,3,1,14,14,4362,3,7249861732,7068822616,298321643,429645234,429645234,1,3,1,22341552200,73389,73389,14,14,14,429645238,11,3,337161,2829333,3919848,60163,7249861732,2759587,182357540,5853
598708.99,25,253952,62,345448,22758184924,14,101771913,2551,16,16,6064,2267,17,846,2795461,25,135723,10,0,165103685,1694,1,0,4,3724,430307667,9,1721101764,9,30,5,3158,846,0,0,188821619,12328677,7374257521,0,846,916,3,1,14,14,4362,3,7367650753,7182486322,302381889,436515275,436515275,1,3,1,22698794332,73389,73389,14,14,14,436515279,11,3,339789,2866127,3960902,61132,7367650753,2795461,184867962,5908
600732.57,26,253952,62,352491,23221649334,14,103442928,2586,17,17,6064,2321,17,882,2860405,25,138490,10,0,171122338,1766,1,0,4,3724,439023452,9,1756093808,9,31,5,3158,882,0,0,192903783,12481524,7535666482,0,882,956,3,1,14,14,4362,3,7528393685,7329532417,308287586,445366065,445366065,1,3,1,23159035412,73389,73389,14,14,14,445366069,11,3,343194,2932586,4053774,62483,7528393685,2860405,188857393,6069
602741.37,26,253952,62,359413,23678112970,14,105420045,2614,17,17,6064,2360,17,891,2924087,25,141203,10,0,173224193,1784,1,0,4,3724,447647150,9,1790588600,9,31,5,3158,891,0,0,196950168,12610716,7681284823,0,891,963,3,1,14,14,4362,3,7675040742,7473626164,314433157,454112074,454128458,1,3,1,23613827880,73389,73389,14,14,14,454112078,11,3,344284,2997729,4113733,63682,7675040742,2924087,192843959,6100
