timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
416461.96,4,253952,62,75346,4963148276,3,16048886,747,6,6,4520,537,3,585,676710,0,20,29621,11,114674406,1172,1,0,4,2772,93812560,8,375250240,10,20,5,2082,585,0,0,42792584,1377346,1599974806,0,585,747,0,3,1,14,14,3430,0,3,1599185340,1565875977,60044754,95235186,95235186,1,3,1,0,4952229704,73389,73389,14,14,14,95235190,9,3,120130,692000,1056937,13331,1599185340,676710,41737254,2152
418468.82,5,253952,62,83499,5499960946,3,17262338,822,6,6,4520,592,3,585,747346,0,20,32840,11,115012254,1172,1,0,4,2772,104036729,8,416082204,10,20,5,2082,585,0,0,47532382,1481459,1769188263,0,585,747,0,3,1,14,14,3430,0,3,1767437614,1734622039,66086106,105572602,105572602,1,3,1,0,5489775336,73389,73389,14,14,14,105572606,9,3,124537,764270,1153867,14725,1767437614,747346,46380290,2152
420477.44,5,253952,62,91702,6040050416,3,18366479,913,6,6,4520,635,3,603,819638,0,20,36050,11,118882164,1208,1,0,4,2772,114228349,8,456857272,10,20,5,2082,603,0,0,52356104,1579225,1939417300,0,603,772,0,3,1,14,14,3430,0,3,1937890569,1904913817,72091763,115926402,115942786,1,3,1,0,6028172936,73389,73389,14,14,14,115926406,9,3,128435,838228,1238008,16121,1937890569,819638,51120040,2218
422486.74,6,253952,62,99938,6582793606,3,19508508,1004,6,6,4520,700,3,612,893972,0,20,39297,11,121542839,1226,1,0,4,2772,124494419,8,497913128,10,20,5,2082,612,0,0,57190485,1660665,2119239225,0,612,783,0,3,1,14,14,3430,0,3,2117798869,2076206401,78132148,126355645,126355645,1,3,1,0,6570493572,73389,73389,14,14,14,126355649,9,3,129992,914269,1320954,17644,2117798869,893972,55871643,2250
424494.91,8,253952,62,108280,7132254358,3,20554304,1098,6,6,4520,744,3,621,962299,2,20,42574,11,124263983,1244,1,0,4,2772,134909616,8,539638464,10,20,5,2082,621,0,0,62068112,1776944,2286898251,0,619,792,2,3,1,14,14,3430,0,3,2284624790,2248983144,84149319,136901735,136901735,1,3,1,0,7118890252,73389,73389,14,14,14,136901739,9,3,133165,984213,1407917,19017,2284624790,962299,60662475,2276
426503.32,10,253952,62,116626,7681122702,3,21671445,1198,6,6,4520,788,3,639,1034255,4,20,45851,11,127493570,1280,1,0,4,2772,145319177,8,581276708,10,20,5,2082,639,0,0,66914229,1853009,2459825249,0,635,815,4,3,1,14,14,3430,0,3,2457505092,2422358463,90171217,147459250,147459250,1,3,1,0,7667881032,73389,73389,14,14,14,147459254,9,3,135281,1057797,1506902,20445,2457505092,1034255,65409780,2338
428511.93,10,253952,62,124921,8227253550,3,22783658,1297,6,6,4520,860,3,648,1109782,4,20,49129,11,128934723,1298,1,0,4,2772,155648698,8,622594792,10,20,5,2082,648,0,0,71777824,1917497,2639980334,0,644,827,4,3,1,14,14,3430,0,3,2637878175,2594380141,96197790,157952314,157952314,1,3,1,0,8213520360,73389,73389,14,14,14,157952318,9,3,138554,1135126,1621830,21970,2637878175,1109782,70158615,2368
430518.86,10,253952,62,133444,8789605602,3,23800014,1400,6,6,4520,904,3,648,1184804,4,20,52478,11,129562155,1298,1,0,4,2772,166300775,8,665203100,10,20,5,2082,648,0,0,76738975,1986861,2821159131,0,644,827,4,3,1,14,14,3430,0,3,2818353514,2771851812,102227089,168739846,168756230,1,3,1,0,8774472024,73389,73389,14,14,14,168739850,9,3,143491,1211857,1713907,23445,2818353514,1184804,75027872,2368
432523.66,10,253952,62,138916,9150716256,4,26320421,1421,6,6,4520,949,4,657,1217146,4,20,54621,11,131374341,1316,1,0,4,2772,173084385,8,692337540,10,20,5,2082,657,0,0,79181081,1987537,2931724455,0,653,833,4,3,1,14,14,3430,0,3,2929074598,2885893904,107189993,175653006,175653006,1,3,1,0,9133956344,73389,73389,14,14,14,175653010,9,3,143799,1245043,1751911,24385,2929074598,1217146,77432078,2392
434532.48,10,253952,62,146618,9658044586,4,27497161,1490,7,7,4520,994,4,657,1285287,4,20,57655,11,131374341,1316,1,0,4,2772,182694985,8,730779940,10,21,5,2082,657,0,0,83603193,2095090,3100157059,0,653,833,4,3,1,14,14,3430,0,3,3097216527,3045735260,112862647,185400598,185416982,1,3,1,0,9640831128,73389,73389,14,14,14,185400602,9,3,148400,1314738,1845795,25770,3097216527,1285287,81760473,2392
436541.34,10,253952,62,154663,10189010100,4,28639709,1580,7,7,4520,1059,4,657,1362502,4,20,60848,11,131374341,1316,1,0,4,2772,192781560,8,771126240,10,21,5,2082,657,0,0,88383758,2195443,3268837579,0,653,833,4,3,1,14,14,3430,0,3,3266637729,3213271290,118884635,195598306,195614690,1,3,1,0,10171111944,73389,73389,14,14,14,195598310,9,3,150841,1393645,1943695,27203,3266637729,1362502,86443304,2392
438548.88,10,253952,62,163204,10750949088,4,29687588,1671,7,7,4520,1102,10,657,1433730,4,20,64178,11,131374341,1316,1,0,4,2772,203412335,8,813520216,10,21,5,2082,657,0,0,93291673,2294248,3446428071,0,653,833,4,3,1,14,14,3430,0,3,3443377996,3390367366,124925655,206396633,206396633,1,3,1,0,10732624948,73389,73389,14,14,14,206396637,9,3,152315,1466585,2019612,28645,3443377996,1433730,91275489,2392
440553.81,10,253952,62,171279,11281534428,4,30775967,1753,7,7,4520,1144,10,657,1495269,4,20,67334,11,131374341,1316,1,0,4,2772,213466285,8,853865140,10,21,5,2082,657,0,0,97543454,2323809,3615451544,0,653,833,4,3,1,14,14,3430,0,3,3612262655,3557732366,130285762,216574527,216574527,1,3,1,0,11261875436,73389,73389,14,14,14,216574531,9,3,153236,1529532,2090421,30045,3612262655,1495269,95456625,2392
442567.91,10,253952,62,177146,11668206020,5,33340908,1766,8,8,4520,1191,10,675,1532084,4,20,69652,11,134371473,1352,1,0,4,2772,220766120,8,883000116,10,22,5,2082,675,0,0,100146873,2338552,3746152896,0,671,841,4,3,1,14,14,3430,0,3,3743128359,3679533308,135453846,223981366,224014134,1,3,1,0,11647031064,73389,73389,14,14,14,223981370,9,3,159461,1567283,2142455,31136,3743128359,1532084,98008107,2444
444572.70,19,253952,62,183782,12104762574,6,35705449,1810,8,8,4520,1222,10,684,1577272,4,20,72234,11,135870351,1370,1,0,4,2772,229013983,8,915991268,10,22,5,2082,684,0,0,103363464,2362863,3885968990,0,680,850,4,3,1,14,14,3430,0,3,3882549049,3817584016,141067087,232363053,232363053,1,3,1,0,12082878788,73389,73389,14,14,14,232363057,9,3,161374,1613626,2202439,32284,3882549049,1577272,101164837,2473
446581.98,19,253952,62,190715,12561018024,6,37055952,1849,9,9,4520,1280,10,711,1637416,4,20,74979,11,140387191,1424,1,0,4,2772,237634724,8,950538896,10,23,5,2082,711,0,0,106874050,2410578,4039967558,0,707,872,4,3,1,14,14,3430,0,3,4036020487,3961803965,145967932,241090963,241107347,1,3,1,0,12536730108,73389,73389,14,14,14,241090967,9,3,168779,1675078,2288397,33570,4036020487,1637416,104589601,2559
448596.65,20,253952,62,199061,13111480620,6,38256828,1935,9,9,4520,1328,10,711,1716849,4,20,78245,11,141304207,1424,1,0,4,2772,248030228,8,991991784,10,23,5,2082,711,0,0,111598497,2542320,4215452695,0,707,872,4,3,1,14,14,3430,0,3,4211963775,4135459821,151998420,251667662,251667662,1,3,1,0,13086718456,73389,73389,14,14,14,251667666,9,3,171586,1756244,2402046,35017,4211963775,1716849,109200571,2559
450601.71,21,253952,62,206596,13608455672,6,39476673,2008,9,9,4520,1386,10,720,1786560,4,20,81239,11,142755088,1442,1,0,4,2772,257475082,8,1029900328,10,23,5,2082,720,0,0,115560688,2602507,4375955809,0,716,883,4,3,1,14,14,3430,0,3,4372603048,4292090236,157229135,261214328,261214328,1,3,1,0,13583145088,73389,73389,14,14,14,261214332,9,3,174155,1827453,2480145,36366,4372603048,1786560,113084821,2592
452606.64,21,253952,62,211896,13958257936,7,42079662,2030,9,9,4520,1412,10,720,1821859,4,20,83307,11,143056738,1442,1,0,4,2772,264064041,8,1056256164,10,23,5,2082,720,0,0,117996245,2602620,4490327688,0,716,883,4,3,1,14,14,3430,0,3,4486351694,4402805192,162267430,267898112,267898112,1,3,1,0,13930701856,73389,73389,14,14,14,267898116,9,3,174699,1863636,2521161,37292,4486351694,1821859,115479459,2592
454613.86,21,253952,62,217022,14296705200,7,43775569,2041,9,9,4520,1454,10,720,1857376,4,20,85334,11,143056738,1442,1,0,4,2772,270460429,8,1081841716,10,23,5,2082,720,0,0,120332544,2602651,4604003080,0,716,883,4,3,1,14,14,3430,0,3,4599666011,4509909893,166299309,274385288,274385288,1,3,1,0,14268035008,73389,73389,14,14,14,274385292,9,3,177069,1900045,2558157,38249,4599666011,1857376,117778858,2592
456625.17,21,253952,62,224159,14766631644,7,45137131,2116,10,10,4520,1490,11,720,1928231,4,20,88121,11,143056738,1442,1,0,4,2772,279329559,8,1117253636,10,24,5,2082,720,0,0,124756693,2787810,4754101436,0,716,883,4,3,1,14,14,3430,0,3,4749484094,4657945928,172234934,283414143,283414143,1,3,1,0,14737535468,73389,73389,14,14,14,283414147,9,3,181898,1972405,2650966,39478,4749484094,1928231,122110343,2592
458635.77,22,253952,62,231422,15243925682,7,46409761,2201,10,10,4520,1535,11,774,1999496,4,20,90970,11,151783472,1550,1,0,4,2772,288361122,8,1153444488,10,24,5,2082,774,0,0,129330072,2988366,4907791747,0,770,951,4,3,1,14,14,3430,0,3,4903022766,4808617292,178291737,292557686,292557686,1,3,1,0,15212999704,73389,73389,14,14,14,292557690,9,3,185206,2045248,2738796,40758,4903022766,1999496,126596049,2802
460647.64,22,253952,62,238539,15713482554,7,47886102,2280,10,10,4520,1589,11,774,2068833,4,20,93771,11,152374706,1550,1,0,4,2772,297192973,8,1188771892,10,24,5,2082,774,0,0,133760872,3130806,5065549154,0,770,951,4,3,1,14,14,3430,0,3,5060763067,4956818288,184314000,301563680,301563680,1,3,1,0,15681311392,73389,73389,14,14,14,301563684,9,3,187613,2116185,2830732,42076,5060763067,2068833,130935070,2802
462653.04,22,253952,62,244686,16118890338,8,50278220,2331,10,10,4520,1623,11,801,2119903,4,20,96170,11,157207552,1604,1,0,4,2772,304849768,8,1219399072,10,24,5,2082,801,0,0,137229615,3223212,5199389496,0,797,977,4,3,1,14,14,3430,0,3,5194606166,5085432236,190251046,309296040,309296040,1,3,1,0,16083394112,73389,73389,14,14,14,309296044,9,3,190980,2168473,2891853,43172,5194606166,2119903,134342820,2895
464668.80,23,253952,62,250265,16486060130,8,51717146,2346,11,11,4520,1665,11,801,2165496,4,20,98371,11,157497136,1604,1,0,4,2772,311785543,8,1247142172,10,25,5,2082,801,0,0,140080907,3277706,5320412123,0,797,977,4,3,1,14,14,3430,0,3,5316558677,5201387173,194593798,316330365,316346749,1,3,1,0,16449179012,73389,73389,14,14,14,316330369,9,3,196948,2215117,2936845,44197,5316558677,2165496,137149231,2895
466683.58,25,253952,62,256938,16924721184,8,53277662,2403,11,11,4520,1700,12,801,2232757,4,20,100970,11,157497136,1604,1,0,4,2772,320063846,8,1280255384,10,25,5,2082,801,0,0,144280724,3584881,5470528789,0,797,977,4,3,1,14,14,3430,0,3,5466035551,5340066673,200616271,324710337,324726721,1,3,1,0,16884937556,73389,73389,14,14,14,324710341,9,3,201563,2283868,3030811,45421,5466035551,2232757,141255212,2895
468696.91,26,253952,62,263284,17343411952,8,54886541,2453,11,11,4520,1737,12,801,2301205,4,20,103461,11,157810852,1604,1,0,4,2772,327975868,8,1311903472,10,25,5,2082,801,0,0,148469517,3834691,5610078078,0,797,977,4,3,1,14,14,3430,0,3,5605043451,5472676552,206568665,332735450,332735450,1,3,1,0,17302243432,73389,73389,14,14,14,332735454,9,3,203732,2353790,3112517,46572,5605043451,2301205,145362442,2895
470702.62,27,253952,62,268558,17691281026,9,57135169,2471,11,11,4520,1778,12,801,2343140,4,20,105507,11,158124568,1604,1,0,4,2772,334438469,8,1337753876,10,25,5,2082,801,0,0,150999630,3895332,5728722203,0,797,977,4,3,1,14,14,3430,0,3,5723195378,5583170446,211528550,339355857,339355857,1,3,1,0,17646504596,73389,73389,14,14,14,339355861,9,3,206093,2396734,3165499,47558,5723195378,2343140,147839666,2895
472714.11,27,253952,62,274674,18093667782,9,58165043,2482,11,11,4520,1812,12,810,2395705,4,20,107908,11,159564992,1622,1,0,4,2772,342061466,8,1368245864,10,25,5,2082,810,0,0,154407226,3916064,5866072897,0,806,987,4,3,1,14,14,3430,0,3,5860563643,5710593732,215986723,347053734,347053734,1,3,1,0,18046794200,73389,73389,14,14,14,347053738,9,3,208893,2450528,3236423,48698,5860563643,2395705,151176451,2930
474720.18,33,253952,62,281124,18518293476,9,59305232,2516,12,12,4520,1862,13,810,2458465,4,20,110434,11,159564992,1622,1,0,4,2772,350060991,8,1400243964,10,26,5,2082,810,0,0,158190457,4043191,6013653540,0,806,987,4,3,1,14,14,3430,0,3,6007882247,5845137140,220836144,355167244,355167244,1,3,1,0,18468696720,73389,73389,14,14,14,355167248,9,3,213554,2514734,3317266,49933,6007882247,2458465,154878979,2930
476730.27,33,253952,62,286031,18842388356,10,62182320,2530,12,12,4520,1888,13,810,2487768,4,20,112356,11,159564992,1622,1,0,4,2772,356181776,8,1424727104,10,26,5,2082,810,0,0,160334531,4056306,6121034880,0,806,987,4,3,1,14,14,3430,0,3,6115169128,5947629463,226062446,361359508,361359508,1,3,1,0,18790694448,73389,73389,14,14,14,361359512,9,3,216982,2544843,3354301,50811,6115169128,2487768,156986117,2930
478740.72,33,253952,62,291205,19183329784,10,63859782,2562,12,12,4520,1922,13,810,2521839,4,20,114371,11,159564992,1622,1,0,4,2772,362549700,8,1450198800,10,26,5,2082,810,0,0,162666501,4070086,6236219782,0,806,987,4,3,1,14,14,3430,0,3,6230513394,6055794193,230082972,367867386,367867386,1,3,1,0,19129104104,73389,73389,14,14,14,367867390,9,3,222094,2579831,3399405,51770,6230513394,2521839,159273086,2930
480755.05,33,253952,62,297390,19590624636,10,65415935,2614,13,13,4520,1960,13,810,2579649,4,20,116795,11,159878708,1622,1,0,4,2772,370257760,8,1481031040,10,27,5,2082,810,0,0,166157128,4495658,6376492226,0,806,987,4,3,1,14,14,3430,0,3,6370389874,6184946588,235548292,375636832,375636832,1,3,1,0,19533115296,73389,73389,14,14,14,375636836,9,3,233663,2639001,3516588,52927,6370389874,2579649,162646656,2930
482767.79,35,253952,62,303323,19982212838,10,67418150,2674,13,13,4520,2007,13,810,2643908,4,20,119120,11,159878708,1622,1,0,4,2772,377603799,8,1510415196,10,27,5,2082,810,0,0,169646246,4973961,6510864242,0,806,987,4,3,1,14,14,3430,0,3,6504760046,6309216039,241511293,383104889,383104889,1,3,1,0,19921454260,73389,73389,14,14,14,383104893,9,3,241141,2704616,3605131,54056,6504760046,2643908,166047221,2930
484774.05,35,253952,62,307889,20283079124,11,69926040,2700,13,13,4520,2027,13,810,2679399,4,20,120905,11,159878708,1622,1,0,4,2772,383294927,8,1533179708,10,27,5,2082,810,0,0,171924592,4991387,6613881814,0,806,987,4,3,1,14,14,3430,0,3,6608078833,6404486943,245814071,388861262,388877646,1,3,1,0,20220785656,73389,73389,14,14,14,388861266,9,3,242142,2740944,3656170,54896,6608078833,2679399,168274766,2930
486787.63,36,253952,62,313390,20645499088,11,70814863,2741,13,13,4520,2060,19,810,2734641,4,20,123052,11,159902840,1622,1,0,4,2772,390099947,8,1560399788,10,27,5,2082,810,0,0,175106927,5170603,6736655498,0,806,987,4,3,1,14,14,3430,0,3,6730605431,6519416302,250546570,395778740,395778740,1,3,1,0,20579642544,73389,73389,14,14,14,395762360,9,3,245371,2797385,3725180,55909,6730605431,2734641,171388203,2930
488797.95,37,253952,62,319083,21020287962,11,73107621,2801,14,14,4520,2103,19,837,2792809,4,20,125289,11,164688315,1676,1,0,4,2772,397168136,8,1588672544,10,28,5,2082,837,0,0,178470816,5550750,6867840195,0,833,1011,4,3,1,14,14,3430,0,3,6861404528,6638312123,256510842,402931627,402931627,1,3,1,0,20952444636,73389,73389,14,14,14,402931631,9,3,252429,2856883,3810265,57005,6861404528,2792809,174667134,3033
490812.56,38,253952,62,324473,21375433430,11,75304895,2855,14,14,4520,2135,19,864,2844065,4,20,127392,11,169705780,1730,1,0,4,2772,403827269,8,1615309076,10,28,5,2082,864,0,0,181686978,6182641,6989055525,0,860,1032,4,3,1,14,14,3430,0,3,6982625991,6750776076,262580599,409718033,409718033,1,3,1,0,21305337748,73389,73389,14,14,14,409718037,9,3,259382,2909386,3874738,58001,6982625991,2844065,177818956,3143
492831.84,38,253952,62,329945,21735325418,11,77261128,2901,14,14,4520,2163,19,909,2909449,4,20,129525,11,177512539,1820,1,0,4,2772,410651091,8,1642539692,10,28,5,2082,909,0,0,184926216,6787400,7108010404,0,905,1064,4,3,1,14,14,3430,0,3,7101190252,6864562632,268367752,416607061,416607061,1,3,1,0,21663567204,73389,73389,14,14,14,416607065,9,3,263950,2976087,3953529,58973,7101190252,2909449,180979535,3299
494844.20,38,253952,62,335434,22096319452,11,79709492,2952,14,14,4520,2206,19,918,2985675,4,20,131676,11,179011705,1838,1,0,4,2772,417426936,8,1669707744,10,28,5,2082,918,0,0,188088619,7425415,7228428134,0,914,1073,4,3,1,14,14,3430,0,3,7221744666,6978734188,274514041,423512473,423512473,1,3,1,0,22022648628,73389,73389,14,14,14,423512477,9,3,269987,3053609,4027414,59982,7221744666,2985675,184068175,3331
496851.16,39,253952,62,340675,22443280702,11,81641480,3010,14,14,4520,2238,19,918,3043724,4,20,133731,11,179639137,1838,1,0,4,2772,423964203,8,1695856812,10,28,5,2082,918,0,0,191164797,7977579,7344496447,0,914,1073,4,3,1,14,14,3430,0,3,7337560901,7088715938,280149456,430140628,430140628,1,3,1,0,22367312688,73389,73389,14,14,14,430140632,9,3,273591,3112868,4097596,60938,7337560901,3043724,187074285,3331
498857.92,39,253952,62,344877,22720509072,12,84214586,3024,14,14,4520,2259,19,918,3072724,4,20,135387,11,179952853,1838,1,0,4,2772,429218123,8,1716872492,10,28,5,2082,918,0,0,193250630,7980272,7436827094,0,914,1073,4,3,1,14,14,3430,0,3,7429676957,7175968970,284809580,435468858,435468858,1,3,1,0,22644380648,73389,73389,14,14,14,435468862,9,3,276892,3142635,4143628,61695,7429676957,3072724,189114168,3331
500864.67,39,253952,62,349404,23018155824,12,86175867,3056,14,14,4520,2295,19,918,3108091,4,20,137156,11,179952853,1838,1,0,4,2772,434814712,8,1739258848,10,28,5,2082,918,0,0,195583005,8033636,7538967665,0,914,1073,4,3,1,14,14,3430,0,3,7531740340,7270948098,289152766,441114861,441114861,1,3,1,0,22937972804,73389,73389,14,14,14,441114865,9,3,280409,3178878,4183600,62552,7531740340,3108091,191406664,3331
502878.39,39,253952,62,354526,23354820628,12,87017959,3104,15,15,4520,2322,19,918,3171258,4,20,139140,11,179952853,1838,1,0,4,2772,441140657,8,1764498068,10,29,5,2082,918,0,0,198600457,8535111,7654917467,0,914,1073,4,3,1,14,14,3430,0,3,7648081768,7377565959,293514468,447547296,447547296,1,3,1,0,23271607456,73389,73389,14,14,14,447530916,9,3,287032,3243248,4252902,63507,7648081768,3171258,194354933,3331
504889.32,39,253952,62,359780,23701029068,12,89283203,3148,15,15,4520,2366,19,918,3222360,4,20,141222,11,179976985,1838,1,0,4,2772,447702376,8,1790809504,10,29,5,2082,918,0,0,201740273,9102400,7771534591,0,914,1073,4,3,1,14,14,3430,0,3,7764052643,7486873808,299482983,454186246,454186246,1,3,1,0,23617684824,73389,73389,14,14,14,454186250,9,3,289214,3295557,4318653,64492,7764052643,3222360,197429127,3331
