timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
248353.92,253952,62,142415,9382707644,32,51974016,344,38,38,4425,137,675,945405,19,35913,44,223,142942340,1352,1,0,43,52,11,14,468,675,0,0,0,33183984,5787310,2793146023,0,675,388,2,1,14,14,423,1,2796157744,2746703545,111895990,212885338,212885338,1,2,1,9366233976,73389,73389,14,14,14,212868954,9,3,601098,968417,2264961,21352,2796157744,945405,30920316,1959
250361.22,253952,62,156616,10318091530,34,56118665,387,39,39,4425,139,675,1057799,19,39892,44,223,143473244,1352,1,0,43,53,11,14,468,675,0,0,0,37273042,7115028,3067837281,0,675,388,2,1,14,14,423,1,3068758992,3020050863,121829872,234149550,234149550,1,2,1,10302580200,73389,73389,14,14,14,234149550,9,3,614173,1084663,2424636,23435,3068758992,1057799,34849824,1959
252374.05,253952,62,170885,11258533754,35,59710724,435,40,40,4425,142,675,1178928,19,43962,44,223,144004148,1352,1,0,43,54,11,14,468,675,0,0,0,41411068,8368378,3342040675,0,675,388,2,1,14,14,423,1,3343616976,3294829944,131376848,255528450,255528450,1,2,1,11242530904,73389,73389,14,14,14,255512066,9,3,620371,1208794,2605958,25532,3343616976,1178928,38806664,1959
254379.20,253952,62,185079,12193795326,36,62638607,487,40,40,4425,144,675,1276718,19,47943,44,223,144269600,1352,1,0,43,54,11,14,468,675,0,0,0,45235155,8988803,3616635925,0,675,388,2,1,14,14,423,1,3616771024,3568302128,139542586,276778437,276778437,1,2,1,12178251228,73389,73389,14,14,14,276778437,9,3,628508,1308809,2748078,27616,3616771024,1276718,42488762,1959
256389.73,253952,62,196160,12923716070,38,66348563,501,41,41,4425,146,675,1330867,19,51060,44,223,144535052,1352,1,0,43,55,11,14,468,675,0,0,0,47677689,9031817,3829858093,0,675,388,2,1,14,14,423,1,3829894096,3781656504,146169089,293369779,293369779,1,2,1,12907549380,73389,73389,14,14,14,293353395,9,3,634908,1364310,2831100,29242,3829894096,1330867,44848371,1959
258406.70,253952,62,210600,13875630402,39,68692067,550,43,43,4425,148,675,1443355,19,55109,44,223,145065956,1352,1,0,43,57,11,14,468,675,0,0,0,51711383,10253137,4108781629,0,675,388,2,1,14,14,423,1,4108028880,4059860188,154535743,315008664,315008664,1,2,1,13859660320,73389,73389,14,14,14,314992280,9,3,652885,1479061,3012457,31364,4108028880,1443355,48700843,1959
260414.80,253952,62,224962,14821902022,40,72543290,591,46,46,4425,150,675,1564332,19,59135,44,223,145331408,1352,1,0,43,60,11,14,468,675,0,0,0,55730195,11628706,4383642406,0,675,388,2,1,14,14,423,1,4384459728,4336533075,164494969,336512603,336512603,1,2,1,14806554532,73389,73389,14,14,14,336512603,9,3,665805,1602290,3174338,33473,4384459728,1564332,52557912,1959
262427.86,253952,62,239538,15782198346,42,78720830,624,49,49,4425,153,675,1684389,19,63278,44,223,145596860,1352,1,0,43,63,11,14,468,675,0,0,0,59772211,13364468,4661257585,0,675,388,2,1,14,14,423,1,4664691664,4617202583,179345590,358336030,358352414,1,2,1,15766785320,73389,73389,14,14,14,358336030,9,3,685936,1726855,3360872,35611,4664691664,1684389,56413533,1959
264437.89,253952,62,254555,16771926950,45,84990887,665,49,49,4425,155,675,1792540,19,67485,44,223,146127764,1352,1,0,43,63,11,14,468,675,0,0,0,63982418,14728612,4951339605,0,675,388,2,1,14,14,423,1,4954229712,4906609409,192489948,380826883,380826883,1,2,1,16755661956,73389,73389,14,14,14,380810499,9,3,691188,1837377,3492956,37820,4954229712,1792540,60491799,1959
266443.09,253952,62,266967,17589607014,48,89517572,694,50,50,4425,157,675,1858742,19,70974,44,223,146393216,1352,1,0,43,64,11,14,468,675,0,0,0,66912838,15147022,5194583818,0,675,388,2,1,14,14,423,1,5193042896,5145616153,200832200,399412755,399412755,1,2,1,17573440324,73389,73389,14,14,14,399396371,9,3,700685,1905150,3601182,39642,5193042896,1858742,63314093,1959
268453.07,253952,62,280348,18471322366,48,90971846,727,53,53,4425,159,675,1942631,19,74735,44,223,146658668,1352,1,0,43,67,11,14,468,675,0,0,0,70256710,15655514,5449780986,0,675,388,2,1,14,14,423,1,5450861520,5403294175,206464809,419436101,419452485,1,2,1,18455188444,73389,73389,14,14,14,419436101,9,3,715126,1990970,3730338,41609,5450861520,1942631,66528946,1959
270458.48,253952,62,294120,19378236310,50,95009806,767,54,54,4425,162,675,2044244,19,78674,44,223,146924120,1352,1,0,43,68,11,14,468,675,0,0,0,74116410,16681349,5715069616,0,675,388,2,1,14,14,423,1,5715106635,5668488407,216094749,440049271,440065655,1,2,1,19362167924,73389,73389,14,14,14,440049271,9,3,721250,2094695,3864866,43629,5715106635,2044244,70254238,1959
272465.22,253952,62,303337,19985732498,53,98760223,780,55,55,4425,164,675,2100773,19,81253,44,223,147189572,1352,1,0,43,69,11,14,468,675,0,0,0,76202869,16701770,5895249331,0,675,388,2,1,14,14,423,1,5892578123,5846017957,221986222,453873876,453873876,1,2,1,19970450544,73389,73389,14,14,14,453873876,9,3,726557,2152518,3934965,44983,5892578123,2100773,72270689,1959
274475.73,253952,62,314738,20736431462,53,99935891,825,57,57,4425,166,675,2191157,19,84502,44,223,147720476,1352,1,0,43,71,11,14,468,675,0,0,0,79222372,17316838,6113101238,0,675,388,2,1,14,14,423,1,6111368553,6065369076,226819108,470930003,470946387,1,2,1,20720920132,73389,73389,14,14,14,470930003,9,3,736138,2244668,4029281,46659,6111368553,2191157,75195987,1959
276486.99,253952,62,327232,21559750930,53,103809009,854,59,59,4425,169,675,2294018,19,88075,44,223,147985928,1352,1,0,43,73,11,14,468,675,0,0,0,82837510,18950957,6353601247,0,675,388,2,1,14,14,423,1,6352016745,6306044917,235451887,489652980,489652980,1,2,1,21544731120,73389,73389,14,14,14,489652980,9,3,749835,2349522,4176180,48495,6352016745,2294018,78664339,1959
278500.57,253952,62,340132,22409529548,54,109456185,886,61,61,4425,171,675,2411716,19,91744,44,223,148516832,1352,1,0,43,75,11,14,468,675,0,0,0,86472670,20210348,6600727713,0,675,388,2,1,14,14,423,1,6599421962,6554345943,247225877,508963622,508980006,1,2,1,22394399368,73389,73389,14,14,14,508963622,9,3,764644,2469347,4346488,50389,6599421962,2411716,82129300,1959
280513.59,253952,62,353572,23295111524,57,116329434,919,61,61,4425,174,675,2524571,19,95582,44,223,149047736,1352,1,0,43,75,11,14,468,675,0,0,0,90384247,21342595,6860120013,0,675,388,2,1,14,14,423,1,6858420234,6813363106,261707625,529077080,529093464,1,2,1,23279391520,73389,73389,14,14,14,529077080,9,3,772603,2584409,4496300,52365,6858420234,2524571,85891196,1959
282518.96,253952,62,364983,24046764068,59,119833818,952,61,61,4425,176,675,2591267,19,98792,44,223,149578640,1352,1,0,43,75,11,14,468,675,0,0,0,93130615,21704554,7080026056,0,675,388,2,1,14,14,423,1,7077567299,7032985749,268623215,546180200,546180200,1,2,1,24031207904,73389,73389,14,14,14,546163816,9,3,777530,2652685,4590700,54043,7077567299,2591267,88543268,1959
284528.61,253952,62,377931,24899836880,59,121819897,984,63,63,4425,179,675,2691602,19,102490,44,223,149844092,1352,1,0,43,77,11,14,468,675,0,0,0,96595268,22229130,7327748545,0,675,388,2,1,14,14,423,1,7326735171,7282314498,274801708,565558537,565574921,1,2,1,24884575628,73389,73389,14,14,14,565558537,9,3,786115,2755133,4726994,55944,7326735171,2691602,91871749,1959
286541.36,253952,62,391107,25767232616,59,123680393,1012,67,67,4425,183,675,2810059,19,106302,44,223,150640448,1352,1,0,43,81,11,14,468,675,0,0,0,100362182,24111296,7577781354,0,675,388,2,1,14,14,423,1,7578357953,7535776825,284916260,585278779,585295163,1,2,1,25752266276,73389,73389,14,14,14,585278779,9,3,809097,2875720,4904211,57879,7578357953,2810059,95461190,1959
288194.36,253952,62,400982,26415782060,62,129417764,1040,71,71,4425,191,675,2894122,19,109422,50,223,158511825,1359,1,1035,49,92,11,43,618,675,650,1035,136,103748480,25594953,7767470295,8,675,388,2,1,14,14,423,1,7763869224,7725268584,357825106,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,9,3,818720,2961368,5047846,59330,7763869224,2894122,98704331,1959
