timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
189361.93,12,253952,62,71179,4688846304,3,17555677,0,396,6,6,7039,517,2,594,565457,0,17,27990,18,20,115255874,1190,1,1081,0,4,1477,88612259,8,354449036,17,20,158,13,109,594,1081,113,0,0,35309212,905292,1516759209,0,594,555,0,3,1,14,14,2067,3,1516051420,1479788491,53596456,89943598,89943598,1,3,1,4677067128,73389,73389,14,14,14,89943602,9,3,116841,578581,885291,12657,1516051420,565457,34425268,1998
191367.33,12,253952,62,76701,5052340874,4,19700906,0,416,6,6,7039,528,2,594,596767,0,17,30136,18,20,116233220,1190,1,1081,0,4,1477,95515524,8,382062096,17,20,158,13,109,594,1081,113,0,0,37691441,913425,1630088477,0,594,555,0,3,1,14,14,2067,3,1628896406,1594345480,58134802,96928771,96928771,1,3,1,5040296124,73389,73389,14,14,14,96928775,9,3,117860,610772,922083,13550,1628896406,596767,36770798,1998
193377.68,12,253952,62,83488,5499028068,4,20625458,0,435,7,7,7039,600,2,594,656941,0,17,32833,18,20,117162302,1190,1,1081,0,4,1477,103983098,8,415867900,17,21,158,13,109,594,1081,113,0,0,41329328,974262,1777912247,0,594,555,0,3,1,14,14,2067,3,1776326503,1734993172,62759864,105517417,105517417,1,3,1,5486905716,73389,73389,14,14,14,105517421,9,3,126155,672397,1022037,14820,1776326503,656941,40308874,1998
195390.98,13,253952,62,90535,5963792298,4,22559710,0,464,7,7,7039,628,2,594,717597,0,17,35583,18,20,118187912,1190,1,1081,0,4,1477,112783583,8,450940740,17,21,158,13,109,594,1081,113,0,0,45296047,1186895,1917804326,0,594,555,0,3,1,14,14,2067,3,1916337302,1881315962,68868064,114443650,114443650,1,3,1,5951069832,73389,73389,14,14,14,114443654,9,3,130514,734456,1090667,15947,1916337302,717597,44207112,1998
197399.71,13,253952,62,97883,6449284342,4,24169142,0,493,7,7,7039,667,2,594,787382,0,17,38490,18,20,119635832,1190,1,1081,0,4,1477,121996547,8,487986188,17,21,158,13,109,594,1081,113,0,0,49305473,1312981,2075126936,0,594,555,0,3,1,14,14,2067,3,2073382315,2034198739,74562607,123787231,123787231,1,3,1,6436936044,73389,73389,14,14,14,123787235,9,3,141133,805825,1194249,17228,2073382315,787382,48113107,1998
199405.02,13,253952,62,103024,6787459782,5,26926989,0,514,7,7,7039,718,2,594,815151,0,17,40513,18,20,119949548,1190,1,1081,0,4,1477,128369312,8,513477248,17,21,158,13,109,594,1081,113,0,0,51478868,1313781,2181890765,0,594,555,0,3,1,14,14,2067,3,2181237264,2141073278,79540754,130266659,130266659,1,3,1,6773014332,73389,73389,14,14,14,130250279,9,3,142620,834415,1234178,18155,2181237264,815151,50246666,1998
201411.92,14,253952,62,110550,7282915928,5,28405318,0,555,8,8,7039,747,2,594,882263,0,17,43447,18,20,119949548,1190,1,1081,0,4,1477,137706712,8,550826848,17,22,158,13,109,594,1081,113,0,0,55439257,1407261,2344926742,0,594,555,0,3,1,14,14,2067,3,2343335398,2297417870,85070594,139770650,139770650,1,3,1,7268073832,73389,73389,14,14,14,139770654,9,3,148438,903126,1309974,19466,2343335398,882263,54131413,1998
203420.58,14,253952,62,118575,7811653706,5,29997062,0,620,8,8,7039,826,2,594,951455,0,17,46640,18,20,119949548,1190,1,1081,0,4,1477,147766732,8,591002268,17,22,158,13,109,594,1081,113,0,0,59787437,1526718,2509068976,0,594,555,0,3,1,14,14,2067,3,2506790999,2463871141,91118391,149942067,149942067,1,3,1,7796987516,73389,73389,14,14,14,149942071,9,3,161450,973959,1404595,20871,2506790999,951455,58385132,1998
205431.95,14,253952,62,126662,8344165132,5,31513617,0,688,8,8,7039,862,2,594,1020993,0,17,49810,18,20,119949548,1190,1,1081,0,4,1477,157877796,8,631511184,17,22,158,13,109,594,1081,113,0,0,64190430,1660046,2679002916,0,594,555,0,3,1,14,14,2067,3,2676820346,2631529872,97146297,160181179,160181179,1,3,1,8329421340,73389,73389,14,14,14,160181183,9,3,170109,1045188,1502513,22244,2676820346,1020993,62690373,1998
207440.76,15,253952,62,134911,8887679502,5,32995295,0,751,8,8,7039,906,2,594,1093088,0,17,53043,18,20,120251198,1190,1,1081,0,4,1477,168167218,8,672604224,17,22,158,13,109,594,1081,113,0,0,68626415,1801300,2850453353,0,594,555,0,3,1,14,14,2067,3,2847840326,2802914876,103179998,170614740,170614740,1,3,1,8871966512,73389,73389,14,14,14,170614744,9,3,173179,1118948,1583160,23656,2847840326,1093088,67045879,1998
209452.35,17,253952,62,143088,9426921722,5,34510912,0,817,8,8,7039,975,2,594,1167456,0,17,56274,18,20,120251198,1190,1,1081,0,4,1477,178350730,8,713402920,17,22,158,13,109,594,1081,113,0,0,73014920,1964714,3024389207,0,594,555,0,3,1,14,14,2067,3,3022371959,2973138937,109184480,180945679,180962063,1,3,1,9409175340,73389,73389,14,14,14,180945683,9,3,176177,1195064,1663212,25123,3022371959,1167456,71354508,1998
211465.56,23,253952,62,151213,9961006500,5,36015941,0,882,8,8,7039,1014,2,594,1242143,0,17,59452,18,20,120251198,1190,1,1081,0,4,1477,188484728,8,753874352,17,22,158,13,109,594,1081,113,0,0,77372694,2099454,3191024005,0,594,555,0,3,1,14,14,2067,3,3188606180,3141376520,115101216,191224036,191224036,1,3,1,9943649904,73389,73389,14,14,14,191224040,9,3,178908,1271470,1746925,26477,3188606180,1242143,75628733,1998
213473.02,25,253952,62,159379,10499058660,5,37575914,0,943,8,8,7039,1086,3,603,1318691,0,17,62672,18,20,121749329,1208,1,1081,0,4,1477,198629967,8,794455276,17,22,158,13,109,603,1081,113,0,0,81789688,2200767,3365380096,0,603,565,0,3,1,14,14,2067,3,3363059109,3311138812,121267507,201546783,201546783,1,3,1,10479580780,73389,73389,14,14,14,201530403,9,3,186848,1349816,1856911,27965,3363059109,1318691,79935903,2038
215480.39,25,253952,62,168061,11072084322,5,38796601,0,1027,8,8,7039,1128,3,621,1394123,0,17,66092,18,20,125002851,1244,1,1081,0,4,1477,209497764,8,837991056,17,22,158,13,109,621,1081,113,0,0,86506610,2310801,3550663455,0,621,583,0,3,1,14,14,2067,3,3547502983,3491438719,127306776,212569724,212569724,1,3,1,11053625680,73389,73389,14,14,14,212569728,9,3,195576,1427089,1961675,29464,3547502983,1394123,84548250,2101
217485.00,26,253952,62,174046,11465934126,6,40687800,0,1047,8,8,7039,1180,3,621,1426555,0,17,68435,18,20,125002851,1244,1,1081,0,4,1477,216903755,8,867615020,17,22,158,13,109,621,1081,113,0,0,88959113,2312462,3674705835,0,621,583,0,3,1,14,14,2067,3,3672122349,3615723621,131651064,220114112,220114112,1,3,1,11445933856,73389,73389,14,14,14,220114116,9,3,197179,1460356,2003604,30529,3672122349,1426555,86958912,2101
219491.16,27,253952,62,182972,12055264288,6,42486897,0,1112,9,9,7039,1224,3,621,1497591,0,17,71946,18,20,125002851,1244,1,1081,0,4,1477,228067903,8,912150876,17,23,158,13,109,621,1081,113,0,0,93426841,2353360,3867895683,0,621,583,0,3,1,14,14,2067,3,3865092506,3801702772,137944148,231405230,231421614,1,3,1,12033071992,73389,73389,14,14,14,231405234,9,3,205211,1533082,2090513,32100,3865092506,1497591,91339560,2101
221498.29,27,253952,62,192405,12675963038,6,43629477,0,1203,9,9,7039,1289,3,621,1575998,0,17,75659,18,20,125002851,1244,1,1081,0,4,1477,239811685,8,959246740,17,23,158,13,109,621,1081,113,0,0,98267762,2401517,4066145643,0,621,583,0,3,1,14,14,2067,3,4063760295,3997489527,143969335,243331894,243331894,1,3,1,12653258520,73389,73389,14,14,14,243331898,9,3,220075,1613274,2215764,33767,4063760295,1575998,96055777,2101
223503.46,27,253952,62,201393,13268789330,6,44708754,0,1287,9,9,7039,1348,3,639,1653507,0,17,79202,18,20,127885143,1280,1,1081,0,4,1477,251037529,8,1004150116,17,23,158,13,109,639,1081,113,0,0,102991813,2479238,4257729008,0,639,597,0,3,1,14,14,2067,3,4254304220,4184604369,149832587,254701058,254701058,1,3,1,13244455048,73389,73389,14,14,14,254701062,9,3,238192,1692544,2342761,35346,4254304220,1653507,100653024,2157
225508.64,27,253952,62,207141,13646781320,7,47458745,0,1304,9,9,7039,1385,3,648,1684705,0,17,81438,18,20,129259848,1298,1,1081,0,4,1477,258154896,8,1032554980,17,23,158,13,109,648,1081,113,0,0,105277838,2479286,4384319824,0,648,601,0,3,1,14,14,2067,3,4380285781,4303882947,154866985,261950534,261950534,1,3,1,13621427800,73389,73389,14,14,14,261950538,9,3,245992,1724579,2380682,36396,4380285781,1684705,102901210,2183
227513.32,27,253952,62,213127,14040536128,7,48586094,0,1339,9,9,7039,1420,3,666,1714743,2,17,83791,18,20,132143526,1334,1,1081,0,4,1477,265634717,8,1062474332,17,23,158,13,109,666,1081,113,0,0,107682198,2479392,4509468483,0,664,611,2,3,1,14,14,2067,3,4505472071,4428128859,158398002,269506988,269506988,1,3,1,14014363408,73389,73389,14,14,14,269506992,9,3,248509,1755461,2427506,37424,4505472071,1714743,105258842,2230
229518.55,28,253952,62,220069,14498198216,8,50919651,0,1367,10,10,7039,1471,3,684,1758010,4,17,86523,18,20,135026735,1370,1,1081,0,4,1477,274255414,8,1097021656,17,24,158,13,109,684,1081,113,0,0,110885716,2514704,4661610267,0,680,627,4,3,1,14,14,2067,3,4657368078,4572680660,163968269,278267222,278283606,1,3,1,14469895576,73389,73389,14,14,14,278267226,9,3,252544,1799945,2473340,38711,4657368078,1758010,108416654,2285
231532.02,28,253952,62,226650,14931142134,8,52553391,0,1392,11,11,7039,1507,3,711,1804144,6,17,89106,18,20,139662225,1424,1,1081,0,4,1477,282469852,8,1129879408,17,25,158,13,109,711,1081,113,0,0,113960003,2596072,4803631432,0,705,650,6,3,1,14,14,2067,3,4799521163,4709359374,168755316,286582288,286582288,1,3,1,14902279008,73389,73389,14,14,14,286582292,9,3,259845,1847231,2539224,39886,4799521163,1804144,111425179,2384
233539.53,30,253952,62,234758,15464981552,8,53982736,0,1463,11,11,7039,1556,3,720,1877982,6,17,92287,18,20,141474400,1442,1,1081,0,4,1477,292566712,8,1170202232,17,25,158,13,109,720,1081,113,0,0,118362169,2810803,4972159735,0,714,659,6,3,1,14,14,2067,3,4968381046,4877488465,174722234,296823559,296839943,1,3,1,15434825100,73389,73389,14,14,14,296823563,9,3,262587,1922763,2633103,41286,4968381046,1877982,115733625,2419
235549.62,32,253952,62,243033,16009500030,8,55376477,0,1526,11,11,7039,1615,3,720,1959062,6,17,95532,18,20,141474400,1442,1,1081,0,4,1477,302843573,8,1211374292,17,25,158,13,109,720,1081,113,0,0,122824741,2983064,5150458294,0,714,659,6,3,1,14,14,2067,3,5146404594,5049381737,180775806,307277822,307277822,1,3,1,15978446776,73389,73389,14,14,14,307277826,9,3,266787,2005638,2739074,42772,5146404594,1959062,120090402,2419
237554.54,32,253952,62,249836,16458502730,9,57619150,0,1572,11,11,7039,1656,3,729,2014467,6,17,98207,18,20,142972688,1460,1,1081,0,4,1477,311349458,8,1245333008,17,25,158,13,109,729,1081,113,0,0,126161409,3040335,5299666480,0,723,671,6,3,1,14,14,2067,3,5294830460,5191229408,186414795,315874216,315874216,1,3,1,16425459264,73389,73389,14,14,14,315874220,9,3,272886,2062313,2812044,43997,5294830460,2014467,123354170,2450
239559.53,33,253952,62,255653,16841921654,9,59121921,0,1604,11,11,7039,1697,3,729,2048521,6,17,100498,18,20,142972688,1460,1,1081,0,4,1477,318603507,8,1274349476,17,25,158,13,109,729,1081,113,0,0,128581179,3040384,5423387417,0,723,671,6,3,1,14,14,2067,3,5418588399,5312254674,190336505,323231903,323231903,1,3,1,16808058988,73389,73389,14,14,14,323231907,9,3,276488,2097312,2851848,45029,5418588399,2048521,125734228,2450
241568.98,33,253952,62,263179,17337655318,9,60734591,0,1645,12,12,7039,1741,3,729,2116226,6,17,103452,18,20,142972688,1460,1,1081,0,4,1477,327971613,8,1311886452,17,26,158,13,109,729,1081,113,0,0,132457995,3157407,5586836104,0,723,671,6,3,1,14,14,2067,3,5582034004,5468600028,195928332,332733735,332750119,1,3,1,17302154252,73389,73389,14,14,14,332733739,9,3,282611,2166482,2947721,46380,5582034004,2116226,129515313,2450
243574.18,35,253952,62,269078,17728330490,10,63241222,0,1671,12,12,7039,1787,3,729,2157718,6,17,105776,18,20,143575988,1460,1,1081,0,4,1477,335312477,8,1341185324,17,26,158,13,109,729,1081,113,0,0,135147422,3173371,5715031227,0,723,671,6,3,1,14,14,2067,3,5709849735,5591973899,201143118,340225924,340225924,1,3,1,17691748080,73389,73389,14,14,14,340225928,9,3,288066,2208997,3009626,47454,5709849735,2157718,132142940,2450
245578.94,35,253952,62,274625,18093740978,10,64891379,0,1703,12,12,7039,1814,3,729,2192955,6,17,107947,18,20,143575988,1460,1,1081,0,4,1477,342196906,8,1368787624,17,26,158,13,109,729,1081,113,0,0,137552436,3174489,5834794494,0,723,671,6,3,1,14,14,2067,3,5829910167,5707373706,205197533,347225322,347225322,1,3,1,18054864808,73389,73389,14,14,14,347208942,9,3,291175,2245120,3047479,48437,5829910167,2192955,134510201,2450
247586.76,35,253952,62,281071,18518369980,10,66665334,0,1736,13,13,7039,1863,3,729,2249105,6,17,110488,18,20,143889704,1460,1,1081,0,4,1477,350256576,8,1400961764,17,27,158,13,109,729,1081,113,0,0,141055414,3299506,5981545377,0,723,671,6,3,1,14,14,2067,3,5976536135,5842038422,210593312,355336673,355336673,1,3,1,18477507028,73389,73389,14,14,14,355336677,9,3,295163,2302580,3125401,49666,5976536135,2249105,137935378,2450
249599.05,36,253952,62,288044,18977222738,10,68445531,0,1771,13,13,7039,1902,3,729,2315110,6,17,113202,18,20,143889704,1460,1,1081,0,4,1477,358885891,8,1435543564,17,27,158,13,109,729,1081,113,0,0,145038868,3540684,6131492872,0,723,671,6,3,1,14,14,2067,3,6126354916,5987016406,216589386,364121927,364138311,1,3,1,18934340236,73389,73389,14,14,14,364121931,9,3,297711,2370117,3203373,50896,6126354916,2315110,141841003,2450
251609.14,40,253952,62,295354,19458812692,10,70239544,0,1814,13,13,7039,1944,3,729,2384839,6,17,116083,18,20,143889704,1460,1,1081,0,4,1477,368043204,8,1472172816,17,27,158,13,109,729,1081,113,0,0,149121877,3711105,6286103865,0,723,671,6,3,1,14,14,2067,3,6281460594,6138930222,222618016,373377999,373394383,1,3,1,19415655980,73389,73389,14,14,14,373378003,9,3,300945,2441456,3264944,52176,6281460594,2384839,145862585,2450
253620.95,41,253952,62,303019,19963064626,10,71956567,0,1854,13,13,7039,1998,3,729,2453923,6,17,119079,18,20,143889704,1460,1,1081,0,4,1477,377528043,8,1510047540,17,27,158,13,109,729,1081,113,0,0,153308129,3868799,6455620682,0,723,671,6,3,1,14,14,2067,3,6450432250,6298548140,228588023,383015221,383015221,1,3,1,19916791524,73389,73389,14,14,14,383015225,9,3,303637,2512204,3344535,53591,6450432250,2453923,149969394,2450
255626.27,41,253952,62,308696,20337146202,11,74503694,0,1877,13,13,7039,2030,3,756,2492255,6,17,121293,18,20,148385634,1514,1,1081,0,4,1477,384557265,8,1538229060,17,27,158,13,109,756,1081,113,0,0,155763394,3874510,6580502277,0,750,685,6,3,1,14,14,2067,3,6575351342,6416936012,233694459,390157757,390174141,1,3,1,20288203396,73389,73389,14,14,14,390157761,9,3,306211,2551459,3390473,54627,6575351342,2492255,152378817,2532
257642.38,42,253952,62,315762,20802660910,11,75923581,0,1900,14,14,7039,2082,3,765,2546606,6,17,124070,18,20,149883905,1532,1,1081,0,4,1477,393357723,8,1573366292,17,28,158,13,109,765,1081,113,0,0,159430741,3939994,6737608424,0,759,689,6,3,1,14,14,2067,3,6731929281,6564052512,238825589,399086149,399086149,1,3,1,20752479780,73389,73389,14,14,14,399086153,9,3,312914,2607184,3465553,55935,6731929281,2546606,155971218,2555
259650.20,43,253952,62,323165,21290044062,11,77743091,0,1926,14,14,7039,2128,3,792,2609422,6,17,126975,18,20,155005368,1586,1,1081,0,4,1477,402559115,8,1610236460,17,28,158,13,109,792,1081,113,0,0,163475091,4084714,6899164239,0,786,715,6,3,1,14,14,2067,3,6893732378,6718285451,244844948,408418108,408418108,1,3,1,21237741648,73389,73389,14,14,14,408418112,9,3,315001,2671543,3546225,57271,6893732378,2609422,159935038,2660
261658.68,44,253952,62,330594,21779698252,11,79707499,0,1951,14,14,7039,2169,3,801,2676345,6,17,129895,18,20,156447165,1604,1,1081,0,4,1477,411844231,8,1647376924,17,28,158,13,109,801,1081,113,0,0,167550065,4169831,7059290227,0,795,722,6,3,1,14,14,2067,3,7053187203,6872571755,250896752,417819477,417835861,1,3,1,21726612836,73389,73389,14,14,14,417819481,9,3,318754,2740100,3629004,58585,7053187203,2676345,163927381,2691
263666.50,45,253952,62,338166,22278205252,11,81413414,0,1998,14,14,7039,2221,3,810,2749075,6,17,132853,18,20,157958025,1622,1,1081,0,4,1477,421198002,8,1684792008,17,28,158,13,109,810,1081,113,0,0,171719392,4337251,7226147781,0,804,730,6,3,1,14,14,2067,3,7219759319,7030852549,256997769,427323468,427339852,1,3,1,22220820368,73389,73389,14,14,14,427323472,9,3,327228,2814506,3735177,59980,7219759319,2749075,167990697,2732
265671.41,46,253952,62,345267,22746502976,11,82881997,0,2039,14,14,7039,2264,3,837,2809483,6,17,135623,18,20,162766922,1676,1,1081,0,4,1477,430018360,8,1720073440,17,28,158,13,109,837,1081,113,0,0,175338744,4432961,7385612674,0,831,758,6,3,1,14,14,2067,3,7378956212,7179039142,262172357,436269959,436269959,1,3,1,22686037900,73389,73389,14,14,14,436269963,9,3,329157,2876372,3806926,61297,7378956212,2809483,171538452,2827
267680.67,46,253952,62,351068,23127999122,12,85324438,0,2049,14,14,7039,2305,3,855,2848127,6,17,137898,18,20,166077195,1712,1,1081,0,4,1477,437204197,8,1748752176,17,28,158,13,109,855,1081,113,0,0,177954125,4435909,7517362169,0,849,766,6,3,1,14,14,2067,3,7510741690,7300160962,267232681,443558236,443558236,1,3,1,23065028304,73389,73389,14,14,14,443558240,9,3,332788,2916002,3849726,62403,7510741690,2848127,174111128,2886
269689.49,47,253952,62,358490,23618497688,12,86998118,0,2083,15,15,7039,2352,4,873,2915722,6,17,140812,18,20,169702413,1748,1,1081,0,4,1477,446424945,8,1785635088,17,29,158,13,109,873,1081,113,0,0,182001019,4581297,7680596469,0,867,785,6,3,1,14,14,2067,3,7673695544,7455347442,273086236,452926393,452926393,1,3,1,23552172468,73389,73389,14,14,14,452926397,9,3,336793,2985146,3932295,63757,7673695544,2915722,178075596,2961
271694.91,47,253952,62,364177,23993421064,13,89097377,0,2104,15,15,7039,2391,4,882,2955177,6,17,143041,18,20,171200715,1766,1,1081,0,4,1477,453484942,8,1813939768,17,29,158,13,109,882,1081,113,0,0,184598665,4585587,7808455384,0,876,789,6,3,1,14,14,2067,3,7801977732,7573886786,277418519,460087472,460103856,1,3,1,23924548576,73389,73389,14,14,14,460087476,9,3,339435,3025652,3981312,64826,7801977732,2955177,180624320,2986
