timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
391649.33,4,253952,62,202099,13315323442,21,28087288,143,26,26,5910,147,675,1108785,11,52736,40,49,144800504,1352,1,0,39,40,7,14,150,675,0,0,0,43236278,991459,3943877795,0,675,322,2,1,14,14,335,1,3944451024,3896049526,382402701,302263244,302279628,1,2,1,13299582736,73389,73389,14,14,14,302263244,6,3,624914,1133883,2468831,30116,3944451024,1108785,40769084,1691
393656.16,4,253952,62,219330,14450679654,22,31079249,196,27,27,5910,149,675,1233037,11,57545,40,49,145065956,1352,1,0,39,41,7,14,150,675,0,0,0,47872719,1395022,4276198333,0,675,322,2,1,14,14,335,1,4276063184,4227972381,391788816,328067539,328083923,1,2,1,14434971716,73389,73389,14,14,14,328067539,6,3,635101,1260841,2646340,32646,4276063184,1233037,45228205,1691
395671.40,4,253952,62,235682,15528164270,23,35103211,248,27,27,5910,152,675,1357974,11,62171,40,49,145596860,1352,1,0,39,41,7,14,150,675,0,0,0,52489593,2055328,4589738327,0,675,322,2,1,14,14,335,1,4590635984,4542960290,402174482,352563273,352579657,1,2,1,15512784012,73389,73389,14,14,14,352563273,6,3,657192,1388393,2860102,35046,4590635984,1357974,49631439,1691
397679.66,4,253952,62,251542,16573405174,24,39406191,296,29,29,5910,155,675,1483267,11,66664,40,49,146127764,1352,1,0,39,43,7,14,150,675,0,0,0,57026323,2939129,4894751239,0,675,322,2,1,14,14,335,1,4896164816,4848529627,413085599,376313535,376329919,1,2,1,16557795540,73389,73389,14,14,14,376313535,6,3,672884,1516174,3050143,37377,4896164816,1483267,53978264,1691
399685.12,4,253952,62,263294,17347566026,27,43818608,321,29,29,5910,157,675,1546623,11,69974,40,49,146393216,1352,1,0,39,43,7,14,150,675,0,0,0,59834472,3061021,5123580721,0,675,322,2,1,14,14,335,1,5122395088,5074880418,420645647,393910334,393910334,1,2,1,17332054696,73389,73389,14,14,14,393910334,6,3,676895,1581072,3142518,39103,5122395088,1546623,56694138,1691
401692.65,4,253952,62,276925,18245665378,27,44799383,360,33,33,5910,159,675,1625727,11,73802,40,49,146658668,1352,1,0,39,47,7,14,150,675,0,0,0,63154584,3374984,5386231572,0,675,322,2,1,14,14,335,1,5384539088,5337359643,425807427,414310512,414326896,1,2,1,18229662528,73389,73389,14,14,14,414310512,6,3,737978,1662108,3367479,41103,5384539088,1625727,59789403,1691
403700.36,4,253952,62,292853,19294671294,28,48764898,397,36,36,5910,162,675,1740156,11,78311,40,49,146924120,1352,1,0,39,50,7,14,150,675,0,0,0,67575717,4538621,5688109707,0,675,322,2,1,14,14,335,1,5690465099,5644035278,438127011,438153045,438169429,1,2,1,19278733980,73389,73389,14,14,14,438153045,6,3,757129,1779022,3549943,43441,5690465099,1740156,64028214,1691
405711.40,4,253952,62,308715,20340043270,28,50881468,417,39,39,5910,164,675,1876158,11,82748,40,49,147455024,1352,1,0,39,53,7,14,150,675,0,0,0,72124818,6173784,5992453941,0,675,322,2,1,14,14,335,1,5996125003,5949562885,455273339,461927883,461927883,1,2,1,20324826852,73389,73389,14,14,14,461927883,6,3,788917,1917520,3812636,45773,5996125003,1876158,68314743,1691
407720.43,4,253952,62,324322,21367979362,28,52144805,417,42,42,5910,168,675,2005932,11,87235,40,49,147985928,1352,1,0,39,56,7,14,150,675,0,0,0,76630273,7663443,6294340223,0,675,322,2,1,14,14,335,1,6295917929,6250011490,474893640,485295280,485295280,1,2,1,21352992320,73389,73389,14,14,14,485295280,6,3,821539,2051457,4094580,48067,6295917929,2005932,72538382,1691
409728.79,4,253952,62,340094,22407039180,28,52988271,422,42,42,5910,171,675,2130252,11,91735,40,49,148516832,1352,1,0,39,56,7,14,150,675,0,0,0,81043713,9047872,6595352977,0,675,322,2,1,14,14,335,1,6598897674,6553582632,490407922,508914470,508930854,1,2,1,22392236680,73389,73389,14,14,14,508914470,6,3,849638,2178198,4341866,50385,6598897674,2130252,76704671,1691
411737.04,4,253952,62,355638,23431305256,29,54999704,425,42,42,5910,174,675,2254566,11,96142,40,49,149047736,1352,1,0,39,56,7,14,150,675,0,0,0,85802472,10900303,6894073608,0,675,322,2,1,14,14,335,1,6898397194,6853170077,513773829,532175371,532191755,1,2,1,23415716324,73389,73389,14,14,14,532175371,6,3,872525,2304939,4560013,52670,6898397194,2254566,81245417,1691
413744.56,4,253952,62,371733,24491521136,29,55470165,435,42,42,5910,178,675,2368811,11,100744,40,49,149844092,1352,1,0,39,56,7,14,150,675,0,0,0,90445994,12238252,7204739370,0,675,322,2,1,14,14,335,1,7207197507,7162943021,529892177,556277889,556294273,1,2,1,24476227116,73389,73389,14,14,14,556277889,6,3,894206,2421674,4764773,55032,7207197507,2368811,85683410,1691
415757.54,4,253952,62,387689,25542168760,29,56207052,440,42,42,5910,182,675,2497136,11,105313,40,49,150374996,1352,1,0,39,56,7,14,150,675,0,0,0,94972170,13610727,7511733048,0,675,322,2,1,14,14,335,1,7513004315,7469978522,548239331,580175607,580175607,1,2,1,25527726708,73389,73389,14,14,14,580175607,6,3,928584,2552994,5031966,57378,7513004315,2497136,89943473,1691
417595.64,4,253952,62,400982,26415782060,29,56211065,441,47,47,5910,191,675,2599215,11,109422,44,49,158511825,1359,1,1035,43,68,7,39,1115,675,607,1035,150,99515427,14802652,7767321708,8,675,322,2,1,14,14,335,1,7763869224,7725268584,657306454,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,6,3,944499,2657098,5223689,59330,7763869224,2599215,94295135,1691
