timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
25466.89,0,253952,62,102795,6771857374,4,13254179,0,258,6,6,5068,728,1,594,470352,18,12,40426,13,119612158,1190,1,0,4,487,128064904,5,512195004,12,20,8,202,594,0,0,35296154,3502,2183841871,0,576,54,18,3,1,14,14,879,0,3,2182594395,2136606030,48550366,129943297,129943297,1,3,1,0,6757051476,73389,73389,14,14,14,129943301,4,3,112167,482305,674074,18156,2182594395,470352,34623535,691
27471.47,0,253952,62,114045,7513229158,4,14958673,0,281,7,7,5068,769,1,603,523734,18,12,44827,13,121738001,1208,1,0,4,487,142111903,5,568382988,12,21,8,202,603,0,0,39427322,3771,2420745799,0,585,55,18,3,1,14,14,879,0,3,2419217518,2370015286,54386851,144189568,144189568,1,3,1,0,7497857568,73389,73389,14,14,14,144189572,4,3,118123,537178,735075,20056,2419217518,523734,38693850,715
29475.72,0,253952,62,125254,8249651000,4,16869708,0,303,7,7,5068,866,1,666,575139,26,12,49241,13,131819780,1334,1,0,4,487,156015267,5,624061068,12,21,8,202,666,0,0,43542773,4080,2651146923,0,640,85,26,3,1,14,14,879,0,3,2650534191,2602383334,60413501,158324828,158324828,1,3,1,0,8232891088,73389,73389,14,14,14,158324832,4,3,118927,590091,784985,22043,2650534191,575139,42759547,866
31480.05,0,253952,62,136606,8996466190,4,18711706,0,331,7,7,5068,909,1,711,629732,28,12,53675,13,139569845,1424,1,0,4,487,170173920,5,680631160,12,21,8,202,711,0,0,47727930,4403,2894769257,0,683,112,28,3,1,14,14,879,0,3,2893843067,2837533824,66440074,172684072,172684072,1,3,1,0,8979571776,73389,73389,14,14,14,172684076,4,3,121236,646235,841006,24035,2893843067,629732,46888829,978
33484.27,0,253952,62,145060,9553747838,5,21066964,0,371,7,7,5068,983,1,756,672794,28,12,57014,13,148316906,1514,1,0,4,487,180680542,5,722657584,12,21,8,202,756,0,0,50790508,4714,3073753921,0,728,132,28,3,1,14,14,879,0,3,3072596753,3014018081,71857079,183340532,183340532,1,3,1,0,9533707696,73389,73389,14,14,14,183340536,4,3,123794,690431,894896,25544,3072596753,672794,49897630,1096
35488.39,0,253952,62,155269,10226057232,5,22916722,0,396,8,8,5068,1073,1,819,723663,28,12,61052,13,159063655,1640,1,0,4,487,193394889,5,773579556,12,22,8,202,819,0,0,54611381,4778,3302117524,0,791,149,28,3,1,14,14,879,0,3,3300428340,3226202950,77460374,196219183,196219183,1,3,1,0,10203397548,73389,73389,14,14,14,196219187,4,3,126034,742677,946821,27471,3300428340,723663,53666720,1226
37491.75,0,253952,62,163248,10751792420,6,24743053,0,440,8,8,5068,1093,1,828,758018,28,12,64167,13,160586812,1658,1,0,4,487,203375075,5,813500300,12,22,8,202,828,0,0,57574781,4811,3458884305,0,800,153,28,3,1,14,14,879,0,3,3457476926,3391756927,82315557,206333256,206333256,1,3,1,0,10729329344,73389,73389,14,14,14,206333260,4,3,126311,777985,980824,28715,3457476926,758018,56596234,1244
39495.43,1,253952,62,173594,11433683546,6,26988097,0,453,9,9,5068,1184,1,900,805454,28,12,68253,13,173761482,1802,1,0,4,487,216221389,5,864885556,12,23,8,202,900,0,0,61458015,4860,3686243752,0,872,182,28,3,1,14,14,879,0,3,3684171301,3607299478,88200164,219385654,219385654,1,3,1,0,11408054040,73389,73389,14,14,14,219385658,4,3,131165,826834,1055789,30639,3684171301,805454,60404648,1408
41499.94,1,253952,62,184454,12148577864,6,28896942,0,467,9,9,5068,1226,1,918,853225,28,12,72487,13,177012071,1838,1,0,4,487,229737112,5,918948448,12,23,8,202,918,0,0,65520383,4908,3918826068,0,890,192,28,3,1,14,14,879,0,3,3917129653,3832520263,94065911,233110240,233126624,1,3,1,0,12121732512,73389,73389,14,14,14,233110244,4,3,136976,876057,1112781,32512,3917129653,853225,64410164,1447
43504.34,1,253952,62,191566,12617867386,7,31235809,0,504,10,10,5068,1292,1,918,886466,28,12,75305,13,177036203,1838,1,0,4,487,238616488,5,954465952,12,24,8,202,918,0,0,68201134,4976,4068712405,0,890,192,28,3,1,14,14,879,0,3,4066520823,3980672635,99434205,242083466,242083466,1,3,1,0,12588340264,73389,73389,14,14,14,242083470,4,3,139430,910317,1152584,33788,4066520823,886466,67051211,1447
45508.55,1,253952,62,202413,13332488904,7,33031938,0,530,10,10,5068,1338,3,918,942335,28,12,79539,13,177337853,1838,1,0,4,487,252126931,5,1008507724,12,24,8,202,918,0,0,72387064,5041,4296428742,0,890,192,28,3,1,14,14,879,0,3,4294336484,4206193158,105415939,255803734,255820118,1,3,1,0,13301794200,73389,73389,14,14,14,255803738,4,3,143567,967652,1231978,35630,4294336484,942335,71157908,1447
47512.89,1,253952,62,213162,14040687894,7,34891172,0,564,10,10,5068,1430,3,918,999455,28,12,83795,13,177337853,1838,1,0,4,487,265539692,5,1062158768,12,24,8,202,918,0,0,76581969,5072,4527059422,0,890,192,28,3,1,14,14,879,0,3,4525097661,4429308745,111411035,269425698,269425698,1,3,1,0,14010136328,73389,73389,14,14,14,269425702,4,3,143954,1026340,1292082,37583,4525097661,999455,75292858,1447
49516.69,1,253952,62,221112,14565137904,8,36842886,0,599,10,10,5068,1455,3,918,1038937,28,12,86886,13,177337853,1838,1,0,4,487,275466448,5,1101801296,12,24,8,202,918,0,0,79621834,5123,4696732128,0,890,192,28,3,1,14,14,879,0,3,4694485664,4595115572,116460424,279461725,279461725,1,3,1,0,14532009732,73389,73389,14,14,14,279461729,4,3,145007,1066861,1341085,38947,4694485664,1038937,78283843,1447
51520.92,1,253952,62,231029,15217580210,8,38750127,0,619,11,11,5068,1538,3,918,1092313,28,12,90793,13,177337853,1838,1,0,4,487,287775621,5,1151037824,12,25,8,202,918,0,0,83369594,5168,4916204479,0,890,192,28,3,1,14,14,879,0,3,4914369755,4801423580,122115480,291961829,291961829,1,3,1,0,15182015140,73389,73389,14,14,14,291961833,4,3,151719,1121644,1410153,40795,4914369755,1092313,81962676,1447
53525.66,1,253952,62,242092,15947346916,8,40599183,0,645,11,11,5068,1608,3,918,1150547,28,12,95143,13,177663635,1838,1,0,4,487,301570838,5,1206283352,12,25,8,202,918,0,0,87537802,5234,5152064711,0,890,192,28,3,1,14,14,879,0,3,5149031683,5031691013,128131878,305954148,305954148,1,3,1,0,15909615728,73389,73389,14,14,14,305954152,4,3,153052,1181438,1479112,42744,5149031683,1150547,86062077,1447
55530.05,1,253952,62,253172,16677238322,8,42311915,0,687,11,11,5068,1676,3,936,1210780,28,12,99483,13,180962652,1874,1,0,4,487,315372895,5,1261362208,12,25,8,202,936,0,0,91797783,5292,5388258910,0,908,196,28,3,1,14,14,879,0,3,5385337798,5262079340,134103418,319952944,319952944,1,3,1,0,16637553120,73389,73389,14,14,14,319952948,4,3,159098,1243199,1547083,44689,5385337798,1210780,90254239,1486
57534.50,1,253952,62,263815,17379129994,8,44056122,0,733,11,11,5068,1765,3,1026,1274778,28,12,103681,13,196262389,2054,1,0,4,487,328606764,5,1314297748,12,25,8,202,1026,0,0,96091201,5332,5620871549,0,998,217,28,3,1,14,14,879,0,3,5618182481,5484108964,140106461,333376141,333376141,1,3,1,0,17335559364,73389,73389,14,14,14,333376145,4,3,163242,1308873,1625112,46663,5618182481,1274778,94469801,1701
59539.39,1,253952,62,274285,18069683938,8,45716797,0,783,11,11,5068,1807,3,1044,1338034,28,12,107782,13,200200135,2090,1,0,4,487,341679519,5,1366718076,12,25,8,202,1044,0,0,100433321,5377,5843409325,0,1016,223,28,3,1,14,14,879,0,3,5840942851,5701679764,146143117,346616955,346633339,1,3,1,0,18024081692,73389,73389,14,14,14,346616959,4,3,166834,1373720,1700086,48454,5840942851,1338034,98737126,1742
61544.06,1,253952,62,284825,18763908386,8,47386534,0,839,11,11,5068,1897,3,1098,1404959,28,12,111927,13,209216862,2198,1,0,4,487,354757520,5,1419030080,12,25,8,202,1098,0,0,104791286,5448,6078680228,0,1070,245,28,3,1,14,14,879,0,3,6076146458,5921497009,152169404,359899173,359899173,1,3,1,0,18713905060,73389,73389,14,14,14,359882793,4,3,170907,1442362,1794074,50451,6076146458,1404959,103001272,1873
63548.51,1,253952,62,295140,19443363102,8,49006215,0,894,11,11,5068,1939,3,1134,1466631,28,12,115955,13,215236024,2270,1,0,4,487,367624279,5,1470432380,12,25,8,202,1134,0,0,109175696,5516,6289414413,0,1106,267,28,3,1,14,14,879,0,3,6285938451,6135686773,158172826,372933472,372949856,1,3,1,0,19392540576,73389,73389,14,14,14,372933476,4,3,173887,1505589,1873260,52138,6285938451,1466631,107306681,1971
65553.45,1,253952,62,305094,20099133414,8,50369530,0,942,11,11,5068,2026,3,1197,1534446,28,12,119877,13,225712537,2396,1,0,4,487,379965869,5,1519863476,12,25,8,202,1197,0,0,113443352,5577,6515104316,0,1169,292,28,3,1,14,14,879,0,3,6511187138,6343188645,163801719,385484443,385484443,1,3,1,0,20044339100,73389,73389,14,14,14,385468063,4,3,177797,1575085,1949217,54062,6511187138,1534446,111498557,2136
67558.69,1,253952,62,311509,20521965016,9,52806454,0,957,11,11,5068,2045,3,1251,1568385,28,12,122372,13,235215477,2504,1,0,4,487,387952502,5,1551745396,12,25,8,202,1251,0,0,116022826,5619,6655884111,0,1223,301,28,3,1,14,14,879,0,3,6651603385,6476864643,168817717,393583284,393583284,1,3,1,0,20466330800,73389,73389,14,14,14,393583288,4,3,181365,1610011,1982208,55177,6651603385,1568385,114045138,2266
69564.66,1,253952,62,321323,21167729510,9,54409848,0,1014,12,12,5068,2126,3,1251,1628304,28,12,126219,13,235215477,2504,1,0,4,487,400082169,5,1600328676,12,26,8,202,1251,0,0,120419997,5683,6874881632,0,1223,301,28,3,1,14,14,879,0,3,6870802237,6681337700,174816500,405903164,405919548,1,3,1,0,21106224860,73389,73389,14,14,14,405888943,4,3,184857,1671586,2047162,57036,6870802237,1628304,118377547,2266
71569.59,1,253952,62,331165,21817066516,9,55973008,0,1080,12,12,5068,2170,3,1251,1685729,28,12,130086,13,235215477,2504,1,0,4,487,412394649,5,1649578596,12,26,8,202,1251,0,0,124863223,5786,7080265809,0,1223,301,28,3,1,14,14,879,0,3,7076382767,6886070204,180822360,418390314,418390314,1,3,1,0,21756296360,73389,73389,14,14,14,418390318,4,3,185627,1730505,2110336,58703,7076382767,1685729,122757811,2266
73573.76,1,253952,62,338218,22280884636,10,57990475,0,1114,12,12,5068,2233,3,1251,1727173,28,12,132835,13,235842909,2504,1,0,4,487,421072809,5,1684291236,12,26,8,202,1251,0,0,127712071,5818,7253436596,0,1223,301,28,3,1,14,14,879,0,3,7249045488,7034005670,185687871,427194111,427194111,1,3,1,0,22214093804,73389,73389,14,14,14,427194115,4,3,187340,1773086,2159432,60168,7249045488,1727173,125557685,2266
75578.62,1,253952,62,347473,22889966242,10,59734788,0,1158,13,13,5068,2272,3,1251,1780450,28,12,136444,13,235842909,2504,1,0,4,487,432606500,5,1730361520,12,27,8,202,1251,0,0,131760371,5857,7451299247,0,1223,301,28,3,1,14,14,879,0,3,7446734041,7226291129,191479690,438875015,438875015,1,3,1,0,22821500812,73389,73389,14,14,14,438875019,4,3,193528,1827804,2246446,61771,7446734041,1780450,129519154,2266
77582.90,1,253952,62,355790,23439722828,11,61977062,0,1203,13,13,5068,2345,3,1251,1830606,28,12,139727,13,236156625,2504,1,0,4,487,442927852,5,1771711408,12,27,8,202,1251,0,0,135388426,5916,7644494340,0,1223,301,28,3,1,14,14,879,0,3,7639381727,7400620273,197347483,449361158,449361158,1,3,1,0,23366780248,73389,73389,14,14,14,449361162,4,3,198124,1879323,2306425,63408,7639381727,1830606,133087381,2266
79587.88,1,253952,62,363559,23951417938,11,63496378,0,1229,14,14,5068,2373,3,1251,1872891,28,12,142755,13,236168691,2504,1,0,4,487,452603515,5,1810349576,12,28,8,202,1251,0,0,138661976,6002,7810570957,0,1223,301,28,3,1,14,14,879,0,3,7805912344,7562176829,202140966,459157902,459174286,1,3,1,0,23876210936,73389,73389,14,14,14,459157906,4,3,201738,1922785,2360505,64761,7805912344,1872891,136306994,2266
81592.69,2,253952,62,373527,24608783226,11,64951354,0,1304,14,14,5068,2455,3,1251,1938181,28,12,146666,13,236482407,2504,1,0,4,487,464932053,5,1859728212,12,28,8,202,1251,0,0,143203219,6117,8039909772,0,1223,301,28,3,1,14,14,879,0,3,8034465826,7771396178,208135774,471663595,471679979,1,3,1,0,24526506972,73389,73389,14,14,14,471663599,4,3,201883,1989811,2419676,66696,8034465826,1938181,140789264,2266
83597.63,4,253952,62,383536,25267439020,11,66457351,0,1371,14,14,5068,2502,3,1296,2003815,28,12,150559,13,244314356,2594,1,0,4,487,477324416,5,1909297664,12,28,8,202,1296,0,0,147726309,6242,8259641781,0,1268,323,28,3,1,14,14,879,0,3,8254365073,7979981568,214163683,484265877,484265877,1,3,1,0,25181825636,73389,73389,14,14,14,484265881,4,3,205847,2057127,2495594,68487,8254365073,2003815,145236648,2394
85603.03,4,253952,62,393494,25923859364,11,68028916,0,1432,14,14,5068,2583,3,1503,2076080,28,12,154442,13,279088340,3008,1,0,4,487,489607707,5,1958366164,12,28,8,202,1503,0,0,152164747,9354,8497274090,0,1475,418,28,3,1,14,14,879,0,3,8491799540,8189318491,220174834,496708193,496724577,1,3,1,0,25828826068,73389,73389,14,14,14,496708197,4,3,207757,2131118,2600692,70473,8491799540,2076080,149570197,2892
87608.51,4,253952,62,402954,26546641302,11,69479314,0,1504,14,14,5068,2627,3,1557,2140011,28,12,158144,13,288950898,3116,1,0,4,487,501399895,5,2005599580,12,28,8,202,1557,0,0,156730625,9536,8695145096,0,1529,447,28,3,1,14,14,879,0,3,8689498721,8385684174,226190035,508667625,508667625,1,3,1,0,26450716532,73389,73389,14,14,14,508667629,4,3,210453,2196682,2681801,72084,8689498721,2140011,154055158,3056
89613.24,4,253952,62,411491,27109898792,11,70701030,0,1562,14,14,5068,2698,3,1638,2203045,28,12,161481,13,303555156,3278,1,0,4,487,511922778,5,2047691112,12,28,8,202,1638,0,0,160716005,9702,8899680945,0,1610,467,28,3,1,14,14,879,0,3,8893472641,8565214881,231396364,519348661,519348661,1,3,1,0,27006130404,73389,73389,14,14,14,519348665,4,3,210830,2261264,2745871,73796,8893472641,2203045,157976641,3262
91618.91,5,253952,62,418583,27576082946,12,73165831,0,1589,15,15,5068,2728,3,1665,2246264,28,12,164233,13,308622490,3332,1,0,4,487,520697637,5,2082726012,12,29,8,202,1665,0,0,163794092,9956,9054672474,0,1637,485,28,3,1,14,14,879,0,3,9048866622,8712589791,236938600,528273179,528273179,1,3,1,0,27470205340,73389,73389,14,14,14,528273183,4,3,218500,2305661,2819845,75049,9048866622,2246264,160980908,3335
93624.74,5,253952,62,428336,28218718496,12,74428226,0,1671,15,15,5068,2806,3,1755,2327936,28,12,168027,13,324562093,3512,1,0,4,487,532675827,5,2130638656,12,29,8,202,1755,0,0,168563219,19790,9294130410,0,1727,551,28,3,1,14,14,879,0,3,9287471241,8918043575,242975109,540422742,540422742,1,3,1,0,28101982616,73389,73389,14,14,14,540422746,4,3,220569,2389315,2902910,77061,9287471241,2327936,165667159,3600
95631.71,5,253952,62,437944,28851899590,12,75525218,0,1760,15,15,5068,2854,3,1755,2407778,28,12,171768,13,325213657,3512,1,0,4,487,544575220,5,2178236348,12,29,8,202,1755,0,0,173478419,34214,9514280948,0,1727,551,28,3,1,14,14,879,0,3,9507422834,9118967166,248987654,552490385,552490385,1,3,1,0,28729500052,73389,73389,14,14,14,552490389,4,3,224322,2471191,3010888,78859,9507422834,2407778,170474580,3600
97636.26,5,253952,62,445575,29355166098,13,77704480,0,1813,15,15,5068,2890,3,1755,2465060,28,12,174735,13,325816957,3512,1,0,4,487,554034082,5,2216136328,12,29,8,202,1755,0,0,177135142,35772,9690959221,0,1727,551,28,3,1,14,14,879,0,3,9684348106,9278928465,254831359,562086203,562086203,1,3,1,0,29228482588,73389,73389,14,14,14,562086207,4,3,225848,2529973,3083998,80304,9684348106,2465060,174058342,3600
99643.32,5,253952,62,452498,29810826518,13,79174351,0,1841,16,16,5068,2947,3,1755,2516659,28,12,177431,13,326178937,3512,1,0,4,487,562535215,5,2250140860,12,30,8,202,1755,0,0,180348619,57008,9863970182,0,1727,551,28,3,1,14,14,879,0,3,9857104620,9424680187,259531259,570707617,570707617,1,3,1,0,29676796116,73389,73389,14,14,14,570707621,4,3,227527,2583031,3141876,81748,9857104620,2516659,177214063,3600
101651.10,5,253952,62,461358,30395203872,13,80263644,0,1935,16,16,5068,2994,3,1809,2594900,28,12,180879,13,336703319,3620,1,0,4,487,573511093,5,2293979820,12,30,8,202,1809,0,0,185255636,98904,10068287041,0,1781,596,28,3,1,14,14,879,0,3,10061101644,9610235428,265559280,581839213,581839213,1,3,1,0,30255639108,73389,73389,14,14,14,581839217,4,3,231161,2663183,3232149,83424,10061101644,2594900,182030992,3807
103657.35,5,253952,62,470088,30971785506,13,81492681,0,2023,16,16,5068,3063,3,2115,2677425,28,12,184255,13,389919528,4232,1,0,4,487,584161097,5,2336579920,12,30,8,202,2115,0,0,189996966,146815,10291642974,0,2087,953,28,3,1,14,14,879,0,3,10284929763,9795314864,271577247,592673738,592673738,1,3,1,0,30818182440,73389,73389,14,14,14,592657358,4,3,231689,2747634,3310270,85307,10284929763,2677425,186708384,4745
105147.78,5,253952,62,475918,31354644432,14,82430638,1,2091,17,17,5068,3129,3,2115,2720936,28,12,186584,18,398189083,4239,1,1223,4,487,591599349,5,2366397396,17,38,13,563,2115,1223,122,193477632,233798,10414770672,8,2087,953,28,3,1,14,14,879,99715773,3,10407138700,9915912970,475492210,600037902,600037902,1,3,1,99715773,31201970936,73389,73389,14,14,14,600037906,4,3,233160,2792308,3361344,86258,10407138700,2720936,190124102,4745
