timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,PartsLockHoldMicroseconds,PartsLocks,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
469743.30,253952,62,149016,9817953234,38,62187429,0,351,42,42,4677,138,1,675,1102401,18,37766,41,84,143207792,1352,1,0,40,56,14,9,366,675,0,0,0,37308200,7603057,2923303403,0,675,444,15,1,2,1,14,14,1636,1,2923428656,2873852326,152991641,222784260,222784260,1,2,1,9802507440,73389,73389,14,14,14,222784260,19,3,595442,1124112,2446578,22323,2923428656,1102401,34862771,1970
471751.81,253952,62,159520,10509735334,40,66169140,0,363,44,44,4677,140,1,675,1164276,18,40739,41,84,143738696,1352,1,0,40,58,14,9,366,675,0,0,0,39849916,7751105,3124044600,0,675,444,15,1,2,1,14,14,1636,1,3124595664,3075996689,160259030,238505091,238521475,1,2,1,10494224004,73389,73389,14,14,14,238505091,19,3,605670,1187364,2539435,23861,3124595664,1164276,37311727,1970
473769.01,253952,62,172766,11382337874,41,69646269,0,394,47,47,4677,142,1,675,1276471,18,44474,41,84,144004148,1352,1,0,40,61,14,9,366,675,0,0,0,43667533,9868464,3378825507,0,675,444,15,1,2,1,14,14,1636,1,3379792848,3331056248,170597246,258325796,258342180,1,2,1,11366335024,73389,73389,14,14,14,258325796,19,3,623440,1302555,2701651,25808,3379792848,1276471,40967239,1970
475774.15,253952,62,184195,12135596050,45,75487441,0,427,47,47,4677,144,1,675,1346359,18,47685,41,84,144269600,1352,1,0,40,61,14,9,366,675,0,0,0,46655216,10328764,3600443162,0,675,444,15,1,2,1,14,14,1636,1,3599731664,3551281714,181127085,275445300,275461684,1,2,1,12119593200,73389,73389,14,14,14,275445300,19,3,627458,1374062,2774724,27486,3599731664,1346359,43881957,1970
477779.33,253952,62,194698,12827636986,45,77298833,0,464,47,47,4677,145,1,675,1403235,18,50606,41,84,144535052,1352,1,0,40,61,14,9,366,675,0,0,0,49024818,10339827,3802912854,0,675,444,15,1,2,1,14,14,1636,1,3801844688,3753583535,185328602,291184674,291184674,1,2,1,12812125656,73389,73389,14,14,14,291184674,19,3,633318,1432335,2861676,29028,3801844688,1403235,46164702,1970
479798.16,253952,62,205452,13536127458,45,78854674,0,491,50,50,4677,147,1,675,1485629,18,53653,41,84,144800504,1352,1,0,40,64,14,9,366,675,0,0,0,51736611,10739749,4007484712,0,675,444,15,1,2,1,14,14,1636,1,4008807376,3960617108,189579885,307284496,307300880,1,2,1,13520517824,73389,73389,14,14,14,307284496,19,3,642790,1516335,2962575,30607,4008807376,1485629,48775694,1970
481808.16,253952,62,217198,14310160546,46,83719555,0,531,51,51,4677,149,1,675,1611109,18,56970,41,84,145065956,1352,1,0,40,65,14,9,366,675,0,0,0,55230463,12561128,4233431783,0,675,444,15,1,2,1,14,14,1636,1,4234906576,4186938286,201273327,324870944,324887328,1,2,1,14294321536,73389,73389,14,14,14,324870944,19,3,651792,1645345,3107427,32332,4234906576,1611109,52124811,1970
483813.86,253952,62,228310,15042643810,50,89286830,0,569,52,52,4677,151,1,675,1701506,18,60104,41,84,145596860,1352,1,0,40,66,14,9,366,675,0,0,0,58303700,13786688,4450060714,0,675,444,15,1,2,1,14,14,1636,1,4449078224,4401039058,211841111,341531696,341531696,1,2,1,15027394624,73389,73389,14,14,14,341531696,19,3,659669,1737422,3223351,33966,4449078224,1701506,55082215,1970
485827.24,253952,62,238496,15713378930,50,90935830,0,587,54,54,4677,153,1,675,1763056,18,62999,41,84,145596860,1352,1,0,40,68,14,9,366,675,0,0,0,60667799,14012338,4644273332,0,675,444,15,1,2,1,14,14,1636,1,4644899792,4597069044,216097948,356767484,356783868,1,2,1,15697769296,73389,73389,14,14,14,356767484,19,3,671420,1800427,3304635,35460,4644899792,1763056,57365129,1970
487843.66,253952,62,250262,16488988190,50,93031268,0,616,55,55,4677,154,1,675,1883709,18,66257,41,84,145862312,1352,1,0,40,69,14,9,366,675,0,0,0,64209125,15715474,4871268909,0,675,444,15,1,2,1,14,14,1636,1,4871523280,4823812290,224039279,374392733,374409117,1,2,1,16473280252,73389,73389,14,14,14,374392733,19,3,683797,1923071,3445451,37189,4871523280,1883709,60765749,1970
489857.40,253952,62,260891,17189286662,51,96923857,0,657,55,55,4677,156,1,675,1996965,18,69277,41,84,146127764,1352,1,0,40,69,14,9,366,675,0,0,0,67384555,16947921,5077414603,0,675,444,15,1,2,1,14,14,1636,1,5076126672,5028611836,231960592,390312331,390312331,1,2,1,17173742564,73389,73389,14,14,14,390312331,19,3,687211,2038278,3563794,38750,5076126672,1996965,63822164,1970
491872.78,253952,62,271352,17878840538,51,99672165,0,691,55,55,4677,158,1,675,2117245,18,72239,41,84,146658668,1352,1,0,40,69,14,9,366,675,0,0,0,70667784,19069506,5277527931,0,675,444,15,1,2,1,14,14,1636,1,5277715408,5230146446,241140763,405984010,405984010,1,2,1,17862310092,73389,73389,14,14,14,405961593,19,3,698985,2163425,3700588,40288,5277715408,2117245,66969464,1970
493885.14,253952,62,282136,18589031638,52,103076583,0,728,56,56,4677,160,1,675,2240212,18,75311,41,84,146658668,1352,1,0,40,70,14,9,366,675,0,0,0,73781030,20915784,5486030450,0,675,444,15,1,2,1,14,14,1636,1,5484940240,5437690700,249207348,422126951,422143335,1,2,1,18573585844,73389,73389,14,14,14,422126951,19,3,708795,2291257,3799549,41869,5484940240,2240212,69983848,1970
495898.79,253952,62,291975,19236865234,52,105617502,0,766,57,57,4677,162,1,675,2353206,18,78099,41,84,146924120,1352,1,0,40,71,14,9,366,675,0,0,0,76806325,22163562,5673817178,0,675,444,15,1,2,1,14,14,1636,1,5673687883,5627130042,255222368,436836292,436852676,1,2,1,19220796848,73389,73389,14,14,14,436836292,19,3,714099,2408990,3929789,43313,5673687883,2353206,72878997,1970
497905.10,253952,62,301747,19880733902,55,110861367,0,803,57,57,4677,163,1,675,2430844,18,80790,41,84,147189572,1352,1,0,40,71,14,9,366,675,0,0,0,79634396,22983800,5863569750,0,675,444,15,1,2,1,14,14,1636,1,5861776203,5815347930,266702232,451488289,451488289,1,2,1,19864763820,73389,73389,14,14,14,451471905,19,3,718237,2488057,4020800,44748,5861776203,2430844,75616148,1970
499911.20,253952,62,310759,20474336458,55,112550471,0,838,57,57,4677,166,1,675,2487371,18,83414,41,84,147720476,1352,1,0,40,71,14,9,366,675,0,0,0,81945993,23063297,6036960656,0,675,444,15,1,2,1,14,14,1636,1,6034691433,5988753444,270777022,464985214,464985214,1,2,1,20459349416,73389,73389,14,14,14,464985214,19,3,723560,2545849,4082993,46074,6034691433,2487371,77865635,1970
501926.77,253952,62,320303,21102997466,55,114037463,0,864,60,60,4677,167,1,675,2568225,18,86072,41,84,147720476,1352,1,0,40,74,14,9,366,675,0,0,0,84398961,23799114,6219372364,0,675,444,15,1,2,1,14,14,1636,1,6218585449,6172602074,275788527,479254346,479270730,1,2,1,21087191224,73389,73389,14,14,14,479254346,19,3,734134,2628153,4191468,47477,6218585449,2568225,80210215,1970
503943.69,253952,62,330475,21773611438,57,117890266,0,905,60,60,4677,169,1,675,2664504,18,88960,41,84,148251380,1352,1,0,40,74,14,9,366,675,0,0,0,87564083,24926328,6415548710,0,675,444,15,1,2,1,14,14,1636,1,6414407017,6368517083,284018441,494516425,494516425,1,2,1,21758722700,73389,73389,14,14,14,494516425,19,3,743164,2726236,4306325,48971,6414407017,2664504,83260577,1970
505959.31,253952,62,340779,22452196792,57,119768328,0,947,61,61,4677,172,1,675,2775020,18,91961,41,84,148516832,1352,1,0,40,75,14,9,366,675,0,0,0,90397893,26234715,6611660812,0,675,444,15,1,2,1,14,14,1636,1,6612135946,6566821037,289711934,509944503,509944503,1,2,1,22437558132,73389,73389,14,14,14,509944503,19,3,753579,2838529,4442557,50486,6612135946,2775020,85958244,1970
507975.65,253952,62,351623,23166585504,57,122633810,0,979,61,61,4677,173,1,675,2886227,18,94989,41,84,148782284,1352,1,0,40,75,14,9,366,675,0,0,0,93893385,27750124,6821876727,0,675,444,15,1,2,1,14,14,1636,1,6820933642,6775694590,298694606,526167205,526183589,1,2,1,23151357020,73389,73389,14,14,14,526167205,19,3,765578,2951546,4583251,52079,6820933642,2886227,89313155,1970
509981.59,253952,62,361287,23803215752,59,126415884,0,1015,61,61,4677,176,1,675,2950650,18,97786,41,84,149578640,1352,1,0,40,75,14,9,366,675,0,0,0,96390207,27982289,7009130288,0,675,444,15,1,2,1,14,14,1636,1,7006395203,6961801851,305258563,540645011,540645011,1,2,1,23788380484,73389,73389,14,14,14,540645011,19,3,765807,3017407,4657195,53500,7006395203,2950650,91736116,1970
511999.45,253952,62,371593,24482346096,59,128257267,0,1055,63,63,4677,178,1,675,3035862,18,100673,41,84,149844092,1352,1,0,40,77,14,9,366,675,0,0,0,99025490,28501361,7206476823,0,675,444,15,1,2,1,14,14,1636,1,7204707139,7160285168,309358080,556081281,556081281,1,2,1,24467576364,73389,73389,14,14,14,556081281,19,3,773816,3104215,4755092,55013,7204707139,3035862,94273579,1970
514013.16,253952,62,382125,25176022124,61,133017448,0,1095,64,64,4677,179,1,675,3149995,18,103653,41,84,149844092,1352,1,0,40,78,14,9,366,675,0,0,0,101912134,29959882,7409993194,0,675,444,15,1,2,1,14,14,1636,1,7407082307,7363030090,319082119,571847390,571847390,1,2,1,25161285160,73389,73389,14,14,14,571847390,19,3,781092,3220149,4878859,56557,7407082307,3149995,97036552,1970
516023.74,253952,62,392325,25847062080,62,136677767,0,1139,66,66,4677,184,1,675,3269253,18,106682,41,84,150905900,1352,1,0,40,80,14,9,366,675,0,0,0,105396946,31448766,7601595609,0,675,444,15,1,2,1,14,14,1636,1,7601207023,7559118179,328867807,587093085,587109469,1,2,1,25832095740,73389,73389,14,14,14,587093085,19,3,795482,3341245,5028917,58056,7601207023,3269253,100371411,1970
517867.82,253952,62,400982,26415782060,65,138734709,3,1170,67,67,4677,191,1,675,3359360,18,109422,47,84,158511825,1359,1,1035,46,88,14,40,1247,675,555,1035,150,108471009,33486820,7767367998,8,675,444,15,1,2,1,14,14,1636,1,7763869224,7725268584,405386109,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,19,3,807087,3432793,5138845,59330,7763869224,3359360,103335631,1970
