timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1072020.72,253952,62,212989,14032992262,6,6000762,0,6,24,24,5105,148,675,984883,2,20,55760,39,82,145065956,1352,1,0,38,38,3,14,221,675,0,0,0,40735283,911,4152407469,0,673,357,2,2,1,14,14,363,0,1,4154035152,4105907069,125257844,318582091,318582091,1,2,1,0,14017612004,73389,73389,14,14,14,318582091,6,3,529517,1007591,1956801,31715,4154035152,984883,38779159,1797
1074025.01,253952,62,233721,15398851818,6,6000762,0,6,24,24,5105,152,675,1079726,2,20,61634,39,82,145596860,1352,1,0,38,38,3,14,221,675,0,0,0,45059188,1038,4551692197,0,673,357,2,2,1,14,14,363,0,1,4552625104,4505137931,139546538,349628822,349628822,1,2,1,0,15383668168,73389,73389,14,14,14,349628822,6,3,535089,1104644,2081474,34756,4552625104,1079726,42979558,1797
1076029.05,253952,62,255093,16807185318,6,6000762,0,6,24,24,5105,155,675,1176460,2,20,67628,39,82,146127764,1352,1,0,38,38,3,14,221,675,0,0,0,49297178,1193,4961854331,0,673,357,2,2,1,14,14,363,0,1,4964584400,4916901484,148748499,381629699,381629699,1,2,1,0,16791706756,73389,73389,14,14,14,381629699,6,3,541626,1203565,2188259,37899,4964584400,1176460,47110937,1797
1078033.51,253952,62,276135,18193626486,6,6000762,0,6,24,24,5105,159,675,1271286,2,20,73586,39,82,146658668,1352,1,0,38,38,3,14,221,675,0,0,0,53512722,1245,5369263955,0,673,357,2,2,1,14,14,363,0,1,5369465808,5322143214,160278695,413141215,413141215,1,2,1,0,18178213460,73389,73389,14,14,14,413141215,6,3,551345,1300546,2317169,40988,5369465808,1271286,51197740,1797
1080038.06,253952,62,297646,19610643506,6,6000762,0,6,24,24,5105,163,675,1367518,2,20,79676,39,82,147189572,1352,1,0,38,38,3,14,221,675,0,0,0,57751601,1277,5783757439,0,673,357,2,2,1,14,14,363,0,1,5782870859,5736374155,168125090,445346892,445363276,1,2,1,0,19595263248,73389,73389,14,14,14,445346892,6,3,564968,1398964,2440118,44146,5782870859,1367518,55313844,1797
1082042.75,253952,62,318751,21000754690,6,6000762,0,6,24,24,5105,167,675,1456301,2,20,85649,39,82,147720476,1352,1,0,38,38,3,14,221,675,0,0,0,61898680,1322,6189493433,0,673,357,2,2,1,14,14,363,0,1,6188569961,6142665145,179196409,476948520,476948520,1,2,1,0,20985734880,73389,73389,14,14,14,476948520,6,3,570649,1489890,2546715,47248,6188569961,1456301,59354495,1797
1084046.73,253952,62,340014,22401530848,6,6000762,0,6,24,24,5105,171,675,1539474,2,20,91711,39,82,148516832,1352,1,0,38,38,3,14,221,675,0,0,0,66190218,1384,6596844457,0,673,357,2,2,1,14,14,363,0,1,6597455882,6551993494,189473075,508793749,508793749,1,2,1,0,22386924956,73389,73389,14,14,14,508793749,6,3,580806,1575195,2672268,50374,6597455882,1539474,63520650,1797
1086050.81,253952,62,361239,23800070024,6,6000762,0,6,24,24,5105,176,675,1613151,2,20,97774,39,82,149578640,1352,1,0,38,38,3,14,221,675,0,0,0,70289048,1930,7005690080,0,673,357,2,2,1,14,14,363,0,1,7005346627,6960878968,197342726,540563091,540579475,1,2,1,0,23784776004,73389,73389,14,14,14,540563091,6,3,586099,1650925,2756504,53492,7005346627,1613151,67535419,1797
1088055.30,253952,62,382467,25198700888,6,6000762,0,6,24,24,5105,179,675,1709535,2,20,103726,39,82,149844092,1352,1,0,38,38,3,14,221,675,0,0,0,74616384,2106,7414170563,0,673,357,2,2,1,14,14,363,0,1,7413916333,7369678075,207195378,572361327,572361327,1,2,1,0,25183177492,73389,73389,14,14,14,572344943,6,3,597147,1749735,2876985,56610,7413916333,1709535,71742450,1797
1090060.27,253952,62,400982,26415782060,6,6000762,0,6,24,24,5105,191,675,1785478,2,20,109388,39,82,151171352,1352,1,0,38,38,3,14,221,675,0,0,0,78814871,2193,7766628715,0,673,357,2,2,1,14,14,363,0,1,7763869224,7725268584,214369318,600037902,600037902,1,2,1,0,26401667688,73389,73389,14,14,14,600037902,6,3,603270,1827719,2975487,59330,7763869224,1785478,75842584,1797
1090087.51,253952,62,400982,26415782060,14,6030780,8,14,24,24,5105,194,675,1785478,2,20,109422,46,82,158511825,1359,1,1036,45,45,11,38,243,675,262,1036,94,79007939,2809,7767053894,8,673,357,2,2,1,14,14,363,38113741,1,7763869224,7725268584,767712588,600037902,600037902,1,2,1,38113741,26401667688,73389,73389,14,14,14,600037902,6,3,603998,1827719,2982514,59330,7763869224,1785478,76028646,1797
