timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
503596.23,15,253952,62,184563,12159446192,6,53766063,0,1314,9,9,9101,1236,7,612,1456074,21,72544,19,28,124107423,1226,1,0,4,420,229946466,5,919721184,18,23,0,14,107,612,0,0,95628517,7168551,3917795108,0,612,606,3,1,14,14,887,3,3914336420,3835747339,156231290,233357085,233357085,1,3,1,12134568452,73389,73389,14,14,14,233357089,5,3,246899,1494160,2157143,32508,3914336420,1456074,93475101,1807
505610.75,15,253952,62,190287,12535865318,6,56008905,0,1362,9,9,9101,1281,7,612,1501517,21,74805,19,28,124107423,1226,1,0,4,420,237093191,5,948372764,18,23,0,14,107,612,0,0,98771029,7840136,4037879085,0,612,606,3,1,14,14,887,3,4034287187,3954730032,162278516,240573793,240573793,1,3,1,12509837268,73389,73389,14,14,14,240573797,5,3,248826,1540755,2215515,33514,4034287187,1501517,96559382,1807
507626.46,18,253952,62,196007,12912951382,6,58084512,0,1410,9,9,9101,1307,7,612,1566110,21,77043,19,28,124107423,1226,1,0,4,420,244234450,5,976873276,18,23,0,14,107,612,0,0,101907339,8626515,4159596870,0,612,606,3,1,14,14,887,3,4156405775,4073575519,168247227,247816792,247816792,1,3,1,12886473216,73389,73389,14,14,14,247816796,5,3,256184,1606536,2290258,34508,4156405775,1566110,99621091,1807
509632.74,23,253952,62,201336,13264992038,7,60773002,0,1452,9,9,9101,1345,7,612,1604091,21,79146,19,28,124107423,1226,1,0,4,420,250902686,5,1003481272,18,23,0,14,107,612,0,0,104583868,8853548,4269918806,0,612,606,3,1,14,14,887,3,4265816310,4184722098,173841067,254563953,254563953,1,3,1,13237325588,73389,73389,14,14,14,254563957,5,3,258634,1645431,2340999,35433,4265816310,1604091,102246994,1807
511643.93,23,253952,62,206703,13619233478,7,61908833,0,1476,10,10,9101,1376,7,612,1644011,21,81271,19,28,124107423,1226,1,0,4,420,257625674,5,1030502696,18,24,0,14,107,612,0,0,107171330,9137887,4383278132,0,612,606,3,1,14,14,887,3,4379197939,4295860294,177839941,261395193,261395193,1,3,1,13592550068,73389,73389,14,14,14,261395197,5,3,265521,1686276,2395596,36354,4379197939,1644011,104779967,1807
513661.10,23,253952,62,212359,13992402756,7,63819990,0,1526,10,10,9101,1413,7,612,1703009,21,83493,19,28,124107423,1226,1,0,4,420,264663114,5,1058652456,18,24,0,14,107,612,0,0,110310789,9774636,4506213078,0,612,606,3,1,14,14,887,3,4502133273,4413948035,183418614,268537729,268537729,1,3,1,13963961940,73389,73389,14,14,14,268537733,5,3,272835,1746457,2471185,37375,4502133273,1703009,107843969,1807
515676.81,23,253952,62,218151,14374195346,7,66579253,0,1576,10,10,9101,1454,7,612,1759142,21,85775,19,28,124107423,1226,1,0,4,420,271900307,5,1087536596,18,24,0,14,107,612,0,0,113524168,10730586,4626569053,0,612,606,3,1,14,14,887,3,4622488624,4534040394,190039197,275879032,275879032,1,3,1,14345709696,73389,73389,14,14,14,275879036,5,3,280862,1803734,2552882,38379,4622488624,1759142,110975783,1807
517696.09,25,253952,62,224005,14759375472,7,68775843,0,1621,10,10,9101,1489,7,612,1819901,21,88058,19,28,124107423,1226,1,0,4,420,279174734,5,1116570116,18,24,0,14,107,612,0,0,116750508,11430212,4751823401,0,612,606,3,1,14,14,887,3,4747345651,4655537902,196154138,283273805,283273805,1,3,1,14730237892,73389,73389,14,14,14,283273809,5,3,288472,1865705,2635363,39407,4747345651,1819901,114119783,1807
519706.68,25,253952,62,230176,15165378774,7,70803564,0,1676,10,10,9101,1533,7,612,1880044,21,90495,19,28,124107423,1226,1,0,4,420,286853561,5,1147414244,18,24,0,14,107,612,0,0,120193137,11974545,4880597093,0,612,606,3,1,14,14,887,3,4876240885,4783379707,202156453,291078178,291078178,1,3,1,15136065288,73389,73389,14,14,14,291078182,5,3,296716,1927089,2714145,40490,4876240885,1880044,117483770,1807
521712.60,26,253952,62,236218,15562927932,7,72620851,0,1733,10,10,9101,1568,7,612,1930124,21,92877,19,28,124107423,1226,1,0,4,420,294435653,5,1177742612,18,24,0,14,107,612,0,0,123469211,12324338,5008401720,0,612,606,3,1,14,14,887,3,5003518114,4908639399,207585099,298718711,298718711,1,3,1,15533373004,73389,73389,14,14,14,298718715,5,3,300837,1978325,2773687,41531,5003518114,1930124,120700443,1807
523722.34,26,253952,62,241720,15924773934,8,75262994,0,1752,10,10,9101,1605,7,612,1961999,21,95030,19,28,124107423,1226,1,0,4,420,301259985,5,1205039940,18,24,0,14,107,612,0,0,125837060,12360224,5123730672,0,612,606,3,1,14,14,887,3,5119018410,5022838616,212628499,305656891,305656891,1,3,1,15893306396,73389,73389,14,14,14,305640511,5,3,309895,2011047,2826581,42499,5119018410,1961999,123015492,1807
525737.34,29,253952,62,248387,16363596808,8,76428443,0,1800,11,11,9101,1644,7,612,2019328,21,97649,19,28,124107423,1226,1,0,4,420,309598952,5,1238331064,18,25,0,14,107,612,0,0,129419691,12585603,5266461829,0,612,606,3,1,14,14,887,3,5261347235,5160927045,217566867,314098081,314098081,1,3,1,16333100244,73389,73389,14,14,14,314098085,5,3,320544,2069694,2913404,43662,5261347235,2019328,126511443,1807
527752.12,30,253952,62,255044,16802427952,8,78101236,0,1849,11,11,9101,1688,7,612,2071494,21,100269,19,28,124107423,1226,1,0,4,420,317885273,5,1271541092,18,25,0,14,107,612,0,0,133091777,12856730,5407122421,0,612,606,3,1,14,14,887,3,5401865623,5299354751,223189195,322518569,322534953,1,3,1,16770965620,73389,73389,14,14,14,322518573,5,3,323881,2123181,2984533,44833,5401865623,2071494,130112545,1807
529763.74,30,253952,62,262004,17261381956,8,80474628,0,1900,11,11,9101,1735,9,612,2129706,21,103003,19,28,124107423,1226,1,0,4,420,326556448,5,1306225792,18,25,0,14,107,612,0,0,136860003,13175230,5553622020,0,612,606,3,1,14,14,887,3,5548742332,5443879639,229573270,331346498,331346498,1,3,1,17229165960,73389,73389,14,14,14,331330118,5,3,325778,2182749,3052552,46045,5548742332,2129706,133812905,1807
531769.42,30,253952,62,267524,17625638338,9,82892667,0,1926,11,11,9101,1767,9,612,2161781,21,105154,19,28,124107423,1226,1,0,4,420,333404841,5,1333554760,18,25,0,14,107,612,0,0,139147849,13182709,5673462494,0,612,606,3,1,14,14,887,3,5668627052,5558956361,234356813,338325194,338325194,1,3,1,17592910120,73389,73389,14,14,14,338325198,5,3,331632,2215665,3104524,47034,5668627052,2161781,136048869,1807
533774.37,30,253952,62,273210,18001051214,9,84674509,0,1964,11,11,9101,1802,9,612,2194043,21,107404,19,28,124107423,1226,1,0,4,420,340525232,5,1362100928,18,25,0,14,107,612,0,0,141570790,13184434,5795335744,0,612,606,3,1,14,14,887,3,5789749135,5677744482,238561624,345498339,345498339,1,3,1,17965913660,73389,73389,14,14,14,345498343,5,3,334789,2248791,3144503,48032,5789749135,2194043,138431927,1807
535780.20,31,253952,62,279370,18407588484,9,85680615,0,1991,11,11,9101,1845,9,612,2235269,21,109834,19,28,124107423,1226,1,0,4,420,348244164,5,1392912000,18,25,0,14,107,612,0,0,144397687,13189220,5924946867,0,612,606,3,1,14,14,887,3,5919907345,5805864724,242396841,353326844,353326844,1,3,1,18372995920,73389,73389,14,14,14,353326848,5,3,336082,2291042,3184403,49124,5919907345,2235269,141219030,1807
537796.02,32,253952,62,285805,18832184352,9,86770005,0,2006,12,12,9101,1884,10,612,2283371,21,112371,19,28,124107423,1226,1,0,4,420,356269263,5,1425077052,18,26,0,14,107,612,0,0,147587701,13225953,6063468520,0,612,606,3,1,14,14,887,3,6058181665,5939775742,246711375,361466645,361466645,1,3,1,18796265572,73389,73389,14,14,14,361466649,5,3,344529,2340340,3250263,50260,6058181665,2283371,144343301,1807
539805.42,33,253952,62,293206,19320027666,9,88801766,0,2044,12,12,9101,1935,10,612,2346875,21,115295,19,28,124107423,1226,1,0,4,420,365522126,5,1462088504,18,26,0,14,107,612,0,0,151654015,13390230,6219888488,0,612,606,3,1,14,14,887,3,6213926228,6093429438,252965030,370835246,370851630,1,3,1,19283432824,73389,73389,14,14,14,370835250,5,3,348748,2405308,3328991,51567,6213926228,2346875,148331041,1807
541811.62,35,253952,62,301158,19843679666,9,90370239,0,2102,12,12,9101,1989,10,612,2407861,21,118401,19,28,124107423,1226,1,0,4,420,375375715,5,1501502860,18,26,0,14,107,612,0,0,155996415,13487033,6386345688,0,612,606,3,1,14,14,887,3,6381913853,6258946471,258940906,380877750,380877750,1,3,1,19804791064,73389,73389,14,14,14,380861370,5,3,353180,2467906,3400010,52962,6381913853,2407861,152602586,1807
543817.53,36,253952,62,309523,20393782668,9,91659968,0,2175,12,12,9101,2039,10,612,2475837,21,121697,19,28,124107423,1226,1,0,4,420,385847401,5,1543389604,18,26,0,14,107,612,0,0,160509900,13595294,6567585860,0,612,606,3,1,14,14,887,3,6561679871,6432555647,264861868,391432476,391432476,1,3,1,20354488784,73389,73389,14,14,14,391432480,5,3,353593,2537543,3486098,54455,6561679871,2475837,157030160,1807
545824.96,36,253952,62,315452,20784529558,10,94320127,0,2195,12,12,9101,2081,10,612,2508439,21,124028,19,28,124107423,1226,1,0,4,420,393230547,5,1572922188,18,26,0,14,107,612,0,0,162876178,13598794,6695890406,0,612,606,3,1,14,14,887,3,6689503879,6555957082,269889794,398921235,398921235,1,3,1,20743904252,73389,73389,14,14,14,398921239,5,3,359570,2571003,3534042,55514,6689503879,2508439,159348577,1807
547831.15,37,253952,62,324489,21379348448,10,95307913,0,2254,13,13,9101,2136,10,612,2580553,21,127562,19,28,124107423,1226,1,0,4,420,404473079,5,1617827680,18,27,0,14,107,612,0,0,167376933,13674981,6889501773,0,612,606,3,1,14,14,887,3,6882930616,6743818439,275449922,410323611,410323611,1,3,1,21336827804,73389,73389,14,14,14,410323615,5,3,373457,2644824,3639829,57114,6882930616,2580553,163743729,1807
549838.13,37,253952,62,333298,21960057684,10,96761302,0,2329,13,13,9101,2198,10,612,2654725,21,131027,19,28,124107423,1226,1,0,4,420,415433910,5,1661671012,18,27,0,14,107,612,0,0,171868491,13753016,7080329504,0,612,606,3,1,14,14,887,3,7073575714,6927432273,281466256,421440982,421440982,1,3,1,21914931096,73389,73389,14,14,14,421440986,5,3,379549,2720673,3727979,58693,7073575714,2654725,168147321,1807
551844.57,37,253952,62,342311,22553894944,10,98114286,0,2405,13,13,9101,2247,10,621,2726969,21,134563,19,28,125549090,1244,1,0,4,420,426647582,5,1706590328,18,27,0,14,107,621,0,0,176462682,13829744,7272714018,0,621,613,3,1,14,14,887,3,7266037743,7114729952,287474123,432847232,432847232,1,3,1,22508056096,73389,73389,14,14,14,432847236,5,3,391099,2794616,3838900,60276,7266037743,2726969,172630774,1840
553849.16,38,253952,62,349724,23042572954,11,100223637,0,2448,13,13,9101,2303,10,630,2778916,21,137466,19,28,126989514,1262,1,0,4,420,435813617,5,1743254468,18,27,0,14,107,630,0,0,179788007,13865981,7436528862,0,630,619,3,1,14,14,887,3,7430373716,7269452952,292939079,442174873,442174873,1,3,1,22992241460,73389,73389,14,14,14,442158493,5,3,393916,2847791,3894046,61648,7430373716,2778916,175901087,1864
555856.02,38,253952,62,356907,23516443136,12,101690783,0,2478,15,15,9101,2338,11,630,2829648,21,140286,19,28,126989514,1262,1,0,4,420,444820036,5,1779280144,18,29,0,14,107,630,0,0,183148355,13923425,7590511985,0,630,619,3,1,14,14,887,3,7583807681,7418787566,297818032,451279171,451279171,1,3,1,23466516924,73389,73389,14,14,14,451279175,5,3,405376,2899713,3972219,62907,7583807681,2829648,179183392,1864
