timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
219439.64,14,253952,62,226439,14917548262,9,55034858,1648,12,12,4133,1505,13,783,1701868,25,88975,18,91,153353321,1568,1,0,4,3065,282025045,7,1128100180,17,26,12,208,783,0,0,121782573,2608567,4816260316,0,783,757,3,1,14,14,3650,0,3,4811938187,4706736315,179142936,286192316,286208700,1,3,1,0,14882000464,73389,73389,14,14,14,286192320,10,3,196232,1744517,2322056,39988,4811938187,1701868,119464955,2527
221445.93,14,253952,62,235261,15500352264,9,56155254,1738,12,12,4133,1568,13,783,1774453,25,92462,18,91,153956621,1568,1,0,4,3065,293057527,7,1172230108,17,26,12,208,783,0,0,126620512,2661913,5007534874,0,783,757,3,1,14,14,3650,0,3,5003533280,4890902919,185144364,297366587,297366587,1,3,1,0,15463062556,73389,73389,14,14,14,297366591,10,3,202401,1818858,2417941,41588,5003533280,1774453,124207187,2527
223451.91,14,253952,62,244013,16077386278,9,57278021,1821,12,12,4133,1615,13,783,1843867,25,95890,18,91,154596119,1568,1,0,4,3065,303970347,7,1215816612,17,26,12,208,783,0,0,131373308,2740907,5195412198,0,783,757,3,1,14,14,3650,0,3,5191123155,5072635539,191079298,308451190,308451190,1,3,1,0,16039461912,73389,73389,14,14,14,308451194,10,3,205472,1889961,2496945,43127,5191123155,1843867,128881166,2527
225456.85,14,253952,62,249707,16451791060,10,60011176,1835,12,12,4133,1660,13,783,1874074,25,98117,18,91,154897769,1568,1,0,4,3065,311004735,7,1244018940,17,26,12,208,783,0,0,133645807,2741197,5318424701,0,783,757,3,1,14,14,3650,0,3,5313528013,5191212000,195631315,315602362,315618746,1,3,1,0,16411322856,73389,73389,14,14,14,315602366,10,3,211075,1921006,2535845,44152,5313528013,1874074,131114851,2527
227461.54,14,253952,62,255563,16837765888,10,61088622,1872,12,12,4133,1695,13,783,1906254,25,100404,18,91,155211485,1568,1,0,4,3065,318306908,7,1273227632,17,26,12,208,783,0,0,136096977,2741332,5446185263,0,783,757,3,1,14,14,3650,0,3,5441452463,5313221655,199622111,323009201,323009201,1,3,1,0,16796478484,73389,73389,14,14,14,323009205,10,3,221260,1954084,2585795,45211,5441452463,1906254,133516176,2527
229466.86,14,253952,62,262061,17264306578,11,63550455,1902,13,13,4133,1732,13,783,1948935,25,102945,18,91,155223551,1568,1,0,4,3065,326427569,7,1305645664,17,27,12,208,783,0,0,139309425,2755746,5586434306,0,783,757,3,1,14,14,3650,0,3,5581317793,5447651234,205310215,331196883,331196883,1,3,1,0,17222237948,73389,73389,14,14,14,331196887,10,3,227436,1997880,2644819,46360,5581317793,1948935,136669717,2527
231478.05,14,253952,62,268269,17674580810,11,65105141,1926,14,14,4133,1779,13,792,1991556,25,105409,18,91,157349107,1586,1,0,4,3065,334133138,7,1336403372,17,28,12,208,792,0,0,142326502,2791207,5724766316,0,792,763,3,1,14,14,3650,0,3,5719802320,5577479008,209913492,339045646,339045646,1,3,1,0,17630373624,73389,73389,14,14,14,339045650,10,3,231714,2041622,2716770,47517,5719802320,1991556,139613955,2560
233485.29,16,253952,62,275869,18175188270,11,66586754,1988,14,14,4133,1819,13,792,2053952,25,108379,18,91,157650757,1586,1,0,4,3065,343581350,7,1374260816,17,28,12,208,792,0,0,146730118,2914970,5888402248,0,792,763,3,1,14,14,3650,0,3,5883938871,5735661386,215904397,348629398,348629398,1,3,1,0,18127876760,73389,73389,14,14,14,348613018,10,3,235439,2105568,2790714,48870,5883938871,2053952,143944783,2560
235493.91,16,253952,62,283549,18681352326,11,68007476,2059,14,14,4133,1877,13,792,2122878,25,111400,18,91,157650757,1586,1,0,4,3065,353126014,7,1412504056,17,28,12,208,792,0,0,151179508,3122796,6059095318,0,792,763,3,1,14,14,3650,0,3,6054208580,5895832860,221938821,358309295,358309295,1,3,1,0,18632083372,73389,73389,14,14,14,358309299,10,3,240280,2176140,2882550,50293,6054208580,2122878,148302508,2560
237498.51,17,253952,62,290165,19116205432,12,70448472,2104,14,14,4133,1909,13,801,2170613,25,113965,18,91,159092424,1604,1,0,4,3065,361331602,7,1445326408,17,28,12,208,801,0,0,154571792,3191623,6203814790,0,801,770,3,1,14,14,3650,0,3,6198277223,6033363740,227832957,366631923,366631923,1,3,1,0,19064860028,73389,73389,14,14,14,366631927,10,3,248801,2225110,2945512,51477,6198277223,2170613,151631957,2588
239503.40,17,253952,62,295830,19491279728,12,71815433,2136,14,14,4133,1948,14,801,2203583,25,116184,18,91,159092424,1604,1,0,4,3065,368381279,7,1473460608,17,28,12,208,801,0,0,157004381,3191669,6327673585,0,801,770,3,1,14,14,3650,0,3,6321907579,6152193172,231631596,373798591,373798591,1,3,1,0,19437526764,73389,73389,14,14,14,373798595,10,3,253813,2259009,2992507,52504,6321907579,2203583,154017651,2588
241513.29,19,253952,62,302780,19949566306,12,73375724,2178,15,15,4133,2004,14,801,2260871,25,118940,18,91,159092424,1604,1,0,4,3065,377003058,7,1508012232,17,29,12,208,801,0,0,160828329,3303427,6483192516,0,801,770,3,1,14,14,3650,0,3,6477551472,6297204518,237112603,382544600,382560984,1,3,1,0,19892319232,73389,73389,14,14,14,382544604,10,3,258379,2317695,3086307,53806,6477551472,2260871,157747931,2588
243518.62,19,253952,62,308589,20332171358,13,75861970,2201,15,15,4133,2030,14,801,2298555,25,121215,18,91,159092424,1604,1,0,4,3065,384276025,7,1537039296,17,29,12,208,801,0,0,163555393,3319830,6609923433,0,801,770,3,1,14,14,3650,0,3,6604313062,6417895215,242344218,389904446,389904446,1,3,1,0,20275031224,73389,73389,14,14,14,389904450,10,3,261361,2356388,3132413,54847,6604313062,2298555,160428984,2588
245523.84,20,253952,62,314179,20701642692,13,77458237,2234,15,15,4133,2070,15,801,2332802,25,123399,18,91,159406140,1604,1,0,4,3065,391170970,7,1564683880,17,29,12,208,801,0,0,165963971,3320320,6733051140,0,801,770,3,1,14,14,3650,0,3,6727473934,6534934869,246348443,396960744,396960744,1,3,1,0,20641958720,73389,73389,14,14,14,396960748,10,3,269673,2391567,3186396,55872,6727473934,2332802,162783678,2588
247532.38,20,253952,62,320635,21125660124,13,78839992,2256,16,16,4133,2106,16,801,2383622,25,125916,18,91,159406140,1604,1,0,4,3065,399158522,7,1596634088,17,30,12,208,801,0,0,169427230,3412711,6876843426,0,801,770,3,1,14,14,3650,0,3,6871404679,6669521330,251282856,405047963,405047963,1,3,1,0,21061642140,73389,73389,14,14,14,405031583,10,3,276352,2443671,3259471,57054,6871404679,2383622,166173985,2588
249540.27,20,253952,62,327573,21581302106,13,80720486,2287,16,16,4133,2155,16,801,2445120,25,128635,18,91,159406140,1604,1,0,4,3065,407809180,7,1631107396,17,30,12,208,801,0,0,173387755,3590964,7029975335,0,801,770,3,1,14,14,3650,0,3,7024134888,6813635982,257200423,413774158,413774158,1,3,1,0,21516256248,73389,73389,14,14,14,413774162,10,3,278732,2506642,3331124,58327,7024134888,2445120,170062996,2588
251548.53,20,253952,62,334597,22044245292,13,82455470,2338,16,16,4133,2197,16,828,2506719,25,131370,18,91,163808033,1658,1,0,4,3065,416458592,7,1665834368,17,30,12,208,828,0,0,177481533,3788411,7186721088,0,828,794,3,1,14,14,3650,0,3,7180604079,6960240199,263314892,422612438,422612438,1,3,1,0,21975846808,73389,73389,14,14,14,422612442,10,3,283092,2569779,3406822,59623,7180604079,2506719,174081230,2687
253558.49,25,253952,62,341769,22517026904,13,84129269,2385,16,16,4133,2247,16,900,2568947,25,134193,18,91,176122465,1802,1,0,4,3065,425381730,7,1701462308,17,30,12,208,900,0,0,181672491,3959466,7350128302,0,900,852,3,1,14,14,3650,0,3,7343469692,7110137671,269348397,431630498,431630498,1,3,1,0,22444785928,73389,73389,14,14,14,431630502,10,3,287772,2633573,3491921,60976,7343469692,2568947,178187242,2953
255563.64,25,253952,62,347430,22889908496,14,86418849,2409,16,16,4133,2280,16,927,2603809,25,136394,18,91,180933610,1856,1,0,4,3065,432381594,7,1729526376,17,30,12,208,927,0,0,184169429,3969576,7475871364,0,927,870,3,1,14,14,3650,0,3,7470165415,7228216200,274142790,438760968,438760968,1,3,1,0,22814718400,73389,73389,14,14,14,438744588,10,3,291499,2669372,3551883,62025,7470165415,2603809,180624322,3037
257575.65,25,253952,62,354018,23322211026,14,87936868,2439,17,17,4133,2325,16,936,2658261,25,138981,18,91,182713467,1874,1,0,4,3065,440578247,7,1762248528,17,31,12,208,936,0,0,187764022,4111415,7624568053,0,936,882,3,1,14,14,3650,0,3,7617815525,7364967744,279300105,447028411,447044795,1,3,1,0,23245477404,73389,73389,14,14,14,447028415,10,3,299354,2725123,3632616,63251,7617815525,2658261,184138317,3073
259588.27,26,253952,62,361105,23789934544,14,89872781,2474,17,17,4133,2366,16,954,2720517,25,141734,18,91,186652114,1910,1,0,4,3065,449299198,7,1797196792,17,31,12,208,954,0,0,191804458,4268952,7790510556,0,954,905,3,1,14,14,3650,0,3,7783879699,7513647308,285516579,455936101,455936101,1,3,1,0,23707937584,73389,73389,14,14,14,455921880,10,3,302084,2788970,3696756,64625,7783879699,2720517,188114752,3130
261599.45,26,253952,62,368217,24260092818,14,91671719,2512,17,17,4133,2417,16,1026,2781875,25,144526,18,91,198915749,2054,1,0,4,3065,458121754,7,1832487016,17,31,12,208,1026,0,0,195882165,4447014,7952466303,0,1026,1010,3,1,14,14,3650,0,3,7945705536,7663035577,291492410,464853698,464902850,1,3,1,0,24172392328,73389,73389,14,14,14,464853702,10,3,307522,2851883,3786389,65975,7945836608,2781913,192102958,3394
263607.32,26,253952,62,375508,24740787502,14,93397259,2557,17,17,4133,2458,16,1053,2845246,25,147372,18,91,204648166,2108,1,0,4,3065,467181301,7,1868725204,17,31,12,208,1053,0,0,200050150,4592546,8122997761,0,1053,1037,3,1,14,14,3650,0,3,8117245093,7816024698,297595455,474025691,474042075,1,3,1,0,24649335964,73389,73389,14,14,14,474025695,10,3,309635,2916775,3862493,67381,8117245093,2845246,196194994,3481
265611.96,27,253952,62,382274,25186725872,14,94907671,2605,17,17,4133,2509,16,1053,2905217,25,150000,18,91,205275598,2108,1,0,4,3065,475515590,7,1902062360,17,31,12,208,1053,0,0,203744821,4696842,8278975949,0,1053,1037,3,1,14,14,3650,0,3,8272182937,7957728626,302889958,482528099,482528099,1,3,1,0,25091461180,73389,73389,14,14,14,482528103,10,3,317212,2978210,3953623,68679,8272182937,2905217,199798671,3481
267619.47,27,253952,62,387907,25557482872,15,97409123,2614,17,17,4133,2539,16,1053,2940801,25,152209,18,91,205903030,2108,1,0,4,3065,482550320,7,1930201280,17,31,12,208,1053,0,0,206301751,4702586,8405286260,0,1053,1037,3,1,14,14,3650,0,3,8398652303,8075351802,307952946,489595192,489595192,1,3,1,0,25458950016,73389,73389,14,14,14,489595196,10,3,319252,3014761,4001586,69711,8398652303,2940801,202307727,3481
