timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
350878.01,3,253952,62,92562,6097526898,3,14464622,748,6,6,3826,637,12,567,647746,0,19,36399,11,110410093,1136,1,0,4,1558,115386481,6,461545924,10,20,6,1089,567,0,0,45219006,75136,1951381591,0,567,600,0,3,1,14,14,2116,0,3,1949491509,1922742119,59732972,117052580,117068964,1,3,1,0,6086734192,73389,73389,14,14,14,117052584,10,3,104093,663740,943067,16182,1949491509,647746,44277795,1707
352883.01,3,253952,62,102187,6731070338,3,16065728,802,6,6,3826,723,12,585,708681,0,19,40201,11,114710643,1172,1,0,4,1558,127359771,6,509439084,10,20,6,1089,585,0,0,49584918,75504,2161173736,0,585,614,0,3,1,14,14,2116,0,3,2160153650,2122646796,65631479,129228878,129228878,1,3,1,0,6719049720,73389,73389,14,14,14,129212498,10,3,104725,726313,1007028,17978,2160153650,708681,48579943,1759
354887.64,3,253952,62,111981,7378866394,3,17608491,851,6,6,3826,762,12,594,764935,0,19,44047,11,119913996,1190,1,0,4,1558,139628994,6,558515976,10,20,6,1089,594,0,0,53945756,75642,2366790031,0,594,621,0,3,1,14,14,2116,0,3,2364514863,2326757129,71602179,141656081,141656081,1,3,1,0,7366116244,73389,73389,14,14,14,141656085,10,3,108687,784079,1083948,19627,2364514863,764935,52864068,1786
356892.69,6,253952,62,118456,7805070158,4,20119493,880,6,6,3826,822,12,594,795842,0,19,46606,11,119913996,1190,1,0,4,1558,147712423,6,590720308,10,20,6,1089,594,0,0,56442193,75937,2501319983,0,594,621,0,3,1,14,14,2116,0,3,2499341709,2461174083,76608520,149851511,149851511,1,3,1,0,7792278604,73389,73389,14,14,14,149851515,10,3,109272,815905,1119972,20778,2499341709,795842,55324574,1786
358897.72,6,253952,62,128601,8472128890,4,21494524,924,7,7,3826,865,12,594,852526,0,19,50572,11,119913996,1190,1,0,4,1558,160343237,6,641372948,10,21,6,1089,594,0,0,60735595,76053,2716048122,0,594,621,0,3,1,14,14,2116,0,3,2713906569,2671433674,82276186,162665070,162665070,1,3,1,0,8458583672,73389,73389,14,14,14,162665074,10,3,113710,874123,1187907,22514,2713906569,852526,59550223,1786
360901.98,6,253952,62,138841,9146728736,4,23126803,971,7,7,3826,952,12,594,908701,0,19,54611,11,119913996,1190,1,0,4,1558,173081179,6,692260140,10,21,6,1089,594,0,0,65047948,76371,2929073704,0,594,621,0,3,1,14,14,2116,0,3,2927110542,2884195077,88220415,175617449,175617449,1,3,1,0,9132107380,73389,73389,14,14,14,175617453,10,3,117826,931859,1259848,24319,2927110542,908701,63790820,1786
362906.61,6,253952,62,145401,9578852974,5,25624466,1004,7,7,3826,970,12,603,940547,0,19,57164,11,121413157,1208,1,0,4,1558,181247747,6,724926260,10,21,6,1089,603,0,0,67566126,76467,3069721034,0,603,633,0,3,1,14,14,2116,0,3,3067423537,3020761002,93235739,183900832,183900832,1,3,1,0,9562843296,73389,73389,14,14,14,183900836,10,3,124139,964601,1314853,25441,3067423537,940547,66254092,1808
364910.70,6,253952,62,153451,10108312136,5,26923592,1049,8,8,3826,1040,12,603,977682,0,19,60340,11,121413157,1208,1,0,4,1558,191266198,6,765000072,10,22,6,1089,603,0,0,70607200,76754,3237975706,0,603,633,0,3,1,14,14,2116,0,3,3235825613,3187391255,97535420,194062342,194078726,1,3,1,0,10091241816,73389,73389,14,14,14,194062346,10,3,133543,1002864,1360873,26870,3235825613,977682,69249255,1808
366915.20,6,253952,62,164245,10820111810,5,28641726,1094,8,8,3826,1088,12,603,1029007,0,19,64568,11,121413157,1208,1,0,4,1558,204773229,6,819028268,10,22,6,1089,603,0,0,74911589,76841,3464461934,0,603,633,0,3,1,14,14,2116,0,3,3461501460,3411853845,103598285,207745524,207745524,1,3,1,0,10802767280,73389,73389,14,14,14,207745528,10,3,134219,1055709,1432835,28700,3461501460,1029007,73481831,1808
368919.52,6,253952,62,175037,11532069996,5,30367406,1140,8,8,3826,1175,12,603,1082227,0,19,68835,11,121413157,1208,1,0,4,1558,218213264,6,872788604,10,22,6,1089,603,0,0,79165745,77093,3697441978,0,603,633,0,3,1,14,14,2116,0,3,3694602322,3636470511,109577747,221393779,221410163,1,3,1,0,11512476540,73389,73389,14,14,14,221393783,10,3,134805,1110484,1494845,30660,3694602322,1082227,77674128,1808
370923.40,6,253952,62,185695,12233701910,5,32089008,1186,8,8,3826,1262,12,603,1136620,0,19,73034,11,121726873,1208,1,0,4,1558,231486124,6,925879944,10,22,6,1089,603,0,0,83497676,77296,3921118367,0,603,633,0,3,1,14,14,2116,0,3,3917839381,3857579185,115629672,234880797,234880797,1,3,1,0,12213801476,73389,73389,14,14,14,234880801,10,3,135881,1166404,1556709,32543,3917839381,1136620,81944363,1808
372927.35,6,253952,62,194169,12792492784,6,34029150,1226,8,8,3826,1292,12,612,1178107,0,19,76360,11,123168026,1226,1,0,4,1558,242083722,6,968334888,10,22,6,1089,612,0,0,86786586,77583,4097969246,0,612,639,0,3,1,14,14,2116,0,3,4095066079,4033815710,120858048,245604952,245604952,1,3,1,0,12771457536,73389,73389,14,14,14,245604956,10,3,137204,1209053,1599697,33968,4095066079,1178107,85190406,1832
374931.95,6,253952,62,203203,13388092412,6,35901251,1251,9,9,3826,1367,12,612,1225157,0,19,79931,11,123168026,1226,1,0,4,1558,253351946,6,1013407784,10,23,6,1089,612,0,0,90305062,77616,4296493740,0,612,639,0,3,1,14,14,2116,0,3,4294401666,4221600772,126248781,257033619,257050003,1,3,1,0,13365748220,73389,73389,14,14,14,257033623,10,3,141751,1257394,1649677,35643,4294401666,1225157,88659034,1832
376937.66,6,253952,62,213831,14088277084,6,37619875,1287,9,9,3826,1417,12,630,1281857,0,19,84086,11,126177756,1262,1,0,4,1558,266604928,6,1066419712,10,23,6,1089,630,0,0,94590986,77912,4522265031,0,630,648,0,3,1,14,14,2116,0,3,4518995183,4442584510,132252437,270475359,270475359,1,3,1,0,14064718700,73389,73389,14,14,14,270475363,10,3,147252,1315651,1732724,37472,4518995183,1281857,92862068,1881
378942.15,7,253952,62,224415,14785952218,6,39368135,1337,9,9,3826,1498,12,666,1339296,0,19,88253,11,132474954,1334,1,0,4,1558,279791290,6,1119100636,10,23,6,1089,666,0,0,98916132,78037,4747760242,0,666,665,0,3,1,14,14,2116,0,3,4744299399,4662700846,138324954,283849404,283849404,1,3,1,0,14760169040,73389,73389,14,14,14,283849408,10,3,152946,1374628,1799841,39363,4744299399,1339296,97120264,1969
380947.17,7,253952,62,234770,15466366452,6,41028034,1391,9,9,3826,1548,12,684,1398430,0,19,92287,11,136041503,1370,1,0,4,1558,292633958,6,1170471192,10,23,6,1089,684,0,0,103259454,78437,4966739178,0,684,676,0,3,1,14,14,2116,0,3,4962969257,4877735650,144328197,296892339,296892339,1,3,1,0,15438401660,73389,73389,14,14,14,296892343,10,3,156383,1435282,1867811,41153,4962969257,1398430,101395785,2025
382951.83,7,253952,62,245063,16144946478,6,42539988,1456,9,9,3826,1632,12,684,1460285,0,19,96349,11,136041503,1370,1,0,4,1558,305432162,6,1221728648,10,23,6,1089,684,0,0,107741751,78668,5189823357,0,684,676,0,3,1,14,14,2116,0,3,5185867240,5091862388,150320597,309905936,309905936,1,3,1,0,16115108704,73389,73389,14,14,14,309905940,10,3,156904,1498791,1935775,43033,5185867240,1460285,105810315,2025
384960.94,7,253952,62,255157,16809616088,6,43942014,1537,9,9,3826,1678,12,693,1525041,0,19,100292,11,137569485,1388,1,0,4,1558,317994057,6,1271911716,10,23,6,1089,693,0,0,112371542,103536,5406177392,0,693,681,0,3,1,14,14,2116,0,3,5401873082,5301401194,156375140,322647482,322680250,1,3,1,0,16777669096,73389,73389,14,14,14,322647486,10,3,163819,1565267,2033698,44787,5401873082,1525041,110342387,2049
386971.36,7,253952,62,265252,17474339168,6,45032908,1629,9,9,3826,1762,12,693,1600134,0,19,104279,11,137569485,1388,1,0,4,1558,330587370,6,1322349480,10,23,6,1089,693,0,0,117266978,143476,5627623665,0,693,681,0,3,1,14,14,2116,0,3,5623122515,5511702991,162375610,335389028,335405412,1,3,1,0,17440229488,73389,73389,14,14,14,335389032,10,3,163863,1642334,2117499,46651,5623122515,1600134,115154217,2049
388981.81,8,253952,62,274973,18114346662,6,46268621,1710,9,9,3826,1808,12,693,1669384,0,19,108073,11,137593617,1388,1,0,4,1558,342683971,6,1370735884,10,23,6,1089,693,0,0,122027382,177139,5836836697,0,693,681,0,3,1,14,14,2116,0,3,5831995943,5713478924,168417631,347657597,347673981,1,3,1,0,18078195076,73389,73389,14,14,14,347657601,10,3,169317,1713454,2219432,48353,5831995943,1669384,119812888,2049
390990.64,10,253952,62,284202,18724439182,6,47599520,1786,9,9,3826,1883,12,693,1741095,0,19,111719,11,137895267,1388,1,0,4,1558,354198344,6,1416728952,10,23,6,1089,693,0,0,126696121,222936,6043025883,0,693,681,0,3,1,14,14,2116,0,3,6037993651,5906543811,174446870,359335454,359335454,1,3,1,0,18685443640,73389,73389,14,14,14,359335458,10,3,178940,1787098,2334456,50089,6037993651,1741095,124366795,2049
392998.22,11,253952,62,293453,19334211858,6,48919653,1867,9,9,3826,1927,12,711,1809359,0,19,115342,11,141542812,1424,1,0,4,1558,365725897,6,1462838884,10,23,6,1089,711,0,0,131330608,304306,6236644082,0,711,696,0,3,1,14,14,2116,0,3,6231417868,6099265769,180475533,371026265,371026265,1,3,1,0,19293365812,73389,73389,14,14,14,371026269,10,3,181951,1857112,2420232,51663,6231417868,1809359,128915706,2109
395005.82,16,253952,62,302288,19917312792,6,50211108,1951,9,9,3826,2002,12,774,1886049,0,19,118822,11,152589969,1550,1,0,4,1558,376698866,6,1506795464,10,23,6,1089,774,0,0,135959658,435380,6438757890,0,774,767,0,3,1,14,14,2116,0,3,6433215585,6284286248,186501813,382155702,382155702,1,3,1,0,19872096536,73389,73389,14,14,14,382155706,10,3,188563,1935632,2519298,53363,6433215585,1886049,133445872,2342
397018.66,17,253952,62,310699,20471323334,6,51485361,2034,9,9,3826,2042,12,774,1953922,0,19,122118,11,152891619,1550,1,0,4,1558,387195439,6,1548781756,10,23,6,1089,774,0,0,140587546,581966,6615126847,0,774,767,0,3,1,14,14,2116,0,3,6609408487,6458697300,192530089,392802255,392818639,1,3,1,0,20425717292,73389,73389,14,14,14,392802259,10,3,192782,2005196,2613219,54806,6609408487,1953922,137980016,2342
399023.62,19,253952,62,317957,20948527182,7,53596963,2086,9,9,3826,2102,12,837,2007548,0,19,124942,11,163380062,1676,1,0,4,1558,396117681,6,1584406104,10,23,6,1089,837,0,0,144130042,660066,6781063647,0,837,811,0,3,1,14,14,2116,0,3,6775735301,6610285286,198245597,401900964,401900964,1,3,1,0,20898850160,73389,73389,14,14,14,401900968,10,3,197278,2060206,2681201,56212,6775735301,2007548,141454660,2528
401030.60,19,253952,62,323951,21342524442,7,55168064,2112,9,9,3826,2126,12,855,2042593,0,19,127285,11,166589371,1712,1,0,4,1558,403562573,6,1614185876,10,23,6,1089,855,0,0,146767477,660157,6906264061,0,855,823,0,3,1,14,14,2116,0,3,6900310580,6734622173,202454267,409451385,409467769,1,3,1,0,21291472052,73389,73389,14,14,14,409451389,10,3,199319,2096240,2718221,57230,6900310580,2042593,144055174,2587
403041.57,20,253952,62,331926,21867961288,7,56512312,2170,10,10,3826,2185,12,855,2111366,0,19,130410,11,167204737,1712,1,0,4,1558,413445648,6,1653782592,10,24,6,1089,855,0,0,151165789,837134,7085869121,0,855,823,0,3,1,14,14,2116,0,3,7080599467,6901500900,208359309,419475346,419475346,1,3,1,0,21811866056,73389,73389,14,14,14,419458966,10,3,201001,2169291,2802143,58736,7080599467,2111366,148369730,2587
405049.21,23,253952,62,339956,22396845756,7,57815276,2247,10,10,3826,2234,13,855,2179886,0,19,133543,11,167542585,1712,1,0,4,1558,423411556,6,1693517012,10,24,6,1089,855,0,0,155738164,1009715,7264072020,0,855,823,0,3,1,14,14,2116,0,3,7258176178,7069016879,214389267,429583386,429583386,1,3,1,0,22338336104,73389,73389,14,14,14,429583390,10,3,202455,2240276,2885918,60203,7258176178,2179886,152858502,2587
407062.76,24,253952,62,348046,22930084694,7,59077003,2331,10,10,3826,2282,13,855,2251351,0,19,136720,11,167832169,1712,1,0,4,1558,433469681,6,1733878724,10,24,6,1089,855,0,0,160344966,1166877,7443858902,0,855,823,0,3,1,14,14,2116,0,3,7438687227,7237365491,220373537,439801796,439801796,1,3,1,0,22868841456,73389,73389,14,14,14,439785416,10,3,204681,2313437,2966573,61700,7438687227,2251351,157384820,2587
409070.94,24,253952,62,356149,23464887494,7,60361469,2406,10,10,3826,2335,13,855,2320143,0,19,139894,11,167844235,1712,1,0,4,1558,443573717,6,1774165628,10,24,6,1089,855,0,0,164983381,1305609,7624903753,0,855,823,0,3,1,14,14,2116,0,3,7618407247,7406916110,226439817,450015888,450015888,1,3,1,0,23400826208,73389,73389,14,14,14,450015892,10,3,207797,2383947,3047516,63194,7618407247,2320143,161942463,2587
411077.56,26,253952,62,364029,23984448334,7,61699755,2482,10,10,3826,2382,13,855,2390383,0,19,142983,11,167844235,1712,1,0,4,1558,453340793,6,1813363172,10,24,6,1089,855,0,0,169508403,1455656,7805914874,0,855,823,0,3,1,14,14,2116,0,3,7799644567,7571470229,232423904,459931194,459947578,1,3,1,0,23916422120,73389,73389,14,14,14,459931198,10,3,210725,2455895,3130411,64700,7799644567,2390383,166384751,2587
413087.39,34,253952,62,372333,24531030830,7,62976141,2564,10,10,3826,2438,13,972,2468356,2,19,146225,11,187897365,1946,1,0,4,1558,463597203,6,1854388812,10,24,6,1089,972,0,0,174161727,1597478,7997434006,0,970,994,2,3,1,14,14,2116,0,3,7990465908,7745206676,238479246,470342338,470342338,1,3,1,0,24457801608,73389,73389,14,14,14,470342342,10,3,214082,2535693,3229023,66287,7990465908,2468356,170939645,2986
415102.00,34,253952,62,380768,25087253734,7,64243462,2645,10,10,3826,2490,13,1044,2544119,2,19,149505,11,200803209,2090,1,0,4,1558,474011639,6,1896046556,10,24,6,1089,1044,0,0,178826311,1717794,8190990452,0,1042,1077,2,3,1,14,14,2116,0,3,8184793073,7921855931,244494777,480921196,480935421,1,3,1,0,25007050256,73389,73389,14,14,14,480904816,10,3,219511,2613336,3341058,67903,8184793073,2544119,175492372,3245
417111.67,35,253952,62,389218,25644374972,7,65522783,2728,10,10,3826,2547,13,1107,2621673,2,19,152809,11,212560178,2216,1,0,4,1558,484460910,6,1937843640,10,24,6,1089,1107,0,0,183521767,1808301,8391063377,0,1105,1173,2,3,1,14,14,2116,0,3,8384138524,8099144284,250563661,491501769,491501769,1,3,1,0,25558092020,73389,73389,14,14,14,491501773,10,3,221704,2692782,3433911,69557,8384138524,2621673,180095146,3459
419123.51,37,253952,62,397797,26208716192,7,66656300,2812,10,10,3826,2597,13,1125,2701932,4,19,156146,11,215815099,2252,1,0,4,1558,495054116,6,1980216464,10,24,6,1089,1125,0,0,188307556,1936529,8589613170,0,1121,1198,4,3,1,14,14,2116,0,3,8582243744,8278361099,256587110,502265169,502281553,1,3,1,0,26117788820,73389,73389,14,14,14,502265173,10,3,225878,2774935,3521983,71196,8582243744,2701932,184793045,3524
421132.98,38,253952,62,406706,26795399860,7,67768488,2903,10,10,3826,2659,13,1125,2783947,4,19,159622,11,216128815,2252,1,0,4,1558,506075726,6,2024238144,10,24,6,1089,1125,0,0,193167011,2023859,8799491910,0,1121,1198,4,3,1,14,14,2116,0,3,8791802514,8464888507,262627819,513427818,513427818,1,3,1,0,26698246568,73389,73389,14,14,14,513427822,10,3,228136,2858919,3617948,72944,8791802514,2783947,189556734,3524
423139.44,39,253952,62,415522,27375735294,7,68871729,2990,10,10,3826,2712,13,1134,2864907,4,19,163055,11,217965688,2270,1,0,4,1558,516978678,6,2067850080,10,24,6,1089,1134,0,0,198003938,2117696,9004435033,0,1130,1209,4,3,1,14,14,2116,0,3,8996705509,8649286806,268656006,524486130,524486130,1,3,1,0,27273278792,73389,73389,14,14,14,524486134,10,3,233555,2941832,3736036,74630,8996705509,2864907,194275763,3558
425148.03,40,253952,62,424362,27958110492,7,69933994,3078,10,10,3826,2771,13,1152,2950304,4,19,166486,11,221545109,2306,1,0,4,1558,527851327,6,2111340772,10,24,6,1089,1152,0,0,202864497,2218891,9217628859,0,1148,1226,4,3,1,14,14,2116,0,3,9209831291,8835239028,274663418,535529773,535529773,1,3,1,0,27847548228,73389,73389,14,14,14,535529777,10,3,235302,3029306,3822023,76409,9209831291,2950304,199050518,3627
427154.67,41,253952,62,433110,28534303194,7,71035699,3172,10,10,3826,2824,13,1224,3030836,4,19,169894,11,234200145,2450,1,0,4,1558,538654497,6,2154617988,10,24,6,1089,1224,0,0,207704422,2317742,9421944198,0,1220,1304,4,3,1,14,14,2116,0,3,9413833619,9018529683,280694746,546487622,546487622,1,3,1,0,28417356376,73389,73389,14,14,14,546487626,10,3,240074,3111795,3919807,78098,9413833619,3030836,203792845,3881
429161.00,43,253952,62,441966,29118139110,7,72082135,3269,10,10,3826,2880,13,1440,3110015,4,19,173346,11,272168705,2882,1,0,4,1558,549601528,6,2198406112,10,24,6,1089,1440,0,0,212586400,2405294,9632800185,0,1436,1535,4,3,1,14,14,2116,0,3,9624506091,9204589837,286698562,557588609,557588609,1,3,1,0,28994607700,73389,73389,14,14,14,557588613,10,3,242730,3193660,4027766,79841,9624506091,3110015,208567049,4638
431165.83,43,253952,62,450531,29682000388,7,73041880,3350,10,10,3826,2931,13,1485,3177737,4,19,176655,11,281784538,2972,1,0,4,1558,560142189,6,2240568756,10,24,6,1089,1485,0,0,217005272,2443871,9836416926,0,1481,1582,4,3,1,14,14,2116,0,3,9828341421,9384178422,292105188,568296380,568296380,1,3,1,0,29551411792,73389,73389,14,14,14,568296384,10,3,247770,3263116,4124680,81527,9828341421,3177737,212889191,4797
433179.51,43,253952,62,456603,30082984004,8,75659854,3365,11,11,3826,2971,13,1512,3214224,6,19,179041,11,287791173,3026,1,0,4,1558,567646206,6,2270584824,10,25,6,1089,1512,0,0,219622590,2455885,9984876427,0,1506,1602,6,3,1,14,14,2116,0,3,9976312185,9512041093,297351765,575907575,575907575,1,3,1,0,29947193932,73389,73389,14,14,14,575907579,10,3,252162,3300635,4180692,82754,9976312185,3214224,215450589,4876
435189.34,44,253952,62,465069,30639826802,8,76856980,3457,11,11,3826,3025,14,1512,3290327,6,19,182305,11,288153153,3026,1,0,4,1558,577988942,6,2311955768,10,25,6,1089,1512,0,0,224359205,2590120,10192568638,0,1506,1602,6,3,1,14,14,2116,0,3,10184090170,9690604857,303393719,586413149,586413149,1,3,1,0,30493483780,73389,73389,14,14,14,586413153,10,3,252952,3378673,4289591,84477,10184090170,3290327,220078484,4876
437197.38,46,253952,62,473634,31202944020,8,77984232,3546,11,11,3826,3086,14,1584,3362189,6,19,185650,11,301166193,3170,1,0,4,1558,588648623,6,2354594492,10,25,6,1089,1584,0,0,229182917,2693123,10392818503,0,1578,1671,6,3,1,14,14,2116,0,3,10383898030,9869376975,309410850,597142696,597142696,1,3,1,0,31051420224,73389,73389,14,14,14,597142700,10,3,256672,3452463,4389664,86134,10383898030,3362189,224802309,5143
437795.28,46,253952,62,475905,31352573798,8,78262452,3572,11,11,3826,3130,14,1584,3380019,6,19,186584,18,308820382,3177,1,1226,4,1558,591599349,6,2366397396,17,32,17,1282,1584,1226,117,230651917,2746432,10442469184,8,1578,1671,6,3,1,14,14,2116,106969422,3,10433359426,9916378862,525142025,600037902,600037902,1,3,1,106969422,31201970936,73389,73389,14,14,14,600037906,10,3,257377,3470807,4415734,86526,10433359426,3380019,226244295,5143
