timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
491147.91,253952,62,149710,9863700670,17,39564528,330,21,21,5451,138,675,1058918,2,37959,15,13,143207792,1352,1,14,35,2,547,675,32970421,9492352,2936648840,675,516,2,1,14,14,417,1,2936535856,2887251627,85531393,223822485,223822485,1,2,1,9848189340,73389,73389,14,14,14,223822485,10,3,558957,1086730,2174818,22423,2936535856,1058918,30796778,2035
493162.23,253952,62,162255,10689772650,17,42612788,373,22,22,5451,140,675,1176339,2,41485,15,13,143738696,1352,1,14,36,2,547,675,36189002,11115634,3176721637,675,516,2,1,14,14,417,1,3177286608,3128657019,94464770,242586422,242602806,1,2,1,10673802568,73389,73389,14,14,14,242586422,10,3,570158,1209060,2314433,24263,3177286608,1176339,33875848,2035
495176.14,253952,62,174766,11514206230,18,46661220,416,22,22,5451,142,675,1306306,2,45005,15,13,144004148,1352,1,14,36,2,547,675,39276247,12594556,3415374192,675,516,2,1,14,14,417,1,3418328016,3369605815,101786333,261325783,261342167,1,2,1,11498334452,73389,73389,14,14,14,261325783,10,3,581086,1340884,2455765,26102,3418328016,1306306,36821041,2035
497182.88,253952,62,186940,12316288726,21,51004474,467,23,23,5451,144,675,1415419,2,48432,15,13,144269600,1352,1,14,37,2,547,675,42295782,13454850,3653228376,675,516,2,1,14,14,417,1,3652553680,3604152225,111957849,279559399,279559399,1,2,1,12300613556,73389,73389,14,14,14,279559399,10,3,590590,1451667,2566905,27889,3652553680,1415419,39730355,2035
499198.88,253952,62,196753,12962844370,21,52893430,480,23,23,5451,146,675,1474428,2,51265,15,13,144535052,1352,1,14,37,2,547,675,44296508,13488609,3841662355,675,516,2,1,14,14,417,1,3841166288,3793082057,115879402,294260548,294260548,1,2,1,12947464112,73389,73389,14,14,14,294260548,10,3,592940,1511863,2621090,29328,3841166288,1474428,41676982,2035
501207.10,253952,62,207880,13696310674,21,54477993,514,23,23,5451,148,675,1545971,2,54386,15,13,145065956,1352,1,14,37,2,547,675,46682058,13570036,4055917542,675,516,2,1,14,14,417,1,4055600080,4007452548,119937367,310921300,310937684,1,2,1,13680537200,73389,73389,14,14,14,310921300,10,3,600259,1584758,2732226,30964,4055600080,1545971,43951477,2035
503220.82,253952,62,219737,14477618258,21,55494549,559,25,25,5451,150,675,1668522,2,57720,15,13,145331408,1352,1,14,39,2,547,675,49779484,14706373,4284463559,675,516,2,1,14,14,417,1,4283927504,4235922938,124918225,328671588,328687972,1,2,1,14461549872,73389,73389,14,14,14,328671588,10,3,609189,1716135,2855188,32706,4283927504,1668522,46926021,2035
505235.87,253952,62,231913,15279831826,21,58979343,603,25,25,5451,152,675,1781259,2,61144,15,13,145596860,1352,1,14,39,2,547,675,52988265,16101248,4519312506,675,516,2,1,14,14,417,1,4518284240,4470338999,133897095,346913396,346929780,1,2,1,15264189424,73389,73389,14,14,14,346913396,10,3,616330,1833737,2998006,34494,4518284240,1781259,49992085,2035
507252.70,253952,62,244521,16110622398,21,62443759,649,25,25,5451,154,675,1905682,2,64719,15,13,145862312,1352,1,14,39,2,547,675,56047763,17212838,4760048277,675,516,2,1,14,14,417,1,4761029584,4713230008,141685391,365792021,365808405,1,2,1,16094848924,73389,73389,14,14,14,365792021,10,3,625142,1960065,3129486,36346,4761029584,1905682,52919632,2035
509259.33,253952,62,256491,16899335550,23,65959695,708,25,25,5451,156,675,1998623,2,68053,15,13,146127764,1352,1,14,39,2,547,675,59037819,17905332,4990436771,675,516,2,1,14,14,417,1,4991585232,4943862066,149012644,383722533,383722533,1,2,1,16883791452,73389,73389,14,14,14,383722533,10,3,627609,2054691,3217871,38105,4991585232,1998623,55821959,2035
511275.60,253952,62,267662,17635419986,23,67489435,737,26,26,5451,157,675,2067373,2,71176,15,13,146393216,1352,1,14,40,2,547,675,61377091,18046232,5206400370,675,516,2,1,14,14,417,1,5206674384,5159022066,153027809,400450980,400467364,1,2,1,17619843120,73389,73389,14,14,14,400450980,10,3,633685,2124899,3295864,39746,5206674384,2067373,58083327,2035
513287.38,253952,62,279376,18407355922,24,70872032,790,27,27,5451,159,675,2184737,2,74489,15,13,146658668,1352,1,14,41,2,547,675,64587149,18923666,5432589127,675,516,2,1,14,14,417,1,5431987152,5384588685,160318435,417988276,418004660,1,2,1,18391484144,73389,73389,14,14,14,417988276,10,3,638597,2244106,3417260,41465,5431987152,2184737,61172078,2035
515301.20,253952,62,291418,19200096230,24,72442082,828,28,28,5451,162,675,2293472,2,77921,15,13,146924120,1352,1,14,42,2,547,675,67723061,20320504,5664295259,675,516,2,1,14,14,417,1,5663071051,5616328895,166764052,436011059,436027443,1,2,1,19184486596,73389,73389,14,14,14,436011059,10,3,652278,2357957,3559976,43232,5663071051,2293472,64165370,2035
517315.17,253952,62,303710,20010201558,25,76506693,869,30,30,5451,164,675,2411452,2,81407,15,13,147213704,1352,1,14,44,2,547,675,70868894,21678090,5898501227,675,516,2,1,14,14,417,1,5899787083,5853171200,175159686,454430932,454430932,1,2,1,19994961008,73389,73389,14,14,14,454430932,10,3,661921,2477831,3685887,45038,5899787083,2411452,67185414,2035
519323.80,253952,62,316431,20847914814,25,80216331,907,30,30,5451,167,675,2539757,2,85016,15,13,147720476,1352,1,14,44,2,547,675,74279513,23530177,6142436693,675,516,2,1,14,14,417,1,6143874409,6098027688,186061424,473457013,473473397,1,2,1,20832108572,73389,73389,14,14,14,473457013,10,3,671324,2608137,3821828,46907,6143874409,2539757,70460196,2035
521334.49,253952,62,329771,21727208642,26,83781481,946,30,30,5451,169,675,2638877,2,88772,15,13,148251380,1352,1,14,44,2,547,675,77850303,24805780,6402341628,675,516,2,1,14,14,417,1,6401037673,6354954839,194939712,493461816,493461816,1,2,1,21712319904,73389,73389,14,14,14,493461816,10,3,681847,2709338,3945465,48869,6401037673,2638877,73907480,2035
523350.00,253952,62,340708,22447278284,28,87627153,971,30,30,5451,171,675,2683418,2,91928,15,13,148516832,1352,1,14,44,2,547,675,79995393,24813107,6611684931,675,516,2,1,14,14,417,1,6610694154,6565395346,200945894,509831974,509831974,1,2,1,22431885960,73389,73389,14,14,14,509815590,10,3,684521,2755064,3989524,50475,6610694154,2683418,76008591,2035
525360.15,253952,62,355208,23402859324,28,89228316,1001,32,32,5451,174,675,2788366,2,96017,15,13,149047736,1352,1,14,46,2,547,675,83585548,25911448,6892046777,675,516,2,1,14,14,417,1,6889877514,6844825669,207460474,531530362,531546746,1,2,1,23387335928,73389,73389,14,14,14,531530362,10,3,701472,2862129,4149944,52605,6889877514,2788366,79438450,2035
527371.70,253952,62,369722,24359197336,29,92779508,1039,33,33,5451,177,675,2905288,2,100147,15,13,149844092,1352,1,14,47,2,547,675,87231514,27260307,7169644810,675,516,2,1,14,14,417,1,7168400195,7124262342,216635893,553283935,553283935,1,2,1,24343772244,73389,73389,14,14,14,553267551,10,3,710751,2982020,4274519,54736,7168400195,2905288,82959958,2035
529389.87,253952,62,384987,25364552968,29,96982893,1071,34,34,5451,180,675,3022161,2,104471,15,13,150109544,1352,1,14,48,2,547,675,90978097,28707113,7461013575,675,516,2,1,14,14,417,1,7461602152,7418120576,226778200,576121011,576137395,1,2,1,25349324484,73389,73389,14,14,14,576121011,10,3,727723,3102352,4449955,56979,7461602152,3022161,86531238,2035
531395.55,253952,62,396945,26151172276,32,102009925,1104,34,34,5451,185,675,3079257,2,107993,15,13,151171352,1352,1,14,48,2,547,675,93646587,29076693,7692196109,675,516,2,1,14,14,417,1,7689148269,7648001461,235157928,594016596,594016596,1,2,1,26136730224,73389,73389,14,14,14,594016596,10,3,730575,3160850,4544473,58730,7689148269,3079257,89105310,2035
