timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
91883.42,253952,62,194516,12815709434,30,40680543,288,35,35,5059,145,675,1073858,14,50558,38,129,144535052,1352,1,0,37,49,17,8,245,675,0,0,0,40731028,5257,3797771408,0,675,355,2,1,14,14,371,1,3798436816,3750046195,202634568,290906146,290922530,1,2,1,12799870424,73389,73389,14,14,14,290906146,10,3,548363,1098393,2190914,29002,3798436816,1073858,38541788,1931
93889.75,253952,62,214163,14110196978,30,41249055,291,37,37,5059,149,675,1201325,14,56141,38,129,145065956,1352,1,0,37,51,17,8,245,675,0,0,0,45389685,33122,4173751455,0,675,355,2,1,14,14,371,1,4176448464,4128493989,210665648,320324828,320341212,1,2,1,14094292432,73389,73389,14,14,14,320324828,10,3,552114,1228587,2371157,31886,4176448464,1201325,43020408,1931
95899.42,253952,62,233751,15400829964,31,45759043,312,37,37,5059,152,675,1342555,14,61643,38,129,145596860,1352,1,0,37,51,17,8,245,675,0,0,0,50387804,115665,4553263500,0,675,355,2,1,14,14,371,1,4553411536,4505736413,226696852,349661590,349677974,1,2,1,15385109960,73389,73389,14,14,14,349661590,10,3,567517,1372626,2578106,34762,4553411536,1342555,47811778,1931
97904.23,253952,62,248088,16345716570,37,52938484,337,39,39,5059,154,675,1430836,14,65663,38,129,145862312,1352,1,0,37,53,17,8,245,675,0,0,0,53716834,139393,4831145142,0,675,355,2,1,14,14,371,1,4829580240,4781951907,239490978,371146986,371146986,1,2,1,16330467384,73389,73389,14,14,14,371146986,10,3,574719,1462797,2684576,36869,4829580240,1430836,51034474,1931
99912.48,253952,62,262803,17315387850,38,54362427,351,46,46,5059,157,675,1530985,14,69842,38,129,146393216,1352,1,0,37,60,17,8,245,675,0,0,0,57240378,388507,5112819164,0,675,355,2,1,14,14,371,1,5113088976,5065409618,246673678,393173054,393189438,1,2,1,17299614376,73389,73389,14,14,14,393173054,10,3,600190,1564919,2863618,39032,5113088976,1530985,54379119,1931
101922.36,253952,62,280755,18498260970,38,54539021,362,48,48,5059,159,675,1675980,14,74852,38,129,146658668,1352,1,0,37,62,17,8,245,675,0,0,0,62018549,1023499,5457056679,0,675,355,2,1,14,14,371,1,5458594768,5411179173,259057115,420064726,420064726,1,2,1,18482127048,73389,73389,14,14,14,420048342,10,3,619622,1712730,3078677,41668,5458594768,1675980,58942401,1931
103933.64,253952,62,297846,19623750706,38,54539021,362,50,50,5059,163,675,1802229,14,79730,38,129,147189572,1352,1,0,37,64,17,8,245,675,0,0,0,66700994,1817691,5783727146,0,675,355,2,1,14,14,371,1,5786671947,5740169215,273848506,445641804,445658188,1,2,1,19608239376,73389,73389,14,14,14,445641804,10,3,644910,1841630,3328657,44175,5786671947,1802229,63375028,1931
105940.75,253952,62,315177,20765201766,38,54608559,364,50,50,5059,167,675,1920192,14,84674,38,129,147720476,1352,1,0,37,64,17,8,245,675,0,0,0,71412989,2450320,6116452333,0,675,355,2,1,14,14,371,1,6119626089,6073842492,286559497,471593555,471593555,1,2,1,20749395524,73389,73389,14,14,14,471577171,10,3,664354,1962286,3526823,46722,6119626089,1920192,67889023,1931
107945.57,253952,62,333832,21994424212,38,54608559,364,50,50,5059,170,675,2046008,14,89930,38,129,148251380,1352,1,0,37,64,17,8,245,675,0,0,0,76121487,2839877,6477086665,0,675,355,2,1,14,14,371,1,6478894441,6433057760,300574772,499531644,499548028,1,2,1,21979392336,73389,73389,14,14,14,499531644,10,3,676927,2090907,3745842,49463,6478894441,2046008,72378691,1931
109951.89,253952,62,353160,23267845240,38,54608559,364,50,50,5059,174,675,2167779,14,95461,38,129,148782284,1352,1,0,37,64,17,8,245,675,0,0,0,80713882,2898154,6848278733,0,675,355,2,1,14,14,371,1,6850686986,6805332429,310382100,528464839,528481223,1,2,1,23252452916,73389,73389,14,14,14,528464839,10,3,687796,2215483,3915562,52306,6850686986,2167779,76801548,1931
111956.85,253952,62,373335,24597040712,38,54608559,364,50,50,5059,178,675,2275595,14,101182,38,129,149844092,1352,1,0,37,64,17,8,245,675,0,0,0,85261554,2920765,7234462778,0,675,355,2,1,14,14,371,1,7237606211,7193751614,320148689,558682019,558698403,1,2,1,24582008836,73389,73389,14,14,14,558682019,10,3,697576,2326000,4056599,55264,7237606211,2275595,81208363,1931
113961.35,253952,62,393361,25915440016,38,54608559,364,50,50,5059,184,675,2376435,14,106966,38,129,150905900,1352,1,0,37,64,17,8,245,675,0,0,0,89750440,2921191,7618419975,0,675,355,2,1,14,14,371,1,7620867823,7579126288,330940009,588639214,588661631,1,2,1,25900125416,73389,73389,14,14,14,588639214,10,3,707046,2429417,4176502,58206,7620867823,2376435,85577516,1931
114871.93,253952,62,400982,26415782060,38,54608559,364,69,69,5059,191,675,2416204,14,109422,48,134,158511825,1359,1,1034,47,90,79,40,291,675,470,1034,94,91834082,2957468,7767549574,8,675,355,2,1,14,14,371,1,7763869224,7725268584,460581617,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,10,3,708699,2470071,4232444,59330,7763869224,2416204,87605345,1931
