timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
471949.89,253952,62,258671,17043000386,38,66921401,0,435,43,43,4264,156,675,1722495,22,68661,32,83,146127764,1352,1,0,31,57,9,337,675,0,0,0,62307023,10420176,5034274221,0,675,441,2,1,14,14,413,0,1,5033528272,4985911356,206034999,386984664,386984664,1,2,1,0,17027325216,73389,73389,14,14,14,386984664,11,3,704139,1758337,3574289,38425,5033528272,1722495,58734797,1972
473963.99,253952,62,271939,17917310170,39,70411872,0,473,45,45,4264,158,675,1830834,22,72401,32,83,146658668,1352,1,0,31,59,9,337,675,0,0,0,66231692,12193510,5289192209,0,675,441,2,1,14,14,413,0,1,5288987600,5241343835,216687995,406852362,406868746,1,2,1,0,17901503928,73389,73389,14,14,14,406852362,11,3,715833,1868692,3744576,40374,5288987600,1830834,62489297,1972
475969.88,253952,62,282773,18631043522,43,76008962,0,505,45,45,4264,160,675,1897519,22,75450,32,83,146658668,1352,1,0,31,59,9,337,675,0,0,0,68956642,12442991,5498358534,0,675,441,2,1,14,14,413,0,1,5497261008,5450018066,225575185,423083256,423083256,1,2,1,0,18614942368,73389,73389,14,14,14,423066872,11,3,717436,1936776,3834537,41963,5497261008,1897519,65124396,1972
477975.76,253952,62,292581,19276845502,43,77584905,0,535,45,45,4264,162,675,1959227,22,78234,32,83,146924120,1352,1,0,31,59,9,337,675,0,0,0,71325501,12464651,5686538886,0,675,441,2,1,14,14,413,0,1,5685222219,5638844016,229558603,437743445,437759829,1,2,1,0,19260711580,73389,73389,14,14,14,437743445,11,3,721759,1999727,3915673,43401,5685222219,1959227,67412212,1972
479983.87,253952,62,303500,19996414866,43,79824093,0,563,47,47,4264,164,675,2054839,22,81330,32,83,147189572,1352,1,0,31,61,9,337,675,0,0,0,74157971,13192491,5893732651,0,675,441,2,1,14,14,413,0,1,5895723851,5849103544,235547387,454119636,454119636,1,2,1,0,19980543088,73389,73389,14,14,14,454103252,11,3,733356,2096994,4030822,45007,5895723851,2054839,70129629,1972
481999.16,253952,62,315477,20785128018,43,81538539,0,594,48,48,4264,167,675,2172714,22,84760,32,83,147720476,1352,1,0,31,62,9,337,675,0,0,0,77678309,14848464,6124819759,0,675,441,2,1,14,14,413,0,1,6125655401,6079652745,242859275,472041956,472058340,1,2,1,0,20769846064,73389,73389,14,14,14,472041956,11,3,742666,2216873,4179355,46768,6125655401,2172714,73501540,1972
484006.05,253952,62,326455,21508564006,46,86870130,0,632,48,48,4264,168,675,2262885,22,87804,32,83,147985928,1352,1,0,31,62,9,337,675,0,0,0,80617744,15436778,6339226500,0,675,441,2,1,14,14,413,0,1,6337074537,6291089906,252280274,488491875,488491875,1,2,1,0,21493642500,73389,73389,14,14,14,488491875,11,3,748895,2308672,4294023,48381,6337074537,2262885,76326408,1972
486022.41,253952,62,336040,22139763524,46,88417449,0,655,52,52,4264,171,675,2333939,22,90628,32,83,148516832,1352,1,0,31,66,9,337,675,0,0,0,83069189,16018110,6519639087,0,675,441,2,1,14,14,413,0,1,6520778762,6475502758,257320202,502832576,502848960,1,2,1,0,22124633344,73389,73389,14,14,14,502832576,11,3,767975,2381165,4395282,49789,6520778762,2333939,78676678,1972
488035.08,253952,62,347562,22898851096,48,93210532,0,685,52,52,4264,173,675,2459687,22,93882,32,83,148782284,1352,1,0,31,66,9,337,675,0,0,0,86611521,17619648,6743199134,0,675,441,2,1,14,14,413,0,1,6742683658,6697386246,267421836,520085311,520101695,1,2,1,0,22883753684,73389,73389,14,14,14,520085311,11,3,775470,2511285,4547248,51482,6742683658,2459687,82067159,1972
490052.26,253952,62,358766,23637363672,49,96095016,0,723,52,52,4264,174,675,2584863,22,96990,32,83,149047736,1352,1,0,31,66,9,337,675,0,0,0,89874256,18781783,6959964631,0,675,441,2,1,14,14,413,0,1,6958428170,6913411722,275112193,536868943,536868943,1,2,1,0,23622233492,73389,73389,14,14,14,536868943,11,3,781863,2638400,4667239,53128,6958428170,2584863,85210009,1972
492069.02,253952,62,369224,24326294956,51,99196803,0,765,56,56,4264,177,675,2721896,22,100028,32,83,149844092,1352,1,0,31,70,9,337,675,0,0,0,92979002,20212978,7159151721,0,675,441,2,1,14,14,413,0,1,7158963011,7114670480,283543451,552524238,552540622,1,2,1,0,24311066472,73389,73389,14,14,14,552524238,11,3,789607,2777199,4802036,54664,7158963011,2721896,88180050,1972
494083.47,253952,62,380057,25039962772,52,104079310,0,796,57,57,4264,179,675,2848334,22,103089,32,83,149844092,1352,1,0,31,71,9,337,675,0,0,0,96257211,21688723,7370677812,0,675,441,2,1,14,14,413,0,1,7367760707,7323250006,293697158,568738748,568755132,1,2,1,0,25024504912,73389,73389,14,14,14,568738748,11,3,793408,2905495,4926849,56257,7367760707,2848334,91333561,1972
496102.77,253952,62,390541,25729873788,53,108868687,0,844,57,57,4264,183,675,2959698,22,106148,32,83,150640448,1352,1,0,31,71,9,337,675,0,0,0,99411969,22682118,7567664966,0,675,441,2,1,14,14,413,0,1,7567533959,7524909166,302415767,584437162,584437162,1,2,1,0,25714514232,73389,73389,14,14,14,584420778,11,3,800618,3018715,5064066,57795,7567533959,2959698,94351199,1972
498108.76,253952,62,399615,26326690916,55,112445765,0,880,57,57,4264,187,675,3020051,22,108828,32,83,151171352,1352,1,0,31,71,9,337,675,0,0,0,101952027,22997660,7742990995,0,675,441,2,1,14,14,413,0,1,7739894376,7699333504,309442779,598005656,598005656,1,2,1,0,26312248864,73389,73389,14,14,14,598005656,11,3,801900,3080359,5128286,59123,7739894376,3020051,96827114,1972
498610.92,253952,62,400982,26415782060,56,113149758,1,882,57,57,4264,193,675,3026797,22,109422,39,106,158511825,1359,1,1035,38,78,31,385,675,659,1035,106,102476092,23001814,7767247797,8,675,441,2,1,14,14,413,58800002,1,7763869224,7725268584,428244329,600037902,600037902,1,2,1,58800002,26401667688,73389,73389,14,14,14,600037902,11,3,802442,3087286,5136307,59330,7763869224,3026797,97343175,1972
