timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
513783.47,4,253952,62,47602,3134763370,3,20371875,413,6,6,5944,358,0,567,460857,0,32,18704,13,128,108877711,1136,1,0,4,2820,59252250,10,236944496,12,20,55,8,2297,567,0,0,28298808,4668273,1022468874,0,567,725,0,3,1,14,14,3520,0,3,1021360809,989625813,53229079,60115760,60115760,1,3,1,0,3126019552,73389,73389,14,14,14,60115764,10,3,139766,475941,804715,8523,1021360809,460857,27495209,2157
515801.71,5,253952,62,52757,3474785396,3,22528784,458,6,6,5944,377,0,567,515290,0,32,20723,13,128,110434225,1136,1,0,4,2820,65666737,10,262666948,12,20,55,8,2297,567,0,0,31496813,5420635,1126159935,0,567,725,0,3,1,14,14,3520,0,3,1124927173,1096967336,59339498,66637863,66637863,1,3,1,0,3465168908,73389,73389,14,14,14,66637867,10,3,146807,531414,880363,9362,1124927173,515290,30617690,2157
517813.68,5,253952,62,58086,3826198620,3,24389180,505,6,6,5944,436,0,567,570096,0,32,22835,13,128,111664957,1136,1,0,4,2820,72307643,10,289101240,12,20,55,8,2297,567,0,0,34705758,6053252,1240325503,0,567,725,0,3,1,14,14,3520,0,3,1239362266,1207652163,65019212,73389342,73389342,1,3,1,0,3816245816,73389,73389,14,14,14,73389346,10,3,151054,587420,938982,10351,1239362266,570096,33768137,2157
519827.10,5,253952,62,63605,4189448318,3,26851655,562,6,6,5944,460,0,567,624663,0,32,25009,13,128,112280323,1136,1,0,4,2820,79227050,10,316908200,12,20,55,8,2297,567,0,0,38169635,6570402,1350631557,0,567,725,0,3,1,14,14,3520,0,3,1349772121,1322054749,71443925,80374515,80374515,1,3,1,0,4179474812,73389,73389,14,14,14,80374519,10,3,164628,643121,1043466,11248,1349772121,624663,37127655,2157
521832.97,6,253952,62,69153,4554622692,3,28502986,617,6,6,5944,484,0,567,667374,0,32,27176,13,128,112907755,1136,1,0,4,2820,86146167,10,344584668,12,20,55,8,2297,567,0,0,41368212,6844204,1465980276,0,567,725,0,3,1,14,14,3520,0,3,1464638607,1436812147,76558124,87392456,87408840,1,3,1,0,4544407744,73389,73389,14,14,14,87392460,10,3,170645,686904,1112616,12182,1464638607,667374,40257204,2157
523845.62,6,253952,62,74259,4890854286,4,31245579,640,7,7,5944,534,0,567,698308,0,32,29197,13,128,113583451,1136,1,0,4,2820,92500218,10,369936264,12,21,55,8,2297,567,0,0,43797335,6945662,1569364694,0,567,725,0,3,1,14,14,3520,0,3,1568573124,1542790387,81828634,93853341,93869725,1,3,1,0,4880373764,73389,73389,14,14,14,93853345,10,3,174606,718672,1158382,13077,1568573124,698308,42640664,2157
525860.38,7,253952,62,80146,5279186512,4,32731068,692,7,7,5944,558,0,567,752225,0,32,31510,13,128,115103767,1136,1,0,4,2820,99882374,10,399464812,12,21,55,8,2297,567,0,0,47415461,7190332,1696607124,0,567,725,0,3,1,14,14,3520,0,3,1694901417,1665037805,87159861,101323557,101339941,1,3,1,0,5268824996,73389,73389,14,14,14,101323561,10,3,176983,773830,1224166,14097,1694901417,752225,46193131,2157
527873.44,7,253952,62,86271,5683043910,4,34987483,736,7,7,5944,614,0,567,804169,0,32,33945,13,128,115103767,1136,1,0,4,2820,107554358,10,430152564,12,21,55,8,2297,567,0,0,51089680,7503315,1817947484,0,567,725,0,3,1,14,14,3520,0,3,1816241732,1792135598,93333267,109105069,109105069,1,3,1,0,5673463620,73389,73389,14,14,14,109105073,10,3,183825,827075,1294896,15139,1816241732,804169,49796751,2157
529880.39,7,253952,62,92601,6099141654,4,37286791,779,7,7,5944,650,0,567,858730,0,32,36426,13,128,115103767,1136,1,0,4,2820,115444635,10,461713724,12,21,55,8,2297,567,0,0,54830850,7699757,1954674801,0,567,725,0,3,1,14,14,3520,0,3,1953100626,1923168521,99639158,117108209,117108209,1,3,1,0,6089626900,73389,73389,14,14,14,117108213,10,3,186922,882995,1371648,16257,1953100626,858730,53461293,2157
531886.36,7,253952,62,97642,6432356206,5,40090544,799,7,7,5944,668,0,567,886358,0,32,38403,13,128,115103767,1136,1,0,4,2820,121757659,10,486974464,12,21,55,8,2297,567,0,0,57067321,7708563,2057740048,0,567,725,0,3,1,14,14,3520,0,3,2055812415,2028056075,104686654,123511306,123511306,1,3,1,0,6422587944,73389,73389,14,14,14,123511310,10,3,196109,911385,1414524,17091,2055812415,886358,55654977,2157
533892.39,7,253952,62,102985,6784421482,5,41679347,832,7,7,5944,716,0,567,916585,0,32,40522,13,128,115103767,1136,1,0,4,2820,128432052,10,513663480,12,21,55,8,2297,567,0,0,59486118,7708952,2164543559,0,567,725,0,3,1,14,14,3520,0,3,2162255978,2138950318,108693170,130281328,130281328,1,3,1,0,6774629088,73389,73389,14,14,14,130281332,10,3,204316,942430,1454486,18000,2162255978,916585,58033913,2157
535898.03,8,253952,62,108798,7167252480,5,42827953,856,7,7,5944,738,1,576,955947,0,32,42782,13,128,116602928,1154,1,0,4,2820,135631762,10,542462340,12,21,55,8,2297,576,0,0,62308011,7714101,2290708010,0,576,733,0,3,1,14,14,3520,0,3,2288586790,2259615789,112668039,137632982,137632982,1,3,1,0,7156915096,73389,73389,14,14,14,137632986,10,3,206956,982806,1522472,19026,2288586790,955947,60787924,2187
537907.03,9,253952,62,115049,7579089896,5,44210915,879,8,8,5944,801,1,576,1004196,0,32,45283,13,128,116602928,1154,1,0,4,2820,143484128,10,573936512,12,22,55,8,2297,576,0,0,65596636,7765459,2418996655,0,576,733,0,3,1,14,14,3520,0,3,2417135403,2389069428,117048733,145564109,145580493,1,3,1,0,7569333700,73389,73389,14,14,14,145564113,10,3,216376,1032219,1584385,20135,2417135403,1004196,64014749,2187
539916.54,10,253952,62,122166,8047765950,6,45779947,896,9,9,5944,834,1,576,1063700,0,32,48056,13,128,116602928,1154,1,0,4,2820,152321353,10,609285412,12,23,55,8,2297,576,0,0,69663106,7836498,2564691000,0,576,733,0,3,1,14,14,3520,0,3,2562163842,2536666517,123085771,154576580,154576580,1,3,1,0,8037982192,73389,73389,14,14,14,154576584,10,3,228815,1093128,1672303,21328,2562163842,1063700,67993443,2187
541924.73,11,253952,62,130153,8575256158,6,47298403,952,9,9,5944,888,1,576,1134430,0,32,51216,13,128,116602928,1154,1,0,4,2820,162325439,10,649301756,12,23,55,8,2297,576,0,0,74020621,7991218,2735974055,0,576,733,0,3,1,14,14,3520,0,3,2733677657,2702949123,129107635,164706593,164706593,1,3,1,0,8564742868,73389,73389,14,14,14,164706597,10,3,231893,1165535,1754472,22769,2733677657,1134430,72268945,2187
543929.84,12,253952,62,138213,9107240910,6,48478884,1020,9,9,5944,943,1,576,1198525,0,32,54405,13,128,116602928,1154,1,0,4,2820,172445572,10,689782288,12,23,55,8,2297,576,0,0,78478229,8099778,2903320018,0,576,733,0,3,1,14,14,3520,0,3,2900594095,2870296464,134839989,174937069,174937069,1,3,1,0,9096727620,73389,73389,14,14,14,174937073,10,3,239550,1231198,1836667,24166,2900594095,1198525,76644526,2187
545935.85,13,253952,62,143964,9486298260,7,51124637,1037,9,9,5944,967,1,576,1229524,0,32,56663,13,128,116916644,1154,1,0,4,2820,179635291,10,718541164,12,23,55,8,2297,576,0,0,80867153,8101037,3023866780,0,576,733,0,3,1,14,14,3520,0,3,3020786548,2989607830,139873821,182229220,182229220,1,3,1,0,9475919472,73389,73389,14,14,14,182229224,10,3,245293,1263078,1886669,25148,3020786548,1229524,78983542,2187
547946.39,13,253952,62,152800,10067244586,7,52183716,1102,10,10,5944,1036,1,585,1294741,0,32,60130,13,128,118357797,1172,1,0,4,2820,190598815,10,762330528,12,24,55,8,2297,585,0,0,85395136,8194400,3210129875,0,585,741,0,3,1,14,14,3520,0,3,3207391565,3172990101,145545054,193381962,193381962,1,3,1,0,10055862056,73389,73389,14,14,14,193381966,10,3,250902,1329897,1968794,26731,3207391565,1294741,83429578,2216
549957.03,14,253952,62,161267,10624997540,7,53616941,1167,10,10,5944,1080,1,585,1359122,0,32,63454,13,128,118357797,1172,1,0,4,2820,201191331,10,804700632,12,24,55,8,2297,585,0,0,89893407,8272211,3388462455,0,585,741,0,3,1,14,14,3520,0,3,3385152988,3348394418,151552377,204110435,204110435,1,3,1,0,10613742652,73389,73389,14,14,14,204110439,10,3,256296,1395822,2042835,28199,3385152988,1359122,87853990,2216
551962.82,15,253952,62,170147,11209756532,7,55032720,1247,10,10,5944,1153,1,585,1425316,0,32,66956,13,128,118357797,1172,1,0,4,2820,212237683,10,848886048,12,24,55,8,2297,585,0,0,94497585,8306562,3574496369,0,585,741,0,3,1,14,14,3520,0,3,3571409494,3533304443,157600496,215314044,215314044,1,3,1,0,11196330320,73389,73389,14,14,14,215314048,10,3,258935,1463598,2125736,29784,3571409494,1425316,92375452,2216
553967.66,16,253952,62,177319,11681964670,8,56987592,1287,10,10,5944,1186,1,585,1468401,0,32,69764,13,128,118357797,1172,1,0,4,2820,221187688,10,884750752,12,24,55,8,2297,585,0,0,97687022,8321747,3726072431,0,585,741,0,3,1,14,14,3520,0,3,3722709735,3682015964,162758680,224392051,224392051,1,3,1,0,11668386684,73389,73389,14,14,14,224392055,10,3,260996,1507782,2177764,31023,3722709735,1468401,95512988,2216
555974.46,19,253952,62,184894,12180089110,9,58523566,1321,12,12,5944,1248,1,585,1521476,0,32,72737,13,128,118357797,1172,1,0,4,2820,230578716,10,922314864,12,26,55,8,2297,585,0,0,101196770,8392897,3887526469,0,585,741,0,3,1,14,14,3520,0,3,3884287149,3839457007,167863723,233916744,233933128,1,3,1,0,12163670720,73389,73389,14,14,14,233916748,10,3,267122,1562180,2236614,32403,3884287149,1521476,98964025,2216
557980.97,19,253952,62,193940,12776971286,9,59849112,1415,12,12,5944,1297,1,603,1591940,0,32,76307,13,128,121612138,1208,1,0,4,2820,241902364,10,967609456,12,26,55,8,2297,603,0,0,105859293,8439372,4075776559,0,603,756,0,3,1,14,14,3520,0,3,4072084613,4026978971,173875882,245418695,245435079,1,3,1,0,12761772172,73389,73389,14,14,14,245418699,10,3,272607,1634300,2334588,33941,4072084613,1591940,103528770,2283
559985.36,19,253952,62,200946,13238952012,10,62140991,1461,12,12,5944,1352,1,648,1642574,0,32,79072,13,128,128750206,1298,1,0,4,2820,250638470,10,1002553880,12,26,55,8,2297,648,0,0,109155492,8474538,4223808596,0,648,778,0,3,1,14,14,3520,0,3,4220373839,4172749242,179505407,254295776,254295776,1,3,1,0,13222528416,73389,73389,14,14,14,254279396,10,3,274076,1686154,2394571,35190,4220373839,1642574,106765115,2412
561994.28,19,253952,62,208360,13726713894,10,63416583,1496,13,13,5944,1391,1,675,1698648,2,32,81964,13,128,133075689,1352,1,0,4,2820,259832642,10,1039265888,12,27,55,8,2297,675,0,0,112686111,8489712,4381734669,0,673,798,2,3,1,14,14,3520,0,3,4377772656,4326384233,184325353,263670854,263670854,1,3,1,0,13710032472,73389,73389,14,14,14,263654474,10,3,278195,1743543,2463780,36475,4377772656,1698648,110226653,2495
563999.14,19,253952,62,217170,14306866596,10,64598301,1574,13,13,5944,1442,1,711,1771407,4,32,85437,13,128,138843708,1424,1,0,4,2820,270885925,10,1083543700,12,27,55,8,2297,711,0,0,117205973,8520405,4565434759,0,707,825,4,3,1,14,14,3520,0,3,4561290119,4509239011,190024530,274816675,274816675,1,3,1,0,14290467132,73389,73389,14,14,14,274816679,10,3,278887,1817931,2556837,38004,4561290119,1771407,114653642,2611
566005.01,19,253952,62,222777,14676471638,11,67218629,1587,13,13,5944,1489,1,747,1802259,4,32,87659,13,128,144516919,1496,1,0,4,2820,277899402,10,1111532976,12,27,55,8,2297,747,0,0,119623071,8521011,4685512803,0,743,842,4,3,1,14,14,3520,0,3,4680884733,4625468103,195082392,281928602,281928602,1,3,1,0,14660287336,73389,73389,14,14,14,281928606,10,3,286754,1849642,2611801,39012,4680884733,1802259,117015865,2701
568011.72,19,253952,62,231123,15225612166,11,68511794,1656,14,14,5944,1530,1,774,1874171,4,32,90925,13,128,149024722,1550,1,0,4,2820,288276919,10,1153043040,12,28,55,8,2297,774,0,0,124106178,8629851,4860421968,0,770,866,4,3,1,14,14,3520,0,3,4855754382,4798618224,200946700,292471892,292471892,1,3,1,0,15208538416,73389,73389,14,14,14,292471896,10,3,293490,1923207,2701535,40447,4855754382,1874171,121409408,2790
570016.88,19,253952,62,237544,15650111018,12,70723933,1692,14,14,5944,1585,1,792,1921376,4,32,93467,13,128,152335958,1586,1,0,4,2820,296279761,10,1185119044,12,28,55,8,2297,792,0,0,127162333,8657082,4998210479,0,788,879,4,3,1,14,14,3520,0,3,4993293327,4932518968,206249579,300621600,300621600,1,3,1,0,15632323232,73389,73389,14,14,14,300621604,10,3,295459,1971558,2753568,41605,4993293327,1921376,124413647,2842
572026.84,19,253952,62,244481,16107219846,12,72312234,1718,15,15,5944,1622,1,801,1975898,4,32,96180,13,128,154136067,1604,1,0,4,2820,304888415,10,1219553660,12,29,55,8,2297,801,0,0,130635852,8711231,5146385742,0,797,883,4,3,1,14,14,3520,0,3,5141992067,5076974378,211362720,309369768,309386152,1,3,1,0,16087227968,73389,73389,14,14,14,309369772,10,3,304038,2027433,2830416,42829,5141992067,1975898,127810455,2867
574036.09,19,253952,62,252333,16623401230,12,74037616,1774,15,15,5944,1681,1,801,2044610,4,32,99267,13,128,154136067,1604,1,0,4,2820,314669918,10,1258679672,12,29,55,8,2297,801,0,0,134853018,8807707,5314863804,0,797,883,4,3,1,14,14,3520,0,3,5310575056,5239925132,217257111,319273452,319273452,1,3,1,0,16602219536,73389,73389,14,14,14,319273456,10,3,307351,2097823,2908528,44243,5310575056,2044610,131949672,2867
576045.16,21,253952,62,260325,17149747066,12,75614508,1838,15,15,5944,1729,2,801,2117300,4,32,102400,13,128,154449783,1604,1,0,4,2820,324619170,10,1298476680,12,29,55,8,2297,801,0,0,139208830,8935074,5482415365,0,797,883,4,3,1,14,14,3520,0,3,5477653348,5405899322,223426496,329365108,329365108,1,3,1,0,17126985648,73389,73389,14,14,14,329365112,10,3,309548,2172185,2988556,45626,5477653348,2117300,136225617,2867
578059.29,21,253952,62,268068,17659991626,12,77188460,1905,15,15,5944,1771,2,801,2188001,4,32,105441,13,128,154461849,1604,1,0,4,2820,334308238,10,1337168480,12,29,55,8,2297,801,0,0,143576166,9066147,5649773722,0,797,883,4,3,1,14,14,3520,0,3,5644642904,5566663125,229421146,339159693,339159693,1,3,1,0,17636304068,73389,73389,14,14,14,339159697,10,3,310909,2244478,3070458,47001,5644642904,2188001,140511205,2867
580064.79,21,253952,62,273401,18011642862,13,79751988,1928,15,15,5944,1812,2,801,2219435,4,32,107550,13,128,155077215,1604,1,0,4,2820,340964704,10,1363858816,12,29,55,8,2297,801,0,0,145973474,9074964,5764517579,0,797,883,4,3,1,14,14,3520,0,3,5759160509,5677547699,234454107,345911172,345911172,1,3,1,0,17987380976,73389,73389,14,14,14,345911176,10,3,311578,2276767,3113296,47962,5759160509,2219435,142865770,2867
582073.36,21,253952,62,281010,18512224780,13,81272014,1973,16,16,5944,1856,2,801,2285633,4,32,110522,13,128,155077215,1604,1,0,4,2820,350417768,10,1401606388,12,30,55,8,2297,801,0,0,149984798,9137068,5927086454,0,797,883,4,3,1,14,14,3520,0,3,5921315043,5835791959,240041750,355515626,355515626,1,3,1,0,18486812584,73389,73389,14,14,14,355515630,10,3,320146,2344468,3214131,49299,5921315043,2285633,146776414,2867
584084.16,21,253952,62,288854,19029843184,13,82834393,2032,16,16,5944,1914,2,855,2355595,4,32,113607,13,128,164068417,1712,1,0,4,2820,360171810,10,1440622572,12,30,55,8,2297,855,0,0,154320262,9269648,6096288934,0,851,922,4,3,1,14,14,3520,0,3,6090725916,5999261845,246057954,365424455,365424455,1,3,1,0,19001219724,73389,73389,14,14,14,365408075,10,3,327157,2416019,3322069,50719,6090725916,2355595,151004105,3076
586098.91,21,253952,62,296731,19549195350,13,84334069,2096,16,16,5944,1960,2,882,2427145,4,32,116699,13,128,168586715,1766,1,0,4,2820,369971441,10,1479885764,12,30,55,8,2297,882,0,0,158725585,9439163,6265778984,0,878,972,4,3,1,14,14,3520,0,3,6259948761,6163312576,252102820,375380721,375380721,1,3,1,0,19519797524,73389,73389,14,14,14,375380725,10,3,330578,2489134,3407768,52116,6259948761,2427145,155323892,3176
588106.64,22,253952,62,304848,20083260348,13,85674272,2170,16,16,5944,2008,2,927,2494031,4,32,119887,13,128,177196348,1856,1,0,4,2820,380064324,10,1520257296,12,30,55,8,2297,927,0,0,163252843,9627166,6439552413,0,923,1013,4,3,1,14,14,3520,0,3,6433944766,6331599166,258147188,385631899,385648283,1,3,1,0,20052858780,73389,73389,14,14,14,385631903,10,3,333829,2557687,3486589,53562,6433944766,2494031,159772498,3350
590124.76,22,253952,62,312848,20610673442,13,87089551,2250,16,16,5944,2066,2,954,2557707,4,32,123052,13,128,181576543,1910,1,0,4,2820,390088214,10,1560352856,12,30,55,8,2297,954,0,0,167740776,9742280,6609034981,0,950,1041,4,3,1,14,14,3520,0,3,6603001471,6497905458,264161141,395768389,395768389,1,3,1,0,20579956260,73389,73389,14,14,14,395768393,10,3,338046,2622959,3568113,54994,6603001471,2557707,164179074,3460
592129.48,22,253952,62,319422,21042834366,14,89247365,2290,16,16,5944,2105,2,963,2604830,4,32,125613,13,128,183042472,1928,1,0,4,2820,398230950,10,1592923800,12,30,55,8,2297,963,0,0,170944064,9796651,6753918059,0,959,1043,4,3,1,14,14,3520,0,3,6747759022,6634595723,269568623,404041865,404041865,1,3,1,0,21010177012,73389,73389,14,14,14,404041869,10,3,338588,2671258,3615023,56186,6747759022,2604830,167335583,3486
594136.82,23,253952,62,325984,21475137940,14,91091624,2326,17,17,5944,2148,2,990,2655239,4,32,128173,13,128,187875809,1982,1,0,4,2820,406336432,10,1625345728,12,31,55,8,2297,990,0,0,174300278,9879982,6900294157,0,986,1063,4,3,1,14,14,3520,0,3,6894141646,6771682183,274854625,412259712,412292480,1,3,1,0,21437505056,73389,73389,14,14,14,412259716,10,3,345814,2722909,3687963,57402,6894141646,2655239,170617984,3585
596142.53,23,253952,62,331327,21827553130,15,93793779,2345,17,17,5944,2182,2,990,2687065,4,32,130272,13,128,188467043,1982,1,0,4,2820,413023420,10,1651964408,12,31,55,8,2297,990,0,0,176626586,9880064,7017042729,0,986,1063,4,3,1,14,14,3520,0,3,7010402414,6883032689,279882882,419043959,419043959,1,3,1,0,21790285900,73389,73389,14,14,14,419043963,10,3,346511,2755527,3727948,58368,7010402414,2687065,172905405,3585
598149.03,25,253952,62,336754,22186269700,15,95399714,2385,17,17,5944,2218,2,1008,2721734,4,32,132407,13,128,191777669,2018,1,0,4,2820,419773082,10,1679092328,12,31,55,8,2297,1008,0,0,178986813,9884984,7139832786,0,1004,1075,4,3,1,14,14,3520,0,3,7133795125,6996592766,283852852,425889424,425889424,1,3,1,0,22146250080,73389,73389,14,14,14,425889428,10,3,350195,2791128,3767890,59388,7133795125,2721734,175225796,3648
600161.56,25,253952,62,344079,22668203196,15,97161136,2420,18,18,5944,2265,3,1026,2785042,4,32,135283,13,128,194775637,2054,1,0,4,2820,428885727,10,1715478440,12,32,55,8,2297,1026,0,0,182867273,9984816,7296995243,0,1022,1094,4,3,1,14,14,3520,0,3,7290761466,7148738830,289548693,435133430,435133430,1,3,1,0,22626938392,73389,73389,14,14,14,435133434,10,3,353650,2855916,3857824,60690,7290761466,2785042,179016468,3713
