timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
822478.54,253952,62,204932,13502048738,17,30513147,0,318,28,28,4246,147,675,1015479,2,15,53509,33,65,144800504,1352,1,0,32,42,14,14,161,675,0,0,0,40874109,1511,3996249592,0,673,363,2,2,1,14,14,346,0,1,3998845904,3950651593,107474491,306514448,306514448,1,2,1,0,13486635712,73389,73389,14,14,14,306514448,5,3,577436,1040167,2070509,30531,3998845904,1015479,38805324,1669
824482.75,253952,62,226550,14926504094,18,31513314,0,318,28,28,4246,151,675,1101480,2,15,59624,33,65,145596860,1352,1,0,32,42,14,14,161,675,0,0,0,45045721,1578,4412574992,0,673,363,2,2,1,14,14,346,0,1,4414999504,4367095781,115043198,338892157,338892157,1,2,1,0,14910534012,73389,73389,14,14,14,338875773,5,3,581022,1128423,2185485,33706,4414999504,1101480,42862122,1669
826486.96,253952,62,248495,16372389722,18,31513314,0,318,28,28,4246,154,675,1191356,2,15,65774,33,65,145862312,1352,1,0,32,42,14,14,161,675,0,0,0,49351453,1680,4835325828,0,673,363,2,2,1,14,14,346,0,1,4837182416,4789771334,126275140,371753194,371753194,1,2,1,0,16356419640,73389,73389,14,14,14,371736810,5,3,591819,1220562,2306846,36927,4837182416,1191356,47046672,1669
828491.22,253952,62,270384,17814870786,18,31513314,0,318,28,28,4246,158,675,1274119,2,15,71964,33,65,146658668,1352,1,0,32,42,14,14,161,675,0,0,0,53414265,1846,5257416414,0,673,363,2,2,1,14,14,346,0,1,5258972112,5211459934,132213618,404530152,404546536,1,2,1,0,17799326688,73389,73389,14,14,14,404530152,5,3,599431,1305446,2413990,40145,5258972112,1274119,51002511,1669
830495.59,253952,62,292602,19278221758,18,31513314,0,318,28,28,4246,162,675,1351939,2,15,78242,33,65,146924120,1352,1,0,32,42,14,14,161,675,0,0,0,57423778,1966,5683445115,0,673,363,2,2,1,14,14,346,0,1,5685746507,5639235478,138192584,437792597,437792597,1,2,1,0,19262153372,73389,73389,14,14,14,437776213,5,3,605886,1385338,2536157,43405,5685746507,1351939,54890019,1669
832500.66,253952,62,314095,20694026362,18,31513314,0,320,28,28,4246,166,675,1439985,2,15,84326,33,65,147720476,1352,1,0,32,42,14,14,161,675,0,0,0,61659797,2071,6097835264,0,673,363,2,2,1,14,14,346,0,1,6098654569,6052976289,162619638,469973698,469990082,1,2,1,0,20678842712,73389,73389,14,14,14,469973698,5,3,621105,1475643,2666775,46562,6098654569,1439985,58995594,1669
834505.08,253952,62,335262,22088511064,20,33513496,0,320,28,28,4246,171,675,1530694,2,15,90415,33,65,148516832,1352,1,0,32,42,14,14,161,675,0,0,0,65822282,2368,6505580739,0,673,363,2,2,1,14,14,346,0,1,6505967626,6460495473,184517015,501679663,501679663,1,2,1,0,22073184276,73389,73389,14,14,14,501663279,5,3,624923,1568529,2776076,49676,6505967626,1530694,63048965,1669
836510.11,253952,62,356043,23457847336,24,39065682,0,350,28,28,4246,174,675,1624842,2,15,96247,33,65,149047736,1352,1,0,32,42,14,14,161,675,0,0,0,70126361,2528,6906708300,0,673,363,2,2,1,14,14,346,0,1,6905999370,6860886017,256933021,532781579,532797963,1,2,1,0,23442389476,73389,73389,14,14,14,532781579,5,3,638874,1665073,2900956,52728,6905999370,1624842,67228341,1669
838514.44,253952,62,377759,24888564688,24,39759270,0,356,29,29,4246,179,675,1708222,2,15,102410,33,65,149844092,1352,1,0,32,43,14,14,161,675,0,0,0,74261422,2668,7323816028,0,673,363,2,2,1,14,14,346,0,1,7323327299,7279019995,263662888,565312777,565312777,1,2,1,0,24873762188,73389,73389,14,14,14,565312777,5,3,648136,1750553,3022623,55918,7323327299,1708222,71241906,1669
840519.28,253952,62,398559,26257478284,25,41699448,0,373,29,29,4246,185,675,1791263,2,15,108436,33,65,151171352,1352,1,0,32,43,14,14,161,675,0,0,0,78413674,2777,7722270817,0,673,363,2,2,1,14,14,346,0,1,7720432067,7679100247,276532610,596420726,596437110,1,2,1,0,26242511944,73389,73389,14,14,14,596420726,5,3,658236,1835744,3150538,58969,7720432067,1791263,75266419,1669
840891.90,253952,62,400982,26415782060,27,41990850,2,376,33,33,4246,194,675,1800981,2,15,109422,40,65,158511825,1359,1,1035,39,54,14,32,186,675,344,1035,79,79173799,2808,7767183526,8,673,363,2,2,1,14,14,346,38461240,1,7763869224,7725268584,355694067,600037902,600037902,1,2,1,38461240,26401667688,73389,73389,14,14,14,600037902,5,3,664296,1845713,3182565,59330,7763869224,1800981,75994546,1669
