timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1190079.52,7,253952,62,89769,5912248966,1,17645470,317,5,5,4949,649,16,603,536789,18,35292,20,17,117395176,1208,1,0,4,413,111767291,6,447069164,19,19,0,14,106,603,0,0,38626090,3060,1907249011,0,603,451,3,1,14,14,883,0,3,1906021739,1865306259,56267316,113428286,113444670,1,3,1,0,5898270904,73389,73389,14,14,14,113428290,5,3,122391,550490,791851,15887,1906021739,536789,37835849,1483
1192084.76,7,253952,62,99898,6581818592,2,19960516,399,5,5,4949,686,16,603,606755,18,39261,20,17,120809854,1208,1,0,4,413,124442853,6,497715456,19,19,0,14,106,603,0,0,43327286,5583,2114903753,0,603,451,3,1,14,14,883,0,3,2113334750,2076182767,63284234,126267248,126281473,1,3,1,0,6565896928,73389,73389,14,14,14,126267252,5,3,127793,622075,875890,17547,2113334750,606755,42453217,1483
1194090.53,7,253952,62,110024,7248766344,2,21453964,464,5,5,4949,780,16,603,671598,18,43280,20,17,121099438,1208,1,0,4,413,137099336,6,548332672,19,19,0,14,106,603,0,0,47863148,5653,2326620017,0,603,451,3,1,14,14,883,0,3,2324720742,2286843686,69312318,139104939,139121323,1,3,1,0,7233456860,73389,73389,14,14,14,139104943,5,3,133679,688586,955929,19355,2324720742,671598,46909232,1483
1196094.75,7,253952,62,119323,7861914002,2,22581971,539,5,5,4949,811,16,612,729299,18,46915,20,17,122911413,1226,1,0,4,413,148720836,6,594818584,19,19,0,14,106,612,0,0,52008004,5737,2529875837,0,612,454,3,1,14,14,883,0,3,2527672172,2479873161,74583231,150891895,150891895,1,3,1,0,7846378572,73389,73389,14,14,14,150891899,5,3,212511,747811,1158223,20972,2527672172,729299,50851972,1517
1198100.55,7,253952,62,126424,8328250418,3,25124837,566,6,6,4949,881,16,666,770688,18,49716,20,17,131914210,1334,1,0,4,413,157534787,6,630009872,19,20,0,14,106,666,0,0,55014190,7334,2674681272,0,666,487,3,1,14,14,883,0,3,2673143940,2626807280,80132653,159847466,159847466,1,3,1,0,8312068264,73389,73389,14,14,14,159847470,5,3,224978,790279,1229204,22232,2673143940,770688,53787295,1655
1200104.65,7,253952,62,134286,8847234910,4,27280307,625,6,6,4949,906,16,666,822923,18,52795,20,17,132227926,1334,1,0,4,413,167378763,6,669515052,19,20,0,14,106,666,0,0,58658024,9978,2839782876,0,666,487,3,1,14,14,883,0,3,2837310660,2790284842,85930643,169815798,169815798,1,3,1,0,8830421528,73389,73389,14,14,14,169815802,5,3,225958,843928,1295010,23543,2837310660,822923,57365472,1655
1202112.08,7,253952,62,141857,9345652242,4,28677294,669,7,7,4949,979,16,666,876182,18,55792,20,17,132541642,1334,1,0,4,413,176799771,6,707134412,19,21,0,14,106,666,0,0,62139679,20311,3006900873,0,666,487,3,1,14,14,883,0,3,3004684449,2947824620,90809763,179371100,179371100,1,3,1,0,9327297232,73389,73389,14,14,14,179371104,5,3,229418,898554,1368833,24978,3004684449,876182,60773443,1655
1204125.35,8,253952,62,151191,9961093660,4,29792898,764,7,7,4949,1016,16,666,950332,18,59449,20,17,132541642,1334,1,0,4,413,188469903,6,753879612,19,21,0,14,106,666,0,0,67024088,40228,3194519251,0,666,487,3,1,14,14,883,0,3,3191846663,3141453568,96833108,191207208,191207208,1,3,1,0,9942774848,73389,73389,14,14,14,191207212,5,3,230335,974536,1463782,26490,3191846663,950332,65563109,1655
1206131.55,9,253952,62,160674,10585443256,4,30838233,852,7,7,4949,1099,17,711,1032939,18,63187,20,17,140059542,1424,1,0,4,413,200242905,6,800971620,19,21,0,14,106,711,0,0,71972225,78543,3405411071,0,711,520,3,1,14,14,883,0,3,3403164155,3338579380,102854256,203164481,203164481,1,3,1,0,10563701076,73389,73389,14,14,14,203148101,5,3,234164,1059072,1575669,28296,3403164155,1032939,70399565,1785
1208137.55,9,253952,62,170358,11223520624,4,31899191,950,7,7,4949,1143,17,720,1109268,18,66986,20,17,141581961,1442,1,0,4,413,212351739,6,849406956,19,21,0,14,106,720,0,0,76956416,92258,3605416097,0,720,531,3,1,14,14,883,0,3,3602208484,3539517579,108906877,215445116,215445116,1,3,1,0,11203146064,73389,73389,14,14,14,215445120,5,3,237077,1137260,1666633,29920,3602208484,1109268,75292994,1821
1210142.78,10,253952,62,180098,11864363058,4,32935833,1054,7,7,4949,1192,17,738,1186155,18,70793,20,17,144893425,1478,1,0,4,413,224474660,6,897898640,19,21,0,14,106,738,0,0,81928497,98936,3807214057,0,738,544,3,1,14,14,883,0,3,3803799987,3741298301,114919479,227756804,227756804,1,3,1,0,11843353840,73389,73389,14,14,14,227756808,5,3,237874,1215992,1743617,31575,3803799987,1186155,80188300,1878
1212149.43,10,253952,62,189961,12514471244,4,34069454,1152,7,7,4949,1272,20,774,1261947,18,74687,20,17,150829054,1550,1,0,4,413,236766139,6,947000000,19,21,0,14,106,774,0,0,86796392,105443,4020132210,0,774,570,3,1,14,14,883,0,3,4017035435,3946606474,120924236,240223696,240223696,1,3,1,0,12491632224,73389,73389,14,14,14,240223700,5,3,239930,1293629,1828269,33376,4017035435,1261947,84971756,1992
1214154.73,10,253952,62,199883,13169007828,4,35210129,1239,7,7,4949,1322,20,801,1339024,18,78572,20,17,155336791,1604,1,0,4,413,249100442,6,996401768,19,21,0,14,106,801,0,0,91666185,111539,4237353416,0,801,588,3,1,14,14,883,0,3,4233791965,4153677294,126927114,252749647,252749647,1,3,1,0,13142981676,73389,73389,14,14,14,252749651,5,3,245020,1372572,1930291,35156,4233791965,1339024,89739730,2079
1216159.53,10,253952,62,209792,13822542690,4,36719010,1302,7,7,4949,1397,21,819,1408870,18,82449,20,17,158332578,1640,1,0,4,413,261381399,6,1045461152,19,21,0,14,106,819,0,0,96134919,111680,4463699945,0,819,598,3,1,14,14,883,0,3,4460734330,4361280379,132915003,265206188,265206188,1,3,1,0,13790721808,73389,73389,14,14,14,265206192,5,3,246315,1444165,2027192,37052,4460734330,1408870,94111745,2130
1218163.91,10,253952,62,219974,14493329382,4,38238774,1365,7,7,4949,1450,21,819,1477752,18,86403,20,17,158670426,1640,1,0,4,413,273941394,6,1095765576,19,21,0,14,106,819,0,0,100635139,111809,4698617071,0,819,598,3,1,14,14,883,0,3,4694543833,4574563798,138934205,277978343,277978343,1,3,1,0,14454873868,73389,73389,14,14,14,277978347,5,3,251175,1514803,2129225,38976,4694543833,1477752,98510117,2130
1220168.33,10,253952,62,230179,15165261422,4,39967697,1412,7,7,4949,1525,22,819,1541402,18,90405,20,17,159261660,1640,1,0,4,413,286599971,6,1146399884,19,21,0,14,106,819,0,0,104943289,111980,4928039020,0,819,598,3,1,14,14,883,0,3,4923661007,4787813217,144969453,290801809,290801809,1,3,1,0,15121694100,73389,73389,14,14,14,290801813,5,3,254931,1580119,2204345,40892,4923661007,1541402,102743323,2130
1222172.72,10,253952,62,240456,15842334364,4,41761040,1452,7,7,4949,1607,22,819,1604797,18,94421,20,17,159261660,1640,1,0,4,413,299273187,6,1197092748,19,21,0,14,106,819,0,0,109172116,112161,5161824067,0,819,598,3,1,14,14,883,0,3,5158324904,5002785701,150968373,303688652,303705036,1,3,1,0,15790957968,73389,73389,14,14,14,303672272,5,3,255972,1645176,2268353,42872,5158324904,1604797,106908316,2130
1224177.04,10,253952,62,250609,16511787614,4,43467234,1489,7,7,4949,1654,22,819,1663950,18,98406,20,17,159575376,1640,1,0,4,413,312008895,6,1247970984,19,21,0,14,106,819,0,0,113388125,112248,5384682981,0,819,598,3,1,14,14,883,0,3,5380883516,5213738059,156882449,316554793,316554793,1,3,1,0,16460849268,73389,73389,14,14,14,316554797,5,3,259003,1705894,2348277,44687,5380883516,1663950,111044571,2130
1226181.03,10,253952,62,260960,17194241124,4,45271156,1527,7,7,4949,1734,22,828,1726997,18,102447,20,17,162014967,1658,1,0,4,413,324732627,6,1298930508,19,21,0,14,106,828,0,0,117655662,112447,5623168898,0,828,604,3,1,14,14,883,0,3,5618935572,5430851973,162963988,329527430,329543814,1,3,1,0,17135426392,73389,73389,14,14,14,329527434,5,3,262126,1770568,2423258,46693,5618935572,1726997,115237298,2156
1228185.42,10,253952,62,271245,17869762758,4,47057545,1565,7,7,4949,1779,22,837,1785590,18,106448,20,17,163513650,1676,1,0,4,413,337505052,6,1349955640,19,21,0,14,106,837,0,0,121897954,112581,5850344653,0,837,611,3,1,14,14,883,0,3,5846042288,5644460186,168991640,342466028,342466028,1,3,1,0,17808233488,73389,73389,14,14,14,342466032,5,3,264859,1830700,2489198,48545,5846042288,1785590,119413816,2183
1230190.03,10,253952,62,281516,18546092570,4,48882431,1598,7,7,4949,1861,22,837,1847502,18,110459,20,17,163827366,1676,1,0,4,413,350195436,6,1400717244,19,21,0,14,106,837,0,0,126090801,112709,6092400946,0,837,611,3,1,14,14,883,0,3,6087570989,5859912324,175028392,355305878,355305878,1,3,1,0,18475905688,73389,73389,14,14,14,355305882,5,3,267046,1894198,2565208,50575,6087570989,1847502,123530817,2183
1232193.98,10,253952,62,291671,19216593908,4,50675332,1630,7,7,4949,1907,22,837,1907094,18,114424,20,17,164141082,1676,1,0,4,413,362810758,6,1451243032,19,21,0,14,106,837,0,0,130272440,112825,6327659132,0,837,611,3,1,14,14,883,0,3,6322269700,6072575887,181001956,368100006,368100006,1,3,1,0,19141200344,73389,73389,14,14,14,368100010,5,3,269346,1955339,2638173,52485,6322269700,1907094,127639656,2183
1234198.46,10,253952,62,302128,19905065152,4,52505911,1660,7,7,4949,1984,22,837,1968754,18,118485,20,17,164141082,1676,1,0,4,413,375664530,6,1502658120,19,21,0,14,106,837,0,0,134451310,112871,6577053326,0,837,611,3,1,14,14,883,0,3,6572027394,6292072356,187010997,381169232,381169232,1,3,1,0,19820800096,73389,73389,14,14,14,381169236,5,3,270698,2018579,2690146,54561,6572027394,1968754,131766721,2183
1236202.62,10,253952,62,312546,20592295686,4,54183764,1690,7,7,4949,2060,22,837,2027880,18,122554,20,17,164454798,1676,1,0,4,413,388526706,6,1554106824,19,21,0,14,106,837,0,0,138622229,112913,6818203508,0,837,611,3,1,14,14,883,0,3,6813737324,6510920994,192858632,394213438,394213438,1,3,1,0,20499098808,73389,73389,14,14,14,394213442,5,3,273384,2079304,2758098,56580,6813737324,2027880,135869846,2183
1238209.90,10,253952,62,325385,21438369866,4,56259660,1738,11,11,4949,2129,22,837,2125977,18,127559,23,17,164454798,1676,1,0,4,413,404451110,6,1617739616,22,25,0,14,342,837,0,0,144977282,505996,7115681147,0,837,611,3,1,14,14,883,0,3,7110528023,6779165611,201687494,410368445,410368445,1,3,1,0,21337455236,73389,73389,14,14,14,410335681,5,3,287457,2179783,2911944,59017,7110528023,2125977,142071286,2183
1240224.44,11,253952,62,342580,22571394100,4,59400230,1854,11,11,4949,2250,22,846,2310488,18,134277,23,17,165953703,1694,1,0,4,413,425687871,6,1702695524,22,25,0,14,342,846,0,0,155253453,1495623,7513446757,0,846,619,3,1,14,14,883,0,3,7508718943,7139106584,216062950,431958178,431958178,1,3,1,0,22461825288,73389,73389,14,14,14,431958182,5,3,291827,2368357,3116656,62340,7508718943,2310488,152143092,2213
1242237.35,12,253952,62,359391,23678827014,4,62146542,1965,11,11,4949,2346,22,963,2492749,18,140828,23,17,186431313,1928,1,0,4,413,446503228,6,1786012912,22,25,0,14,342,963,0,0,165529359,2561541,7904511564,0,963,726,3,1,14,14,883,0,3,7898373143,7491045603,230136088,453038292,453038292,1,3,1,0,23557991216,73389,73389,14,14,14,453038296,5,3,304470,2554511,3347232,65552,7898373143,2492749,162188794,2658
1244250.76,16,253952,62,375869,24764460572,4,64681778,2076,11,11,4949,2459,23,1125,2676021,18,147267,23,17,215316241,2252,1,0,4,413,466921139,6,1867619884,22,25,0,14,342,1125,0,0,175832262,3546760,8289596414,0,1125,906,3,1,14,14,883,0,3,8283100955,7836015909,243966797,473710965,473710965,1,3,1,0,24632970212,73389,73389,14,14,14,473710969,5,3,317998,2741552,3573027,68745,8283100955,2676021,172266263,3283
1246259.99,21,253952,62,393754,25943030428,4,67671056,2187,12,12,4949,2567,23,1287,2867014,18,154211,24,17,244674416,2576,1,0,4,413,488968167,6,1955678944,23,26,0,14,362,1287,0,0,186671055,4380139,8701424360,0,1287,1061,3,1,14,14,883,0,3,8695097546,8210778349,258599976,496142315,496142315,1,3,1,0,25798548444,73389,73389,14,14,14,496125935,5,3,335927,2936644,3810972,72149,8695097546,2867014,182867479,3913
1248269.82,25,253952,62,415284,27361923738,4,70004902,2316,13,13,4949,2707,23,1296,3091628,18,162616,25,17,248043522,2594,1,0,4,413,515634985,6,2062281152,24,27,0,14,374,1296,0,0,199886560,5525717,9209456717,0,1296,1071,3,1,14,14,883,0,3,9202146274,8661910595,275272972,523138324,523154708,1,3,1,0,27203192880,73389,73389,14,14,14,523138328,5,3,347330,3166547,4102717,76360,9202146274,3091628,195791673,3949
1250287.16,30,253952,62,440100,28997145690,5,73638926,2463,14,14,4949,2862,24,1296,3344806,18,172283,26,17,248984670,2594,1,0,4,413,546234583,6,2184938332,25,28,1,14,386,1296,0,0,215234428,6567232,9793890725,0,1296,1071,3,1,14,14,883,0,3,9787096279,9182387077,295303506,554207472,554240240,1,3,1,0,28818788576,73389,73389,14,14,14,554207476,5,3,364233,3425710,4446148,81208,9787096279,3344806,210796626,3949
1252292.85,38,253952,62,467925,30829142552,5,76487112,2623,17,17,4949,3038,24,1827,3631718,18,183094,28,17,337914051,3656,1,0,4,413,580523695,6,2321965656,27,31,1,14,422,1827,0,0,232523303,7487838,10460690901,0,1827,1645,3,1,14,14,883,0,3,10453881760,9765625357,316359290,589017761,589066913,1,3,1,0,30628071636,73389,73389,14,14,14,589001381,5,3,392722,3719226,4861694,86766,10453881760,3631718,227670518,6005
1252892.98,38,253952,62,476691,31404591866,5,77587673,2674,21,21,4949,3128,25,2025,3717042,18,186584,39,17,379488410,4059,1,1226,4,413,591599349,6,2366397396,38,42,1,31,480,2025,1226,124,238513085,7860389,10659940036,8,2025,1841,3,1,14,14,883,82858443,3,10650827199,9948056227,489652908,600037902,600037902,1,3,1,82858443,31201970936,73389,73389,14,14,14,600037906,5,3,400102,3806505,5012510,88357,10650827199,3717042,233509671,6770
