timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1103655.55,253952,62,220575,14532802878,5,5013257,0,7,26,26,4797,150,675,893389,2,25,57938,41,48,145331408,1352,1,0,40,40,3,14,159,675,0,0,0,40004877,2147,4299469284,0,673,403,2,2,1,14,14,341,0,1,4300049360,4252054178,139542711,329939189,329939189,1,2,1,0,14516603420,73389,73389,14,14,14,329922805,4,3,501310,915860,1831894,32829,4300049360,893389,38174617,1654
1105659.64,253952,62,242835,15999332346,5,5013257,0,7,26,26,4797,153,675,976372,2,25,64175,41,48,145596860,1352,1,0,40,40,3,14,159,675,0,0,0,44194605,2196,4728639367,0,673,403,2,2,1,14,14,341,0,1,4728523728,4680680045,147228976,363275362,363275362,1,2,1,0,15984115928,73389,73389,14,14,14,363275362,4,3,505193,1001019,1926890,36098,4728523728,976372,42269522,1654
1107663.72,253952,62,264820,17448104866,5,5013257,0,8,26,26,4797,157,675,1064868,2,25,70391,41,48,146393216,1352,1,0,40,40,3,14,159,675,0,0,0,48377810,2259,5150075133,0,673,403,2,2,1,14,14,341,0,1,5152017360,5104229839,155534236,396183392,396199776,1,2,1,0,17432069248,73389,73389,14,14,14,396183392,4,3,508067,1091807,2037477,39329,5152017360,1064868,46342312,1654
1109667.94,253952,62,286259,18860563826,6,6013370,0,9,26,26,4797,160,675,1159640,2,25,76403,41,48,146658668,1352,1,0,40,40,3,14,159,675,0,0,0,52716897,2335,5564827992,0,673,403,2,2,1,14,14,341,0,1,5564237450,5517114187,186291415,428301116,428301116,1,2,1,0,18845249104,73389,73389,14,14,14,428301116,4,3,512478,1188960,2162002,42476,5564237450,1159640,50557057,1654
1111672.37,253952,62,307864,20284006682,7,7013439,0,10,26,26,4797,164,675,1250376,2,25,82517,41,48,147455024,1352,1,0,40,40,3,14,159,675,0,0,0,56884674,2409,5978404099,0,673,403,2,2,1,14,14,341,0,1,5979609931,5933182244,218265134,460643898,460660282,1,2,1,0,20268331512,73389,73389,14,14,14,460643898,4,3,516662,1281966,2270188,45647,5979609931,1250376,54616818,1654
1113677.53,253952,62,328974,21674710998,8,8013538,0,11,26,26,4797,169,675,1347526,2,25,88550,41,48,148251380,1352,1,0,40,40,3,14,159,675,0,0,0,61236887,2541,6385320960,0,673,403,2,2,1,14,14,341,0,1,6385177961,6339603216,280825231,492259751,492276135,1,2,1,0,21659429044,73389,73389,14,14,14,492259751,4,3,518575,1381310,2388370,48748,6385177961,1347526,58851013,1654
1115682.18,253952,62,347910,22921923076,22,23226574,0,62,26,26,4797,173,675,1440126,2,25,93975,41,48,148782284,1352,1,0,40,40,3,14,159,675,0,0,0,65260000,2609,6751783521,0,673,403,2,2,1,14,14,341,0,1,6749237258,6704202896,675486614,520615632,520615632,1,2,1,0,22907087808,73389,73389,14,14,14,520615632,4,3,530162,1475919,2520242,51532,6749237258,1440126,62742411,1654
1117686.53,253952,62,361782,23835921524,24,26704139,0,85,29,29,4797,176,675,1506162,2,25,97921,41,48,149578640,1352,1,0,40,43,3,14,159,675,0,0,0,68085252,2676,7015870796,0,673,403,2,2,1,14,14,341,0,1,7015701315,6971375691,682303594,541388324,541388324,1,2,1,0,23820365360,73389,73389,14,14,14,541371940,4,3,542257,1543409,2609848,53571,7015701315,1506162,65478173,1654
1119691.59,253952,62,382433,25196472664,25,29187327,0,114,29,29,4797,179,675,1610153,2,25,103717,41,48,149844092,1352,1,0,40,43,3,14,159,675,0,0,0,72558926,2749,7415324666,0,673,403,2,2,1,14,14,341,0,1,7413260973,7368997993,691153131,572312175,572312175,1,2,1,0,25181735700,73389,73389,14,14,14,572312175,4,3,544240,1649929,2724585,56605,7413260973,1610153,69837300,1654
1121695.88,253952,62,394847,26013381548,27,31943110,0,146,29,29,4797,184,675,1667733,2,25,107369,41,48,150905900,1352,1,0,40,43,3,14,159,675,0,0,0,75197314,2783,7651571412,0,673,403,2,2,1,14,14,341,0,1,7649792325,7607737568,696862692,590863120,590885537,1,2,1,0,25997977280,73389,73389,14,14,14,590863120,4,3,546056,1708802,2791880,58427,7649792325,1667733,72408510,1654
1122535.59,253952,62,400982,26415782060,29,32942258,2,157,33,33,4797,194,675,1700994,2,25,109422,48,48,158511825,1359,1,1036,47,54,3,40,182,675,323,1036,109,76850955,2829,7767031167,8,673,403,2,2,1,14,14,341,38921931,1,7763869224,7725268584,778232365,600037902,600037902,1,2,1,38921931,26401667688,73389,73389,14,14,14,600037902,4,3,560356,1742751,2853863,59330,7763869224,1700994,74000232,1654
