timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1215420.30,253952,62,190973,12582188126,31,52172163,0,252,36,36,4896,145,675,1246037,2,48,49592,37,166,144535052,1352,1,0,36,50,22,10,297,675,0,0,0,43611187,789611,3730063773,0,673,359,2,2,1,14,14,390,0,1,3730410448,3681773590,155424091,285600333,285616717,1,2,1,0,12566414652,73389,73389,14,14,14,285600333,10,3,584722,1272783,2664207,28483,3730410448,1246037,40948725,1702
1217425.43,253952,62,210731,13884215618,32,55356889,0,308,36,36,4896,148,675,1376162,2,48,55145,37,166,145065956,1352,1,0,36,50,22,10,297,675,0,0,0,48236597,790304,4109844210,0,673,359,2,2,1,14,14,390,0,1,4110650320,4062373587,166814007,315188888,315205272,1,2,1,0,13868311072,73389,73389,14,14,14,315188888,10,3,592855,1405665,2814603,31384,4110650320,1376162,45423950,1702
1219430.38,253952,62,230642,15196270118,32,57616391,0,358,36,36,4896,151,675,1496283,2,48,60740,37,166,145596860,1352,1,0,36,50,22,10,297,675,0,0,0,52606029,790452,4493419785,0,673,359,2,2,1,14,14,390,0,1,4493904848,4445950785,174726746,345023203,345023203,1,2,1,0,15181020932,73389,73389,14,14,14,345023203,10,3,595332,1528364,2942717,34308,4493904848,1496283,49665460,1702
1221435.37,253952,62,250318,16492658206,32,60098795,0,405,36,36,4896,155,675,1606550,2,48,66302,37,166,145862312,1352,1,0,36,50,22,10,297,675,0,0,0,56849014,790524,4873452368,0,673,359,2,2,1,14,14,390,0,1,4872702928,4824944250,182582841,374482845,374482845,1,2,1,0,16477245180,73389,73389,14,14,14,374482845,10,3,602190,1641108,3073396,37198,4872702928,1606550,53777945,1702
1223440.42,253952,62,270199,17802746626,32,63040769,0,447,36,36,4896,158,675,1714557,2,48,71915,37,166,146658668,1352,1,0,36,50,22,10,297,675,0,0,0,61099095,790776,5256886378,0,673,359,2,2,1,14,14,390,0,1,5255433168,5207896642,191150466,404251624,404268008,1,2,1,0,17787071456,73389,73389,14,14,14,404251624,10,3,610415,1751567,3193347,40118,5255433168,1714557,57908249,1702
1225444.92,253952,62,290395,19132787450,32,65308494,0,492,36,36,4896,161,675,1824848,2,48,77585,37,166,146924120,1352,1,0,36,50,22,10,297,675,0,0,0,65334528,791001,5644131426,0,673,359,2,2,1,14,14,390,0,1,5643279179,5596686872,198338887,434489506,434489506,1,2,1,0,19117538264,73389,73389,14,14,14,434489506,10,3,615090,1864401,3308537,43081,5643279179,1824848,62028681,1702
1227450.41,253952,62,310110,20431538142,32,68122390,0,541,36,36,4896,166,675,1930139,2,48,83219,37,166,147455024,1352,1,0,36,50,22,10,297,675,0,0,0,69534703,791111,6023058734,0,673,359,2,2,1,14,14,390,0,1,6022239593,5976259719,207150774,464012525,464012525,1,2,1,0,20416551100,73389,73389,14,14,14,464012525,10,3,623442,1972132,3436344,45979,6022239593,1930139,66101223,1702
1229455.44,253952,62,330278,21760435394,32,70358331,0,585,36,36,4896,169,675,2026175,2,48,88904,37,166,148251380,1352,1,0,36,50,22,10,297,675,0,0,0,73765898,791173,6412469960,0,673,359,2,2,1,14,14,390,0,1,6410605929,6364684613,214277341,494215480,494215480,1,2,1,0,21744760224,73389,73389,14,14,14,494199096,10,3,627816,2070543,3553946,48942,6410605929,2026175,70214994,1702
1231460.67,253952,62,350001,23059755208,32,72940964,0,630,36,36,4896,173,675,2117587,2,48,94543,37,166,148782284,1352,1,0,36,50,22,10,297,675,0,0,0,77964160,791225,6790602326,0,673,359,2,2,1,14,14,390,0,1,6789607434,6744509530,222404405,523746691,523746691,1,2,1,0,23044133508,73389,73389,14,14,14,523730307,10,3,634787,2164306,3669923,51840,6789607434,2117587,74297454,1702
1233465.38,253952,62,369976,24375843480,32,74915410,0,672,36,36,4896,177,675,2217974,2,48,100210,37,166,149844092,1352,1,0,36,50,22,10,297,675,0,0,0,82181717,791353,7174553306,0,673,359,2,2,1,14,14,390,0,1,7173643075,7129160527,230850771,553660767,553660767,1,2,1,0,24361073748,73389,73389,14,14,14,553660767,10,3,638488,2267133,3787517,54776,7173643075,2217974,78397586,1702
1235469.81,253952,62,389397,25654635152,32,77574773,0,710,36,36,4896,183,675,2317488,2,48,105832,37,166,150640448,1352,1,0,36,50,22,10,297,675,0,0,0,86316286,791399,7548304010,0,673,359,2,2,1,14,14,390,0,1,7545513863,7502909765,238742849,582710809,582727193,1,2,1,0,25639275596,73389,73389,14,14,14,582710809,10,3,645858,2368978,3901404,57627,7545513863,2317488,82418442,1702
1236787.31,253952,62,400982,26415782060,34,79079584,2,735,38,38,4896,194,675,2368075,2,48,109422,44,166,158511825,1359,1,1036,43,59,22,43,319,675,390,1036,98,89061067,791560,7767431194,8,673,359,2,2,1,14,14,390,41439877,1,7763869224,7725268584,327614641,600037902,600037902,2,2,1,41439877,26401667688,73389,73389,14,14,14,600037902,10,3,653536,2420933,3971822,59330,7763869224,2368075,85092912,1702
