timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
227967.45,6,253952,62,82047,5404163176,4,18240665,0,640,6,6,4878,565,7,585,628938,24,32231,16,16,114628126,1172,1,0,4,1111,102149559,8,408533712,15,20,11,1501,585,0,0,43260575,812544,1740889810,0,585,581,3,1,14,14,1731,3,1739544277,1704775568,62181171,103692760,103709144,1,3,1,5392023552,73389,73389,14,14,14,103692764,8,3,130669,644138,998552,14446,1739544277,628938,42263622,1963
229973.03,6,253952,62,88131,5805104344,5,20271128,0,665,7,7,4878,625,7,585,667357,24,34662,16,16,116184640,1172,1,0,4,1111,109791189,8,439164756,15,21,11,1501,585,0,0,46074412,834176,1872150501,0,585,581,3,1,14,14,1731,3,1870832114,1831147289,67041483,111410895,111410895,1,3,1,5793366572,73389,73389,14,14,14,111410899,8,3,136275,683575,1057498,15577,1870832114,667357,45018609,1963
231980.75,6,253952,62,95067,6263390434,5,22089279,0,704,8,8,4878,651,7,585,720078,24,37378,16,16,118356520,1172,1,0,4,1111,118456162,8,473824648,15,22,11,1501,585,0,0,49712944,917990,2017157801,0,585,581,3,1,14,14,1731,3,2015314486,1975808900,72576853,120199579,120199579,1,3,1,6250378140,73389,73389,14,14,14,120199583,8,3,148241,737577,1148343,16734,2015314486,720078,48566430,1963
233990.91,6,253952,62,102809,6772942026,5,23589924,0,772,8,8,4878,730,7,585,789703,24,40439,16,16,118368586,1172,1,0,4,1111,128087129,8,512284036,15,22,11,1501,585,0,0,54092703,1066734,2177995481,0,585,581,3,1,14,14,1731,3,2176256218,2136605514,78570867,129967873,129982098,1,3,1,6758329428,73389,73389,14,14,14,129967877,8,3,150107,808803,1240247,18130,2176256218,789703,52854445,1963
236001.83,6,253952,62,110602,7286523716,5,24943361,0,848,8,8,4878,763,7,585,862126,24,43500,16,16,118670236,1172,1,0,4,1111,137855111,8,551420444,15,22,11,1501,585,0,0,58601366,1241781,2342937350,0,585,581,3,1,14,14,1731,3,2341036004,2298176891,84612473,139858603,139858603,1,3,1,7272647388,73389,73389,14,14,14,139858607,8,3,154100,882828,1331242,19461,2341036004,862126,57272268,1963
238006.93,6,253952,62,116462,7672434906,6,27084458,0,878,8,8,4878,784,7,585,898689,24,45787,16,16,118670236,1172,1,0,4,1111,145175886,8,580703544,15,22,11,1501,585,0,0,61353460,1275213,2464331087,0,585,581,3,1,14,14,1731,3,2462064484,2419651051,89537175,147283985,147283985,1,3,1,7658767252,73389,73389,14,14,14,147283989,8,3,155967,920381,1386106,20438,2462064484,898689,59969600,1963
240016.76,6,253952,62,122353,8060401844,6,29018754,0,914,8,8,4878,835,8,585,934295,24,48113,16,16,118670236,1172,1,0,4,1111,152496187,8,609984748,15,22,11,1501,585,0,0,63920145,1276389,2591409965,0,585,581,3,1,14,14,1731,3,2589433444,2542191157,94039232,154717559,154717559,1,3,1,8045313100,73389,73389,14,14,14,154717563,8,3,161221,956915,1428178,21515,2589433444,934295,62494316,1963
242026.00,8,253952,62,129620,8539209948,6,30231732,0,954,9,9,4878,869,8,594,994799,24,50952,16,16,120169397,1190,1,0,4,1111,161533616,8,646134464,15,23,11,1501,594,0,0,68127984,1389924,2744590702,0,594,591,3,1,14,14,1731,3,2742705165,2693285852,99564315,163891711,163908095,1,3,1,8522369004,73389,73389,14,14,14,163891715,8,3,167411,1018843,1508040,22772,2742705165,994799,66622447,1991
244031.60,8,253952,62,135022,8894804000,7,33012897,0,977,9,9,4878,921,8,594,1023602,24,53078,16,16,120169397,1190,1,0,4,1111,168229702,8,672918808,15,23,11,1501,594,0,0,70354956,1390240,2857331076,0,594,591,3,1,14,14,1731,3,2854728891,2805538625,104571485,170729428,170729428,1,3,1,8877930288,73389,73389,14,14,14,170729432,8,3,171307,1048409,1545024,23730,2854728891,1023602,68812524,1991
246039.01,8,253952,62,140658,9265697278,7,34592410,0,1006,9,9,4878,939,8,594,1056906,24,55288,16,16,120169397,1190,1,0,4,1111,175308238,8,701168428,15,23,11,1501,594,0,0,72793842,1399202,2975743593,0,594,591,3,1,14,14,1731,3,2973583245,2922288777,108596389,177862057,177862057,1,3,1,9248826996,73389,73389,14,14,14,177862061,8,3,175307,1082509,1582121,24692,2973583245,1056906,71214420,1991
248049.46,8,253952,62,147540,9718622458,7,35963092,0,1038,10,10,4878,1004,8,594,1116448,24,58008,16,16,120169397,1190,1,0,4,1111,183859046,8,735371340,15,24,11,1501,594,0,0,76702157,1537302,3123526894,0,594,591,3,1,14,14,1731,3,3120821381,3065120584,113394698,186549007,186549007,1,3,1,9700548396,73389,73389,14,14,14,186549011,8,3,179162,1143384,1649139,25949,3120821381,1116448,75055860,1991
250063.59,8,253952,62,154558,10181401682,7,37828918,0,1070,10,10,4878,1036,8,594,1175049,24,60755,16,16,120169397,1190,1,0,4,1111,192609353,8,770437412,15,24,11,1501,594,0,0,80699158,1705265,3273129009,0,594,591,3,1,14,14,1731,3,3270806572,3211299678,120038645,195409704,195426088,1,3,1,10161304640,73389,73389,14,14,14,195409708,8,3,182780,1203364,1719057,27165,3270806572,1175049,78983086,1991
252071.36,10,253952,62,161728,10654444028,7,39577693,0,1109,10,10,4878,1105,8,603,1238771,24,63597,16,16,122005369,1208,1,0,4,1111,201528984,8,806051336,15,24,11,1501,603,0,0,84843904,1862327,3420713227,0,603,597,3,1,14,14,1731,3,3417851874,3360429259,126070122,204497618,204514002,1,3,1,10633876168,73389,73389,14,14,14,204497622,8,3,189685,1268510,1804989,28438,3417851874,1238771,83042034,2020
254077.14,10,253952,62,168815,11121844950,7,41108069,0,1154,10,10,4878,1136,8,621,1300143,24,66377,16,16,125547973,1244,1,0,4,1111,210390770,8,841563080,15,24,11,1501,621,0,0,88869883,2039275,3576676260,0,621,617,3,1,14,14,1731,3,3574038571,3507860839,131648328,213476877,213476877,1,3,1,11100797636,73389,73389,14,14,14,213476881,8,3,194016,1331290,1887959,29703,3574038571,1300143,86985186,2089
256087.91,10,253952,62,174148,11473821968,8,43946726,0,1171,10,10,4878,1179,8,621,1328755,24,68480,16,16,125547973,1244,1,0,4,1111,217028472,8,868113888,15,24,11,1501,621,0,0,91052848,2039456,3690530478,0,621,617,3,1,14,14,1731,3,3687967547,3619027834,136819947,220209813,220209813,1,3,1,11450910308,73389,73389,14,14,14,220209817,8,3,195641,1360636,1921092,30666,3687967547,1328755,89135103,2089
258102.31,10,253952,62,181128,11933435128,8,45299248,0,1191,11,11,4878,1217,8,621,1384889,24,71227,16,16,125547973,1244,1,0,4,1111,225737640,8,902950560,15,25,11,1501,621,0,0,95085515,2137837,3833415735,0,621,617,3,1,14,14,1731,3,3830320373,3763792048,142305135,229058444,229058444,1,3,1,11911039120,73389,73389,14,14,14,229058448,8,3,207676,1418102,2004192,31832,3830320373,1384889,93084804,2089
260113.74,10,253952,62,187939,12382020968,8,47351079,0,1223,11,11,4878,1249,8,621,1447960,24,73886,16,16,125547973,1244,1,0,4,1111,234219066,8,936876264,15,25,11,1501,621,0,0,99132928,2281147,3979749274,0,621,617,3,1,14,14,1731,3,3976518109,3905063231,148527759,237661315,237677699,1,3,1,12357536444,73389,73389,14,14,14,237644935,8,3,209020,1482504,2075961,33025,3976518109,1447960,97060591,2089
262126.58,11,253952,62,195115,12855420332,8,49088737,0,1258,11,11,4878,1313,8,621,1511980,24,76724,16,16,125547973,1244,1,0,4,1111,243180061,8,972590944,15,25,11,1501,621,0,0,103252398,2428354,4136765455,0,621,617,3,1,14,14,1731,3,4133258544,4054705012,154526907,246732845,246732845,1,3,1,12830107972,73389,73389,14,14,14,246732849,8,3,215530,1548023,2175487,34357,4133258544,1511980,101080681,2089
264135.67,11,253952,62,202198,13322169812,8,50789716,0,1308,11,11,4878,1349,8,621,1571032,24,79492,16,16,125547973,1244,1,0,4,1111,251966158,8,1007799980,15,25,11,1501,621,0,0,107403646,2637780,4283122830,0,621,617,3,1,14,14,1731,3,4279865899,4201999471,160586460,255694005,255694005,1,3,1,13296088292,73389,73389,14,14,14,255694009,8,3,223726,1608490,2266302,35552,4279865899,1571032,105141267,2089
266140.68,11,253952,62,208445,13733733018,9,53233457,0,1345,11,11,4878,1397,8,639,1619389,24,81942,16,16,128545759,1280,1,0,4,1111,259713605,8,1038789924,15,25,11,1501,639,0,0,110563323,2708625,4421433119,0,639,629,3,1,14,14,1731,3,4417932717,4332164555,166109179,263567788,263567788,1,3,1,13705525008,73389,73389,14,14,14,263567792,8,3,226798,1657897,2327177,36713,4417932717,1619389,108240183,2148
268156.84,11,253952,62,214636,14140733324,9,54502313,0,1356,12,12,4878,1429,8,639,1661564,24,84384,16,16,128859475,1280,1,0,4,1111,267475286,8,1069901144,15,26,11,1501,639,0,0,113615078,2720243,4552393503,0,639,629,3,1,14,14,1731,3,4548525509,4460315743,170382542,271390704,271390704,1,3,1,14112316640,73389,73389,14,14,14,271390708,8,3,227951,1701085,2369962,37778,4548525509,1661564,111249257,2148
270164.71,11,253952,62,221515,14593516776,9,56105788,0,1391,12,12,4878,1464,10,648,1718258,24,87080,16,16,130672361,1298,1,0,4,1111,276060245,8,1104240980,15,26,11,1501,648,0,0,117662453,2885321,4695111701,0,648,639,3,1,14,14,1731,3,4691234548,4603100634,176213039,280097912,280097912,1,3,1,14565091456,73389,73389,14,14,14,280097916,8,3,232743,1759106,2433941,38953,4691234548,1718258,115232796,2180
272170.21,11,253952,62,226678,14932241124,11,58777896,0,1406,12,12,4878,1510,10,657,1748972,24,89096,16,16,132170638,1316,1,0,4,1111,282422138,8,1129688552,15,26,11,1501,657,0,0,119825750,2889301,4812574136,0,657,642,3,1,14,14,1731,3,4808610214,4710714999,181230727,286551049,286551049,1,3,1,14900654580,73389,73389,14,14,14,286551053,8,3,233896,1790575,2468953,39943,4808610214,1748972,117361170,2204
274182.40,11,253952,62,232415,15309789736,11,59738052,0,1451,13,13,4878,1534,10,657,1787204,24,91340,16,16,132170638,1316,1,0,4,1111,289583405,8,1158268940,15,27,11,1501,657,0,0,122668564,2954804,4929314933,0,657,642,3,1,14,14,1731,3,4925761120,4829651654,185098548,293798366,293814750,1,3,1,15277515064,73389,73389,14,14,14,293798370,8,3,239623,1829707,2539889,40899,4925761120,1787204,120133163,2204
276192.74,12,253952,62,238777,15729866928,11,61255182,0,1496,14,14,4878,1590,10,657,1846818,24,93864,16,16,132170638,1316,1,0,4,1111,297527295,8,1190109180,15,28,11,1501,657,0,0,126356288,3190654,5073929541,0,657,642,3,1,14,14,1731,3,5069846590,4962387742,190386425,301854088,301854088,1,3,1,15696412608,73389,73389,14,14,14,301854092,8,3,241161,1890645,2605748,42114,5069846590,1846818,123755171,2204
278209.24,12,253952,62,245275,16159194864,11,63567695,0,1544,14,14,4878,1624,10,657,1900356,24,96401,16,16,132182704,1316,1,0,4,1111,305594893,8,1222314880,15,28,11,1501,657,0,0,130060757,3460896,5207774279,0,657,642,3,1,14,14,1731,3,5203554814,5098053294,196808685,310071491,310071491,1,3,1,16122865596,73389,73389,14,14,14,310055111,8,3,243027,1945408,2670435,43204,5203554814,1900356,127395094,2204
280224.06,12,253952,62,251961,16600469522,11,65476130,0,1586,14,14,4878,1662,10,657,1960276,24,99033,16,16,132484354,1316,1,0,4,1111,313974278,8,1255832508,15,28,11,1501,657,0,0,133886078,3662148,5353123946,0,657,642,3,1,14,14,1731,3,5348742892,5237245238,202740281,318536813,318536813,1,3,1,16563914308,73389,73389,14,14,14,318536817,8,3,244521,2006633,2744234,44400,5348742892,1960276,131146759,2204
282230.54,12,253952,62,257476,16963819056,12,68186301,0,1621,14,14,4878,1709,10,657,2005746,24,101197,16,16,132484354,1316,1,0,4,1111,320794168,8,1283112056,15,28,11,1501,657,0,0,136788890,3714517,5473949192,0,657,642,3,1,14,14,1731,3,5469218925,5352182562,208399083,325487059,325487059,1,3,1,16925327100,73389,73389,14,14,14,325487063,8,3,247636,2053100,2805176,45419,5469218925,2005746,133988734,2204
284238.80,13,253952,62,263403,17354471072,12,69291757,0,1639,15,15,4878,1736,10,657,2053221,24,103535,16,16,132484354,1316,1,0,4,1111,328226521,8,1312906084,15,29,11,1501,657,0,0,140018807,3792091,5601320162,0,657,642,3,1,14,14,1731,3,5596486497,5475405805,212807708,332992202,332992202,1,3,1,17315594536,73389,73389,14,14,14,332992206,8,3,251441,2101628,2860071,46456,5596486497,2053221,137163873,2204
286248.17,13,253952,62,270194,17802639076,12,71087272,0,1680,15,15,4878,1793,10,657,2111371,24,106208,16,16,132484354,1316,1,0,4,1111,336653362,8,1346613448,15,29,11,1501,657,0,0,143937353,3968927,5750396069,0,657,642,3,1,14,14,1731,3,5746064679,5617370689,218685163,341555828,341555828,1,3,1,17760903088,73389,73389,14,14,14,341555832,8,3,255392,2161127,2950092,47718,5746064679,2111371,140992530,2204
288265.88,13,253952,62,277039,18253429008,12,73189865,0,1702,15,15,4878,1831,10,657,2166887,24,108888,16,16,132484354,1316,1,0,4,1111,345166666,8,1380666664,15,29,11,1501,657,0,0,147891386,4111921,5896289967,0,657,642,3,1,14,14,1731,3,5891690500,5759527994,224887132,350191467,350224235,1,3,1,18209956316,73389,73389,14,14,14,350191471,8,3,263167,2217986,3031794,48906,5891690500,2166887,144865004,2204
290276.41,21,253952,62,284157,18722436050,12,74998981,0,1733,15,15,4878,1867,10,657,2224768,24,111673,16,16,132798070,1316,1,0,4,1111,354034664,8,1416138656,15,29,11,1501,657,0,0,151986419,4280262,6049553015,0,657,642,3,1,14,14,1731,3,6044025195,5907667755,230949833,359201779,359201779,1,3,1,18678492540,73389,73389,14,14,14,359201783,8,3,264404,2277234,3098668,50154,6044025195,2224768,148893304,2204
292289.82,22,253952,62,291148,19184374884,12,76854065,0,1761,15,15,4878,1924,10,657,2286137,24,114435,16,16,132798070,1316,1,0,4,1111,362764245,8,1451056980,15,29,11,1501,657,0,0,156015448,4393380,6206658620,0,657,642,3,1,14,14,1731,3,6200989392,6053878952,236937861,368039615,368039615,1,3,1,19138060012,73389,73389,14,14,14,368039619,8,3,266384,2340061,3177625,51476,6200989392,2286137,152843515,2204
294300.01,22,253952,62,298027,19636476024,12,78491757,0,1805,15,15,4878,1963,10,657,2347255,24,117116,16,16,132798070,1316,1,0,4,1111,371267797,8,1485071188,15,29,11,1501,657,0,0,160149491,4671642,6351387381,0,657,642,3,1,14,14,1731,3,6346100042,6196558173,242981138,376714499,376714499,1,3,1,19588302012,73389,73389,14,14,14,376698119,8,3,272033,2402561,3256409,52665,6346100042,2347255,156898910,2204
296308.85,22,253952,62,305029,20096939742,12,80050849,0,1858,15,15,4878,2000,13,657,2410677,24,119867,16,16,132798070,1316,1,0,4,1111,380045729,8,1520182916,15,29,11,1501,657,0,0,164478211,4825581,6501879119,0,657,642,3,1,14,14,1731,3,6496578420,6341722775,248995279,385551064,385551064,1,3,1,20048655360,73389,73389,14,14,14,385551068,8,3,281088,2467445,3369998,53898,6496578420,2410677,161114182,2204
298322.71,23,253952,62,312246,20572458980,12,81501939,0,1921,15,15,4878,2056,13,657,2476131,24,122697,16,16,132798070,1316,1,0,4,1111,388994092,8,1555911832,15,29,11,1501,657,0,0,168916186,5027763,6661053693,0,657,642,3,1,14,14,1731,3,6655341082,6492204949,255086571,394643296,394643296,1,3,1,20521451424,73389,73389,14,14,14,394643300,8,3,285325,2534442,3448174,55235,6655341082,2476131,165474134,2204
300328.34,24,253952,62,319200,21030706052,12,82914284,0,1980,15,15,4878,2098,16,657,2543373,24,125423,16,16,132798070,1316,1,0,4,1111,397651741,8,1590606964,15,29,11,1501,657,0,0,173148878,5172985,6813275168,0,657,642,3,1,14,14,1731,3,6807025957,6637264372,260782107,403407848,403407848,1,3,1,20977208128,73389,73389,14,14,14,403407852,8,3,289580,2603102,3531293,56485,6807025957,2543373,169623859,2204
302335.58,24,253952,62,324605,21385229782,13,85621376,0,1997,15,15,4878,2138,16,657,2575524,24,127532,16,16,132798070,1316,1,0,4,1111,404321067,8,1617284268,15,29,11,1501,657,0,0,175458976,5173355,6938603346,0,657,642,3,1,14,14,1731,3,6932393450,6749703677,265881662,410172281,410172281,1,3,1,21328958644,73389,73389,14,14,14,410172285,8,3,294061,2636059,3563262,57538,6932393450,2575524,171902075,2204
304349.79,24,253952,62,331910,21866262802,13,86826324,0,2073,16,16,4878,2180,16,657,2638571,24,130394,16,16,132798070,1316,1,0,4,1111,413417244,8,1653668976,15,30,11,1501,657,0,0,179879105,5320504,7094648781,0,657,642,3,1,14,14,1731,3,7088812336,6901494269,271634923,419397744,419397744,1,3,1,21808682720,73389,73389,14,14,14,419397748,8,3,298987,2700595,3644007,58820,7088812336,2638571,176241656,2204
306359.61,24,253952,62,339352,22357685976,13,88133340,0,2155,16,16,4878,2224,16,657,2706410,24,133314,16,16,132798070,1316,1,0,4,1111,422678971,8,1690715884,15,30,11,1501,657,0,0,184494029,5475189,7259145312,0,657,642,3,1,14,14,1731,3,7252886891,7056733193,277698316,428809020,428809020,1,3,1,22298069072,73389,73389,14,14,14,428809024,8,3,300953,2770031,3725950,60177,7252886891,2706410,180774792,2204
308363.96,25,253952,62,345343,22753686958,14,90655066,0,2182,16,16,4878,2267,16,684,2746167,24,135650,16,16,137606613,1370,1,0,4,1111,430062809,8,1720251236,15,30,11,1501,684,0,0,187197381,5484493,7398296576,0,684,662,3,1,14,14,1731,3,7391543359,7182928773,282930170,436327944,436327944,1,3,1,22689053120,73389,73389,14,14,14,436327948,8,3,302064,2810809,3774951,61331,7391543359,2746167,183429248,2278
310368.81,27,253952,62,352571,23229101154,14,91886362,0,2229,17,17,4878,2307,16,693,2802218,24,138461,16,16,139418637,1388,1,0,4,1111,439043058,8,1756107420,15,31,11,1501,693,0,0,190970520,5537165,7558434338,0,693,668,3,1,14,14,1731,3,7551803927,7333283418,287937474,445405951,445405951,1,3,1,23161109484,73389,73389,14,14,14,445405955,8,3,308164,2868248,3840718,62661,7551803927,2802218,187136762,2307
312375.26,27,253952,62,357993,23586585094,15,94671729,0,2242,17,17,4878,2348,16,711,2834432,24,140593,16,16,142414648,1424,1,0,4,1111,445748328,8,1782993312,15,31,11,1501,711,0,0,193210085,5537602,7688758865,0,711,684,3,1,14,14,1731,3,7681782660,7447438938,293004255,452190198,452190198,1,3,1,23513890328,73389,73389,14,14,14,452190202,8,3,309744,2901270,3887677,63747,7681782660,2834432,189329448,2352
314381.42,28,253952,62,366332,24134821852,15,95794625,0,2317,18,18,4878,2393,16,720,2908345,24,143833,16,16,144541037,1442,1,0,4,1111,456048524,8,1824194096,15,32,11,1501,720,0,0,197824858,5632845,7879296124,0,720,691,3,1,14,14,1731,3,7872279802,7621452937,298823742,462636269,462636269,1,3,1,24057086020,73389,73389,14,14,14,462636273,8,3,313890,2977006,3967707,65331,7872279802,2908345,193864361,2382
316388.23,31,253952,62,375050,24708469306,15,96988627,0,2405,18,18,4878,2459,16,738,2995964,24,147223,16,16,147539296,1478,1,0,4,1111,466760450,8,1867041800,15,32,11,1501,738,0,0,202576171,5726335,8093958644,0,738,708,3,1,14,14,1731,3,8086762098,7804719667,304847820,473500132,473500132,1,3,1,24622006896,73389,73389,14,14,14,473500136,8,3,318628,3066487,4096696,67122,8086762098,2995964,198486874,2443
