timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
590555.53,253952,62,179505,11826374046,34,60677981,0,388,41,41,3811,143,675,1265917,26,46362,34,15,144004148,1352,1,0,33,55,10,911,675,0,0,0,43285045,11425352,3506588182,0,675,475,2,1,14,14,2876,0,1,3509554128,3460858352,151465613,268431677,268431677,1,2,1,0,11810272892,73389,73389,14,14,14,268415293,11,3,689562,1291488,2931416,26798,3509554128,1265917,40354983,1927
592560.43,253952,62,192265,12667391542,39,67328585,0,417,41,41,3811,145,675,1333131,26,49943,34,15,144535052,1352,1,0,33,55,10,911,675,0,0,0,46174313,11685486,3755861358,0,675,475,2,1,14,14,2876,0,1,3755051984,3706696606,162235889,287545711,287545711,1,2,1,0,12652011284,73389,73389,14,14,14,287545711,11,3,692858,1360199,3015002,28671,3755051984,1333131,43160769,1927
594565.64,253952,62,207147,13648007334,39,68579466,0,460,45,45,3811,148,675,1433458,26,54157,34,15,144800504,1352,1,0,33,59,10,911,675,0,0,0,49708664,12321130,4040945825,0,675,475,2,1,14,14,2876,0,1,4041706448,3993328455,168380164,309833923,309833923,1,2,1,0,13632692612,73389,73389,14,14,14,309833923,11,3,715155,1462559,3167247,30858,4041706448,1433458,46543011,1927
596572.35,253952,62,218686,14408209018,43,74345695,0,493,45,45,3811,149,675,1491208,26,57376,34,15,145065956,1352,1,0,33,59,10,911,675,0,0,0,52029143,12335154,4263725047,0,675,475,2,1,14,14,2876,0,1,4263742416,4215576370,176599989,327111234,327111234,1,2,1,0,14392894296,73389,73389,14,14,14,327111234,11,3,720399,1521569,3242289,32552,4263742416,1491208,48788583,1927
598644.30,253952,62,230564,15191158310,43,75908501,0,520,46,46,3811,151,675,1553558,26,60719,34,15,145596860,1352,1,0,33,60,10,911,675,0,0,0,54461691,12362486,4492407466,0,675,475,2,1,14,14,2876,0,1,4492594128,4444427159,180646867,344908515,344908515,1,2,1,0,15175974660,73389,73389,14,14,14,344908515,11,3,726787,1585310,3318318,34298,4492594128,1553558,51145193,1927
600656.86,253952,62,247185,16286006658,44,79633229,0,559,50,50,3811,154,675,1682522,26,65417,34,15,145862312,1352,1,0,33,64,10,911,675,0,0,0,58562316,13761339,4811851800,0,675,475,2,1,14,14,2876,0,1,4812278736,4764497472,190601316,369791432,369791432,1,2,1,0,16270102112,73389,73389,14,14,14,369775048,11,3,751162,1716657,3514760,36737,4812278736,1682522,55049529,1927
602664.81,253952,62,262854,17318730186,47,84467653,0,602,52,52,3811,157,675,1810438,26,69856,34,15,146393216,1352,1,0,33,66,10,911,675,0,0,0,62642074,15095242,5112947484,0,675,475,2,1,14,14,2876,0,1,5114137552,5066441293,202503835,393238590,393254974,1,2,1,0,17302497960,73389,73389,14,14,14,393238590,11,3,765795,1849111,3683640,39040,5114137552,1810438,58960558,1927
604671.07,253952,62,278270,18334342202,47,88028757,0,650,53,53,3811,159,675,1927718,26,74168,34,15,146658668,1352,1,0,33,67,10,911,675,0,0,0,66518065,16351392,5410361243,0,675,475,2,1,14,14,2876,0,1,5410622416,5363283491,212636070,416337810,416337810,1,2,1,0,18318863640,73389,73389,14,14,14,416337810,11,3,779613,1968583,3862039,41302,5410622416,1927718,62658288,1927
606680.92,253952,62,290056,19110570746,51,93647895,0,667,55,55,3811,161,675,1990686,26,77495,34,15,146924120,1352,1,0,33,69,10,911,675,0,0,0,68936410,16417992,5638136103,0,675,475,2,1,14,14,2876,0,1,5636725579,5590166029,220861555,433981602,433997986,1,2,1,0,19095190488,73389,73389,14,14,14,433981602,11,3,787310,2032903,3931112,43031,5636725579,1990686,65007660,1927
608692.38,253952,62,305368,20119632470,51,96129442,0,707,58,58,3811,164,675,2118870,26,81838,34,15,147455024,1352,1,0,33,72,10,911,675,0,0,0,72832209,17996899,5930168985,0,675,475,2,1,14,14,2876,0,1,5931375435,5885133092,230446698,456906631,456923015,1,2,1,0,20103891764,73389,73389,14,14,14,456906631,11,3,805403,2163378,4112163,45279,5931375435,2118870,68722548,1927
610706.33,253952,62,320754,21132819654,53,101028672,0,736,61,61,3811,167,675,2240673,26,86195,34,15,147720476,1352,1,0,33,75,10,911,675,0,0,0,76978430,19592700,6225506552,0,675,475,2,1,14,14,2876,0,1,6227105129,6181287636,244129406,479948507,479948507,1,2,1,0,21117734308,73389,73389,14,14,14,479948507,11,3,833592,2288850,4304959,47542,6227105129,2240673,72676119,1927
612717.20,253952,62,336670,22181316656,55,105704772,0,772,62,62,3811,171,675,2357694,26,90801,34,15,148516832,1352,1,0,33,76,10,911,675,0,0,0,81051314,21212149,6531505055,0,675,475,2,1,14,14,2876,0,1,6532706314,6487617421,258161500,503788881,503788881,1,2,1,0,22165989868,73389,73389,14,14,14,503772497,11,3,849745,2408352,4520026,49880,6532706314,2357694,76533065,1927
614724.39,253952,62,355134,23398009660,55,107851342,0,783,66,66,3811,174,675,2459570,26,95998,34,15,149047736,1352,1,0,33,80,10,911,675,0,0,0,85732973,22433386,6887549358,0,675,475,2,1,14,14,2876,0,1,6888435722,6843428732,272197357,531415674,531432058,1,2,1,0,23382289656,73389,73389,14,14,14,531415674,11,3,885267,2512868,4739101,52594,6888435722,2459570,80996836,1927
616729.94,253952,62,375764,24757024012,55,107851342,0,783,66,66,3811,178,675,2565223,26,101845,34,15,149844092,1352,1,0,33,80,10,911,675,0,0,0,90010943,22573161,7284741976,0,675,475,2,1,14,14,2876,0,1,7284529987,7240569397,280372358,562320982,562337366,1,2,1,0,24742123208,73389,73389,14,14,14,562320982,11,3,893229,2620961,4858052,55622,7284529987,2565223,85156045,1927
618736.23,253952,62,396583,26127182792,55,107851342,0,783,66,66,3811,185,675,2656118,26,107896,34,15,151171352,1352,1,0,33,80,10,911,675,0,0,0,94161194,22576414,7682846299,0,675,475,2,1,14,14,2876,0,1,7682332525,7641022673,289319996,593469891,593469891,1,2,1,0,26112675204,73389,73389,14,14,14,593469891,11,3,898716,2714095,4971455,58678,7682332525,2656118,89193052,1927
619289.53,253952,62,400982,26415782060,65,107966178,10,794,66,66,3811,194,675,2671074,26,109422,41,15,158511825,1359,1,1035,40,87,33,938,675,579,1035,96,95342920,22598926,7767312272,8,675,475,2,1,14,14,2876,50821917,1,7763869224,7725268584,428661516,600037902,600037902,1,2,1,50821917,26401667688,73389,73389,14,14,14,600037902,11,3,901645,2729530,5009843,59330,7763869224,2671074,90336431,1927
