timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1135153.90,6,253952,62,190759,12568163422,28,38693077,0,282,32,32,4718,145,675,990152,2,16,49532,44,89,144535052,1352,1,0,43,46,1,14,214,675,0,0,0,38226299,1238,3724556356,0,673,378,2,2,1,14,14,364,1,3726085072,3677715960,212941530,285289037,285289037,1,2,1,12552717628,73389,73389,14,14,14,285289037,8,3,524051,1013380,1905980,28450,3726085072,990152,36321926,1700
1137158.24,6,253952,62,202973,13372867358,30,42636582,0,310,32,32,4718,147,675,1045695,2,16,52971,44,89,144800504,1352,1,0,43,46,1,14,214,675,0,0,0,40794160,1272,3961903442,0,673,378,2,2,1,14,14,364,1,3960966096,3912887736,219510497,303563613,303579997,1,2,1,13356798972,73389,73389,14,14,14,303563613,8,3,525545,1070350,1960201,30242,3960966096,1045695,38835679,1700
1139162.31,6,253952,62,222346,14649398038,30,44451696,0,363,34,34,4718,150,675,1151843,2,16,58423,44,89,145331408,1352,1,0,43,48,1,14,214,675,0,0,0,45128493,1354,4334339828,0,673,378,2,2,1,14,14,364,1,4334128080,4286165580,226636184,332589079,332605463,1,2,1,14633919476,73389,73389,14,14,14,332589079,8,3,533980,1179061,2102327,33089,4334128080,1151843,43028078,1700
1141165.76,6,253952,62,240352,15835810102,30,46137216,0,414,34,34,4718,153,675,1243996,2,16,63546,44,89,145596860,1352,1,0,43,48,1,14,214,675,0,0,0,49120195,1470,4681328957,0,673,378,2,2,1,14,14,364,1,4680682448,4632875176,233140628,359554479,359570863,1,2,1,15820397076,73389,73389,14,14,14,359554479,8,3,538937,1273545,2199215,35733,4680682448,1243996,46923063,1700
1143169.85,6,253952,62,253959,16732602042,32,49742178,0,435,36,36,4718,155,675,1306120,2,16,67319,44,89,146127764,1352,1,0,43,50,1,14,214,675,0,0,0,51870768,1536,4941888263,0,673,378,2,2,1,14,14,364,1,4942826448,4895107906,239707335,379919730,379936114,1,2,1,16716468120,73389,73389,14,14,14,379919730,8,3,545239,1337318,2271848,37733,4942826448,1306120,49601125,1700
1145174.20,6,253952,62,266785,17577679462,34,53234047,0,479,37,37,4718,157,675,1362978,2,16,70928,44,89,146393216,1352,1,0,43,51,1,14,214,675,0,0,0,54563655,1605,5190506501,0,673,378,2,2,1,14,14,364,1,5189503952,5142080438,245947010,399134227,399150611,1,2,1,17561905988,73389,73389,14,14,14,399134227,8,3,550026,1395624,2346407,39615,5189503952,1362978,52219564,1700
1147178.57,6,253952,62,285258,18794696838,35,55697056,0,507,38,38,4718,160,675,1456996,2,16,76130,44,89,146658668,1352,1,0,43,52,1,14,214,675,0,0,0,58547430,1733,5546408721,0,673,378,2,2,1,14,14,364,1,5544971216,5497860538,252784715,426804139,426804139,1,2,1,18779382116,73389,73389,14,14,14,426804139,8,3,554877,1491933,2458143,42327,5544971216,1456996,56091779,1700
1149183.19,6,253952,62,303337,19985732498,35,57625271,0,516,38,38,4718,164,675,1549486,2,16,81270,44,89,147189572,1352,1,0,43,52,1,14,214,675,0,0,0,62477103,2010,5894181186,0,673,378,2,2,1,14,14,364,1,5892578123,5846017957,258840764,453873876,453873876,1,2,1,19970450544,73389,73389,14,14,14,453873876,8,3,557362,1586715,2564052,44983,5892578123,1549486,59915712,1700
1151187.61,6,253952,62,320821,21137210566,35,58977347,0,547,38,38,4718,167,675,1636982,2,16,86248,44,89,147720476,1352,1,0,43,52,1,14,214,675,0,0,0,66060844,2100,6228073785,0,673,378,2,2,1,14,14,364,1,6228546921,6182589765,264229648,480046811,480063195,1,2,1,21122059684,73389,73389,14,14,14,480046811,8,3,561395,1676315,2676682,47553,6228546921,1636982,63386975,1700
1153192.52,6,253952,62,334615,22045843820,36,61435887,0,585,40,40,4718,171,675,1696194,2,16,90154,44,89,148251380,1352,1,0,43,54,1,14,214,675,0,0,0,69079341,2145,6495496881,0,673,378,2,2,1,14,14,364,1,6493384714,6448066720,269807565,500706974,500706974,1,2,1,22031106856,73389,73389,14,14,14,500706974,8,3,570797,1737011,2745723,49580,6493384714,1696194,66336539,1700
1155196.87,6,253952,62,353222,23271920538,38,65167778,0,632,42,42,4718,174,675,1795889,2,16,95478,44,89,148794350,1352,1,0,43,56,1,14,214,675,0,0,0,73242854,2432,6852988634,0,673,378,2,2,1,14,14,364,1,6851866634,6806581158,278632871,528563143,528563143,1,2,1,23256057396,73389,73389,14,14,14,528546759,8,3,578906,1839157,2884881,52315,6851866634,1795889,70361049,1700
1157200.75,6,253952,62,372020,24510329968,39,68927313,0,685,43,43,4718,178,675,1899402,2,16,100822,44,89,149844092,1352,1,0,43,57,1,14,214,675,0,0,0,77577793,4753,7213223647,0,673,378,2,2,1,14,14,364,1,7212702531,7168431864,287894378,556720257,556720257,1,2,1,24495691308,73389,73389,14,14,14,556720257,8,3,586382,1945193,3031795,55074,7212702531,1899402,74549270,1700
1159205.71,6,253952,62,390054,25697957756,40,71364629,0,719,44,44,4718,183,675,1993143,2,16,106012,44,89,150640448,1352,1,0,43,58,1,14,214,675,0,0,0,81636692,4951,7560362351,0,673,378,2,2,1,14,14,364,1,7558227847,7515572086,294903705,583699882,583716266,1,2,1,25682794808,73389,73389,14,14,14,583699882,8,3,590907,2041296,3141754,57724,7558227847,1993143,78498377,1700
1160546.66,6,253952,62,400982,26415782060,41,73687647,1,741,44,44,4718,191,675,2047253,2,16,109422,51,89,158511825,1359,1,1036,50,65,1,43,241,675,423,1036,98,84348519,4971,7767431150,8,673,378,2,2,1,14,14,364,1,7763869224,7725268584,345984863,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,8,3,595437,2096841,3210442,59330,7763869224,2047253,81141629,1700
