timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
599968.54,7,253952,62,150785,9932550270,6,36396060,0,960,9,9,2910,1031,1,648,1180290,4,34,59304,11,1231,128563808,1298,1,0,4,4893,187925672,9,751702688,10,23,6,1819,648,0,0,0,76986592,1728910,3188483701,0,644,594,4,3,1,14,14,5484,3,3185790693,3132290281,114932951,190671928,190671928,1,3,1,9914940288,73389,73389,14,14,14,190671932,17,3,169494,1207848,1773004,26544,3185790693,1180290,75216542,2006
601983.95,7,253952,62,157525,10376181404,6,38201835,0,999,9,9,2910,1064,1,657,1244330,4,34,61932,11,1231,130062251,1316,1,0,4,4893,196304398,9,785153092,10,23,6,1819,657,0,0,0,81055517,1872110,3328564141,0,653,604,4,3,1,14,14,5484,3,3326048829,3272171745,120784906,199186846,199186846,1,3,1,10357716024,73389,73389,14,14,14,199186850,17,3,173185,1273286,1848797,27687,3326048829,1244330,79209812,2041
603994.87,7,253952,62,164528,10839184188,6,40077270,0,1037,9,9,2910,1100,1,657,1312519,4,34,64700,11,1231,130062251,1316,1,0,4,4893,205113611,9,820454444,10,23,6,1819,657,0,0,0,85114143,2043249,3474393476,0,653,604,4,3,1,14,14,5484,3,3471160865,3417638360,127047345,208104443,208104443,1,3,1,10821431068,73389,73389,14,14,14,208104447,17,3,179257,1342844,1937673,28887,3471160865,1312519,83179706,2041
606000.00,7,253952,62,169973,11198223720,7,42498581,0,1066,9,9,2910,1144,1,666,1352024,4,34,66839,11,1231,131886151,1334,1,0,4,4893,211851480,9,847405920,10,23,6,1819,666,0,0,0,87676082,2058918,3594429076,0,662,608,4,3,1,14,14,5484,3,3591088219,3531405032,132042074,214954226,214954226,1,3,1,11177619784,73389,73389,14,14,14,214954230,17,3,181401,1383339,2002704,29898,3591088219,1352024,85676720,2073
608009.94,9,253952,62,176716,11642618564,7,43270098,0,1086,10,10,2910,1180,1,666,1409572,4,34,69482,11,1231,131886151,1334,1,0,4,4893,220265985,9,880999124,10,24,6,1819,666,0,0,0,91323083,2153477,3735754248,0,662,608,4,3,1,14,14,5484,3,3732279085,3671251698,136557740,223505786,223505786,1,3,1,11622300904,73389,73389,14,14,14,223505790,17,3,186190,1442183,2088779,31062,3732279085,1409572,89237788,2073
610022.84,9,253952,62,183997,12122344172,7,45203497,0,1116,10,10,2910,1245,1,666,1478547,4,34,72366,11,1231,131898217,1334,1,0,4,4893,229327016,9,917308064,10,24,6,1819,666,0,0,0,95370486,2355300,3892084689,0,662,608,4,3,1,14,14,5484,3,3888592377,3822871023,142735710,232679938,232712706,1,3,1,12099356808,73389,73389,14,14,14,232679942,17,3,191112,1512693,2173645,32397,3888592377,1478547,93200472,2073
612031.22,10,253952,62,191556,12620493910,7,46865663,0,1170,10,10,2910,1284,3,666,1545696,4,34,75342,11,1231,132199867,1334,1,0,4,4893,238807456,9,955229824,10,24,6,1819,666,0,0,0,99635901,2482767,4049038103,0,662,608,4,3,1,14,14,5484,3,4045669181,3979811601,148770088,242277915,242277915,1,3,1,12598451612,73389,73389,14,14,14,242277919,17,3,197651,1581390,2255684,33685,4045669181,1545696,97384002,2073
614038.94,10,253952,62,199671,13154900674,7,48314349,0,1235,10,10,2910,1327,3,666,1618303,4,34,78513,11,1231,132199867,1334,1,0,4,4893,248886107,9,995544428,10,24,6,1819,666,0,0,0,104115814,2625627,4221039051,0,662,608,4,3,1,14,14,5484,3,4217095183,4148255531,154811342,252549795,252549795,1,3,1,13132589372,73389,73389,14,14,14,252549799,17,3,205676,1655598,2360764,35091,4217095183,1618303,101759002,2073
616043.80,10,253952,62,207965,13701355284,7,49565829,0,1299,10,10,2910,1392,4,675,1681980,4,34,81792,11,1231,133967086,1352,1,0,4,4893,259257705,9,1036966236,10,24,6,1819,675,0,0,0,108362605,2677208,4400896593,0,671,618,4,3,1,14,14,5484,3,4397059925,4320598670,160331025,263036382,263036382,1,3,1,13677891896,73389,73389,14,14,14,263036386,17,3,209053,1720851,2431794,36625,4397059925,1681980,105934937,2103
618049.37,10,253952,62,213394,14057769024,8,52324706,0,1313,10,10,2910,1419,4,684,1710850,4,34,83907,11,1231,135407791,1370,1,0,4,4893,265988999,9,1063955996,10,24,6,1819,684,0,0,0,110640909,2678405,4513977500,0,680,627,4,3,1,14,14,5484,3,4509775144,4433052923,165391270,269864192,269864192,1,3,1,14032938016,73389,73389,14,14,14,269864196,17,3,211399,1750491,2466705,37546,4509775144,1710850,108178420,2128
620053.87,11,253952,62,218992,14426421646,8,53253207,0,1334,10,10,2910,1463,4,693,1745187,4,34,86110,11,1231,136849388,1388,1,0,4,4893,272945647,9,1091782588,10,24,6,1819,693,0,0,0,113064495,2678677,4637583228,0,689,636,4,3,1,14,14,5484,3,4633520867,4549521562,168742917,276935159,276951543,1,3,1,14400628300,73389,73389,14,14,14,276935163,17,3,214085,1785748,2506757,38594,4633520867,1745187,110562053,2153
622058.66,11,253952,62,224567,14793425822,8,55417536,0,1368,10,10,2910,1490,4,693,1779191,4,34,88289,11,1231,136849388,1388,1,0,4,4893,279880644,9,1119522576,10,24,6,1819,693,0,0,0,115490809,2681635,4756139049,0,689,636,4,3,1,14,14,5484,3,4752260915,4665614476,173335295,283953100,283953100,1,3,1,14765561232,73389,73389,14,14,14,283953104,17,3,216869,1820619,2549720,39561,4752260915,1779191,112945509,2153
624063.43,12,253952,62,230258,15168864728,8,56753832,0,1393,10,10,2910,1536,4,693,1817210,4,34,90536,11,1231,137151038,1388,1,0,4,4893,286987346,9,1147884568,10,24,6,1819,693,0,0,0,118118412,2686232,4880624675,0,689,636,4,3,1,14,14,5484,3,4876512191,4784213371,177304309,291161172,291161172,1,3,1,15140380976,73389,73389,14,14,14,291161176,17,3,220996,1859606,2601665,40611,4876512191,1817210,115521275,2153
626071.72,12,253952,62,237027,15614649792,8,58308475,0,1418,11,11,2910,1575,4,693,1869988,4,34,93172,11,1231,137464754,1388,1,0,4,4893,295372717,9,1181426252,10,25,6,1819,693,0,0,0,121412552,2762295,5026236913,0,689,636,4,3,1,14,14,5484,3,5022366905,4925371277,182220959,299665739,299682123,1,3,1,15582618460,73389,73389,14,14,14,299665743,17,3,230162,1913602,2679634,41809,5022366905,1869988,118737577,2153
628076.62,12,253952,62,243056,16011371114,9,60305354,0,1443,11,11,2910,1618,4,693,1913284,4,34,95548,11,1231,137464754,1388,1,0,4,4893,302888943,9,1211555772,10,25,6,1819,693,0,0,0,124264143,2813366,5157840244,0,689,636,4,3,1,14,14,5484,3,5153096601,5050580930,187114444,307289888,307289888,1,3,1,15979074208,73389,73389,14,14,14,307289892,17,3,232435,1957941,2723324,42901,5153096601,1913284,121545591,2153
630081.58,12,253952,62,248823,16393118016,9,62216138,0,1473,12,12,2910,1651,4,693,1952677,4,34,97809,11,1231,137464754,1388,1,0,4,4893,310051573,9,1240141796,10,26,6,1819,693,0,0,0,126881633,2819660,5285748231,0,689,636,4,3,1,14,14,5484,3,5281553117,5171343951,191647966,314604012,314604012,1,3,1,16359408656,73389,73389,14,14,14,314604016,17,3,234621,1998324,2767269,43960,5281553117,1952677,124119242,2153
632086.71,12,253952,62,254144,16743705302,10,65008498,0,1508,12,12,2910,1689,4,693,1985680,4,34,99909,11,1231,137464754,1388,1,0,4,4893,316695831,9,1266783324,10,26,6,1819,693,0,0,0,129230031,2829477,5401887345,0,689,636,4,3,1,14,14,5484,3,5397068008,5282115888,196796858,321308498,321308498,1,3,1,16708041928,73389,73389,14,14,14,321308502,17,3,239820,2032189,2810273,44927,5397068008,1985680,126424735,2153
634102.20,14,253952,62,259698,17110805274,10,66854752,0,1539,13,13,2910,1722,4,693,2026551,4,34,102101,11,1231,137464754,1388,1,0,4,4893,323652023,9,1294608092,10,27,6,1819,693,0,0,0,131792231,2884945,5523626374,0,689,636,4,3,1,14,14,5484,3,5518967272,5398067292,201254643,328350571,328350571,1,3,1,17074229724,73389,73389,14,14,14,328350575,17,3,241938,2074030,2862206,45931,5518967272,2026551,128935102,2153
636113.31,14,253952,62,266394,17551742206,10,69046716,0,1591,13,13,2910,1757,4,702,2083212,4,34,104704,11,1231,139276723,1406,1,0,4,4893,331928842,9,1327715368,10,27,6,1819,702,0,0,0,135382956,3145221,5667418940,0,698,645,4,3,1,14,14,5484,3,5662619575,5537537004,207288384,336779251,336779251,1,3,1,17511669116,73389,73389,14,14,14,336762871,17,3,243524,2132051,2931520,47121,5662619575,2083212,132456657,2187
638118.17,15,253952,62,272715,17967539710,10,70864485,0,1648,13,13,2910,1803,4,702,2133030,4,34,107193,11,1231,139276723,1406,1,0,4,4893,339817607,9,1359270428,10,27,6,1819,702,0,0,0,138548379,3299650,5801462042,0,698,645,4,3,1,14,14,5484,3,5796404821,5668697194,212417061,344747464,344747464,1,3,1,17926868160,73389,73389,14,14,14,344747468,17,3,252334,2183040,3018482,48240,5796404821,2133030,135535245,2187
640129.12,16,253952,62,278528,18351323922,11,73240895,0,1665,13,13,2910,1833,4,702,2173012,4,34,109474,11,1231,139276723,1406,1,0,4,4893,347067732,9,1388270928,10,27,6,1819,702,0,0,0,141251028,3306494,5930357872,0,698,645,4,3,1,14,14,5484,3,5924935076,5790079566,217502728,352100833,352117217,1,3,1,18309243348,73389,73389,14,14,14,352100837,17,3,257989,2224014,3073573,49293,5924935076,2173012,138182907,2187
642141.75,16,253952,62,286053,18845737186,11,73417755,0,1681,14,14,2910,1894,4,711,2241838,4,34,112418,11,1231,140774565,1424,1,0,4,4893,356339291,9,1425357164,10,28,6,1819,711,0,0,0,145115144,3396767,6091593536,0,707,650,4,3,1,14,14,5484,3,6087529004,5946141634,221632768,361586725,361586725,1,3,1,18800805796,73389,73389,14,14,14,361553961,17,3,264906,2294247,3153454,50666,6087529004,2241838,141967293,2220
644151.11,16,253952,62,293704,19349373266,11,75574576,0,1708,14,14,2910,1936,4,711,2307736,4,34,115409,11,1231,140774565,1424,1,0,4,4893,365871631,9,1463421684,10,28,6,1819,711,0,0,0,149035402,3449752,6258055127,0,707,650,4,3,1,14,14,5484,3,6252467914,6105372878,227756008,371221788,371221788,1,3,1,19303533008,73389,73389,14,14,14,371221792,17,3,270990,2361614,3228260,52014,6252467914,2307736,145812898,2220
646165.08,16,253952,62,301034,19831706838,11,77524907,0,1753,14,14,2910,1991,4,711,2371505,4,34,118279,11,1231,140798697,1424,1,0,4,4893,374986762,9,1499882316,10,28,6,1819,711,0,0,0,152931039,3614370,6424393637,0,707,650,4,3,1,14,14,5484,3,6418674399,6258152031,233753213,380433026,380433026,1,3,1,19782517384,73389,73389,14,14,14,380433030,17,3,277475,2426843,3321153,53408,6418674399,2371505,149615786,2220
648170.49,20,253952,62,307140,20234125996,12,79991445,0,1781,14,14,2910,2026,4,711,2413109,4,34,120686,11,1231,141088281,1424,1,0,4,4893,382595626,9,1530382504,10,28,6,1819,711,0,0,0,155748856,3645205,6558229435,0,707,650,4,3,1,14,14,5484,3,6552253020,6385257467,239067029,388151161,388151161,1,3,1,20183860404,73389,73389,14,14,14,388151165,17,3,287288,2469449,3390180,54505,6552253020,2413109,152364697,2220
650185.68,21,253952,62,313667,20664956298,12,80924831,0,1797,15,15,2910,2060,4,720,2465824,4,34,123244,11,1231,142901165,1442,1,0,4,4893,390747664,9,1562926124,10,29,6,1819,720,0,0,0,158881874,3674918,6701169515,0,716,660,4,3,1,14,14,5484,3,6695205790,6521241153,243161917,396419875,396419875,1,3,1,20613833532,73389,73389,14,14,14,396419879,17,3,293124,2523307,3454088,55678,6695205790,2465824,155433923,2254
652204.65,24,253952,62,320870,21139208118,12,83339328,0,1830,15,15,2910,2113,4,720,2537141,4,34,126067,11,1231,142901165,1442,1,0,4,4893,399665255,9,1598661020,10,29,6,1819,720,0,0,0,162773446,3756926,6854337665,0,716,660,4,3,1,14,14,5484,3,6848888017,6671204064,249543711,405497882,405497882,1,3,1,21085889896,73389,73389,14,14,14,405497886,17,3,298219,2595968,3537741,56963,6848888017,2537141,159241980,2254
654210.16,24,253952,62,327436,21572353004,12,84850949,0,1870,15,15,2910,2151,4,720,2601615,4,34,128646,11,1231,142901165,1442,1,0,4,4893,407852002,9,1631408008,10,29,6,1819,720,0,0,0,166364283,3851093,7000062803,0,716,660,4,3,1,14,14,5484,3,6993694886,6808320989,254103597,413768755,413768755,1,3,1,21515975292,73389,73389,14,14,14,413768759,17,3,301928,2661734,3613840,58155,6993694886,2601615,162756854,2254
656216.31,24,253952,62,332720,21920611986,13,87433370,0,1887,15,15,2910,2191,4,756,2637505,4,34,130716,11,1231,149221943,1514,1,0,4,4893,414397545,9,1657590180,10,29,6,1819,756,0,0,0,168786494,3864059,7120341379,0,752,677,4,3,1,14,14,5484,3,7114395330,6918656047,259748356,420407705,420407705,1,3,1,21861200692,73389,73389,14,14,14,420407709,17,3,305844,2698511,3644897,59170,7114395330,2637505,165148114,2344
658229.55,25,253952,62,340094,22407566646,13,88177059,0,1913,16,16,2910,2237,4,765,2703730,4,34,133612,11,1231,150988149,1532,1,0,4,4893,423571020,9,1694284080,10,30,6,1819,765,0,0,0,172619339,3962675,7282740575,0,761,687,4,3,1,14,14,5484,3,7276256026,7072364200,264282571,429745253,429745253,1,3,1,22346753188,73389,73389,14,14,14,429745257,17,3,306584,2766158,3720527,60502,7276256026,2703730,168905468,2376
660234.89,25,253952,62,347041,22865041250,13,90331226,0,1952,16,16,2910,2273,4,783,2762344,4,34,136322,11,1231,153869111,1568,1,0,4,4893,432215011,9,1728860044,10,30,6,1819,783,0,0,0,176268217,3993110,7431088295,0,779,702,4,3,1,14,14,5484,3,7424611224,7217037324,270248543,438495580,438511964,1,3,1,22801770192,73389,73389,14,14,14,438495584,17,3,307059,2826076,3780468,61725,7424611224,2762344,172494543,2437
662246.86,26,253952,62,352508,23225022418,14,92996824,0,1966,16,16,2910,2314,4,810,2798963,4,34,138467,11,1231,158388700,1622,1,0,4,4893,439000236,9,1755936244,10,30,6,1819,810,0,0,0,178625545,4005330,7555079045,0,806,721,4,3,1,14,14,5484,3,7548496283,7331134632,275278669,445378131,445378131,1,3,1,23159662844,73389,73389,14,14,14,445378135,17,3,313647,2863542,3835481,62766,7548496283,2798963,174796954,2515
664252.09,26,253952,62,358470,23616804408,15,95514548,0,1997,17,17,2910,2347,5,819,2840674,4,34,140773,11,1231,160515553,1640,1,0,4,4893,446315356,9,1785261424,10,31,6,1819,819,0,0,0,181179698,4051653,7690527601,0,815,730,4,3,1,14,14,5484,3,7683841913,7455433400,280393245,452846632,452846632,1,3,1,23548024896,73389,73389,14,14,14,452846636,17,3,318568,2906240,3882524,63890,7683841913,2840674,177304168,2554
