timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
326622.88,253952,62,179430,11821458846,38,55041544,0,367,46,46,4249,143,675,1103691,10,46342,36,32,144004148,1352,1,626,0,35,60,17,4,1761,675,0,626,7,0,0,38799954,4516002,3501957534,0,675,471,2,1,14,14,446,1,3507850192,3459398781,121888279,268316989,268333373,1,2,1,11805947516,73389,73389,14,14,14,268316989,9,3,650522,1127452,2557833,26785,3507850192,1103691,36243574,1956
328628.35,253952,62,200801,13229726810,42,60291213,0,396,47,47,4249,146,675,1249034,10,52325,36,32,144535052,1352,1,626,0,35,61,17,4,1761,675,0,626,7,0,0,43941110,4876928,3918255063,0,675,471,2,1,14,14,446,1,3919416272,3871087689,137960022,300309674,300326058,1,2,1,13213625656,73389,73389,14,14,14,300309674,9,3,676098,1275716,2778351,29925,3919416272,1249034,41164357,1956
330637.39,253952,62,221993,14626263830,44,64476129,0,446,49,49,4249,150,675,1388158,10,58329,36,32,145331408,1352,1,626,0,35,63,17,4,1761,675,0,626,7,0,0,48792192,4935938,4322898957,0,675,471,2,1,14,14,446,1,4327312336,4279351289,148603787,332064791,332064791,1,2,1,14610129908,73389,73389,14,14,14,332048407,9,3,702030,1417741,2984399,33037,4327312336,1388158,45809549,1956
332647.79,253952,62,240782,15863990582,45,67810642,0,514,55,55,4249,153,675,1521911,10,63621,36,32,145596860,1352,1,626,0,35,69,17,4,1761,675,0,626,7,0,0,53202443,5023923,4686640144,0,675,471,2,1,14,14,446,1,4688808912,4641052387,157573271,360193455,360209839,1,2,1,15848512020,73389,73389,14,14,14,360193455,9,3,719323,1554284,3192728,35795,4688808912,1521911,50011626,1956
334653.73,253952,62,261178,17208095494,48,71292385,0,540,55,55,4249,156,675,1668174,10,69343,36,32,146127764,1352,1,626,0,35,69,17,4,1761,675,0,626,7,0,0,58670166,5383761,5078403329,0,675,471,2,1,14,14,446,1,5081893840,5034127374,176284213,390738315,390738315,1,2,1,17191764964,73389,73389,14,14,14,390721931,9,3,754692,1705233,3462887,38794,5081893840,1668174,55209309,1956
336660.42,253952,62,281270,18532012010,51,77318197,0,605,56,56,4249,160,675,1804007,10,75046,36,32,146658668,1352,1,626,0,35,70,17,4,1761,675,0,626,7,0,0,63738269,5426099,5467053158,0,675,471,2,1,14,14,446,1,5468425168,5421015197,188956134,420826582,420842966,1,2,1,18516369608,73389,73389,14,14,14,420826582,9,3,760430,1843978,3659999,41743,5468425168,1804007,60080451,1956
338671.92,253952,62,301540,19867167950,52,80636302,0,673,56,56,4249,163,675,1945667,10,80736,36,32,147189572,1352,1,626,0,35,70,17,4,1761,675,0,626,7,0,0,68716214,5458195,5857148344,0,675,471,2,1,14,14,446,1,5857712971,5811359773,198794697,451176993,451193377,1,2,1,19851787692,73389,73389,14,14,14,451176993,9,3,771778,1988500,3862924,44717,5857712971,1945667,64855630,1956
340677.10,253952,62,321389,21174700466,52,83533009,0,728,57,57,4249,168,675,2077270,10,86426,36,32,147985928,1352,1,626,0,35,71,17,4,1761,675,0,626,7,0,0,73564771,5487978,6238626470,0,675,471,2,1,14,14,446,1,6239425897,6193461285,207013213,480896620,480913004,1,2,1,21159451280,73389,73389,14,14,14,480896620,9,3,783914,2122824,4053105,47636,6239425897,2077270,69514161,1956
342681.95,253952,62,340596,22439938252,53,86652430,0,804,57,57,4249,171,675,2202763,10,91870,36,32,148516832,1352,1,626,0,35,71,17,4,1761,675,0,626,7,0,0,78263482,5488319,6609294101,0,675,471,2,1,14,14,446,1,6608465930,6563256969,216125590,509651750,509668134,1,2,1,22424677000,73389,73389,14,14,14,509651750,9,3,785430,2251107,4206792,50458,6608465930,2202763,74059369,1956
344685.85,253952,62,356136,23463942184,56,90530174,0,859,58,58,4249,174,675,2295754,10,96269,36,32,149047736,1352,1,626,0,35,72,17,4,1761,675,0,626,7,0,0,81809039,5489351,6909318644,0,675,471,2,1,14,14,446,1,6907965450,6862693683,223808234,532929035,532929035,1,2,1,23448156644,73389,73389,14,14,14,532912651,9,3,790106,2346142,4334244,52743,6907965450,2295754,77477619,1956
346690.46,253952,62,371593,24482346096,56,92210139,0,893,60,60,4249,178,675,2380565,10,100679,36,32,149844092,1352,1,626,0,35,74,17,4,1761,675,0,626,7,0,0,85215407,5489426,7206462803,0,675,471,2,1,14,14,446,1,7204707139,7160285168,229175177,556081281,556081281,1,2,1,24467576364,73389,73389,14,14,14,556081281,9,3,796080,2432918,4441339,55013,7204707139,2380565,80777038,1956
348694.82,253952,62,391167,25771164776,57,94179729,0,965,61,61,4249,183,675,2492477,10,106315,36,32,150640448,1352,1,626,0,35,75,17,4,1761,675,0,626,7,0,0,89716495,5489557,7579516141,0,675,471,2,1,14,14,446,1,7579537601,7536945537,236421808,585377083,585377083,1,2,1,25755870756,73389,73389,14,14,14,585360699,9,3,805399,2547513,4597172,57888,7579537601,2492477,85122470,1956
349864.30,253952,62,400982,26415782060,58,95798656,1,1000,62,62,4249,191,675,2549881,10,109422,43,32,158511825,1359,1,626,1035,42,83,17,35,1783,675,456,626,7,1035,87,92295089,5489615,7766969277,8,675,471,2,1,14,14,446,1,7763869224,7725268584,284710535,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,9,3,808744,2606276,4664720,59330,7763869224,2549881,87633623,1956
