timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
660688.77,253952,62,252650,16646284514,41,75236220,0,453,44,44,7265,155,0,675,1658590,10,66962,36,31,146127764,1352,1,0,35,58,9,5,1566,675,0,0,0,59217739,11527174,4918448437,0,675,495,2,1,14,14,417,0,1,4917791696,4869855837,262026346,377974352,377974352,1,2,1,0,16630871488,73389,73389,14,14,14,377974352,11,3,761375,1697464,3430042,37542,4917791696,1658590,55789913,2143
662695.53,253952,62,264381,17419334562,42,77803724,0,469,45,45,7265,157,0,675,1735462,10,70270,36,31,146393216,1352,1,0,35,59,9,5,1566,675,0,0,0,61874479,11680973,5144127473,0,675,495,2,1,14,14,417,0,1,5143235536,5095810390,267466362,395528032,395544416,1,2,1,0,17403233408,73389,73389,14,14,14,395528032,11,3,765239,1775942,3527985,39262,5143235536,1735462,58348821,2143
664703.02,253952,62,275412,18145978506,43,80500213,0,496,45,45,7265,159,0,675,1792338,10,73391,36,31,146658668,1352,1,0,35,59,9,5,1566,675,0,0,0,64210347,11696857,5357344695,0,675,495,2,1,14,14,417,0,1,5355703248,5308188250,272544966,412053838,412070222,1,2,1,0,18130368872,73389,73389,14,14,14,412053838,11,3,765294,1834069,3583027,40883,5355703248,1792338,60629737,2143
666714.01,253952,62,289566,19078192654,43,83813069,0,527,49,49,7265,161,0,675,1909647,10,77360,36,31,146924120,1352,1,0,35,63,9,5,1566,675,0,0,0,67966260,12791042,5627762648,0,675,495,2,1,14,14,417,0,1,5627288395,5580697790,280839879,433238289,433254673,1,2,1,0,19062484716,73389,73389,14,14,14,433238289,11,3,781243,1955397,3742807,42959,5627288395,1909647,64226018,2143
668726.62,253952,62,303469,19994383250,44,89848222,0,554,49,49,7265,164,0,675,2017208,10,81334,36,31,147189572,1352,1,0,35,63,9,5,1566,675,0,0,0,71687708,13815668,5895027410,0,675,495,2,1,14,14,417,0,1,5895199563,5848548008,292414863,454070484,454086868,1,2,1,0,19979101296,73389,73389,14,14,14,454070484,11,3,785999,2065931,3848032,45003,5895199563,2017208,67842384,2143
670739.68,253952,62,317708,20932135190,44,94215591,0,586,50,50,7265,167,0,675,2116215,10,85364,36,31,147720476,1352,1,0,35,64,9,5,1566,675,0,0,0,75520449,15292848,6170450928,0,675,495,2,1,14,14,417,0,1,6168647017,6122639853,303294515,475386007,475386007,1,2,1,0,20916263412,73389,73389,14,14,14,475369623,11,3,800860,2167156,4005780,47096,6168647017,2116215,71517521,2143
672756.05,253952,62,331785,21859729050,46,99264836,0,622,50,50,7265,169,0,675,2223138,10,89315,36,31,148251380,1352,1,0,35,64,9,5,1566,675,0,0,0,79261852,16500104,6439679829,0,675,495,2,1,14,14,417,0,1,6439703913,6393728040,314650942,496472154,496472154,1,2,1,0,21844774776,73389,73389,14,14,14,496472154,11,3,805051,2279198,4138523,49164,6439703913,2223138,75126324,2143
674761.07,253952,62,342265,22550114192,48,102985834,0,649,50,50,7265,172,0,675,2271834,10,92378,36,31,148782284,1352,1,0,35,64,9,5,1566,675,0,0,0,81568374,16546715,6643134172,0,675,495,2,1,14,14,417,0,1,6640578570,6595472105,320884154,512168409,512168409,1,2,1,0,22535409996,73389,73389,14,14,14,512168409,11,3,805165,2329214,4187520,50703,6640578570,2271834,77383918,2143
676775.67,253952,62,355422,23416884028,48,104756345,0,680,54,54,7265,174,0,675,2363361,10,96076,36,31,149047736,1352,1,0,35,68,9,5,1566,675,0,0,0,84957433,17292706,6892941998,0,675,495,2,1,14,14,417,0,1,6894465034,6848963297,327267838,531841658,531858042,1,2,1,0,23401032952,73389,73389,14,14,14,531841658,11,3,821306,2422763,4327643,52640,6894465034,2363361,80632964,2143
678786.36,253952,62,369113,24319020460,50,109430649,0,710,54,54,7265,177,0,675,2469289,10,99985,36,31,149844092,1352,1,0,35,68,9,5,1566,675,0,0,0,88727961,18233707,7155869592,0,675,495,2,1,14,14,417,0,1,7156734787,7112511127,337180875,552360398,552376782,1,2,1,0,24303857512,73389,73389,14,14,14,552360398,11,3,826425,2530871,4461383,54647,7156734787,2469289,84269882,2143
680794.44,253952,62,382752,25217378648,50,112841410,0,748,55,55,7265,179,0,675,2582531,10,103815,36,31,149844092,1352,1,0,35,69,9,5,1566,675,0,0,0,92581495,19411504,7419735272,0,675,495,2,1,14,14,417,0,1,7419290285,7375128290,345355839,572787311,572787311,1,2,1,0,25201920788,73389,73389,14,14,14,572770927,11,3,834092,2646410,4595226,56651,7419290285,2582531,87989713,2143
682804.80,253952,62,396231,26104114120,50,116647690,0,784,57,57,7265,185,0,675,2690319,10,107812,36,31,151171352,1352,1,0,35,71,9,5,1566,675,0,0,0,96482892,20903122,7676225839,0,675,495,2,1,14,14,417,0,1,7675516781,7634271922,356991296,592945603,592945603,1,2,1,0,26089606532,73389,73389,14,14,14,592945603,11,3,853591,2756351,4774222,58626,7675516781,2690319,91712249,2143
683642.37,253952,62,400982,26415782060,54,119828735,3,802,62,62,7265,194,2,675,2725963,10,109422,42,31,158511825,1359,1,1035,41,83,9,37,4298,675,543,1035,145,98261859,21537454,7767521585,8,675,495,2,1,14,14,417,57080904,1,7763869224,7725268584,479810241,600037902,600037902,1,2,1,57080904,26401667688,73389,73389,14,14,14,600037902,11,3,858370,2792743,4836142,59330,7763869224,2725963,93429359,2143
