event,start_value,end_value,diff,description
JoinProbeTableRowCount,0,26621970705,26621970705,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,0,652,652,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,0,106487882820,106487882820,Total number of rows in the result of a JOIN operation.
LoadedDataParts,34,34,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,14962,14962,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,0,807422,807422,Number of marks loaded (total across columns).
LoadedMarksFiles,0,143,143,Number of mark files loaded.
LoadedMarksMemoryBytes,0,3661568,3661568,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,62206,87882663190,87882600984,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,118,5728,5610,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,11979,3685152,3673173,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,118,9998,9880,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,64,655367,655303,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,70,5680,5610,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,6171,973391,967220,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1834031,1834031,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,0,88030,88030,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,0,143,143,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,220,6786,6566,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,13253,2412398,2399145,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,497,1244,747,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,627,2125,1498,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,113,292,179,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,1198,5258,4060,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,4918,25331,20413,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,0,59200,59200,Total time spent while merging sorted columns
NetworkReceiveBytes,250,95871,95621,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,19,3611,3592,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,0,108955,108955,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,0,18932,18932,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,0,30946137018,30946137018,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,0,2858368132,2858368132,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,0,783705637837,783705637837,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,0,712,712,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,0,87615,87615,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,46,162091,162045,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,280,981,701,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,11395,12514,1119,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,0,19,19,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,65,258,193,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,1,223,222,Count queries with all subqueries
Query,1,90,89,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,0,1101,1101,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,0,1187,1187,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,52,229320,229268,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,0,4312138075,4312138075,Total time of all queries.
RWLockAcquiredReadLocks,130,488,358,Number of times a read lock was acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,2505,69345,66840,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,5218496,783141602691,783136384195,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,308927,775381428384,775381119457,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,0,96498101780,96498101780,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,333,333,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,0,52803335376,52803335376,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,0,52803335376,52803335376,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,176,176,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,220,6786,6566,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,1,223,222,Count SELECT queries with all subqueries
SelectQuery,1,90,89,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,0,4312138075,4312138075,Total time of SELECT queries.
SelectedBytes,0,2539360411957,2539360411957,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,0,6458232,6458232,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,0,6458232,6458232,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,0,1144,1144,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,0,1144,1144,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,0,1144,1144,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,0,52803335626,52803335626,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,102,102,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,1840,24234,22394,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,0,130,130,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,989,8032,7043,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,0,87823032,87823032,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,396,518468930,518468534,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,0,952253208,952253208,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,40,6278604,6278564,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,254132,782953668771,782953414639,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,315,506374378,506374063,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,0,29994685221,29994685221,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,0,2479003,2479003,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,60,60,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
