timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
226920.80,6,262144,64,303189,19978207314,64,39,163,2,585,3767141,6,81813,67,131603196,1172,1,66,44988,10735588,2,181952,585,97492083,250034713,5914525322,585,1008,2,1,2,2,833,1,5887926684,5843466593,4279653829,453701400,453717784,2,1,19962861600,73389,73389,2,2,2,453701400,12,3,388054,145662573,4689239,274951,44923,5887926684,3492190,92801907,6007
231982.03,6,262144,64,318361,20977828546,64,39,166,3,585,3906188,6,86115,67,132134100,1172,1,66,47216,10794253,2,181952,585,102026378,255548178,6207630707,585,1008,2,1,2,2,833,1,6179824028,6135633512,4353322108,476423788,476440172,2,1,20962646672,73389,73389,2,2,2,476423788,12,3,398027,148022827,4857746,280233,47150,6179824028,3625955,97168855,6007
237019.48,6,262144,64,324093,21355604514,64,39,167,3,585,3976281,6,87734,67,132399552,1172,1,66,48059,10931786,2,181952,585,103639035,260773759,6318644847,585,1008,2,1,2,2,833,1,6290317724,6246079310,4377242912,485016308,485016308,2,1,21340717552,73389,73389,2,2,2,485016308,12,3,400192,150572917,4944595,286513,47993,6290317724,3689768,98694820,6007
242103.03,6,262144,64,330666,21788761710,64,39,168,3,585,4053291,6,89580,67,132399552,1172,1,66,49023,11084884,2,181952,585,105814477,266065429,6445579316,585,1008,2,1,2,2,833,1,6416671132,6372727588,4438026770,494860045,494860045,2,1,21773841980,73389,73389,2,2,2,494860045,12,3,407009,153381862,5038911,289818,48957,6416671132,3763473,100776233,6007
247128.17,6,262144,64,340225,22418671210,64,39,169,3,585,4149069,6,92244,67,132665004,1172,1,66,50429,11180450,2,181952,585,108667361,271738943,6630671313,585,1008,2,1,2,2,833,1,6600958364,6556867547,4526722214,509176170,509192554,2,1,22403751480,73389,73389,2,2,2,509176170,12,3,417472,155944624,5160449,293572,50363,6600958364,3855497,103507764,6007
252164.43,6,262144,64,354862,23382965230,64,39,172,3,585,4278004,6,96395,67,132930456,1172,1,66,52576,11254644,2,181952,585,113582768,278079769,6913250395,585,1008,2,1,2,2,833,1,6882369948,6838706637,4658037401,531081517,531097901,2,1,23367586748,73389,73389,2,2,2,531081517,12,3,427862,158268781,5328193,298363,52510,6882369948,3979641,108253843,6007
257210.38,6,262144,64,361703,23833951526,64,39,173,3,585,4355638,6,98305,67,133195908,1172,1,66,53583,11382600,2,181952,585,115775538,283352370,7045846793,585,1008,2,1,2,2,833,1,7014359452,6970528654,4701420403,541332695,541349079,2,1,23818638580,73389,73389,2,2,2,541332695,12,3,431266,160850716,5408876,301607,53517,7014359452,4054031,110365492,6007
262297.12,6,262144,64,367953,24245675142,64,39,174,3,585,4431067,6,100079,67,133461360,1172,1,66,54502,11534427,2,181952,585,118021218,288732547,7166858948,585,1008,2,1,2,2,833,1,7134814620,7090941302,4759522175,550695263,550695263,2,1,24230591572,73389,73389,2,2,2,550695263,12,3,439113,163565258,5519152,304750,54436,7134814620,4126317,112501153,6007
267310.92,6,262144,64,375872,24767321312,64,39,175,3,585,4517798,6,102294,67,133461360,1172,1,66,55665,11622524,2,181952,585,120568366,294254880,7319982079,585,1008,2,1,2,2,833,1,7287251356,7243404739,4870036462,562543881,562560265,2,1,24751930764,73389,73389,2,2,2,562543881,12,3,448425,166304472,5626995,308280,55599,7287251356,4209518,114940268,6007
272352.51,6,262144,64,390911,25758491708,64,39,178,3,585,4657279,6,106557,67,133992264,1172,1,66,57871,11725093,2,181952,585,124873937,299734640,7610325047,585,1008,2,1,2,2,833,1,7576396188,7533183424,4917809614,585075694,585075694,2,1,25743330536,73389,73389,2,2,2,585075694,12,3,461586,168576325,5765424,320254,57805,7576396188,4337025,119107591,6007
277397.56,6,262144,64,399272,26309358176,64,39,179,3,585,4744419,6,108894,67,133992264,1172,1,66,59100,11809744,2,181952,585,127815733,305303844,7772126691,585,1008,2,1,2,2,833,1,7737483676,7694217126,4994352539,597585705,597602089,2,1,26293771020,73389,73389,2,2,2,597585705,12,3,466617,171083367,5872349,323843,59034,7737483676,4420576,121942549,6007
