timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
102978.99,3,262144,64,117022,7711396858,64,45,132,1,585,2121370,5,29339,56,67,1,98074,127102578,1172,1,66,17639,5429174,2,135332,585,35318371,120171234,2313861533,585,922,2,1,2,2,562,1,2303107484,2257509824,1426791134,174916367,174916367,2,1,7696320148,73389,73389,2,2,2,174916367,9,3,326872,76558020,2815784,121829,17573,2303107484,1999541,32501100,9554
108221.19,3,262144,64,121818,8027046840,64,45,133,1,585,2183578,5,30702,56,67,1,98074,127102578,1172,1,66,18340,5715376,2,135332,585,36600266,125089388,2406311220,585,922,2,1,2,2,562,1,2395120028,2349775789,1441208506,182081764,182098148,2,1,8011597616,73389,73389,2,2,2,182081764,9,3,332699,79476522,2886294,124601,18275,2395120028,2058977,33712823,9554
113300.33,3,262144,64,126149,8312463902,64,45,133,1,585,2238710,5,31884,56,67,1,98074,127102578,1172,1,66,18979,5920889,2,135332,585,38944013,132155288,2490332701,585,922,2,1,2,2,562,1,2478743964,2433161061,1604096410,188573258,188589642,2,1,8297223352,73389,73389,2,2,2,188573258,9,3,340864,83060251,2981745,127222,18913,2478743964,2111488,35960856,9554
118355.72,3,262144,64,131167,8643181714,64,45,134,1,585,2303582,5,33296,56,67,1,98074,127368030,1172,1,66,19717,6208319,2,135332,585,40701587,138123545,2587515431,585,922,2,1,2,2,562,1,2575475100,2529859274,1796072543,196086593,196102977,2,1,8627810092,73389,73389,2,2,2,196086593,9,3,350175,86303962,3065458,130310,19651,2575475100,2173272,37634647,9554
123484.69,3,262144,64,135919,8956201498,64,45,135,1,585,2378636,5,34656,56,67,1,98074,127368030,1172,1,66,20415,6470566,2,135332,585,42743101,144921510,2679302006,585,922,2,1,2,2,562,1,2666832284,2621462130,1908137471,203192487,203208871,2,1,8940469428,73389,73389,2,2,2,203192487,9,3,352125,89533703,3133066,145265,20349,2666832284,2233371,39608552,9554
128874.41,3,262144,64,139633,9201194914,64,45,136,1,585,2428904,5,35724,56,67,1,98074,127621416,1172,1,66,20961,6733262,2,135332,585,43712485,150297880,2751342775,585,922,2,1,2,2,562,1,2738528668,2692980440,1928349060,208766477,208782861,2,1,9185724988,73389,73389,2,2,2,208766477,9,3,357485,93491711,3187994,147630,20895,2738528668,2281274,40523064,9554
136050.90,3,262144,64,144219,9503335722,64,45,136,1,585,2520580,5,36975,56,67,1,98074,127621416,1172,1,66,21635,7140041,2,135332,585,45523481,158754272,2840109640,585,922,2,1,2,2,562,1,2826871196,2781313007,1975311298,215634803,215651187,2,1,9487931332,73389,73389,2,2,2,215634803,9,3,360152,98935750,3262167,179991,21569,2826871196,2340589,42259511,9554
141390.77,3,262144,64,147991,9751864774,64,45,137,1,585,2589413,5,38058,56,67,1,98074,127886868,1172,1,66,22188,7488232,2,135332,585,46858421,164823040,2912940383,585,922,2,1,2,2,562,1,2899354012,2853997506,2026075334,221276488,221292872,2,1,9736165472,73389,73389,2,2,2,221276488,9,3,362108,102624092,3323130,200559,22122,2899354012,2388854,43533139,9554
146467.58,3,262144,64,152886,10074256206,64,45,138,1,585,2652989,5,39450,56,67,1,98074,127886868,1172,1,66,22908,7723563,2,135332,585,48287237,170061954,3007888101,585,922,2,1,2,2,562,1,2993856924,2948268504,2088580055,228611758,228628142,2,1,10058917352,73389,73389,2,2,2,228611758,9,3,365260,106080342,3391769,203295,22843,2993856924,2449694,44892898,9554
151517.29,3,262144,64,157614,10385968578,64,45,139,1,585,2721693,5,40793,56,67,1,98074,128152320,1172,1,66,23602,7913831,2,135332,585,50454924,176062898,3099151991,585,922,2,1,2,2,562,1,3084689820,3039372806,2155817518,235699109,235699109,2,1,10370760796,73389,73389,2,2,2,235699109,9,3,368889,109311336,3482517,215124,23536,3084689820,2506569,46969293,9554
156532.00,3,262144,64,163112,10748143670,64,45,140,1,585,2787499,5,42346,56,67,1,98074,128152320,1172,1,66,24409,8113121,2,135332,585,51827956,181052484,3205419914,585,922,2,1,2,2,562,1,3190464924,3145188404,2188667723,243925148,243941532,2,1,10732706512,73389,73389,2,2,2,243925148,9,3,376795,112066025,3573325,218119,24344,3190464924,2569380,48251738,9554
161555.11,3,262144,64,183563,12095853062,64,45,143,1,585,2962560,5,48087,56,67,1,98074,128683224,1172,1,66,27415,8161085,2,135332,585,57324737,186419743,3601007936,585,922,2,1,2,2,562,1,3584467356,3539186374,2455085372,274543736,274560120,2,1,12079924384,73389,73389,2,2,2,274543736,9,3,385562,114065544,3771157,225320,27349,3584467356,2737240,53551068,9554
166605.59,3,262144,64,199778,13164359246,64,45,146,1,585,3102950,5,52674,56,67,1,98074,129214128,1172,1,66,29796,8216070,2,135332,585,61537019,191014336,3914369126,585,922,2,1,2,2,562,1,3896549788,3851542695,2482909883,298842862,298842862,2,1,13149085928,73389,73389,2,2,2,298842862,9,3,388288,116321800,3914761,230576,29730,3896549788,2872374,57619951,9554
171644.00,3,262144,64,205786,13559957698,64,45,147,1,585,3170947,5,54371,56,67,1,98074,129214128,1172,1,66,30676,8358623,2,135332,585,63787920,196208585,4030246155,585,922,2,1,2,2,562,1,4011893148,3967134881,2511499419,307838949,307838949,2,1,13544913756,73389,73389,2,2,2,307838949,9,3,392174,119049951,4009596,233753,30610,4011893148,2937194,59775285,9554
176685.02,3,262144,64,211923,13964541198,64,45,148,2,585,3240296,5,56095,56,67,1,98074,129479580,1172,1,66,31578,8478173,2,135332,585,65584354,201318853,4149020204,585,922,2,1,2,2,562,1,4130120092,4085459744,2619040255,317019134,317035518,2,1,13948841896,73389,73389,2,2,2,317019134,9,3,395624,121596881,4080262,236929,31512,4130120092,3003367,61501985,9554
181697.03,3,262144,64,220232,14511734342,64,45,149,2,585,3330484,5,58419,56,67,1,98074,129479580,1172,1,66,32798,8637644,2,135332,585,68376331,206348997,4309631341,585,922,2,1,2,2,562,1,4290027932,4245394221,2676303271,329457576,329473960,2,1,14496133344,73389,73389,2,2,2,329457576,9,3,401702,124146900,4161606,245404,32732,4290027932,3085080,64213052,9554
186744.56,3,262144,64,229002,15089935938,64,45,151,2,585,3422137,5,60921,56,67,1,98074,130010484,1172,1,66,34088,8739379,2,135332,585,71812687,212237180,4479460912,585,922,2,1,2,2,562,1,4459110812,4414427660,2746501679,342602245,342618629,2,1,15074498780,73389,73389,2,2,2,342602245,9,3,407929,126469933,4282880,249722,34022,4459110812,3172415,67528600,9554
191759.60,3,262144,64,238773,15733811466,64,45,152,2,585,3520138,5,63639,56,67,1,98074,130010484,1172,1,66,35526,8837916,2,135332,585,75706338,218065725,4668759305,585,922,2,1,2,2,562,1,4647592348,4602725905,2824748483,357221474,357237858,2,1,15717744856,73389,73389,2,2,2,357221474,9,3,417824,128969008,4416951,253611,35460,4647592348,3266527,71288427,9554
196804.71,3,262144,64,251521,16573777078,64,45,154,2,585,3648587,5,67227,56,67,1,98074,130275936,1172,1,66,37398,8897050,2,135332,585,78930172,222939212,4915150758,585,922,2,1,2,2,562,1,4892959132,4848206782,2863895897,376321283,376337667,2,1,16558136452,73389,73389,2,2,2,376321283,9,3,425475,131386087,4539983,259870,37332,4892959132,3388717,74389065,9554
201849.03,3,262144,64,258044,17003392022,64,45,156,2,585,3734680,5,69116,56,67,1,98074,130541388,1172,1,66,38355,9036334,2,135332,585,81068185,228324084,5041162338,585,922,2,1,2,2,562,1,5018395036,4973781547,2905527021,386093451,386093451,2,1,16988111844,73389,73389,2,2,2,386093451,9,3,427171,133962470,4621282,270687,38289,5018395036,3463993,76445384,9554
206894.68,3,262144,64,263995,17395785826,64,45,157,2,585,3807326,5,70791,56,67,1,98074,130806840,1172,1,66,39232,9193572,2,135332,585,82943555,233395747,5156649569,585,922,2,1,2,2,562,1,5133345180,5088483631,2931821605,395011492,395011492,2,1,17380505648,73389,73389,2,2,2,395011492,9,3,428597,136637241,4692776,273797,39166,5133345180,3533529,78249371,9554
211911.40,3,262144,64,275018,18121905482,64,45,158,2,585,3912909,5,73851,56,67,1,98074,130806840,1172,1,66,40850,9283031,2,135332,585,86414208,239038160,5369628290,585,922,2,1,2,2,562,1,5345419676,5300672282,3193922903,411520914,411537298,2,1,18106920216,73389,73389,2,2,2,411520914,9,3,442858,138922176,4857924,277816,40784,5345419676,3635093,81554293,9554
216952.56,3,262144,64,288799,19030100686,64,45,161,2,585,4038176,5,77780,56,67,1,98074,131337744,1172,1,66,42875,9397102,2,135332,585,91386314,245472186,5636154499,585,922,2,1,2,2,562,1,5610840476,5566288494,3328500409,432164693,432164693,2,1,19015246492,73389,73389,2,2,2,432164693,9,3,451005,141304934,5002599,282508,42809,5610840476,3755668,86381877,9554
221993.04,3,262144,64,295629,19480100634,64,45,162,2,585,4126504,5,79695,56,67,1,98074,131603196,1172,1,66,43880,9605069,2,135332,585,93391896,250456995,5768481983,585,922,2,1,2,2,562,1,5742567836,5697886619,3359863534,442377070,442393454,2,1,19464591080,73389,73389,2,2,2,442377070,9,3,452079,143856461,5078162,285894,43814,5742567836,3840610,88311887,9554
227017.76,3,262144,64,302145,19909256826,64,45,163,2,585,4202362,5,81524,56,67,1,98074,131603196,1172,1,66,44836,9764597,2,135332,585,95669529,255942691,5894493204,585,922,2,1,2,2,562,1,5868003740,5823340967,3429279187,452132854,452149238,2,1,19893845576,73389,73389,2,2,2,452132854,9,3,456378,146748594,5156647,289240,44771,5868003740,3913122,90510947,9554
232028.18,3,262144,64,311852,20548865654,64,45,165,2,585,4302760,5,84279,56,67,1,98074,131868648,1172,1,66,46260,9856900,2,135332,585,98608060,261514878,6081818698,585,922,2,1,2,2,562,1,6054519196,6010306744,3569754576,466670163,466686547,2,1,20533487172,73389,73389,2,2,2,466670163,9,3,463443,149182518,5267349,297156,46194,6054519196,4005604,93338359,9554
237046.36,3,262144,64,325563,21452485404,64,45,167,2,585,4425007,5,88134,56,67,1,98074,132399552,1172,1,66,48277,9932264,2,135332,585,103502227,267599066,6347292682,585,922,2,1,2,2,562,1,6318891420,6274384072,3647426076,487207446,487223830,2,1,21437127624,73389,73389,2,2,2,487207446,9,3,480715,151498829,5413689,301913,48211,6318891420,4123094,98085046,9554
242067.15,3,262144,64,334752,22057869066,64,45,168,2,585,4521775,5,90696,56,67,1,98074,132399552,1172,1,66,49626,10018266,2,135332,585,106657232,273076840,6524885702,585,922,2,1,2,2,562,1,6495707548,6451341606,3723249540,500968674,500985058,2,1,22042621656,73389,73389,2,2,2,500968674,9,3,490878,154154076,5535304,305850,49560,6495707548,4215925,101118565,9554
247080.45,3,262144,64,348338,22953284750,64,45,171,2,585,4645225,5,94563,56,67,1,98074,132930456,1172,1,66,51620,10114488,2,135332,585,109614898,277683957,6787330951,585,922,2,1,2,2,562,1,6757065116,6713135867,3761568858,521309349,521325733,2,1,22937611356,73389,73389,2,2,2,521309349,9,3,501826,156438158,5668119,311564,51554,6757065116,4333661,103943756,9554
252097.55,3,262144,64,359342,23678159222,64,45,173,2,585,4748681,5,97674,56,67,1,98074,132930456,1172,1,66,53235,10223672,2,135332,585,114243588,283331975,7000049454,585,922,2,1,2,2,562,1,6968877468,6925027192,3826243098,537786003,537802387,2,1,23662584132,73389,73389,2,2,2,537786003,9,3,517744,158865658,5830093,315872,53170,6968877468,4432809,108410416,9554
257120.16,3,262144,64,365154,24061443522,64,45,174,2,585,4819183,5,99315,56,67,1,98074,133461360,1172,1,66,54092,10370449,2,135332,585,116032659,288496637,7112773823,585,922,2,1,2,2,562,1,7081075100,7037048046,3879712328,546499244,546515628,2,1,24045966736,73389,73389,2,2,2,546499244,9,3,522013,161504254,5889233,321219,54026,7081075100,4497964,110140751,9554
262160.80,3,262144,64,371187,24458692440,64,45,175,2,585,4891670,5,101014,56,67,1,98074,133461360,1172,1,66,54976,10503683,2,135332,585,118404491,293736277,7229314537,585,922,2,1,2,2,562,1,7197073820,7153191505,3945777910,555528099,555544483,2,1,24443236356,73389,73389,2,2,2,555528099,9,3,527260,164059459,5986038,324254,54911,7197073820,4567416,112415759,9554
267204.90,3,262144,64,377691,24887327652,64,45,176,2,585,4968595,5,102843,56,67,1,98074,133726812,1172,1,66,55929,10731350,2,135332,585,120311451,298846196,7354663751,585,922,2,1,2,2,562,1,7321854364,7278521063,3980177302,565265340,565281724,2,1,24871674960,73389,73389,2,2,2,565265340,9,3,529731,166968135,6049669,327495,55863,7321854364,4641100,114258938,9554
272281.23,3,262144,64,384506,25336344560,64,45,177,2,585,5048271,5,104757,56,67,1,98074,133726812,1172,1,66,56929,10877941,2,135332,585,122373757,303993096,7486462977,585,922,2,1,2,2,562,1,7453057436,7409797466,4282157948,575469525,575485909,2,1,25320659100,73389,73389,2,2,2,575469525,9,3,536776,169682572,6145452,330880,56864,7453057436,4717391,116224695,9554
277316.76,3,262144,64,390416,25725785936,64,45,178,2,585,5117228,5,106424,56,67,1,98074,133992264,1172,1,66,57801,10983104,2,135332,585,124396066,309378251,7601152134,585,922,2,1,2,2,562,1,7567221148,7523608967,4378706396,584332381,584332381,2,1,25710624764,73389,73389,2,2,2,584332381,9,3,540438,172556584,6241788,333922,57735,7567221148,4783306,118150930,9554
282327.04,3,262144,64,399986,26356271540,64,45,179,2,585,5213656,5,109087,56,67,1,98074,133992264,1172,1,66,59205,11067603,2,135332,585,127383417,314547207,7785982742,585,922,2,1,2,2,562,1,7751256822,7707851193,4436239355,598650665,598673082,2,1,26340629260,73389,73389,2,2,2,598650665,9,3,546366,175006122,6350378,339826,59140,7751256822,4873830,121030032,9554
