timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
55859.98,262144,64,79940,5267411534,64,57,126,0,585,1063557,2,18897,67,47,125811516,1172,1,66,12191,2313676,2,13004,585,22794505,59206031,1596163722,585,1612,2,1,2,2,472,1,1589027228,1543163096,493356621,119363995,119380379,2,1,5252015780,73389,73389,2,2,2,119363995,7,3,314931,35286304,2005199,47628,12125,1589027228,1015929,20787161,4364
60895.76,262144,64,84601,5574732994,64,57,126,0,585,1150123,2,20166,67,47,125811516,1172,1,66,12874,2557871,2,13004,585,24039727,64522479,1686109487,585,1612,2,1,2,2,472,1,1678549404,1632987509,584143218,126353042,126353042,2,1,5559533848,73389,73389,2,2,2,126353042,7,3,320716,38962150,2080195,76377,12808,1678549404,1073746,21957483,4364
65959.86,262144,64,88626,5839842654,64,57,127,0,585,1204734,2,21310,67,47,126076968,1172,1,66,13465,2949926,2,13004,585,25494825,70171646,1763945510,585,1612,2,1,2,2,472,1,1756012956,1710505876,686148698,132363367,132379751,2,1,5823988148,73389,73389,2,2,2,132363367,7,3,325959,42513751,2150828,78866,13399,1756012956,1125868,23341891,4364
71310.44,262144,64,92883,6120397986,64,57,128,0,585,1266881,2,22536,67,47,126318288,1172,1,66,14092,3293311,2,13004,585,27072812,76088139,1846518770,585,1612,2,1,2,2,472,1,1838195100,1792394501,722220564,138748365,138764749,2,1,6104928060,73389,73389,2,2,2,138748365,7,3,328994,46217146,2213402,84398,14026,1838195100,1182483,24857446,4364
76394.71,262144,64,96562,6362832190,64,57,128,0,585,1314997,2,23538,67,47,126318288,1172,1,66,14632,3560155,2,13004,585,27957733,80801343,1917633992,585,1612,2,1,2,2,472,1,1908973980,1863330543,741064556,144250786,144267170,2,1,6347034584,73389,73389,2,2,2,144250786,7,3,329150,49717665,2245916,87365,14566,1908973980,1227632,25709698,4364
81447.42,262144,64,100804,6642694066,64,57,129,0,585,1372066,2,24750,67,47,126571674,1172,1,66,15255,3723461,2,13004,585,30118948,87298041,1999809038,585,1612,2,1,2,2,472,1,1990762908,1945106316,874204825,150617241,150633625,2,1,6627158604,73389,73389,2,2,2,150617241,7,3,331539,53086538,2319085,90082,15190,1990762908,1281984,27798141,4364
86928.78,262144,64,105136,6928188730,64,57,130,0,585,1430370,2,25984,67,47,126837126,1172,1,66,15894,4099057,2,13004,585,31489879,92934904,2083831817,585,1612,2,1,2,2,472,1,2074386844,2028573758,898802141,157116927,157116927,2,1,6912423892,73389,73389,2,2,2,157100543,7,3,333373,56875613,2382619,92881,15828,2074386844,1337489,29105806,4364
92129.78,262144,64,109262,7199917526,64,57,131,0,585,1483601,2,27168,67,47,126837126,1172,1,66,16498,4472358,2,13004,585,33282467,99237092,2163377131,585,1612,2,1,2,2,472,1,2153554332,2107959088,1004634189,163282900,163299284,2,1,7184447600,73389,73389,2,2,2,163282900,7,3,334653,60733943,2444434,95574,16432,2153554332,1388027,30836662,4364
97168.00,262144,64,113128,7454606962,64,57,131,0,585,1534656,2,28221,67,47,126837126,1172,1,66,17067,4679075,2,13004,585,34456940,104556929,2238319347,585,1612,2,1,2,2,472,1,2228134300,2182471367,1018525319,169063849,169080233,2,1,7438809356,73389,73389,2,2,2,169063849,7,3,334941,63940233,2492878,98056,17001,2228134300,1436600,31963058,4364
102183.96,262144,64,118777,7826943442,64,57,132,0,585,1607551,2,29817,67,47,127102578,1172,1,66,17894,4908594,2,13004,585,36459032,111223563,2347216809,585,1612,2,1,2,2,472,1,2336530844,2291273898,1139847552,177533489,177549873,2,1,7811473516,73389,73389,2,2,2,177533489,7,3,338925,66901394,2565196,101307,17828,2336530844,1506244,33893083,4364
107330.58,262144,64,123372,8129674074,64,57,133,0,585,1686688,2,31125,67,47,127102578,1172,1,66,18571,5028506,2,13004,585,38019422,116190376,2436375650,585,1612,2,1,2,2,472,1,2425266588,2379752418,1330674588,184426391,184426391,2,1,8114040308,73389,73389,2,2,2,184410007,7,3,341950,69958305,2626777,123674,18505,2425266588,1563014,35390715,4364
112361.66,262144,64,127748,8418052322,64,57,134,0,585,1746128,2,32373,67,47,127368030,1172,1,66,19215,5242868,2,13004,585,39474570,121447024,2521184487,585,1612,2,1,2,2,472,1,2509676956,2464098493,1353111993,190967037,190983421,2,1,8402549628,73389,73389,2,2,2,190967037,7,3,343808,73237057,2679968,126428,19149,2509676956,1619700,36794187,4364
117674.56,262144,64,132710,8744834666,64,57,135,0,585,1811743,2,33780,67,47,127368030,1172,1,66,19945,5597043,2,13004,585,40929816,127089695,2617316412,585,1612,2,1,2,2,472,1,2605359516,2559677874,1398443278,198400611,198400611,2,1,8728905988,73389,73389,2,2,2,198384227,7,3,345909,76840800,2757013,129525,19879,2605359516,1682218,38172740,4364
122784.72,262144,64,136956,9024693234,64,57,135,0,585,1867747,2,34941,67,47,127368030,1172,1,66,20567,5830824,2,13004,585,42121808,132293120,2699236269,585,1612,2,1,2,2,472,1,2686886300,2641444036,1432046287,204761033,204777417,2,1,9009485452,73389,73389,2,2,2,204761033,7,3,348678,80030918,2804641,132140,20501,2686886300,1735607,39317254,4364
128811.39,262144,64,142058,9360916070,64,57,136,0,585,1937853,2,36386,67,47,127621416,1172,1,66,21316,6318677,2,13004,585,43958589,139008541,2797877544,585,1612,2,1,2,2,472,1,2785059228,2739705641,1467372519,212405440,212405440,2,1,9345839360,73389,73389,2,2,2,212405440,7,3,351085,84338082,2873187,135227,21251,2785059228,1802626,41085494,4364
135268.11,262144,64,146090,9626749934,64,57,137,0,585,1993754,2,37541,67,47,127886868,1172,1,66,21909,6743838,2,13004,585,45955118,146879204,2875982934,585,1612,2,1,2,2,472,1,2862784924,2817452213,1518325451,218446374,218446374,2,1,9611640456,73389,73389,2,2,2,218446374,7,3,353644,88854450,2957163,137895,21843,2862784924,1855859,42997902,4364
141504.53,262144,64,150507,9917549706,64,57,138,0,585,2051347,2,38799,67,47,127886868,1172,1,66,22559,7325772,2,13004,585,47328040,152712615,2961583324,585,1612,2,1,2,2,472,1,2947981724,2902457272,1858903228,225054715,225054715,2,1,9902407460,73389,73389,2,2,2,225054715,7,3,355985,93243678,3032565,140579,22493,2947981724,1910768,44295684,4364
146578.89,262144,64,155155,10223753746,64,57,138,0,585,2112612,2,40054,67,47,127886868,1172,1,66,23242,7627503,2,13004,585,48917580,158528954,3051526811,585,1612,2,1,2,2,472,1,3037503900,2991936271,2116569693,232004961,232021345,2,1,10208218284,73389,73389,2,2,2,232004961,7,3,358004,96774108,3092383,143353,23176,3037503900,1969259,45824954,4364
151688.11,262144,64,159980,10541823110,64,57,139,0,585,2177639,2,41439,67,47,128152320,1172,1,66,23949,7841210,2,13004,585,50615118,164338188,3144629567,585,1612,2,1,2,2,472,1,3130171804,3084902009,2167506048,239239768,239256152,2,1,10526549792,73389,73389,2,2,2,239239768,7,3,361998,99899506,3161186,146147,23883,3130171804,2031492,47454895,4364
156708.52,262144,64,165626,10913697530,64,57,140,0,585,2248295,2,43034,67,47,128152320,1172,1,66,24779,8018810,2,13004,585,52003054,169451382,3254061795,585,1612,2,1,2,2,472,1,3239092636,3193634135,2199347574,247695183,247695183,2,1,10898588052,73389,73389,2,2,2,247695183,7,3,362337,102974310,3215641,149122,24714,3239092636,2099173,48788017,4364
161728.36,262144,64,182017,11994003502,64,57,143,0,585,2394424,2,47665,67,47,128683224,1172,1,66,27187,8083797,2,13004,585,56482909,175586408,3570846302,585,1612,2,1,2,2,472,1,3554582940,3509365435,2319907571,272237910,272254294,2,1,11978468040,73389,73389,2,2,2,272237910,7,3,373609,105118557,3389225,156776,27121,3554582940,2237648,53095064,4364
166761.50,262144,64,201126,13252979292,64,57,146,1,585,2553753,2,53043,67,47,129214128,1172,1,66,29994,8137216,2,13004,585,63249489,181966470,3940389335,585,1612,2,1,2,2,472,1,3922633116,3877412467,2556646492,300847743,300864127,2,1,13237300692,73389,73389,2,2,2,300847743,7,3,390570,107152244,3599676,163487,29929,3922633116,2390266,59650929,4364
171798.26,262144,64,207766,13690515334,64,57,147,1,585,2640180,2,54911,67,47,129214128,1172,1,66,30967,8278734,2,13004,585,65572937,187357630,4068377412,585,1612,2,1,2,2,472,1,4050035100,4005302848,2580476730,310806168,310806168,2,1,13675471392,73389,73389,2,2,2,310806168,7,3,392886,109843668,3667401,180067,30901,4050035100,2460113,61906184,4364
176820.80,262144,64,214416,14128718802,64,57,148,1,585,2714121,2,56777,67,47,129479580,1172,1,66,31945,8396405,2,13004,585,68424734,192675963,4197150203,585,1612,2,1,2,2,472,1,4178223516,4133387777,2620554518,320756401,320772785,2,1,14113281644,73389,73389,2,2,2,320756401,7,3,395326,112474546,3759814,183471,31879,4178223516,2530650,64666260,4364
181852.66,262144,64,221212,14576490526,64,57,149,1,585,2790827,2,58686,67,47,129479580,1172,1,66,32944,8610777,2,13004,585,70780570,198116886,4328822480,585,1612,2,1,2,2,472,1,4309295516,4264348605,2657504920,330927818,330944202,2,1,14560823992,73389,73389,2,2,2,330927818,7,3,399412,115084531,3833679,186868,32879,4309295516,2603959,66947735,4364
186883.62,262144,64,231105,15228554502,64,57,151,1,585,2895900,2,61494,67,47,130010484,1172,1,66,34397,8764387,2,13004,585,74100759,203887573,4520094890,585,1612,2,1,2,2,472,1,4499743132,4454934737,2722718182,345749688,345766072,2,1,15212986272,73389,73389,2,2,2,345749688,7,3,405688,117668809,3942289,196762,34332,4499743132,2699138,70161010,4364
191903.41,262144,64,240066,15819080418,64,57,153,1,585,2991169,2,64047,67,47,130275936,1172,1,66,35715,8841604,2,13004,585,76700643,208956009,4693479433,585,1612,2,1,2,2,472,1,4672364956,4627588994,2799418832,359166852,359183236,2,1,15803341488,73389,73389,2,2,2,359166852,7,3,415769,120138182,4060686,200720,35649,4672364956,2790449,72643130,4364
196968.96,262144,64,254515,16771053670,64,57,155,1,585,3123312,2,68095,67,47,130541388,1172,1,66,37839,8909606,2,13004,585,80758129,215030187,4973034541,585,1612,2,1,2,2,472,1,4950761884,4905873130,3199701063,380801863,380818247,2,1,16755281972,73389,73389,2,2,2,380801863,7,3,429331,122318786,4231129,205571,37773,4950761884,2917741,76530417,4364
202021.31,262144,64,261129,17206632390,64,57,156,2,585,3205202,2,69957,67,47,130541388,1172,1,66,38807,9119670,2,13004,585,83081053,220424834,5100628230,585,1612,2,1,2,2,472,1,5077770652,5033159635,3252002391,390705103,390721487,2,1,17191024532,73389,73389,2,2,2,390705103,7,3,435260,124870926,4333160,209043,38742,5077770652,2996159,78751440,4364
207075.79,262144,64,267300,17613444114,64,57,157,2,585,3282409,2,71694,67,47,130806840,1172,1,66,39715,9240870,2,13004,585,85074431,225551004,5220192261,585,1612,2,1,2,2,472,1,5196784028,5152092531,3285757591,399950824,399967208,2,1,17597836256,73389,73389,2,2,2,399950824,7,3,442404,127559559,4434757,212245,39650,5196784028,3070164,80643573,4364
212086.53,262144,64,273966,18052430706,64,57,158,2,585,3359454,2,73569,67,47,130806840,1172,1,66,40693,9348733,2,13004,585,87782894,230888491,5348833906,585,1612,2,1,2,2,472,1,5324841372,5280420416,3454824215,409935984,409952368,2,1,18037183296,73389,73389,2,2,2,409935984,7,3,448578,129977743,4517038,218707,40627,5324841372,3140747,83269286,4364
217122.09,262144,64,290372,19133719718,64,57,161,2,585,3500386,2,78210,67,47,131337744,1172,1,66,43107,9412008,2,13004,585,91905453,235679217,5666541937,585,1612,2,1,2,2,472,1,5641249180,5596570616,3605027950,434519671,434536055,2,1,19118865524,73389,73389,2,2,2,434519671,7,3,456582,132132235,4655753,224814,43041,5641249180,3275572,87252643,4364
222165.26,262144,64,297771,19621275102,64,57,162,2,585,3579261,2,80280,67,47,131603196,1172,1,66,44193,9529574,2,13004,585,94379981,240822824,5809525974,585,1612,2,1,2,2,472,1,5783593372,5739101860,3639175543,445590049,445606433,2,1,19605962156,73389,73389,2,2,2,445590049,7,3,462249,134913451,4744299,228273,44127,5783593372,3350988,89637889,4364
227235.32,262144,64,304041,20034309438,64,57,163,2,585,3676959,2,82042,67,47,131603196,1172,1,66,45115,9691008,2,13004,585,96405528,246013647,5930928185,585,1612,2,1,2,2,472,1,5904441756,5859936460,3672159044,454969001,454985385,2,1,20018636044,73389,73389,2,2,2,454969001,7,3,466186,137673624,4825435,256966,45049,5904441756,3419993,91582479,4364
232256.60,262144,64,311895,20551683702,64,57,165,2,585,3759613,2,84297,67,47,131868648,1172,1,66,46268,9818993,2,13004,585,99383262,251627191,6082730351,585,1612,2,1,2,2,472,1,6055567772,6011123933,3763553324,466735699,466752083,2,1,20536370756,73389,73389,2,2,2,466735699,7,3,482572,140175733,4968846,260332,46202,6055567772,3499281,94417074,4364
237322.77,262144,64,327921,21608069034,64,57,167,2,585,3905220,2,88776,67,47,132399552,1172,1,66,48622,9883219,2,13004,585,103340000,256305169,6392543826,585,1612,2,1,2,2,472,1,6364111260,6319871293,3795832662,490754138,490754138,2,1,21593182072,73389,73389,2,2,2,490754138,7,3,488741,142500084,5133932,265522,48556,6364111260,3639698,98208151,4364
242360.41,262144,64,337188,22218576570,64,57,169,2,585,4014450,2,91411,67,47,132665004,1172,1,66,49980,9964963,2,13004,585,107211972,262461569,6571324654,585,1612,2,1,2,2,472,1,6542107036,6498326765,3904260941,504613670,504630054,2,1,22203001480,73389,73389,2,2,2,504613670,7,3,499481,145218698,5276023,278566,49914,6542107036,3735884,101938050,4364
247370.70,262144,64,347679,22909831074,64,57,171,2,585,4117135,2,94383,67,47,132930456,1172,1,66,51523,10022388,2,13004,585,111081524,268519535,6774439573,585,1612,2,1,2,2,472,1,6744351132,6700430473,4227069953,520336660,520336660,2,1,22894813040,73389,73389,2,2,2,520336660,7,3,513232,147466545,5438623,282483,51457,6744351132,3834652,105644761,4364
252406.57,262144,64,362705,23899884050,64,57,173,2,585,4271481,2,98592,67,47,133195908,1172,1,66,53729,10075981,2,13004,585,115844057,273683496,7064782884,585,1612,2,1,2,2,472,1,7033495964,6989814039,4295423963,542829672,542846056,2,1,23884505568,73389,73389,2,2,2,542829672,7,3,523568,149692507,5597704,287550,53663,7033495964,3983931,110248369,4364
257456.75,262144,64,368536,24284148082,64,57,174,2,585,4340046,2,100236,67,47,133461360,1172,1,66,54588,10179110,2,13004,585,117562052,278755035,7178030234,585,1612,2,1,2,2,472,1,7146217884,7102231743,4320281975,551553264,551569648,2,1,24268343616,73389,73389,2,2,2,551553264,7,3,528305,152260604,5680399,290566,54523,7146217884,4049480,111883962,4364
262534.64,262144,64,375165,24720721908,64,57,175,2,585,4419610,2,102090,67,47,133461360,1172,1,66,55559,10353108,2,13004,585,119879057,283971245,7305750723,585,1612,2,1,2,2,472,1,7273357724,7229798697,4625424157,561489272,561505656,2,1,24705527968,73389,73389,2,2,2,561489272,7,3,534085,155041316,5759489,293821,55493,7273357724,4125789,114121090,4364
267568.03,262144,64,381964,25168955692,64,57,176,2,585,4498879,2,104010,67,47,133726812,1172,1,66,56558,10478158,2,13004,585,122244589,289320605,7437421103,585,1612,2,1,2,2,472,1,7404429724,7360752247,4688067479,571674914,571691298,2,1,25153696216,73389,73389,2,2,2,571674914,7,3,535706,157747450,5827002,297153,56493,7404429724,4201726,116418941,4364
272619.44,262144,64,388453,25596342412,64,57,177,2,585,4576066,2,105834,67,47,133726812,1172,1,66,57510,10590411,2,13004,585,124076622,294407053,7562768635,585,1612,2,1,2,2,472,1,7529210268,7485777304,4720874752,581381546,581397930,2,1,25580788024,73389,73389,2,2,2,581381546,7,3,537792,160455113,5888600,303130,57445,7529210268,4272936,118189216,4364
277673.88,262144,64,394860,26018620632,64,57,178,2,585,4650061,2,107634,67,47,133992264,1172,1,66,58453,10811814,2,13004,585,126039884,300240779,7686804474,585,1612,2,1,2,2,472,1,7652680092,7609226257,4755174199,590987715,590987715,2,1,26003459460,73389,73389,2,2,2,590987715,7,3,543007,163321674,5976477,306341,58387,7652680092,4343720,120064599,4364
