timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
56527.84,2,262144,64,69856,4603095634,64,45,124,0,585,1521764,3,16035,40,67,6907,116262,125546064,1172,1,66,10707,3891579,2,174392,585,19058366,70166024,1400979074,585,1009,2,1,2,2,757,1,1394516380,1348988126,436189461,104253246,104269630,2,1,4587142824,73389,73389,2,2,2,104253246,12,3,203475,47616212,1678555,58629,10641,1394516380,1463135,17382034,14202
61632.58,2,262144,64,74158,4886624218,64,45,125,0,585,1577072,3,17262,40,67,6907,116262,125811516,1172,1,66,11338,4190363,2,174392,585,20953726,76491509,1484084339,585,1009,2,1,2,2,757,1,1477222812,1431833408,494084568,110711972,110711972,2,1,4871326768,73389,73389,2,2,2,110711972,12,3,206604,50924501,1739119,61166,11272,1477222812,1515906,19217033,14202
66650.27,2,262144,64,79359,5229069666,64,45,126,0,585,1641940,3,18738,40,67,6907,116262,125811516,1172,1,66,12103,4412852,2,174392,585,23158404,82733478,1584823376,585,1009,2,1,2,2,757,1,1577492892,1531897958,582083122,118489610,118505994,2,1,5213542840,73389,73389,2,2,2,118489610,12,3,216108,53958430,1831801,64246,12037,1577492892,1577694,21328884,14202
71840.24,2,262144,64,85118,5608880558,64,45,127,0,585,1713054,3,20361,40,67,6907,116262,126076968,1172,1,66,12952,4642906,2,174392,585,25022370,87867942,1696614694,585,1009,2,1,2,2,757,1,1688773020,1642952820,621773943,127129123,127129123,2,1,5593681412,73389,73389,2,2,2,127129123,12,3,221571,57067376,1927075,67481,12886,1688773020,1645573,23097344,14202
76908.88,2,262144,64,89606,5904598838,64,45,127,0,585,1772835,3,21587,40,67,6907,116262,126076968,1172,1,66,13613,4991636,2,174392,585,26421369,93185218,1783530546,585,1009,2,1,2,2,757,1,1775280540,1729396412,716529627,133849993,133849993,2,1,5889399692,73389,73389,2,2,2,133849993,12,3,226436,60483053,1991040,70140,13547,1775280540,1702695,24432477,14202
82130.43,2,262144,64,94289,6213072506,64,45,128,0,585,1833860,3,22916,40,67,6907,116262,126318288,1172,1,66,14296,5300155,2,174392,585,28248508,98926867,1873614993,585,1009,2,1,2,2,757,1,1864933788,1819522837,837617193,140857583,140873967,2,1,6197733652,73389,73389,2,2,2,140857583,12,3,229559,63597966,2067326,72973,14230,1864933788,1760887,26183571,14202
87215.34,2,262144,64,98698,6503878894,64,45,129,0,585,1892111,3,24174,40,67,6907,116262,126571674,1172,1,66,14945,5619746,2,174392,585,29550902,104041127,1959083348,585,1009,2,1,2,2,757,1,1949999516,1904575355,857940231,147469798,147469798,2,1,6488671112,73389,73389,2,2,2,147469798,12,3,230395,67004279,2132452,75787,14879,1949999516,1816324,27421070,14202
93214.76,2,262144,64,103794,6839708514,64,45,130,0,585,1958750,3,25620,40,67,6907,116262,126837126,1172,1,66,15696,5981794,2,174392,585,31913001,111290979,2057986955,585,1009,2,1,2,2,757,1,2048434588,2002723907,938853414,155089629,155106013,2,1,6823943676,73389,73389,2,2,2,155089629,12,3,233985,71228311,2218174,79029,15630,2048434588,1879721,29697812,14202
99789.18,2,262144,64,108205,7130380522,64,45,130,0,585,2018600,3,26825,40,67,6907,116262,126837126,1172,1,66,16345,6620867,2,174392,585,33106856,118128210,2143459668,585,1009,2,1,2,2,757,1,2133500316,2087664958,1035263602,161712195,161712195,2,1,7115336580,73389,73389,2,2,2,161712195,12,3,234071,76370795,2256837,81829,16279,2133500316,1936771,30852403,14202
106037.80,2,262144,64,113112,7453558386,64,45,131,0,585,2086550,3,28218,40,67,6907,116262,126837126,1172,1,66,17066,6953234,2,174392,585,35334468,125912417,2238399632,585,1009,2,1,2,2,757,1,2228003228,2182121362,1124844682,169047465,169063849,2,1,7438088460,73389,73389,2,2,2,169047465,12,3,235285,80744805,2336103,84966,17000,2228003228,2001584,33000671,14202
111085.44,2,262144,64,117266,7727387642,64,45,132,0,585,2140781,3,29406,40,67,6907,116262,127102578,1172,1,66,17676,7374953,2,174392,585,36678998,131624610,2318734446,585,1009,2,1,2,2,757,1,2307957148,2262187413,1184855091,175276815,175293199,2,1,7712179860,73389,73389,2,2,2,175276815,12,3,236437,84220799,2393869,87509,17610,2307957148,2053272,34287608,14202
116133.49,2,262144,64,122360,8062820738,64,45,133,0,585,2205091,3,30851,40,67,6907,116262,127102578,1172,1,66,18421,7731737,2,174392,585,38252702,137213245,2416843116,585,1009,2,1,2,2,757,1,2405605788,2360216736,1235676396,182906997,182906997,2,1,8047907868,73389,73389,2,2,2,182906997,12,3,237950,87560781,2458267,91880,18356,2405605788,2113211,35796229,14202
121182.88,2,262144,64,127718,8416086242,64,45,134,0,585,2272445,3,32366,40,67,6907,116262,127368030,1172,1,66,19210,7947870,2,174392,585,40009629,142777827,2520748066,585,1009,2,1,2,2,757,1,2509021596,2463496775,1275560362,190934269,190934269,2,1,8401107836,73389,73389,2,2,2,190934269,12,3,239080,90307184,2527382,94818,19144,2509021596,2177627,37484440,14202
126195.89,2,262144,64,143537,9458374718,64,45,136,0,585,2416220,3,36789,40,67,6907,116262,127621416,1172,1,66,21535,8016661,2,174392,585,44749605,148355476,2826742032,585,1009,2,1,2,2,757,1,2813763996,2768175356,1480408499,214612962,214629346,2,1,9442970328,73389,73389,2,2,2,214612962,12,3,242793,92482935,2657782,100187,21469,2813763996,2316033,42093896,14202
131223.75,2,262144,64,163666,10784716066,64,45,140,0,585,2596761,3,42496,40,67,6907,116262,128152320,1172,1,66,24490,8069414,2,174392,585,51079320,154033955,3215755160,585,1009,2,1,2,2,757,1,3201212828,3155937238,1545639196,244750381,244766765,2,1,10769016764,73389,73389,2,2,2,244750381,12,3,254870,94434169,2873375,108023,24425,3201212828,2488738,48208810,14202
136331.24,2,262144,64,170669,11246053742,64,45,141,0,585,2674116,3,44463,40,67,6907,116262,128417772,1172,1,66,25522,8295175,2,174392,585,53043829,158900010,3351501161,585,1009,2,1,2,2,757,1,3336348060,3290728107,1565574932,255241286,255257670,2,1,11230616584,73389,73389,2,2,2,255241286,12,3,257092,97097265,2955549,111370,25456,3336348060,2562746,50091182,14202
141416.79,2,262144,64,177739,11711782330,64,45,142,0,585,2754778,3,46446,40,67,6907,116262,128417772,1172,1,66,26558,8445944,2,174392,585,54572706,163555830,3487907699,585,1009,2,1,2,2,757,1,3472138652,3426888950,1728969427,265822303,265838687,2,1,11696181332,73389,73389,2,2,2,265822303,12,3,259137,100156185,3024683,114965,26493,3472138652,2639813,51551783,14202
146473.31,2,262144,64,184054,12128031238,64,45,143,1,585,2827537,3,48222,40,67,6907,116262,128683224,1172,1,66,27486,8584028,2,174392,585,57524715,169603178,3610101944,585,1009,2,1,2,2,757,1,3593773468,3548589478,1822527043,275281016,275297400,2,1,12112364704,73389,73389,2,2,2,275281016,12,3,260957,102873897,3101829,120602,27420,3593773468,2706935,54426116,14202
151496.44,2,262144,64,193892,12776225282,64,45,145,1,585,2927922,3,51017,40,67,6907,116262,128948676,1172,1,66,28931,8683929,2,174392,585,59996434,174535557,3800327164,585,1009,2,1,2,2,757,1,3783172508,3738070420,2151610186,290023125,290023125,2,1,12761017500,73389,73389,2,2,2,290023125,12,3,266225,105371836,3196951,124503,28865,3783172508,2803419,56802852,14202
156539.27,2,262144,64,202529,13345445138,64,45,146,1,585,3017424,3,53427,40,67,6907,116262,129214128,1172,1,66,30200,8792631,2,174392,585,63053232,180011186,3967400504,585,1009,2,1,2,2,757,1,3949502876,3904499215,2337372292,302956961,302973345,2,1,13330106284,73389,73389,2,2,2,302956961,12,3,272384,107806281,3318571,128268,30134,3949502876,2889156,59738557,14202
161572.76,2,262144,64,217637,14340872066,64,45,149,1,585,3152240,3,57711,40,67,6907,116262,129479580,1172,1,66,32417,8876851,2,174392,585,67991882,185505725,4259323978,585,1009,2,1,2,2,757,1,4240220572,4195457887,2393511678,325572853,325589237,2,1,14325205532,73389,73389,2,2,2,325572853,12,3,277901,110026378,3471469,133450,32352,4240220572,3018790,64524382,14202
166624.64,2,262144,64,223510,14727888610,64,45,150,1,585,3225602,3,59367,40,67,6907,116262,129745032,1172,1,66,33281,8999290,2,174392,585,69753804,190441785,4372966392,585,1009,2,1,2,2,757,1,4353335708,4308576000,2431713224,334370173,334386557,2,1,14712287612,73389,73389,2,2,2,334370173,12,3,279943,112519154,3543147,142563,33215,4353335708,3083039,66214886,14202
171651.59,2,262144,64,230153,15165898778,64,45,151,1,585,3313452,3,61233,40,67,6907,116262,130010484,1172,1,66,34261,9196943,2,174392,585,72577528,196104642,4502002463,585,1009,2,1,2,2,757,1,4481786268,4436659148,2499144337,344318247,344334631,2,1,15150002868,73389,73389,2,2,2,344318247,12,3,284927,115203234,3627015,156756,34195,4481786268,3156696,68954565,14202
176680.40,2,262144,64,237528,15651688242,64,45,152,1,585,3395658,3,63300,40,67,6907,116262,130010484,1172,1,66,35342,9324402,2,174392,585,74995884,201615007,4644333226,585,1009,2,1,2,2,757,1,4623475100,4578714751,2555979287,355358016,355374400,2,1,15635752704,73389,73389,2,2,2,355358016,12,3,288939,117928436,3733495,162242,35276,4623475100,3233416,71266194,14202
181750.95,2,262144,64,254298,16756832358,64,45,155,1,585,3545510,3,68039,40,67,6907,116262,130541388,1172,1,66,37806,9390277,2,174392,585,80208750,207298306,4968618441,585,1009,2,1,2,2,757,1,4946436508,4901713422,2660647732,380490567,380490567,2,1,16741584948,73389,73389,2,2,2,380490567,12,3,301044,120157303,3901891,169139,37740,4946436508,3376371,76310487,14202
186819.47,2,262144,64,262170,17275386270,64,45,156,1,585,3633349,3,70241,40,67,6907,116262,130541388,1172,1,66,38959,9584282,2,174392,585,82329643,212168304,5120425010,585,1009,2,1,2,2,757,1,5097562524,5053308890,2686963184,392273649,392273649,2,1,17260040556,73389,73389,2,2,2,392273649,12,3,305063,122597712,3993728,173035,38893,5097562524,3460314,78338787,14202
191917.08,2,262144,64,267997,17659388158,64,45,157,2,585,3724933,3,71883,40,67,6907,116262,130806840,1172,1,66,39818,9754758,2,174392,585,83671847,216888036,5233537408,585,1009,2,1,2,2,757,1,5210153372,5165548159,2704273192,400989049,401005433,2,1,17643518156,73389,73389,2,2,2,400989049,12,3,308630,125551267,4070706,197454,39752,5210153372,3527479,79604416,14202
196943.33,2,262144,64,276269,18204421922,64,45,159,2,585,3814749,3,74250,40,67,6907,116262,131072292,1172,1,66,41034,9843480,2,174392,585,87584639,223396729,5393628736,585,1009,2,1,2,2,757,1,5369536924,5324877894,2840456584,413384372,413400756,2,1,18188912368,73389,73389,2,2,2,413384372,12,3,320492,128319731,4216664,201089,40968,5369536924,3613660,83371595,14202
201985.97,2,262144,64,292251,19257392766,64,45,161,2,585,3961588,3,78720,40,67,6907,116262,131337744,1172,1,66,43383,9904528,2,174392,585,92144610,228386918,5702912489,585,1009,2,1,2,2,757,1,5677556124,5632736725,2960996099,437317017,437333401,2,1,19241948748,73389,73389,2,2,2,437317017,12,3,332634,130665912,4363571,209694,43318,5677556124,3751894,87785055,14202
207019.84,2,262144,64,301178,19845618062,64,45,163,2,585,4067737,3,81264,40,67,6907,116262,131603196,1172,1,66,44694,10027459,2,174392,585,95512268,234211323,5875373086,585,1009,2,1,2,2,757,1,5849260444,5804751007,3014870186,450685029,450701413,2,1,19830141276,73389,73389,2,2,2,450685029,12,3,337557,133234391,4486532,223981,44628,5849260444,3843756,91030224,14202
212031.88,2,262144,64,311062,20497092214,64,45,164,2,585,4164688,3,84013,40,67,6907,116262,131868648,1172,1,66,46144,10126068,2,174392,585,98161494,239219126,6066252702,585,1009,2,1,2,2,757,1,6039314844,5995156398,3045897996,465498707,465515091,2,1,20481943108,73389,73389,2,2,2,465498707,12,3,350660,135651929,4608632,227731,46078,6039314844,3936957,93557486,14202
217047.80,2,262144,64,327392,21573135038,64,45,167,2,585,4310264,3,88630,40,67,6907,116262,132399552,1172,1,66,48543,10184465,2,174392,585,103174105,244633105,6382117272,585,1009,2,1,2,2,757,1,6353887644,6309665749,3128548675,489945289,489961673,2,1,21557592716,73389,73389,2,2,2,489945289,12,3,365915,137925088,4769756,235340,48478,6353887644,4074924,98409283,14202
222098.25,2,262144,64,333768,21993116190,64,45,168,2,585,4384551,3,90424,40,67,6907,116262,132399552,1172,1,66,49480,10335905,2,174392,585,105054675,249708081,6505361144,585,1009,2,1,2,2,757,1,6476571036,6432475015,3152213219,499488081,499504465,2,1,21977475564,73389,73389,2,2,2,499488081,12,3,367359,140931999,4844218,240553,49414,6476571036,4143998,100215106,14202
227150.95,2,262144,64,340532,22438790762,64,45,169,2,585,4464772,3,92325,40,67,6907,116262,132665004,1172,1,66,50473,10522121,2,174392,585,107808522,255321992,6636105945,585,1009,2,1,2,2,757,1,6606725532,6562704581,3369215981,509634922,509634922,2,1,22423936568,73389,73389,2,2,2,509634922,12,3,372905,143658638,4940090,244050,50407,6606725532,4220722,102872723,14202
232207.46,2,262144,64,347174,22876469942,64,45,171,2,585,4542589,3,94213,40,67,6907,116262,132665004,1172,1,66,51450,10726876,2,174392,585,109797013,260772197,6764747618,585,1009,2,1,2,2,757,1,6734782876,6690691138,3422544467,519560579,519576963,2,1,22860665476,73389,73389,2,2,2,519560579,12,3,374905,146423853,5021308,247489,51384,6734782876,4295100,104780406,14202
237222.89,2,262144,64,353522,23294616086,64,45,172,2,585,4624323,3,96033,40,67,6907,116262,132930456,1172,1,66,52382,10896612,2,174392,585,112225071,266487400,6887466400,585,1009,2,1,2,2,757,1,6856941980,6812894438,3627455353,529070603,529086987,2,1,23279106532,73389,73389,2,2,2,529070603,12,3,380978,149322414,5123771,259262,52316,6856941980,4365061,107106064,14202
242262.32,2,262144,64,359559,23692645986,64,45,173,2,585,4693867,3,97732,40,67,6907,116262,133195908,1172,1,66,53267,11018986,2,174392,585,114981327,272513148,7003997816,585,1009,2,1,2,2,757,1,6972940700,6929250370,3730933291,538119716,538136100,2,1,23677267504,73389,73389,2,2,2,538119716,12,3,383678,151862803,5223389,262385,53201,6972940700,4431482,109762877,14202
247313.15,2,262144,64,365898,24110467758,64,45,174,2,585,4768647,3,99516,40,67,6907,116262,133461360,1172,1,66,54199,11117838,2,174392,585,116922664,277705490,7126719371,585,1009,2,1,2,2,757,1,7095099804,7051451608,3754686449,547603005,547619389,2,1,24094532220,73389,73389,2,2,2,547603005,12,3,384564,154529538,5286484,268387,54133,7095099804,4500260,111641211,14202
252344.51,2,262144,64,383347,25259857432,64,45,177,2,585,4926130,3,104442,40,67,6907,116262,133726812,1172,1,66,56761,11165821,2,174392,585,121352868,282443454,7463896693,585,1009,2,1,2,2,757,1,7430906268,7387459750,3820810263,573737139,573753523,2,1,25244434116,73389,73389,2,2,2,573737139,12,3,394113,156670104,5440347,273880,56695,7430906268,4652250,115917442,14202
257381.20,2,262144,64,390980,25763013692,64,45,178,2,585,5012559,3,106577,40,67,6907,116262,133992264,1172,1,66,57882,11238678,2,174392,585,123761293,287891721,7611486658,585,1009,2,1,2,2,757,1,7577837980,7534480576,3856708658,585173998,585190382,2,1,25747655912,73389,73389,2,2,2,585173998,12,3,399221,159559927,5536510,277551,57816,7577837980,4735008,118230102,14202
262457.95,2,262144,64,396283,26112409264,64,45,179,2,585,5077266,3,108076,40,67,6907,116262,133992264,1172,1,66,58661,11388786,2,174392,585,125483423,293087059,7714070803,585,1009,2,1,2,2,757,1,7679943068,7636648373,4130690675,593121509,593121509,2,1,26097346396,73389,73389,2,2,2,593121509,12,3,401989,162484803,5601587,280547,58595,7679943068,4796719,119887380,14202
