timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
107578.14,6,262144,64,151601,9989776994,64,38,138,1,585,3310360,13,39099,60,67,226729,127886868,1172,1,66,22718,6699813,2,257056,585,47070757,124093175,2982216867,585,1217,2,1,2,2,821,1,2968822172,2923505741,1162427535,226688797,226705181,2,1,9974307068,73389,73389,2,2,2,226688797,17,3,266002,80153805,2698014,160474,22653,2968822172,3149886,44372385,19162
112828.06,6,262144,64,155628,10255017726,64,38,138,1,585,3365079,13,40197,60,67,226729,127886868,1172,1,66,23312,6944408,2,257056,585,48530362,129749435,3060443396,585,1217,2,1,2,2,821,1,3046678940,3001052452,1287511792,232715506,232731890,2,1,10239482264,73389,73389,2,2,2,232715506,17,3,267437,83851012,2748740,163036,23246,3046678940,3202043,45781219,19162
118073.42,6,262144,64,159896,10536318086,64,38,139,1,585,3422579,13,41415,60,67,226729,128152320,1172,1,66,23937,7225245,2,257056,585,50142181,135848966,3142751313,585,1217,2,1,2,2,821,1,3128598940,3083275740,1441582840,239108696,239125080,2,1,10520782624,73389,73389,2,2,2,239108696,17,3,270785,87404341,2811159,165699,23872,3128598940,3256880,47330172,19162
123225.35,6,262144,64,164094,10812765474,64,38,140,1,585,3481647,13,42615,60,67,226729,128152320,1172,1,66,24553,7626678,2,257056,585,52415671,143319038,3223880917,585,1217,2,1,2,2,821,1,3209339292,3164141286,1604329191,245389357,245405741,2,1,10797131708,73389,73389,2,2,2,245389357,17,3,279735,91123000,2904470,169030,24488,3209339292,3312617,49511846,19162
128267.32,6,262144,64,168959,11133456278,64,38,141,1,585,3545229,13,43995,60,67,226729,128417772,1172,1,66,25271,7917540,2,257056,585,54045080,148627242,3318441538,585,1217,2,1,2,2,821,1,3303448988,3257857310,1619357870,252689700,252689700,2,1,11118346800,73389,73389,2,2,2,252689700,17,3,285062,94088321,2993060,171835,25205,3303448988,3373394,51052949,19162
133281.30,6,262144,64,175616,11572118498,64,38,142,1,585,3633167,13,45867,60,67,226729,128417772,1172,1,66,26247,8111501,2,257056,585,56468515,154603059,3446947017,585,1217,2,1,2,2,821,1,3431375260,3386057439,1798809714,262648125,262664509,2,1,11556517500,73389,73389,2,2,2,262648125,17,3,293190,97175683,3105914,180455,26181,3431375260,3452712,53364086,19162
138512.46,6,262144,64,180014,11861673086,64,38,142,1,585,3687717,13,47067,60,67,226729,128417772,1172,1,66,26893,8328281,2,257056,585,57813525,159966577,3532025393,585,1217,2,1,2,2,821,1,3516047772,3470685951,1818571640,269231890,269248274,2,1,11846203160,73389,73389,2,2,2,269231890,17,3,295587,100235522,3154254,183021,26827,3516047772,3504696,54661023,19162
143549.22,6,262144,64,184769,12175154930,64,38,143,1,585,3746895,13,48417,60,67,226729,128683224,1172,1,66,27593,8543400,2,257056,585,59508296,165895708,3624208969,585,1217,2,1,2,2,821,1,3607798172,3562355448,2137168173,276352009,276368393,2,1,12159488396,73389,73389,2,2,2,276352009,17,3,301863,103775648,3227963,185733,27527,3607798172,3561162,56282383,19162
148588.58,6,262144,64,189628,12495452518,64,38,144,1,585,3812876,13,49797,60,67,226729,128948676,1172,1,66,28304,8866180,2,257056,585,61198669,171355030,3717842432,585,1217,2,1,2,2,821,1,3700990364,3655966227,2209293745,283627776,283644160,2,1,12479622144,73389,73389,2,2,2,283627776,17,3,303874,106898082,3278800,188648,28238,3700990364,3624228,57922092,19162
153671.95,6,262144,64,194210,12797331182,64,38,145,1,585,3876043,13,51100,60,67,226729,128948676,1172,1,66,28979,9124377,2,257056,585,63009417,177193945,3806866189,585,1217,2,1,2,2,821,1,3789595036,3744204849,2304887552,290504294,290504294,2,1,12782188936,73389,73389,2,2,2,290504294,17,3,305453,110227698,3346303,191481,28914,3789595036,3684562,59665022,19162
159140.55,6,262144,64,198375,13071881334,64,38,146,1,585,3929520,13,52293,60,67,226729,129214128,1172,1,66,29591,9411924,2,257056,585,64287911,184004309,3887329628,585,1217,2,1,2,2,821,1,3869680028,3824459004,2358201822,296733644,296750028,2,1,13056280336,73389,73389,2,2,2,296733644,17,3,308773,114409811,3408886,194071,29525,3869680028,3735449,60881164,19162
166330.15,6,262144,64,203612,13416951530,64,38,146,1,585,3998992,13,53721,60,67,226729,129214128,1172,1,66,30361,9907045,2,257056,585,66000444,191848172,3988737643,585,1217,2,1,2,2,821,1,3970605468,3925352215,2425397341,304574659,304591043,2,1,13401284996,73389,73389,2,2,2,304574659,17,3,311320,119511511,3477862,197551,30295,3970605468,3801441,62525032,19162
171602.33,6,262144,64,207246,13656171162,64,38,147,1,585,4046256,13,54768,60,67,226729,129214128,1172,1,66,30892,10272017,2,257056,585,67499521,197746322,4058672398,585,1217,2,1,2,2,821,1,4040204700,3995280151,2632763398,310013703,310030087,2,1,13640602932,73389,73389,2,2,2,310013703,17,3,312091,123436923,3522561,199838,30826,4040204700,3846418,63977676,19162
176641.50,6,262144,64,211645,13946056738,64,38,148,1,585,4101799,13,56022,60,67,226729,129479580,1172,1,66,31537,10502138,2,257056,585,68588090,202960922,4143614240,585,1217,2,1,2,2,821,1,4124746140,4080023808,2684990349,316603501,316619885,2,1,13930554044,73389,73389,2,2,2,316603501,17,3,312775,126594958,3570042,202923,31471,4124746140,3898876,65019508,19162
181684.31,6,262144,64,216537,14268251562,64,38,149,1,585,4176192,13,57411,60,67,226729,129479580,1172,1,66,32258,10695213,2,257056,585,70625872,208966834,4238563080,585,1217,2,1,2,2,821,1,4219249052,4174233623,2738141484,323922387,323938771,2,1,14252585028,73389,73389,2,2,2,323922387,17,3,315387,129484046,3638665,218611,32192,4219249052,3957581,66987951,19162
186701.76,6,262144,64,222593,14667526646,64,38,150,1,585,4248193,13,59115,60,67,226729,129745032,1172,1,66,33147,10898694,2,257056,585,72650094,214287277,4355628935,585,1217,2,1,2,2,821,1,4335772060,4290986337,2760823168,332987884,333004268,2,1,14651466896,73389,73389,2,2,2,332987884,17,3,321545,132274707,3726623,222512,33081,4335772060,4025681,68925480,19162
191713.67,6,262144,64,241777,15931743418,64,38,153,1,585,4409802,13,64514,60,67,226729,130275936,1172,1,66,35964,10934581,2,257056,585,77467013,218993205,4726350093,585,1217,2,1,2,2,821,1,4705001884,4660554374,3590421921,361734822,361734822,2,1,15916332168,73389,73389,2,2,2,361734822,17,3,331992,134206466,3902774,228246,35898,4705001884,4181556,73566421,19162
196777.55,6,262144,64,257658,16978095126,64,38,155,1,585,4551794,13,68955,60,67,226729,130541388,1172,1,66,38300,11023493,2,257056,585,83231723,225135940,5033795819,585,1217,2,1,2,2,821,1,5011186076,4966359314,3831796150,385511819,385528203,2,1,16962520036,73389,73389,2,2,2,385511819,17,3,346545,136431131,4079291,233286,38234,5011186076,4318508,79155069,19162
201826.83,6,262144,64,263941,17391993496,64,38,157,1,585,4626032,13,70762,60,67,226729,130553454,1172,1,66,39223,11204897,2,257056,585,85164067,230111425,5155329868,585,1217,2,1,2,2,821,1,5132165532,5087407796,4059693921,394923539,394923539,2,1,17375914820,73389,73389,2,2,2,394907155,17,3,353770,139336763,4156223,236405,39157,5132165532,4389627,81010456,19162
206926.93,6,262144,64,270368,17815570370,64,38,158,1,585,4708201,13,72588,60,67,226729,130806840,1172,1,66,40168,11302065,2,257056,585,87311942,235551484,5279758458,585,1217,2,1,2,2,821,1,5256028572,5211179746,4314712945,404554284,404570668,2,1,17800388496,73389,73389,2,2,2,404554284,17,3,359190,142113984,4242237,245868,40102,5256028572,4462333,83071933,19162
211943.38,6,262144,64,278821,18372466150,64,38,159,1,585,4808997,13,74948,60,67,226729,131072292,1172,1,66,41410,11408745,2,257056,585,89508807,240615362,5443262893,585,1217,2,1,2,2,821,1,5418819996,5374006168,4387156060,417219943,417219943,2,1,18357677492,73389,73389,2,2,2,417219943,17,3,363676,144655798,4335619,262225,41344,5418819996,4546772,85174744,19162
216964.07,6,262144,64,288147,18987105762,64,38,161,1,585,4911708,13,77601,60,67,226729,131337744,1172,1,66,42778,11534881,2,257056,585,93170411,246599184,5623482651,585,1217,2,1,2,2,821,1,5598257564,5553700313,4497523426,431175620,431192004,2,1,18971727280,73389,73389,2,2,2,431175620,17,3,371448,147174432,4455137,271072,42713,5598257564,4640636,88716651,19162
221985.19,6,262144,64,298312,19656995530,64,38,162,1,585,5014341,13,80423,60,67,226729,131603196,1172,1,66,44274,11598504,2,257056,585,95830135,251595841,5820413239,585,1217,2,1,2,2,821,1,5794341276,5749584913,4552720612,446398898,446415282,2,1,19641551512,73389,73389,2,2,2,446398898,17,3,373886,149595420,4544486,275283,44209,5794341276,4739058,91285874,19162
227046.36,6,262144,64,311654,20535889526,64,38,165,1,585,5138859,13,84231,60,67,226729,131868648,1172,1,66,46233,11658009,2,257056,585,100171482,257159981,6078123113,585,1217,2,1,2,2,821,1,6050980252,6006519673,4635930374,466375251,466391635,2,1,20520511044,73389,73389,2,2,2,466375251,17,3,386187,151760060,4720696,280046,46167,6050980252,4858813,95452265,19162
232109.22,6,262144,64,318057,20957905602,64,38,166,1,585,5213716,13,86031,60,67,226729,132134100,1172,1,66,47173,11813916,2,257056,585,101788487,261956623,6201898652,585,1217,2,1,2,2,821,1,6174187932,6129854140,4657009511,475965036,475981420,2,1,20942461584,73389,73389,2,2,2,475965036,17,3,387612,154376077,4786686,283347,47107,6174187932,4930369,97002918,19162
237157.89,6,262144,64,324517,21383657230,64,38,167,1,585,5287878,13,87849,60,67,226729,132399552,1172,1,66,48121,11912035,2,257056,585,103819349,267145827,6326720960,585,1217,2,1,2,2,821,1,6298444188,6254255176,4703946578,485644933,485661317,2,1,21368377052,73389,73389,2,2,2,485644933,17,3,390096,157063086,4864744,286660,48056,6298444188,5001218,98956297,19162
242170.73,6,262144,64,335682,22119348450,64,38,169,1,585,5395522,13,91002,60,67,226729,132665004,1172,1,66,49760,12068466,2,257056,585,107167998,272536589,6542465347,585,1217,2,1,2,2,821,1,6513271196,6469352595,4756762680,502373380,502373380,2,1,22103707824,73389,73389,2,2,2,502356996,17,3,400950,159603010,5008897,290929,49694,6513271196,5104593,102161245,19162
247207.89,6,262144,64,349012,22997721466,64,38,171,1,585,5522205,13,94748,60,67,226729,132930456,1172,1,66,51719,12156349,2,257056,585,111015961,277527570,6800305967,585,1217,2,1,2,2,821,1,6770041244,6726162530,4799181987,522331190,522331190,2,1,22982572360,73389,73389,2,2,2,522331190,17,3,404136,161984873,5114710,295907,51653,6770041244,5226298,105903668,19162
252266.40,6,262144,64,356224,23472756166,64,38,172,1,585,5612997,13,96771,60,67,226729,132930456,1172,1,66,52777,12258046,2,257056,585,113939364,283183917,6939609557,585,1217,2,1,2,2,821,1,6908715420,6864926585,4855333303,533125199,533141583,2,1,23457508756,73389,73389,2,2,2,533125199,17,3,409011,164764047,5190567,299311,52712,6908715420,5313686,108751321,19162
257294.99,6,262144,64,362104,23860231462,64,38,173,1,585,5683944,13,98427,60,67,226729,133195908,1172,1,66,53640,12417705,2,257056,585,116074902,288795314,7053383267,585,1217,2,1,2,2,821,1,7021961628,6978261715,4887217668,541922519,541938903,2,1,23844590836,73389,73389,2,2,2,541922519,17,3,411514,167598539,5258209,305579,53575,7021961628,5378365,110819100,19162
262305.31,6,262144,64,371517,24480584772,64,38,175,1,585,5783954,13,101106,60,67,226729,133461360,1172,1,66,55025,12544117,2,257056,585,119676376,294628520,7235448621,585,1217,2,1,2,2,821,1,7203234204,7159593062,5202530550,556025652,556042036,2,1,24465128688,73389,73389,2,2,2,556025652,17,3,418222,170105809,5361283,312883,54959,7203234204,5471071,114316651,19162
267334.18,6,262144,64,386408,25461524936,64,38,177,1,585,5917056,13,105276,60,67,226729,133726812,1172,1,66,57209,12639136,2,257056,585,124093732,300037375,7523159167,585,1217,2,1,2,2,821,1,7489757596,7446394407,5250582733,578316023,578332407,2,1,25445905012,73389,73389,2,2,2,578316023,17,3,428005,172427504,5531962,317851,57144,7489757596,5599205,118562234,19162
272363.45,6,262144,64,395315,26048439512,64,38,179,1,585,6014468,13,107814,60,67,226729,133992264,1172,1,66,58520,12746696,2,257056,585,126917325,305194550,7695621444,585,1217,2,1,2,2,821,1,7661461916,7617955636,5342115397,591651267,591667651,2,1,26032655748,73389,73389,2,2,2,591651267,17,3,435338,174835863,5652493,325812,58454,7661461916,5688656,121265278,19162
