timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
101161.00,4,262144,64,141222,9305862522,64,43,136,1,585,1841009,12,36158,60,67,47355,127621416,1172,1,66,21195,6190114,2,111433,585,40679797,118091218,2781714821,585,1170,2,1,2,2,844,1,2769199516,2723608316,976727680,211154223,211154223,2,1,9290785812,73389,73389,2,2,2,211154223,16,3,229447,77392097,2497011,101370,21129,2769199516,1739639,38181260,34040
106771.73,4,262144,64,145163,9565587818,64,43,137,1,585,1895135,12,37287,60,67,47355,127886868,1172,1,66,21774,6428515,2,111433,585,43701531,125599266,2857969850,585,1170,2,1,2,2,844,1,2845090204,2799495995,1072888013,217041668,217064085,2,1,9549833392,73389,73389,2,2,2,217041668,16,3,233758,81487107,2593540,103947,21708,2845090204,1791188,41106575,34040
111816.85,4,262144,64,148818,9806328498,64,43,137,1,585,1944292,12,38285,60,67,47355,127886868,1172,1,66,22309,6804850,2,111433,585,45029776,131172941,2928430509,585,1170,2,1,2,2,844,1,2915213724,2869947364,1127104042,222527705,222527705,2,1,9791219020,73389,73389,2,2,2,222527705,16,3,234534,85343163,2639221,106247,22243,2915213724,1838045,42388881,34040
116894.97,4,262144,64,153543,10117578810,64,43,138,1,585,2006739,12,39627,60,67,47355,127886868,1172,1,66,23004,7129107,2,111433,585,46430694,137002883,3019961472,585,1170,2,1,2,2,844,1,3006308764,2960920612,1154570042,229600831,229600831,2,1,10102436564,73389,73389,2,2,2,229600831,16,3,237853,88675206,2722378,109217,22938,3006308764,1897522,43707072,34040
121941.07,4,262144,64,158735,10459965338,64,43,139,1,585,2073985,12,41099,60,67,47355,128152320,1172,1,66,23769,7382697,2,111433,585,47991575,142667603,3120705132,585,1170,2,1,2,2,844,1,3106578844,3060985848,1227217706,237382343,237382343,2,1,10444823092,73389,73389,2,2,2,237382343,16,3,239431,91927105,2779813,112183,23703,3106578844,1961802,45210395,34040
127006.91,4,262144,64,164125,10814797090,64,43,140,1,585,2143482,12,42624,60,67,47355,128152320,1172,1,66,24558,7596942,2,111433,585,49893535,147806822,3224736377,585,1170,2,1,2,2,844,1,3210125724,3164695205,1272172283,245438509,245454893,2,1,10799294396,73389,73389,2,2,2,245438509,16,3,245095,95088992,2875716,115206,24493,3210125724,2028276,47015920,34040
132623.08,4,262144,64,169130,11144662934,64,43,141,1,585,2216117,12,44043,60,67,47355,128417772,1172,1,66,25294,7804560,2,111433,585,51869123,154215305,3321659753,585,1170,2,1,2,2,844,1,3306594716,3261111674,1310132469,252935460,252951844,2,1,11129160240,73389,73389,2,2,2,252935460,16,3,247497,98899701,2942265,123402,25229,3306594716,2092715,48924880,34040
137666.87,4,262144,64,174127,11474004490,64,43,141,1,585,2278142,12,45405,60,67,47355,128417772,1172,1,66,26027,8090641,2,111433,585,54087531,160858366,3418191231,585,1170,2,1,2,2,844,1,3402670492,3357389255,1421399974,260416027,260432411,2,1,11458305188,73389,73389,2,2,2,260416027,16,3,249436,102324605,3020680,126334,25962,3402670492,2151808,51064422,34040
142788.51,4,262144,64,178475,11760282278,64,43,142,1,585,2333517,12,46647,60,67,47355,128417772,1172,1,66,26665,8283657,2,111433,585,55980194,166972269,3502086699,585,1170,2,1,2,2,844,1,3486163356,3441072176,1501108931,266926064,266942448,2,1,11744746816,73389,73389,2,2,2,266926064,16,3,251624,105668591,3084360,128969,26599,3486163356,2204548,52893620,34040
148823.21,4,262144,64,183035,12060984602,64,43,143,1,585,2394823,12,47945,60,67,47355,128683224,1172,1,66,27338,8690260,2,111433,585,57500777,173157258,3590719838,585,1170,2,1,2,2,844,1,3574374812,3528999957,1536178356,273767655,273767655,2,1,12045776820,73389,73389,2,2,2,273767655,16,3,252168,109700199,3143216,132042,27272,3574374812,2262781,54354884,34040
155147.97,4,262144,64,187374,12346938018,64,43,144,1,585,2452743,12,49184,60,67,47355,128948676,1172,1,66,27974,9029406,2,111433,585,58695992,179391953,3674477133,585,1170,2,1,2,2,844,1,3657736604,3612576390,1568857849,280267341,280267341,2,1,12331763004,73389,73389,2,2,2,280267341,16,3,253487,114391467,3197038,134750,27908,3657736604,2317993,55496905,34040
161136.99,4,262144,64,191867,12642983978,64,43,144,1,585,2511811,12,50409,60,67,47355,128948676,1172,1,66,28634,9335431,2,111433,585,59804457,185541389,3761390864,585,1170,2,1,2,2,844,1,3744244124,3699071747,1591264837,286988211,287004595,2,1,12627481284,73389,73389,2,2,2,286988211,16,3,254468,118974098,3247109,138162,28569,3744244124,2373649,56554465,34040
166225.07,4,262144,64,195903,12908814534,64,43,145,1,585,2562766,12,51564,60,67,47355,128948676,1172,1,66,29227,9653740,2,111433,585,61598901,191399576,3839491671,585,1170,2,1,2,2,844,1,3821969820,3776787992,1720524589,293039496,293039496,2,1,12893016928,73389,73389,2,2,2,293023112,16,3,255184,122195307,3290532,140619,29161,3821969820,2422147,58305372,34040
171319.68,4,262144,64,200675,13223410490,64,43,146,1,585,2623888,12,52920,60,67,47355,129214128,1172,1,66,29929,9913973,2,111433,585,63242537,197049243,3931938652,585,1170,2,1,2,2,844,1,3913982364,3868775030,1753682690,300175999,300192383,2,1,13207743956,73389,73389,2,2,2,300175999,16,3,256585,125211093,3353240,145788,29863,3913982364,2478100,59885472,34040
176388.28,4,262144,64,206027,13575751874,64,43,147,1,585,2686401,12,54435,60,67,47355,129214128,1172,1,66,30711,10101754,2,111433,585,65499143,202879954,4034919960,585,1170,2,1,2,2,844,1,4016480668,3971770393,1930416835,308183013,308199397,2,1,13560052572,73389,73389,2,2,2,308183013,16,3,259997,127904845,3431826,148895,30646,4016480668,2537506,62063391,34040
181407.50,4,262144,64,223728,14742440910,64,43,150,1,585,2840230,12,59424,60,67,47355,129745032,1172,1,66,33312,10155135,2,111433,585,71254231,209277770,4377223982,585,1170,2,1,2,2,844,1,4357398940,4312821401,2153299788,334703886,334703886,2,1,14725984636,73389,73389,2,2,2,334681469,16,3,267684,130107125,3588836,157425,33246,4357398940,2682805,67662088,34040
186462.34,4,262144,64,242752,15995906470,64,43,153,1,585,3003658,12,64769,60,67,47355,130275936,1172,1,66,36109,10246072,2,111433,585,77151969,215365557,4745447904,585,1170,2,1,2,2,844,1,4724138396,4679329933,2581405758,363182647,363199031,2,1,15980036468,73389,73389,2,2,2,363182647,16,3,278140,132224707,3771139,163326,36044,4724138396,2840332,73377745,34040
191500.42,4,262144,64,249313,16428277234,64,43,154,1,585,3080236,12,66624,60,67,47355,130275936,1172,1,66,37071,10404764,2,111433,585,79549391,220826629,4872116431,585,1170,2,1,2,2,844,1,4850229660,4805708577,2615003344,373010000,373026384,2,1,16412440000,73389,73389,2,2,2,373010000,16,3,281076,134896001,3850754,166567,37006,4850229660,2913669,75695607,34040
196543.90,4,262144,64,254948,16799696210,64,43,155,1,585,3147690,12,68216,60,67,47355,130541388,1172,1,66,37900,10500940,2,111433,585,81000971,225563942,4981151627,585,1170,2,1,2,2,844,1,4958757276,4914268997,2827091021,381463256,381463256,2,1,16784383264,73389,73389,2,2,2,381463256,16,3,284052,137487712,3920070,169503,37834,4958757276,2978187,77078386,34040
201610.08,4,262144,64,261124,17206304710,64,43,156,1,585,3222304,12,69956,60,67,47355,130541388,1172,1,66,38807,10667496,2,111433,585,83383260,231120645,5100585895,585,1170,2,1,2,2,844,1,5077639580,5033092663,3073599977,390705103,390705103,2,1,17191024532,73389,73389,2,2,2,390705103,16,3,287882,140175418,4015399,174432,38741,5077639580,3047872,79365260,34040
206639.24,4,262144,64,271274,17875211438,64,43,158,1,585,3327756,12,72834,60,67,47355,130806840,1172,1,66,40299,10802082,2,111433,585,86114975,235961529,5296989435,585,1170,2,1,2,2,844,1,5273199004,5228633560,3135564117,405920189,405920189,2,1,17859767420,73389,73389,2,2,2,405903805,16,3,291693,142797239,4111655,178706,40233,5273199004,3149050,82000386,34040
211671.33,4,262144,64,279714,18431520702,64,43,159,2,585,3420177,12,75191,60,67,47355,131072292,1172,1,66,41540,10895759,2,111433,585,90235421,242609784,5460371810,585,1170,2,1,2,2,844,1,5435859356,5391295415,3238428408,418559113,418559113,2,1,18416600972,73389,73389,2,2,2,418559113,16,3,304873,145444601,4244499,185262,41474,5435859356,3234915,85988560,34040
216718.89,4,262144,64,294542,19408597550,64,43,162,2,585,3555209,12,79398,60,67,47355,131603196,1172,1,66,43719,10934825,2,111433,585,94266118,247635004,5747161924,585,1170,2,1,2,2,844,1,5721465244,5676949121,3278015075,440765405,440765405,2,1,19393677820,73389,73389,2,2,2,440765405,16,3,314080,147710013,4379160,191571,43653,5721465244,3363638,89884865,34040
221801.70,4,262144,64,300672,19812191394,64,43,163,2,585,3630683,12,81126,60,67,47355,131603196,1172,1,66,44619,11074718,2,111433,585,96345310,252845373,5865807949,585,1170,2,1,2,2,844,1,5839561116,5794994006,3341182853,449925332,449941716,2,1,19796714608,73389,73389,2,2,2,449925332,16,3,316544,150272529,4463005,197169,44554,5839561116,3433514,91880425,34040
226875.99,4,262144,64,306411,20190426114,64,43,164,2,585,3696759,12,82746,60,67,47355,131868648,1172,1,66,45461,11176582,2,111433,585,98262493,258165499,5976551242,585,1170,2,1,2,2,844,1,5949792668,5905468131,3815508169,458526044,458542428,2,1,20175145936,73389,73389,2,2,2,458526044,16,3,325499,153241525,4553208,200105,45395,5949792668,3496654,93706764,34040
231896.62,4,262144,64,316038,20824792062,64,43,165,2,585,3795858,12,85427,60,67,47355,131868648,1172,1,66,46877,11315976,2,111433,585,100841622,263089491,6162959774,585,1170,2,1,2,2,844,1,6135390620,6091001228,3892598303,472948665,472948665,2,1,20809741260,73389,73389,2,2,2,472948665,16,3,330541,155860016,4649925,204050,46811,6135390620,3591808,96188879,34040
236928.32,4,262144,64,330551,21781225070,64,43,168,2,585,3929801,12,89550,60,67,47355,132399552,1172,1,66,49007,11363614,2,111433,585,105824285,268869242,6443301234,585,1170,2,1,2,2,844,1,6414573980,6370483522,3956309456,494679821,494696205,2,1,21765912124,73389,73389,2,2,2,494679821,16,3,338592,158084702,4780683,212440,48942,6414573980,3717361,101040818,34040
241945.48,4,262144,64,337907,22265962406,64,43,169,2,585,4015283,12,91607,60,67,47355,132665004,1172,1,66,50088,11474374,2,111433,585,108364441,274162453,6585625563,585,1170,2,1,2,2,844,1,6556262812,6512178331,4027478572,505701047,505717431,2,1,22250846068,73389,73389,2,2,2,505701047,16,3,343870,160648331,4885235,217786,50022,6556262812,3797497,103476657,34040
246985.77,4,262144,64,344157,22677686022,64,43,170,2,585,4086525,12,93369,60,67,47355,132665004,1172,1,66,51005,11678856,2,111433,585,110068330,279346416,6706505032,585,1170,2,1,2,2,844,1,6676586908,6632567941,4048198269,515047231,515063615,2,1,22662078164,73389,73389,2,2,2,515047231,16,3,345710,163548103,4962788,221007,50940,6676586908,3865518,105102496,34040
251998.90,4,262144,64,351926,23189755178,64,43,171,2,585,4169481,12,95541,60,67,47355,132930456,1172,1,66,52148,11793941,2,111433,585,112444778,284375936,6856862720,585,1170,2,1,2,2,844,1,6826271132,6782267305,4133111064,526697082,526697082,2,1,23174671608,73389,73389,2,2,2,526697082,16,3,351970,166164748,5064628,224431,52082,6826271132,3945050,107376870,34040
257010.93,4,262144,64,367123,24191014810,64,43,174,2,585,4305954,12,99852,60,67,47355,133461360,1172,1,66,54379,11869978,2,111433,585,116469655,289551948,7150625260,585,1170,2,1,2,2,844,1,7118823836,7074944124,4270509983,549444046,549460430,2,1,24175538024,73389,73389,2,2,2,549444046,16,3,364718,168431786,5226344,229486,54314,7118823836,4076468,111240112,34040
262119.29,4,262144,64,375569,24747463904,64,43,175,2,585,4399416,12,102212,60,67,47355,133461360,1172,1,66,55620,11967490,2,111433,585,119052003,294480201,7313878383,585,1170,2,1,2,2,844,1,7281353116,7237619087,4311277756,562101513,562101513,2,1,24732466572,73389,73389,2,2,2,562101513,16,3,366296,170981058,5323228,234084,55554,7281353116,4165332,113726181,34040
267138.47,4,262144,64,387716,25547776928,64,43,177,2,585,4516260,12,105631,60,67,47355,133726812,1172,1,66,57403,12088681,2,111433,585,123538237,300579444,7548573186,585,1170,2,1,2,2,844,1,7515054492,7471560427,4524339369,580277785,580294169,2,1,25532222540,73389,73389,2,2,2,580277785,16,3,379914,173376508,5478717,239192,57337,7515054492,4277068,118057129,34040
