timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
133101.38,1,262144,64,172293,11353280562,64,48,141,585,2334625,3,44898,60,67,6353,128417772,1172,1,66,25757,7901233,2,67565,585,53947440,155751439,3382463702,585,893,2,1,2,2,553,1,3367149980,3322135235,1536723157,257684217,257684217,2,1,11337384652,73389,73389,2,2,2,257667833,9,3,306198,95133353,3085581,206346,25691,3367149980,2128279,50867340,21172
138224.17,1,262144,64,176930,11658498254,64,48,142,585,2393731,3,46226,60,67,6353,128417772,1172,1,66,26440,8274779,2,67565,585,55187397,160639878,3472409134,585,893,2,1,2,2,553,1,3456672156,3411366269,1580441659,264620238,264620238,2,1,11643290472,73389,73389,2,2,2,264620238,9,3,307948,98728001,3154201,209095,26374,3456672156,2184636,52038951,21172
143455.82,1,262144,64,181513,11960707906,64,48,143,585,2450447,3,47529,60,67,6353,128683224,1172,1,66,27113,8444121,2,67565,585,57030120,166865020,3561040111,585,893,2,1,2,2,553,1,3544883612,3499668942,1679613286,271478213,271494597,2,1,11945041372,73389,73389,2,2,2,271478213,9,3,309605,102046355,3224959,213059,27047,3544883612,2237388,53810746,21172
149059.48,1,262144,64,185742,12239452362,64,48,143,585,2504355,3,48683,60,67,6353,128683224,1172,1,66,27736,8837065,2,67565,585,58312941,172754213,3643092097,585,893,2,1,2,2,553,1,3626541468,3581163203,1695885504,277822251,277822251,2,1,12224179044,73389,73389,2,2,2,277822251,9,3,310182,105936571,3271320,215730,27670,3626541468,2288625,55047318,21172
155081.02,1,262144,64,189859,12510615466,64,48,144,585,2611084,3,49860,60,67,6353,128948676,1172,1,66,28340,9190550,2,67565,585,59533831,179306685,3722642069,585,893,2,1,2,2,553,1,3705708956,3660422444,1777527191,283988224,283988224,2,1,12495481856,73389,73389,2,2,2,283988224,9,3,310468,110608017,3339749,269288,28274,3705708956,2341796,56199591,21172
161713.28,1,262144,64,194606,12823283438,64,48,145,585,2674319,3,51210,60,67,6353,128948676,1172,1,66,29037,9728689,2,67565,585,61050244,186624819,3814570138,585,893,2,1,2,2,553,1,3797197212,3751799137,1813529661,291094118,291094118,2,1,12808141192,73389,73389,2,2,2,291094118,9,3,310985,115632626,3396480,272334,28972,3797197212,2401985,57659115,21172
166743.62,1,262144,64,198408,13074044022,64,48,146,585,2720284,3,52302,60,67,6353,129214128,1172,1,66,29596,10063090,2,67565,585,62444484,191800245,3888057758,585,893,2,1,2,2,553,1,3870335388,3825098365,1853480052,296782796,296799180,2,1,13058443024,73389,73389,2,2,2,296782796,9,3,312065,119298068,3435528,274558,29530,3870335388,2445726,59012970,21172
171868.14,1,262144,64,203254,13393224190,64,48,146,585,2781633,3,53622,60,67,6353,129214128,1172,1,66,30308,10305759,2,67565,585,64651344,198381081,3981817624,585,893,2,1,2,2,553,1,3963658652,3918452567,1992837075,304044338,304044338,2,1,13377950872,73389,73389,2,2,2,304044338,9,3,313824,122561011,3506287,277510,30242,3963658652,2504123,61149430,21172
176944.95,1,262144,64,208439,13734886514,64,48,147,585,2845432,3,55092,60,67,6353,129214128,1172,1,66,31068,10466639,2,67565,585,66289558,204077896,4081900573,585,893,2,1,2,2,553,1,4063273372,4018310078,2118037771,311811625,311811625,2,1,13719711500,73389,73389,2,2,2,311811625,9,3,317820,125785510,3575300,280198,31002,4063273372,2565234,62718844,21172
181959.45,1,262144,64,219089,14436561242,64,48,149,585,2946330,3,58107,60,67,6353,129479580,1172,1,66,32634,10567444,2,67565,585,69341483,209783546,4288028500,585,893,2,1,2,2,553,1,4268532124,4223435267,2241803771,327747607,327763991,2,1,14420894708,73389,73389,2,2,2,327747607,9,3,319788,128461630,3677491,284172,32568,4268532124,2662158,65667848,21172
186970.98,1,262144,64,239578,15786833398,64,48,152,585,3114394,3,63858,60,67,6353,130010484,1172,1,66,35645,10612503,2,67565,585,74431510,214985559,4684272207,585,893,2,1,2,2,553,1,4663189916,4618241509,2361340819,358439923,358439923,2,1,15770635716,73389,73389,2,2,2,358423539,9,3,328735,130446134,3848065,290157,35579,4663189916,2824237,70588404,21172
192007.49,1,262144,64,250208,16487197406,64,48,154,585,3220223,3,66870,60,67,6353,130275936,1172,1,66,37203,10666897,2,67565,585,79902636,221159291,4889352444,585,893,2,1,2,2,553,1,4867400092,4822933717,2459678248,374359521,374375905,2,1,16471818924,73389,73389,2,2,2,374359521,9,3,339404,132790467,3992712,296305,37137,4867400092,2923918,75914710,21172
197065.55,1,262144,64,256107,16875917886,64,48,155,585,3290875,3,68532,60,67,6353,130541388,1172,1,66,38069,10794774,2,67565,585,81623502,226015276,5003517650,585,893,2,1,2,2,553,1,4981039516,4936496798,2493020494,383189609,383205993,2,1,16860342796,73389,73389,2,2,2,383189609,9,3,340608,135436627,4055299,299299,38004,4981039516,2991576,77573181,21172
202105.32,1,262144,64,261693,17243860146,64,48,156,585,3357146,3,70110,60,67,6353,130541388,1172,1,66,38891,10928633,2,67565,585,83047453,230894889,5111762839,585,893,2,1,2,2,553,1,5088780700,5044067887,2516484774,391546720,391563104,2,1,17228055680,73389,73389,2,2,2,391546720,9,3,340929,138021551,4114132,302206,38826,5088780700,3054940,78938143,21172
207133.15,1,262144,64,270823,17845389250,64,48,158,585,3458682,3,72713,60,67,6353,130806840,1172,1,66,40233,11063915,2,67565,585,86700266,236747954,5288298155,585,893,2,1,2,2,553,1,5264548252,5219900855,2603848283,405242412,405242412,2,1,17830666128,73389,73389,2,2,2,405242412,9,3,345439,140523904,4217230,311404,40167,5264548252,3147278,82488363,21172
212170.15,1,262144,64,279421,18412053202,64,48,159,585,3551795,3,75109,60,67,6353,131072292,1172,1,66,41496,11159201,2,67565,585,89520170,241934769,5454577859,585,893,2,1,2,2,553,1,5430092188,5385554882,2664080486,418110712,418127096,2,1,18396871328,73389,73389,2,2,2,418110712,9,3,347319,143029304,4306147,319013,41431,5430092188,3232782,85218648,21172
217180.39,1,262144,64,292725,19288722282,64,48,161,585,3679191,3,78851,60,67,6353,131337744,1172,1,66,43453,11207339,2,67565,585,93826988,247417405,5712162394,585,893,2,1,2,2,553,1,5686600092,5641872445,2898926571,438043946,438043946,2,1,19273933624,73389,73389,2,2,2,438043946,9,3,349829,145240833,4447060,328542,43387,5686600092,3350649,89384692,21172
222216.94,1,262144,64,300896,19827136910,64,48,163,585,3768798,3,81188,60,67,6353,131603196,1172,1,66,44652,11345893,2,67565,585,96929611,252691040,5870015024,585,893,2,1,2,2,553,1,5843755420,5799357849,2957001873,450275429,450275429,2,1,19812118876,73389,73389,2,2,2,450275429,9,3,353268,147785300,4546087,332326,44586,5843755420,3436472,92388284,21172
227281.45,1,262144,64,307472,20260490714,64,48,164,585,3843602,3,83034,60,67,6353,131868648,1172,1,66,45616,11515513,2,67565,585,99107062,257899867,5996950268,585,893,2,1,2,2,553,1,5970108828,5925967552,2988656980,460127358,460127358,2,1,20245603752,73389,73389,2,2,2,460127358,9,3,355891,150339847,4647579,335617,45550,5970108828,3507985,94464274,21172
232317.78,1,262144,64,313618,20665398586,64,48,165,585,3914361,3,84767,60,67,6353,131868648,1172,1,66,46521,11634375,2,67565,585,100394960,262353452,6116118977,585,893,2,1,2,2,553,1,6088728988,6044407019,3002963311,469326086,469326086,2,1,20650347784,73389,73389,2,2,2,469326086,9,3,356485,153072256,4708453,340188,46455,6088728988,3574173,95691462,21172
237340.80,1,262144,64,328580,21651522710,64,48,167,585,4046266,3,88956,60,67,6353,132399552,1172,1,66,48718,11687400,2,67565,585,104757030,268552024,6405278025,585,893,2,1,2,2,553,1,6376694172,6332570184,3613506946,491726827,491743211,2,1,21635980388,73389,73389,2,2,2,491726827,9,3,367390,155343243,4883969,346802,48652,6376694172,3699464,99877940,21172
242441.78,1,262144,64,338018,22273236902,64,48,169,585,4142398,3,91639,60,67,6353,132665004,1172,1,66,50104,11802373,2,67565,585,108332859,273987608,6587735349,585,893,2,1,2,2,553,1,6558359964,6514258778,3699192471,505864887,505881271,2,1,22258055028,73389,73389,2,2,2,505864887,9,3,369373,157896722,4978774,351180,50039,6558359964,3791218,103358799,21172
247483.84,1,262144,64,344268,22684960518,64,48,170,585,4217452,3,93402,60,67,6353,132665004,1172,1,66,51022,11915918,2,67565,585,110358348,279153749,6708614687,585,893,2,1,2,2,553,1,6678684060,6634682042,3968884801,515227455,515243839,2,1,22670008020,73389,73389,2,2,2,515227455,9,3,371955,160699094,5057045,358636,50956,6678684060,3858816,105306348,21172
252521.00,1,262144,64,351155,23138961470,64,48,171,585,4302047,3,95333,60,67,6353,132930456,1172,1,66,52032,12042155,2,67565,585,113087206,285372356,6841601817,585,893,2,1,2,2,553,1,6811066780,6767406222,4299606275,525544169,525544169,2,1,23123943436,73389,73389,2,2,2,525544169,9,3,380529,163340536,5160137,361953,51966,6811066780,3940094,107932172,21172
257531.88,1,262144,64,364996,24050823382,64,48,173,585,4434000,3,99218,60,67,6353,133195908,1172,1,66,54066,12107623,2,67565,585,116739951,290673312,7109315228,585,893,2,1,2,2,553,1,7077667228,7033933014,4585828082,546272027,546272027,2,1,24035969188,73389,73389,2,2,2,546272027,9,3,385323,165658694,5280351,366880,54000,7077667228,4067120,111465300,21172
262558.18,1,262144,64,376340,24798257612,64,48,175,585,4561169,3,102422,60,67,6353,133461360,1172,1,66,55734,12175085,2,67565,585,120728328,296509924,7328873259,585,893,2,1,2,2,553,1,7296295324,7252479785,4660600617,563254426,563254426,2,1,24783194744,73389,73389,2,2,2,563254426,9,3,389677,168158632,5403209,384430,55668,7296295324,4176739,115331019,21172
267590.71,1,262144,64,383856,25293480708,64,48,177,585,4673535,3,104580,60,67,6353,133726812,1172,1,66,56837,12258884,2,67565,585,123180041,301609759,7474095352,585,893,2,1,2,2,553,1,7440867740,7397269845,4702619277,574496836,574513220,2,1,25277860784,73389,73389,2,2,2,574496836,9,3,394290,170441986,5504421,417534,56771,7440867740,4256001,117681163,21172
