event,value,description
LoggerElapsedNanoseconds,6632625,Cumulative time spend in logging
InterfaceHTTPSendBytes,79123962,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,4111633,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,245723,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,1229,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,13136,Number of created server HTTP connections
HTTPServerConnectionsReused,444,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,446,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,12973,Number of expired server HTTP connections.
HTTPServerConnectionsReset,12971,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsAcquired,14183,Total number of CPU slots acquired
ConcurrencyControlWaitMicroseconds,17456399113,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,23833413509,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,853706,Total number of CPU preemptions
ConcurrencyControlUpscales,14183,Total number of CPU upscaling events
ConcurrencyControlDownscales,14183,Total number of CPU downscaling events
MemoryWorkerRun,46058,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,342568622,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,36493,Number of rows that passed the filter in the query
FilterTransformPassedBytes,667864836,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,53,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,53,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,3,How many messages (accepted or dropped) have been sent to the async queue for the error file log
