event,start_value,end_value,diff,description
FunctionExecute,10639281,40964594,30325313,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
GlobalThreadPoolExpansions,4825,4836,11,Counts the total number of times new threads have been added to the global thread pool. This metric indicates the frequency of expansions in the global thread pool to accommodate increased processing demands.
GlobalThreadPoolJobWaitTimeMicroseconds,175716476,179116989,3400513,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,6363,12614,6251,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,235949,304474,68525,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,3087,3087,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,30885453,30900170,14717,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,70,156,86,Number of created server HTTP connections
HTTPServerConnectionsExpired,66,67,1,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,15,198,183,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,66,67,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,15,198,183,Number of reused server HTTP connections
HardPageFaults,29,29,0,"The number of hard page faults in query execution threads. High values indicate either that you forgot to turn off swap on your server, or eviction of memory pages of the ClickHouse binary during very high memory pressure, or successful usage of the 'mmap' read method for the tables data."
IOBufferAllocBytes,10530547749,43118420368,32587872619,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,91367,381798,290431,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,81,325,244,"Same as Query, but only counts initial queries (see is_initial_query)."
InterfaceHTTPReceiveBytes,79157,348549,269392,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,33098,252189,219091,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,1259,1259,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,245592,245592,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,120,596,476,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,2910436,3298738,388302,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,17747980470,73946563926,56198583456,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,300,1395,1095,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,70991921880,295785521792,224793599912,Total number of rows in the result of a JOIN operation.
LoadedDataParts,15,15,0,Number of data parts loaded by MergeTree tables during initialization.
LoadedDataPartsMicroseconds,1681230,1681230,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,807301,807301,0,Number of marks loaded (total across columns).
LoadedMarksFiles,22,22,0,Number of mark files loaded.
LoadedMarksMemoryBytes,3652160,3652160,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,720811621600,915642135805,194830514205,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,5694,11701,6007,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,1650476508,1970644170,320167662,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,5193449,20188222,14994773,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,6769177848,7094734303,325556455,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,5546,10701,5155,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,37164956,39527738,2362782,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogError,136,142,6,Number of log messages with level Error
LogInfo,49,49,0,Number of log messages with level Info
LogWarning,3,3,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,52540447,52720886,180439,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,45113,189311,144198,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,22,22,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryAllocatorPurge,1,1,0,Total number of times memory allocator purge was requested
MemoryAllocatorPurgeTimeMicroseconds,31642,31642,0,Total time spent for memory allocator purge
MemoryWorkerRun,25038,38268,13230,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,62232763,88333464,26100701,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,612,634,22,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,800,868,68,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,448,464,16,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,2217,2356,139,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,12326,12910,584,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,33430,128936,95506,Total time spent while merging sorted columns
NetworkReceiveBytes,80416,349808,269392,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,44150503,44157427,6924,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,278690,497781,219091,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,287118,323731,36613,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,14717796660,54013748210,39295951550,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,125245299938,138444657784,13199357846,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadBytes,3887104,3887104,0,"Number of bytes read from disks or block devices. Doesn't include bytes read from page cache. May include excessive data due to block size, readahead, etc."
OSReadChars,657212434985,2544033791052,1886821356067,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,4096,4096,0,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,721,2169,1448,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,45095,189171,144076,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,362681,687450,324769,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,203,325,122,"Number of times a file has been found in the opened file cache, so we had to open it again."
OtherQueryTimeMicroseconds,7481,7481,0,Total time of queries that are not SELECT or INSERT.
PartsLockHoldMicroseconds,1651718,1651745,27,Total time spent holding data parts lock in MergeTree tables
PartsLocks,388,408,20,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,194,800,606,Count queries with all subqueries
Query,81,325,244,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,117,603,486,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,187,673,486,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,3273224,3820584,547360,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,11556771660,28714258311,17157486651,Total time of all queries.
RWLockAcquiredReadLocks,927,1426,499,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,0,1,1,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,423621,652357,228736,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,655538422151,2534645439428,1879107017277,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,650467490165,2481640747045,1831173256880,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,743590477635,988978929916,245388452281,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,863,863,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,45602880552,171747740385,126144859833,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,45602880552,171748100833,126145220281,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,858,858,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,25038,38268,13230,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,193,799,606,Count SELECT queries with all subqueries
SelectQuery,80,324,244,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,11556764179,28714250830,17157486651,Total time of SELECT queries.
SelectedBytes,2150537593387,8157006099806,6006468506419,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,5577564,23411091,17833527,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,5577564,23411091,17833527,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,152,638,486,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,152,638,486,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,152,638,486,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,45602906578,171747701489,126144794911,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,1760,1760,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,8547,23451,14904,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,90,223,133,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,30150,46150,16000,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,20944536,110072645,89128109,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,36874417841,45380448131,8506030290,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,440449699,1739320264,1298870565,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
TableFunctionExecute,2,2,0,Number of table function calls.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,59661073,106271969,46610896,Time spent reading data from page cache in ThreadPoolReader.
ThreadPoolReaderPageCacheMiss,5187794,20170870,14983076,Number of times the read inside ThreadPoolReader was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissBytes,654220420028,2532614973495,1878394553467,Number of bytes read inside ThreadPoolReader when read was not done from page cache and was hand off to thread pool.
ThreadPoolReaderPageCacheMissElapsedMicroseconds,498686420,1565607561,1066921141,Time spent reading data inside the asynchronous job in ThreadPoolReader - when read was not done from the page cache.
UserTimeMicroseconds,14276997399,52273926431,37996929032,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,8723489,10302753,1579264,Time spent loading marks
WriteBufferFromFileDescriptorWrite,2,2,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,150,150,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
