event,start_value,end_value,diff,description
LocalThreadPoolShrinks,309542,410215,100673,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,325768219,434023964,108255745,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1177448,1177448,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,3639361,4513198,873837,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,77,77,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,51915,63838,11923,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,8052748,10237222,2184474,Total time spent by MemoryWorker for background work
MergerMutatorPartsInRangesForMergeCount,921,942,21,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,1471,1510,39,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,350,358,8,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3630,3783,153,Time spent to select parts from ranges which can be merged.
MergerMutatorsGetPartsForMergeElapsedMicroseconds,16107,16374,267,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,193464,246144,52680,Total time spent while merging sorted columns
NetworkReceiveBytes,5591000,6976921,1385921,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,1098044,1209773,111729,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,6118441,7661785,1543344,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,600162,749977,149815,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,109219935793,140015484638,30795548845,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,298296277745,402280201589,103983923844,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,4955223975856,6200662670882,1245438695026,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,42720,53584,10864,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,3627060,4498043,870983,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,35579853,42022377,6442524,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,12631,15485,2854,"Number of times a file has been found in the opened file cache, so we had to open it again."
PartsLockHoldMicroseconds,8008,8035,27,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,2,2,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,327,336,9,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,13305,16692,3387,Count queries with all subqueries
Query,5341,6699,1358,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,37313,46812,9499,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,37335,46834,9499,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,58789002,75435097,16646095,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,41358755393,50548651377,9189895984,Total time of all queries.
RWLockAcquiredReadLocks,10971,13681,2710,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,9,15,6,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,482336,599635,117299,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,4952563924765,6197202447532,1244638522767,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,4714640117827,5912475950388,1197835832561,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,1918959269981,2494320531647,575361261666,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,1213,1213,0,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,319845629264,401246701828,81401072564,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,319845629264,401246701828,81401072564,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,5332,5332,0,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,51915,63838,11923,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,13305,16692,3387,Count SELECT queries with all subqueries
SelectQuery,5341,6699,1358,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,41358755393,50548651377,9189895984,Total time of SELECT queries.
SelectedBytes,15336274211137,19240406458300,3904132247163,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,39286176,49284552,9998376,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,39286176,49284552,9998376,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,37324,46823,9499,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,37324,46823,9499,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,37324,46823,9499,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,319845640767,401246716151,81401075384,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,92,92,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,281919,355669,73750,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,3647,3916,269,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,59079,72899,13820,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,1299666840,1571034785,271367945,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,8064135552,10663009765,2598874213,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,5460716289,6842791028,1382074739,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
ThreadPoolReaderPageCacheHit,40403553,50558498,10154945,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,4951271811313,6195588830575,1244317019262,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,7900202200,10446468704,2546266504,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,103763385583,133178037854,29414652271,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,130407963,171218995,40811032,Time spent loading marks
WriteBufferFromFileDescriptorWrite,1,1,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,59,59,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
