event,value,description
LocalThreadPoolJobWaitTimeMicroseconds,198288002,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
AnalyzePatchRangesMicroseconds,96811,Total time spent analyzing index of patch parts
InsertedRows,86586082,Number of rows INSERTed to all tables.
InsertedBytes,12048433387,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
CompileFunction,3,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompileExpressionsMicroseconds,33385,Total time spent for compilation of expressions to LLVM code.
CompileExpressionsBytes,24576,Number of bytes used for expressions compilation.
ExternalProcessingFilesTotal,10,Number of files used by external processing (sorting/aggragating/joining)
JoinBuildTableRowCount,5720,Total number of rows in the build table for a JOIN operation.
JoinProbeTableRowCount,84573930870,Total number of rows in the probe table for a JOIN operation.
JoinResultRowCount,338295723480,Total number of rows in the result of a JOIN operation.
JoinReorderMicroseconds,9309,Total time spent executing JOIN reordering algorithm.
JoinOptimizeMicroseconds,3744482,Total time spent executing JOIN plan optimizations.
QueryPlanOptimizeMicroseconds,6315972,Total time spent executing query plan optimizations.
SelectedParts,20650,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,20650,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,20650,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedMarks,21735600,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,21735600,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedRows,177045466654,Number of rows SELECTed from all tables.
SelectedBytes,8484479886034,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
RowsReadByMainReader,178409615339,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,176958853400,Number of rows read from MergeTree tables (in total) by prewhere readers.
LoadedDataPartsMicroseconds,961,Microseconds spent by MergeTree tables for loading data parts during initialization.
FilteringMarksWithPrimaryKeyMicroseconds,42411,Time spent filtering parts by PK.
WaitMarksLoadMicroseconds,41614795,Time spent loading marks
LoadedMarksFiles,77,Number of mark files loaded.
LoadedMarksCount,81125,Number of marks loaded (total across columns).
LoadedMarksMemoryBytes,357896,Size of in-memory representations of loaded marks.
Merge,13,Number of launched background merges.
MergeSourceParts,78,Number of source parts scheduled for merges.
MergedRows,114933235,Rows read for background merges. This is the number of rows before merge.
MergedColumns,43,Number of columns merged during the horizontal stage of merges.
GatheredColumns,140,Number of columns gathered during the vertical stage of merges.
MergedUncompressedBytes,15795076373,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergeTotalMilliseconds,35200,Total time spent for background merges
MergeExecuteMilliseconds,35154,Total busy time spent for execution of background merges
MergeHorizontalStageTotalMilliseconds,8265,Total time spent for horizontal stage of background merges
MergeHorizontalStageExecuteMilliseconds,8254,Total busy time spent for execution of horizontal stage of background merges
MergeVerticalStageTotalMilliseconds,26906,Total time spent for vertical stage of background merges
MergeVerticalStageExecuteMilliseconds,26877,Total busy time spent for execution of vertical stage of background merges
MergeProjectionStageTotalMilliseconds,29,Total time spent for projection stage of background merges
MergeProjectionStageExecuteMilliseconds,23,Total busy time spent for execution of projection stage of background merges
MergingSortedMilliseconds,69343,Total time spent while merging sorted columns
GatheringColumnMilliseconds,534,Total time spent while gathering columns for vertical merge
MergeTreeDataWriterRows,86586082,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterUncompressedBytes,12048433387,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeTreeDataWriterCompressedBytes,4611161883,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterBlocks,86,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,78,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,35201502,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,506,Time spent resetting task for MergeMutate executor.
CommonBackgroundExecutorTaskExecuteStepMicroseconds,1062966,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,454,Time spent resetting task for Common executor.
MergeTreeDataWriterSortingBlocksMicroseconds,516252,Time spent sorting blocks
InsertedWideParts,84,Number of parts inserted in Wide format.
InsertedCompactParts,2,Number of parts inserted in Compact format.
MergedIntoWideParts,13,Number of parts merged into Wide format.
ContextLock,921133,Number of times the lock of Context was acquired or tried to acquire. This is global lock.
ContextLockWaitMicroseconds,146601,Context lock wait time in microseconds
RWLockAcquiredReadLocks,6856,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,5,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
PartsLockHoldMicroseconds,9118,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,2,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,661,Number of times data parts lock has been acquired for MergeTree tables
SharedPartsLockHoldMicroseconds,71283,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,255,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,55668,Number of times shared data parts lock has been acquired for MergeTree tables
RealTimeMicroseconds,425514398982,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
UserTimeMicroseconds,52372370041,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
SystemTimeMicroseconds,3030680098,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
SoftPageFaults,800027597,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
OSCPUWaitMicroseconds,34313227132,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSCPUVirtualTimeMicroseconds,55401369107,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSWriteBytes,10669318144,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSReadChars,2733422533774,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteChars,10656966270,"Number of bytes written to filesystem, including page cache, as well as network and other files."
CannotWriteToWriteBufferDiscard,168,Number of stack traces dropped by query profiler or signal handler because pipe is full or cannot write to pipe.
ThreadPoolReaderPageCacheHit,22232568,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,2725745027198,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,1621189032,Time spent reading data from page cache in ThreadPoolReader.
SynchronousReadWaitMicroseconds,1654881277,Time spent in waiting for synchronous reads in asynchronous local read.
MainConfigLoads,1,Number of times the main configuration was reloaded.
ServerStartupMilliseconds,92,Time elapsed from starting server to listening to sockets in milliseconds
MergerMutatorsGetPartsForMergeElapsedMicroseconds,37391,Time spent to take data parts snapshot to build ranges from them.
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2231,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3314,Time spent to select parts from ranges which can be merged.
MergerMutatorRangesForMergeCount,480,Amount of candidate ranges for merge
MergerMutatorPartsInRangesForMergeCount,1553,Amount of candidate parts for merge
MergerMutatorSelectRangePartsCount,78,Amount of parts in selected range for merge
AsyncLoaderWaitMicroseconds,193,Total time a query was waiting for async loader jobs.
LogDebug,1,Number of log messages with level Debug
LogInfo,48,Number of log messages with level Info
LogWarning,2,Number of log messages with level Warning
LoggerElapsedNanoseconds,1174824,Cumulative time spend in logging
InterfaceHTTPSendBytes,3446574,Number of bytes sent through HTTP interfaces
InterfaceHTTPReceiveBytes,3057948,Number of bytes received through HTTP interfaces
InterfaceNativeSendBytes,1764264,Number of bytes sent through native interfaces
InterfaceNativeReceiveBytes,9337715135,Number of bytes received through native interfaces
HTTPServerConnectionsCreated,170,Number of created server HTTP connections
HTTPServerConnectionsReused,2822,Number of reused server HTTP connections
HTTPServerConnectionsPreserved,2950,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsExpired,135,Number of expired server HTTP connections.
HTTPServerConnectionsReset,7,Number of reset server HTTP connections. Server closes connection
ConcurrencyControlSlotsGranted,1035,Number of CPU slot granted according to guarantee of 1 thread per query and for queries with setting 'use_concurrency_control' = 0
ConcurrencyControlSlotsAcquired,87060,Total number of CPU slots acquired
ConcurrencyControlSlotsAcquiredNonCompeting,1035,Total number of noncompeting CPU slot acquired
ConcurrencyControlWaitMicroseconds,3692575077,Total time a query was waiting on resource requests for CPU slots.
ConcurrencyControlPreemptedMicroseconds,8842073239,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptions,87139,Total number of CPU preemptions
ConcurrencyControlUpscales,33977,Total number of CPU upscaling events
ConcurrencyControlDownscales,33977,Total number of CPU downscaling events
MemoryWorkerRun,53262,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,5669354,Total time spent by MemoryWorker for background work
FilterTransformPassedRows,20582,Number of rows that passed the filter in the query
FilterTransformPassedBytes,1258657,Number of bytes that passed the filter in the query
AsyncLoggingConsoleTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingFileLogTotalMessages,52,How many messages (accepted or dropped) have been sent to the async queue for the file log
AsyncLoggingErrorFileLogTotalMessages,2,How many messages (accepted or dropped) have been sent to the async queue for the error file log
