event,start_value,end_value,diff,description
GlobalThreadPoolJobWaitTimeMicroseconds,167459532,174978198,7518666,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
GlobalThreadPoolJobs,146639,195135,48496,Counts the number of jobs that have been pushed to the global thread pool.
GlobalThreadPoolLockWaitMicroseconds,7532824,7832358,299534,Total time threads have spent waiting for locks in the global thread pool.
GlobalThreadPoolShrinks,324,324,0,"Counts the total number of times the global thread pool has shrunk by removing threads. This occurs when the number of idle threads exceeds max_thread_pool_free_size, indicating adjustments in the global thread pool size in response to decreased thread utilization."
GlobalThreadPoolThreadCreationMicroseconds,7326705,7326705,0,Total time spent waiting for new threads to start.
HTTPServerConnectionsCreated,121,170,49,Number of created server HTTP connections
HTTPServerConnectionsExpired,98,135,37,Number of expired server HTTP connections.
HTTPServerConnectionsPreserved,1909,2950,1041,Number of preserved server HTTP connections. Connection kept alive successfully
HTTPServerConnectionsReset,6,7,1,Number of reset server HTTP connections. Server closes connection
HTTPServerConnectionsReused,1817,2822,1005,Number of reused server HTTP connections
IOBufferAllocBytes,238885275328,379047096487,140161821159,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocs,2498552,4002882,1504330,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
InitialQuery,1938,2980,1042,"Same as Query, but only counts initial queries (see is_initial_query)."
InsertQuery,8,8,0,"Same as Query, but only for INSERT queries."
InsertQueryTimeMicroseconds,28701032,28701032,0,Total time of INSERT queries.
InsertedBytes,12048433387,12048433387,0,Number of bytes (uncompressed; for columns as they stored in memory) INSERTed to all tables.
InsertedCompactParts,2,2,0,Number of parts inserted in Compact format.
InsertedRows,86586082,86586082,0,Number of rows INSERTed to all tables.
InsertedWideParts,84,84,0,Number of parts inserted in Wide format.
InterfaceHTTPReceiveBytes,1940832,3057948,1117116,Number of bytes received through HTTP interfaces
InterfaceHTTPSendBytes,2257975,3446574,1188599,Number of bytes sent through HTTP interfaces
InterfaceNativeReceiveBytes,9337715135,9337715135,0,Number of bytes received through native interfaces
InterfaceNativeSendBytes,1764264,1764264,0,Number of bytes sent through native interfaces
JoinBuildTableRowCount,3692,5720,2028,Total number of rows in the build table for a JOIN operation.
JoinOptimizeMicroseconds,3434573,3744482,309909,Total time spent executing JOIN plan optimizations.
JoinProbeTableRowCount,54588628107,84573930870,29985302763,Total number of rows in the probe table for a JOIN operation.
JoinReorderMicroseconds,6406,9309,2903,Total time spent executing JOIN reordering algorithm.
JoinResultRowCount,218354512428,338295723480,119941211052,Total number of rows in the result of a JOIN operation.
LoadedDataPartsMicroseconds,961,961,0,Microseconds spent by MergeTree tables for loading data parts during initialization.
LoadedMarksCount,81125,81125,0,Number of marks loaded (total across columns).
LoadedMarksFiles,77,77,0,Number of mark files loaded.
LoadedMarksMemoryBytes,357896,357896,0,Size of in-memory representations of loaded marks.
LocalThreadPoolBusyMicroseconds,340245294749,406853507107,66608212358,Total time threads have spent executing the actual work.
LocalThreadPoolExpansions,144125,191579,47454,Counts the total number of times threads have been borrowed from the global thread pool to expand local thread pools.
LocalThreadPoolJobWaitTimeMicroseconds,188486237,198288002,9801765,"Measures the elapsed time from when a job is scheduled in the thread pool to when it is picked up for execution by a worker thread. This metric helps identify delays in job processing, indicating the responsiveness of the thread pool to new tasks."
LocalThreadPoolJobs,145312,193867,48555,Counts the number of jobs that have been pushed to the local thread pools.
LocalThreadPoolLockWaitMicroseconds,10875057,11477061,602004,Total time threads have spent waiting for locks in the local thread pools.
LocalThreadPoolShrinks,144077,191531,47454,Counts the total number of times threads have been returned to the global thread pool from local thread pools.
LocalThreadPoolThreadCreationMicroseconds,21977718,22655130,677412,Total time local thread pools have spent waiting to borrow a thread from the global pool.
LogDebug,1,1,0,Number of log messages with level Debug
LogInfo,48,48,0,Number of log messages with level Info
LogWarning,2,2,0,Number of log messages with level Warning
LoggerElapsedNanoseconds,1174824,1174824,0,Cumulative time spend in logging
MainConfigLoads,1,1,0,Number of times the main configuration was reloaded.
MarkCacheHits,1230169,1977115,746946,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,77,77,0,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
MemoryWorkerRun,41244,53262,12018,Number of runs done by MemoryWorker in background
MemoryWorkerRunElapsedMicroseconds,4265303,5669354,1404051,Total time spent by MemoryWorker for background work
Merge,13,13,0,Number of launched background merges.
MergeExecuteMilliseconds,35154,35154,0,Total busy time spent for execution of background merges
MergeHorizontalStageExecuteMilliseconds,8254,8254,0,Total busy time spent for execution of horizontal stage of background merges
MergeHorizontalStageTotalMilliseconds,8265,8265,0,Total time spent for horizontal stage of background merges
MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,35201502,35201502,0,Time spent in executeStep() for MergeMutate executor tasks.
MergeMutateBackgroundExecutorTaskResetMicroseconds,506,506,0,Time spent resetting task for MergeMutate executor.
MergeProjectionStageExecuteMilliseconds,23,23,0,Total busy time spent for execution of projection stage of background merges
MergeProjectionStageTotalMilliseconds,29,29,0,Total time spent for projection stage of background merges
MergeSourceParts,78,78,0,Number of source parts scheduled for merges.
MergeTotalMilliseconds,35200,35200,0,Total time spent for background merges
MergeTreeDataWriterBlocks,86,86,0,Number of blocks INSERTed to MergeTree tables. Each block forms a data part of level zero.
MergeTreeDataWriterBlocksAlreadySorted,78,78,0,Number of blocks INSERTed to MergeTree tables that appeared to be already sorted.
MergeTreeDataWriterCompressedBytes,4611161883,4611161883,0,Bytes written to filesystem for data INSERTed to MergeTree tables.
MergeTreeDataWriterRows,86586082,86586082,0,Number of rows INSERTed to MergeTree tables.
MergeTreeDataWriterSortingBlocksMicroseconds,516252,516252,0,Time spent sorting blocks
MergeTreeDataWriterUncompressedBytes,12048433387,12048433387,0,Uncompressed bytes (for columns as they stored in memory) INSERTed to MergeTree tables.
MergeVerticalStageExecuteMilliseconds,26877,26877,0,Total busy time spent for execution of vertical stage of background merges
MergeVerticalStageTotalMilliseconds,26906,26906,0,Total time spent for vertical stage of background merges
MergedColumns,43,43,0,Number of columns merged during the horizontal stage of merges.
MergedIntoWideParts,13,13,0,Number of parts merged into Wide format.
MergedRows,114933235,114933235,0,Rows read for background merges. This is the number of rows before merge.
MergedUncompressedBytes,15795076373,15795076373,0,Uncompressed bytes (for columns as they stored in memory) that was read for background merges. This is the number before merge.
MergerMutatorPartsInRangesForMergeCount,1532,1553,21,Amount of candidate parts for merge
MergerMutatorPrepareRangesForMergeElapsedMicroseconds,2200,2231,31,Time spent to prepare parts ranges which can be merged according to merge predicate.
MergerMutatorRangesForMergeCount,472,480,8,Amount of candidate ranges for merge
MergerMutatorSelectPartsForMergeElapsedMicroseconds,3238,3314,76,Time spent to select parts from ranges which can be merged.
MergerMutatorSelectRangePartsCount,78,78,0,Amount of parts in selected range for merge
MergerMutatorsGetPartsForMergeElapsedMicroseconds,37222,37391,169,Time spent to take data parts snapshot to build ranges from them.
MergingSortedMilliseconds,50786,69343,18557,Total time spent while merging sorted columns
NetworkReceiveBytes,9339655967,9340773083,1117116,"Total number of bytes received from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkReceiveElapsedMicroseconds,17125468,17136647,11179,"Total time spent waiting for data to receive or receiving data from network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendBytes,4022239,5210838,1188599,"Total number of bytes send to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
NetworkSendElapsedMicroseconds,276635,404906,128271,"Total time spent waiting for data to send to network or sending data to network. Only ClickHouse-related network interaction is included, not by 3rd party libraries."
OSCPUVirtualTimeMicroseconds,38790852066,55401369107,16610517041,CPU time spent seen by OS. Does not include involuntary waits due to virtualization.
OSCPUWaitMicroseconds,34068122582,34313227132,245104550,"Total time a thread was ready for execution but waiting to be scheduled by OS, from the OS point of view."
OSReadChars,1753358432609,2733422533774,980064101165,"Number of bytes read from filesystem, including page cache, as well as network and other files."
OSWriteBytes,10669318144,10669318144,0,Number of bytes written to disks or block devices. Doesn't include bytes that are in page cache dirty pages. May not include data that was written by OS asynchronously.
OSWriteChars,10656957934,10656966270,8336,"Number of bytes written to filesystem, including page cache, as well as network and other files."
OpenedFileCacheHits,1214534,1957103,742569,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMicroseconds,4063302,4397709,334407,Amount of time spent executing OpenedFileCache methods.
OpenedFileCacheMisses,17393,21770,4377,"Number of times a file has been found in the opened file cache, so we had to open it again."
OtherQueryTimeMicroseconds,12888,12888,0,Total time of queries that are not SELECT or INSERT.
PartsLockHoldMicroseconds,9103,9118,15,Total time spent holding data parts lock in MergeTree tables
PartsLockWaitMicroseconds,2,2,0,Total time spent waiting for data parts lock in MergeTree tables
PartsLocks,652,661,9,Number of times data parts lock has been acquired for MergeTree tables
QueriesWithSubqueries,4769,7359,2590,Count queries with all subqueries
Query,1938,2980,1042,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
QueryConditionCacheHits,13353,20640,7287,Number of times an entry has been found in the query condition cache (and reading of marks can be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryConditionCacheMisses,13373,20660,7287,Number of times an entry has not been found in the query condition cache (and reading of mark cannot be skipped). Only updated for SELECT queries with SETTING use_query_condition_cache = 1.
QueryPlanOptimizeMicroseconds,5553569,6315972,762403,Total time spent executing query plan optimizations.
QueryTimeMicroseconds,5577211193,9366285563,3789074370,Total time of all queries.
RWLockAcquiredReadLocks,4792,6856,2064,Number of times a read lock was acquired (in a heavy RWLock).
RWLockReadersWaitMilliseconds,5,5,0,Total time spent waiting for a read lock to be acquired (in a heavy RWLock).
ReadBufferFromFileDescriptorRead,367625,468950,101325,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,1753084405276,2732817609825,979733204549,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
ReadCompressedBytes,1686488497414,2607649544433,921161047019,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
RealTimeMicroseconds,351345308527,425514398982,74169090455,Total (wall clock) time spent in processing (queries and other tasks) threads (note that this is a sum).
RecomputeWeight,0,604,604,Number of weight recomputes triggered at all FairPolicyNodes
RowsReadByMainReader,115964135207,178409615339,62445480132,Number of rows read from MergeTree tables by the main reader (after PREWHERE step).
RowsReadByPrewhereReaders,114513373268,176958853400,62445480132,Number of rows read from MergeTree tables (in total) by prewhere readers.
SchedulerNodeUpdate,0,2082,2082,Number of SchedulerNodeInfo update due to query starting in the GREEDY module.
Seek,41244,53262,12018,Number of times the 'lseek' function was called.
SelectQueriesWithSubqueries,4757,7347,2590,Count SELECT queries with all subqueries
SelectQuery,1918,2960,1042,"Same as Query, but only for SELECT queries."
SelectQueryTimeMicroseconds,5548497273,9337571643,3789074370,Total time of SELECT queries.
SelectedBytes,5493575295715,8484479886034,2990904590319,Number of bytes (uncompressed; for columns as they stored in memory) SELECTed from all tables.
SelectedMarks,14065512,21735600,7670088,Number of marks (index granules) selected to read from a MergeTree table.
SelectedMarksTotal,14065512,21735600,7670088,Number of total marks (index granules) before selecting which ones to read from a MergeTree table.
SelectedParts,13363,20650,7287,Number of data parts selected to read from a MergeTree table.
SelectedPartsTotal,13363,20650,7287,Number of total data parts before selecting which ones to read from a MergeTree table.
SelectedRanges,13363,20650,7287,Number of (non-adjacent) ranges in all data parts selected to read from a MergeTree table.
SelectedRows,114599984327,177045466654,62445482327,Number of rows SELECTed from all tables.
ServerStartupMilliseconds,92,92,0,Time elapsed from starting server to listening to sockets in milliseconds
SharedPartsLockHoldMicroseconds,60327,71283,10956,Total time spent holding shared data parts lock in MergeTree tables
SharedPartsLockWaitMicroseconds,198,255,57,Total time spent waiting for shared data parts lock in MergeTree tables
SharedPartsLocks,42844,55668,12824,Number of times shared data parts lock has been acquired for MergeTree tables
SoftPageFaults,497073685,800027597,302953912,"The number of soft page faults in query execution threads. Soft page fault usually means a miss in the memory allocator cache, which requires a new memory mapping from the OS and subsequent allocation of a page of physical memory."
SynchronousReadWaitMicroseconds,1352011325,1654881277,302869952,Time spent in waiting for synchronous reads in asynchronous local read.
SystemTimeMicroseconds,2113625161,3030680098,917054937,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in OS kernel mode. This is time spent in syscalls, excluding waiting time during blocking syscalls."
TableFunctionExecute,2,2,0,Number of table function calls.
ThreadPoolReaderPageCacheHit,14243366,22232568,7989202,Number of times the read inside ThreadPoolReader was done from the page cache.
ThreadPoolReaderPageCacheHitBytes,1746268207198,2725745027198,979476820000,Number of bytes read inside ThreadPoolReader when it was done from the page cache.
ThreadPoolReaderPageCacheHitElapsedMicroseconds,1325213959,1621189032,295975073,Time spent reading data from page cache in ThreadPoolReader.
UserTimeMicroseconds,36678311414,52372370041,15694058627,"Total time spent in processing (queries and other tasks) threads executing CPU instructions in user mode. This includes time CPU pipeline was stalled due to main memory access, cache misses, branch mispredictions, hyper-threading, etc."
WaitMarksLoadMicroseconds,39246708,41614795,2368087,Time spent loading marks
WriteBufferFromFileDescriptorWrite,13989,13989,0,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,10656940439,10656940439,0,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
